"i","j","fij"
"BLR","AUS",746
"BEL","AUS",2711
"BLZ","AUS",25
"BEN","AUS",15
"BMU","AUS",210
"BTN","AUS",35
"BOL","AUS",361
"BIH","AUS",13975
"BWA","AUS",315
"BRA","AUS",2599
"VGB","AUS",0
"BRN","AUS",1031
"BGR","AUS",1348
"BFA","AUS",5
"BDI","AUS",15
"CPV","AUS",15
"KHM","AUS",12897
"CMR","AUS",35
"CAN","AUS",15595
"CYM","AUS",10
"CAF","AUS",5
"TCD","AUS",20
"CHL","AUS",13485
"CHN","AUS",75674
"HKG","AUS",38187
"MAC","AUS",1123
"COL","AUS",2071
"COG","AUS",59
"COK","AUS",2332
"CRI","AUS",161
"CIV","AUS",30
"HRV","AUS",27653
"CUB","AUS",242
"CUW","AUS",45
"CYP","AUS",11258
"CZE","AUS",6149
"PRK","AUS",167
"COD","AUS",156
"DNK","AUS",4517
"DJI","AUS",40
"DMA","AUS",10
"DOM","AUS",35
"ECU","AUS",737
"EGY","AUS",18323
"SLV","AUS",5477
"ERI","AUS",851
"EST","AUS",1088
"SWZ","AUS",126
"ETH","AUS",1752
"FLK","AUS",64
"FRO","AUS",15
"FJI","AUS",24669
"FIN","AUS",5040
"FRA","AUS",8956
"GUF","AUS",5
"PYF","AUS",201
"GAB","AUS",10
"GMB","AUS",15
"GEO","AUS",140
"DEU","AUS",60983
"GHA","AUS",899
"GIB","AUS",259
"GRC","AUS",64423
"GRD","AUS",70
"GLP","AUS",5
"GUM","AUS",25
"GTM","AUS",156
"GIN","AUS",15
"GNB","AUS",10
"GUY","AUS",287
"HTI","AUS",45
"HND","AUS",86
"HUN","AUS",12284
"ISL","AUS",252
"IND","AUS",43387
"IDN","AUS",30325
"IRN","AUS",9780
"IRQ","AUS",11624
"IRL","AUS",25747
"IMN","AUS",349
"ISR","AUS",3331
"ITA","AUS",110240
"JAM","AUS",444
"JPN","AUS",15724
"JOR","AUS",1531
"KAZ","AUS",224
"KEN","AUS",3451
"KIR","AUS",278
"KWT","AUS",1158
"KGZ","AUS",50
"LAO","AUS",5253
"LVA","AUS",3907
"LBN","AUS",37760
"LSO","AUS",35
"LBR","AUS",36
"LBY","AUS",635
"LIE","AUS",10
"LTU","AUS",1952
"LUX","AUS",72
"MDG","AUS",97
"MWI","AUS",256
"MYS","AUS",44907
"MDV","AUS",92
"MLI","AUS",10
"MLT","AUS",25148
"MHL","AUS",15
"MTQ","AUS",20
"MRT","AUS",10
"MUS","AUS",9556
"MEX","AUS",687
"FSM","AUS",10
"MCO","AUS",15
"MNG","AUS",56
"MNE","AUS",2560
"MAR","AUS",505
"MOZ","AUS",298
"MMR","AUS",6114
"NAM","AUS",222
"NRU","AUS",259
"NPL","AUS",624
"NLD","AUS",44375
"NCL","AUS",701
"NZL","AUS",178600
"NIC","AUS",422
"NER","AUS",10
"NGA","AUS",696
"NIU","AUS",251
"MKD","AUS",23953
"MNP","AUS",0
"NOR","AUS",1822
"OMN","AUS",144
"PAK","AUS",4653
"PAN","AUS",70
"PRY","AUS",196
"PER","AUS",3250
"PHL","AUS",73129
"POL","AUS",35015
"PRT","AUS",8615
"PRI","AUS",86
"QAT","AUS",105
"KOR","AUS",19214
"MDA","AUS",297
"REU","AUS",45
"ROU","AUS",6961
"RUS","AUS",9923
"RWA","AUS",25
"SHN","AUS",14
"KNA","AUS",10
"LCA","AUS",2
"VCT","AUS",10
"WSM","AUS",6738
"SAU","AUS",731
"SEN","AUS",98
"SRB","AUS",25004
"SYC","AUS",1460
"SLE","AUS",122
"SGP","AUS",18222
"SVK","AUS",2947
"SVN","AUS",4100
"SLB","AUS",766
"SOM","AUS",1814
"ZAF","AUS",40814
"SSD","AUS",0
"ESP","AUS",6722
"LKA","AUS",28632
"PSE","AUS",1317
"SDN","AUS",1919
"SUR","AUS",45
"SWE","AUS",3505
"CHE","AUS",5570
"SYR","AUS",3654
"TJK","AUS",25
"THA","AUS",14517
"TLS","AUS",0
"TGO","AUS",10
"TKL","AUS",130
"TON","AUS",3991
"TTO","AUS",707
"TUN","AUS",211
"TUR","AUS",16542
"TKM","AUS",15
"TUV","AUS",61
"UGA","AUS",653
"UKR","AUS",9286
"ARE","AUS",651
"GBR","AUS",559084
"TZA","AUS",886
"USA","AUS",28961
"URY","AUS",5409
"UZB","AUS",237
"VUT","AUS",535
"VEN","AUS",610
"VNM","AUS",83180
"YEM","AUS",161
"ZMB","AUS",1724
"ZWE","AUS",5989
"AFG","AUT",1896
"ALB","AUT",1061
"DZA","AUT",207
"AND","AUT",0
"AGO","AUT",104
"ATG","AUT",5
"ARG","AUT",507
"ARM","AUT",1010
"AUS","AUT",836
"AZE","AUT",348
"BHS","AUT",7
"BHR","AUT",7
"BGD","AUT",611
"BRB","AUT",7
"BLR","AUT",827
"BEL","AUT",901
"BLZ","AUT",14
"BEN","AUT",17
"BMU","AUT",7
"BTN","AUT",7
"BOL","AUT",186
"BIH","AUT",56345
"BWA","AUT",10
"BRA","AUT",2255
"BRN","AUT",0
"BGR","AUT",5949
"BFA","AUT",36
"BDI","AUT",27
"CPV","AUT",16
"KHM","AUT",358
"CMR","AUT",163
"CAN","AUT",879
"CAF","AUT",7
"TCD","AUT",3
"CHL","AUT",448
"CHN","AUT",6550
"HKG","AUT",96
"MAC","AUT",7
"COL","AUT",634
"COG","AUT",136
"CRI","AUT",75
"CIV","AUT",43
"HRV","AUT",28414
"CUB","AUT",411
"CYP","AUT",102
"CZE","AUT",22728
"PRK","AUT",1140
"COD","AUT",210
"DNK","AUT",541
"DJI","AUT",2
"DMA","AUT",25
"DOM","AUT",1491
"ECU","AUT",249
"EGY","AUT",3662
"SLV","AUT",27
"GNQ","AUT",3
"ERI","AUT",39
"EST","AUT",185
"SWZ","AUT",10
"ETH","AUT",502
"FJI","AUT",8
"FIN","AUT",777
"FRA","AUT",3296
"GAB","AUT",6
"GMB","AUT",44
"GEO","AUT",1070
"DEU","AUT",73875
"GHA","AUT",704
"GRC","AUT",969
"GRD","AUT",6
"GUM","AUT",0
"GTM","AUT",123
"GIN","AUT",43
"GNB","AUT",5
"GUY","AUT",10
"HTI","AUT",24
"HND","AUT",39
"HUN","AUT",11751
"ISL","AUT",69
"IND","AUT",3791
"IDN","AUT",547
"IRN","AUT",4522
"IRQ","AUT",1397
"IRL","AUT",294
"ISR","AUT",753
"ITA","AUT",13099
"JAM","AUT",80
"JPN","AUT",1405
"JOR","AUT",153
"KAZ","AUT",461
"KEN","AUT",446
"KWT","AUT",61
"KGZ","AUT",288
"LAO","AUT",46
"LVA","AUT",374
"LBN","AUT",495
"LSO","AUT",3
"LBR","AUT",30
"LBY","AUT",126
"LIE","AUT",155
"LTU","AUT",405
"LUX","AUT",239
"MDG","AUT",37
"MWI","AUT",12
"MYS","AUT",170
"MDV","AUT",2
"MLI","AUT",18
"MLT","AUT",42
"MRT","AUT",2
"MUS","AUT",41
"MEX","AUT",590
"FSM","AUT",1
"MCO","AUT",9
"MNG","AUT",781
"MNE","AUT",7453
"MAR","AUT",586
"MOZ","AUT",25
"MMR","AUT",27
"NAM","AUT",74
"NRU","AUT",1
"NPL","AUT",142
"NLD","AUT",2913
"NZL","AUT",136
"NIC","AUT",84
"NER","AUT",7
"NGA","AUT",1749
"MKD","AUT",6647
"NOR","AUT",397
"OMN","AUT",10
"PAK","AUT",1119
"PLW","AUT",1
"PAN","AUT",26
"PNG","AUT",19
"PRY","AUT",88
"PER","AUT",757
"PHL","AUT",6157
"POL","AUT",23887
"PRT","AUT",479
"PRI","AUT",2
"QAT","AUT",7
"KOR","AUT",40
"MDA","AUT",739
"ROU","AUT",18974
"RUS","AUT",11667
"RWA","AUT",64
"KNA","AUT",2
"LCA","AUT",3
"VCT","AUT",3
"WSM","AUT",2
"SMR","AUT",1
"STP","AUT",1
"SAU","AUT",133
"SEN","AUT",73
"SRB","AUT",66828
"SYC","AUT",17
"SLE","AUT",42
"SGP","AUT",118
"SVK","AUT",11736
"SVN","AUT",9535
"SLB","AUT",5
"SOM","AUT",322
"ZAF","AUT",1047
"ESP","AUT",1499
"LKA","AUT",300
"PSE","AUT",54
"SDN","AUT",112
"SUR","AUT",6
"SWE","AUT",1392
"CHE","AUT",5729
"SYR","AUT",832
"TJK","AUT",107
"THA","AUT",3141
"TGO","AUT",55
"TON","AUT",4
"TTO","AUT",29
"TUN","AUT",747
"TUR","AUT",50566
"TKM","AUT",62
"TUV","AUT",6
"UGA","AUT",87
"UKR","AUT",3899
"ARE","AUT",62
"GBR","AUT",3439
"TZA","AUT",51
"USA","AUT",3742
"URY","AUT",103
"UZB","AUT",281
"VUT","AUT",4
"VEN","AUT",370
"VNM","AUT",1195
"YEM","AUT",26
"ZMB","AUT",45
"ZWE","AUT",102
"AFG","AZE",67
"ARM","AZE",106540
"BLR","AZE",432
"EST","AZE",316
"GEO","AZE",32784
"DEU","AZE",197
"IRN","AZE",695
"KAZ","AZE",2616
"KGZ","AZE",1636
"MDA","AZE",287
"RUS","AZE",24037
"TJK","AZE",183
"TUR","AZE",674
"TKM","AZE",1195
"UKR","AZE",2549
"UZB","AZE",10938
"ATG","BHS",5
"ARG","BHS",6
"AUS","BHS",32
"AUT","BHS",10
"BRB","BHS",42
"BEL","BHS",7
"BLZ","BHS",9
"BMU","BHS",9
"BWA","BHS",0
"BRA","BHS",26
"VGB","BHS",6
"BGR","BHS",0
"CAN","BHS",674
"CYM","BHS",3
"CHL","BHS",3
"CHN","BHS",34
"HKG","BHS",9
"COL","BHS",14
"CRI","BHS",39
"CUB","BHS",64
"DNK","BHS",16
"DMA","BHS",17
"DOM","BHS",39
"ECU","BHS",10
"EGY","BHS",4
"SLV","BHS",4
"EST","BHS",0
"SWZ","BHS",0
"FRA","BHS",61
"DEU","BHS",98
"GHA","BHS",29
"GRC","BHS",19
"GRD","BHS",12
"GTM","BHS",6
"GUY","BHS",360
"HTI","BHS",8698
"HND","BHS",7
"IND","BHS",98
"IDN","BHS",2
"IRL","BHS",26
"ITA","BHS",37
"JAM","BHS",2478
"JPN","BHS",29
"KEN","BHS",2
"MEX","BHS",28
"NLD","BHS",15
"NZL","BHS",10
"NIC","BHS",3
"NGA","BHS",27
"NOR","BHS",3
"PAK","BHS",5
"PAN","BHS",7
"PER","BHS",21
"PHL","BHS",91
"POL","BHS",7
"PRT","BHS",5
"ROU","BHS",0
"RUS","BHS",12
"KNA","BHS",6
"LCA","BHS",30
"VCT","BHS",9
"ZAF","BHS",30
"ESP","BHS",13
"LKA","BHS",4
"SWE","BHS",18
"CHE","BHS",68
"TTO","BHS",165
"TCA","BHS",264
"UGA","BHS",0
"UKR","BHS",0
"GBR","BHS",737
"USA","BHS",2197
"URY","BHS",2
"VEN","BHS",14
"ZWE","BHS",0
"AFG","BHR",80
"BGD","BHR",5268
"TCD","BHR",51
"EGY","BHR",8916
"ERI","BHR",189
"ETH","BHR",133
"FRA","BHR",82
"IND","BHR",24351
"IDN","BHR",5877
"JOR","BHR",1756
"KWT","BHR",658
"LBN","BHR",270
"MAR","BHR",95
"NPL","BHR",85
"NLD","BHR",66
"NGA","BHR",69
"PAK","BHR",7807
"PHL","BHR",4477
"QAT","BHR",15
"SAU","BHR",57
"SOM","BHR",126
"SSD","BHR",245
"LKA","BHR",2389
"PSE","BHR",570
"SDN","BHR",1991
"SYR","BHR",661
"THA","BHR",109
"TUN","BHR",57
"TUR","BHR",480
"ARE","BHR",1093
"GBR","BHR",543
"USA","BHR",168
"YEM","BHR",2188
"BHR","BGD",9504
"BRA","BGD",4701
"KHM","BGD",6189
"CHN","BGD",56437
"IND","BGD",10493
"IDN","BGD",44838
"JPN","BGD",4424
"LAO","BGD",27778
"MYS","BGD",73596
"MMR","BGD",122106
"NPL","BGD",6003
"NOR","BGD",4509
"SGP","BGD",3481
"THA","BGD",3857
"GBR","BGD",10589
"USA","BGD",14540
"VNM","BGD",8408
"ATG","BRB",176
"AUS","BRB",14
"BHS","BRB",35
"CAN","BRB",445
"DMA","BRB",359
"GRD","BRB",429
"GUY","BRB",1782
"IND","BRB",251
"JAM","BRB",488
"LCA","BRB",2404
"VCT","BRB",2464
"TTO","BRB",1236
"GBR","BRB",1883
"USA","BRB",704
"AFG","BLR",93
"DZA","BLR",9
"ARG","BLR",69
"ARM","BLR",2380
"AUS","BLR",16
"AUT","BLR",43
"AZE","BLR",5927
"BEL","BLR",15
"BRA","BLR",70
"BGR","BLR",30
"CAN","BLR",100
"CUB","BLR",3
"CZE","BLR",69
"PRK","BLR",43
"DNK","BLR",84
"EST","BLR",2220
"ETH","BLR",1
"FIN","BLR",1174
"GEO","BLR",3731
"DEU","BLR",31
"GRC","BLR",76
"HUN","BLR",221
"IND","BLR",9
"IRN","BLR",10
"IRL","BLR",16
"ISR","BLR",215
"ITA","BLR",3
"JOR","BLR",1
"KAZ","BLR",37579
"KGZ","BLR",2803
"LVA","BLR",7677
"LBN","BLR",0
"LTU","BLR",13273
"MNG","BLR",130
"NOR","BLR",27
"PAK","BLR",0
"POL","BLR",267
"KOR","BLR",15
"MDA","BLR",3651
"ROU","BLR",13
"RUS","BLR",391378
"SRB","BLR",13
"SVK","BLR",18
"ESP","BLR",19
"SWE","BLR",169
"CHE","BLR",16
"SYR","BLR",0
"TJK","BLR",2879
"TUR","BLR",1
"TKM","BLR",2902
"UKR","BLR",120887
"ARE","BLR",12
"GBR","BLR",300
"USA","BLR",52
"URY","BLR",24
"UZB","BLR",7924
"VNM","BLR",201
"YEM","BLR",6
"AFG","BEL",29
"ALB","BEL",1011
"DZA","BEL",9644
"AGO","BEL",285
"ARG","BEL",599
"ARM","BEL",2
"AUS","BEL",582
"AUT","BEL",1263
"AZE","BEL",2
"BHS","BEL",6
"BHR","BEL",0
"BGD","BEL",355
"BRB","BEL",16
"BLR","BEL",93
"BEN","BEL",450
"BTN","BEL",56
"BOL","BEL",437
"BIH","BEL",146
"BWA","BEL",12
"BRA","BEL",1966
"BGR","BEL",667
"BFA","BEL",182
"BDI","BEL",838
"CPV","BEL",287
"KHM","BEL",565
"CMR","BEL",1016
"CAN","BEL",1974
"CAF","BEL",92
"TCD","BEL",84
"CHL","BEL",2412
"CHN","BEL",3636
"COL","BEL",1682
"COG","BEL",1597
"CRI","BEL",68
"CIV","BEL",488
"HRV","BEL",48
"CUB","BEL",423
"CYP","BEL",44
"CZE","BEL",42
"PRK","BEL",961
"COD","BEL",22725
"DNK","BEL",1463
"DJI","BEL",35
"DMA","BEL",44
"DOM","BEL",1192
"ECU","BEL",947
"EGY","BEL",465
"SLV","BEL",154
"GNQ","BEL",552
"ERI","BEL",0
"EST","BEL",30
"ETH","BEL",885
"FJI","BEL",12
"FIN","BEL",1551
"FRA","BEL",69862
"GAB","BEL",142
"GMB","BEL",67
"GEO","BEL",89
"DEU","BEL",35046
"GHA","BEL",1343
"GRC","BEL",7847
"GTM","BEL",2246
"GIN","BEL",239
"GNB","BEL",64
"GUY","BEL",65
"HTI","BEL",825
"HND","BEL",61
"HUN","BEL",1059
"ISL","BEL",61
"IND","BEL",3039
"IDN","BEL",1202
"IRN","BEL",881
"IRQ","BEL",21
"IRL","BEL",1476
"ISR","BEL",1736
"ITA","BEL",66525
"JAM","BEL",161
"JPN","BEL",1977
"JOR","BEL",32
"KAZ","BEL",5
"KEN","BEL",303
"KWT","BEL",58
"KGZ","BEL",2
"LAO","BEL",530
"LVA","BEL",46
"LBN","BEL",1063
"LSO","BEL",5
"LBR","BEL",107
"LBY","BEL",81
"LIE","BEL",2
"LTU","BEL",47
"LUX","BEL",4885
"MDG","BEL",748
"MWI","BEL",11
"MYS","BEL",184
"MDV","BEL",2
"MLI","BEL",121
"MLT","BEL",128
"MRT","BEL",179
"MUS","BEL",2781
"MEX","BEL",986
"MCO","BEL",31
"MNG","BEL",30
"MNE","BEL",4
"MAR","BEL",109867
"MOZ","BEL",144
"MMR","BEL",20
"NAM","BEL",16
"NRU","BEL",0
"NPL","BEL",18
"NLD","BEL",38962
"NZL","BEL",94
"NIC","BEL",95
"NER","BEL",289
"NGA","BEL",533
"MKD","BEL",71
"NOR","BEL",552
"OMN","BEL",2
"PAK","BEL",1589
"PLW","BEL",0
"PAN","BEL",68
"PNG","BEL",33
"PRY","BEL",107
"PER","BEL",1140
"PHL","BEL",5967
"POL","BEL",5234
"PRT","BEL",10242
"KOR","BEL",84
"MDA","BEL",28
"ROU","BEL",1620
"RUS","BEL",537
"RWA","BEL",1157
"SMR","BEL",3
"STP","BEL",22
"SAU","BEL",86
"SEN","BEL",640
"SRB","BEL",167
"SYC","BEL",35
"SLE","BEL",487
"SGP","BEL",920
"SVK","BEL",61
"SVN","BEL",10
"SOM","BEL",542
"ZAF","BEL",1486
"ESP","BEL",17594
"LKA","BEL",124
"PSE","BEL",2
"SDN","BEL",73
"SUR","BEL",184
"SWE","BEL",1955
"CHE","BEL",2272
"SYR","BEL",668
"TJK","BEL",2
"THA","BEL",2976
"TGO","BEL",415
"TUN","BEL",3910
"TUR","BEL",67245
"TKM","BEL",0
"UGA","BEL",89
"UKR","BEL",331
"GBR","BEL",11038
"TZA","BEL",109
"USA","BEL",7752
"URY","BEL",149
"UZB","BEL",3
"VEN","BEL",338
"VNM","BEL",2765
"YEM","BEL",36
"ZMB","BEL",109
"ZWE","BEL",92
"CAN","BLZ",248
"CHN","BLZ",489
"HKG","BLZ",25
"SLV","BLZ",3197
"DEU","BLZ",18
"GTM","BLZ",8205
"HTI","BLZ",18
"HND","BLZ",2676
"IND","BLZ",118
"JAM","BLZ",157
"LBN","BLZ",10
"MEX","BLZ",1185
"NGA","BLZ",6
"GBR","BLZ",111
"USA","BLZ",902
"BFA","BEN",2479
"TCD","BEN",116
"COG","BEN",318
"CIV","BEN",2339
"FRA","BEN",310
"GHA","BEN",1738
"MLI","BEN",219
"NER","BEN",18702
"NGA","BEN",10874
"TGO","BEN",19220
"AUS","BMU",24
"AUT","BMU",12
"BEL","BMU",6
"CAN","BMU",1266
"CHN","BMU",61
"CUB","BMU",10
"DNK","BMU",12
"DOM","BMU",6
"FRA","BMU",52
"DEU","BMU",102
"GHA","BMU",20
"GRC","BMU",36
"GUY","BMU",37
"HTI","BMU",537
"IND","BMU",120
"IRL","BMU",33
"ISR","BMU",27
"ITA","BMU",29
"JAM","BMU",279
"JPN","BMU",194
"MYS","BMU",10
"NGA","BMU",19
"PAK","BMU",10
"PHL","BMU",120
"POL","BMU",22
"PRT","BMU",1634
"ROU","BMU",0
"ZAF","BMU",30
"ESP","BMU",29
"CHE","BMU",52
"TTO","BMU",23
"TUR","BMU",0
"TCA","BMU",60
"GBR","BMU",2078
"USA","BMU",1731
"AUS","BTN",3
"BGD","BTN",10
"CAN","BTN",12
"CHN","BTN",266
"DNK","BTN",8
"FRA","BTN",9
"DEU","BTN",7
"IND","BTN",4760
"ITA","BTN",2
"JPN","BTN",28
"MMR","BTN",8
"NPL","BTN",154
"NLD","BTN",4
"NZL","BTN",6
"PAK","BTN",0
"PHL","BTN",2
"KOR","BTN",10
"SGP","BTN",6
"LKA","BTN",9
"SWE","BTN",6
"CHE","BTN",3
"THA","BTN",17
"GBR","BTN",13
"USA","BTN",40
"AFG","BOL",0
"ALB","BOL",0
"DZA","BOL",3
"AND","BOL",0
"AGO","BOL",3
"ATG","BOL",0
"ARG","BOL",14052
"ARM","BOL",1
"ABW","BOL",4
"AUS","BOL",83
"AUT","BOL",94
"AZE","BOL",1
"BHS","BOL",0
"BHR","BOL",0
"BGD","BOL",1
"BRB","BOL",0
"BLR","BOL",2
"BEL","BOL",167
"BLZ","BOL",453
"BEN","BOL",0
"BMU","BOL",1
"BES","BOL",16
"BIH","BOL",0
"BRA","BOL",7154
"BGR","BOL",10
"BDI","BOL",1
"CPV","BOL",2
"KHM","BOL",0
"CMR","BOL",1
"CAN","BOL",834
"CAF","BOL",0
"TCD","BOL",0
"CHL","BOL",2117
"CHN","BOL",199
"HKG","BOL",5
"COL","BOL",660
"COG","BOL",2
"CRI","BOL",73
"CIV","BOL",1
"HRV","BOL",20
"CUB","BOL",238
"CUW","BOL",135
"CYP","BOL",2
"CZE","BOL",11
"PRK","BOL",1
"COD","BOL",0
"DNK","BOL",43
"DMA","BOL",0
"DOM","BOL",0
"ECU","BOL",376
"EGY","BOL",13
"SLV","BOL",54
"ERI","BOL",1
"EST","BOL",3
"ETH","BOL",2
"FJI","BOL",2
"FIN","BOL",22
"FRA","BOL",285
"GUF","BOL",1
"GAB","BOL",0
"GEO","BOL",0
"DEU","BOL",791
"GHA","BOL",0
"GIB","BOL",1
"GRC","BOL",3
"GRD","BOL",0
"GTM","BOL",74
"GIN","BOL",1
"GUY","BOL",3
"HTI","BOL",5
"HND","BOL",105
"HUN","BOL",19
"ISL","BOL",0
"IND","BOL",53
