"i","j","fij"
"NOR","ARG",96
"PAK","ARG",10
"PAN","ARG",214
"PRY","ARG",124821
"PER","ARG",22702
"PHL","ARG",40
"POL","ARG",9891
"PRT","ARG",5840
"PRI","ARG",86
"KOR","ARG",4566
"MDA","ARG",420
"ROU","ARG",1264
"RUS","ARG",1944
"SMR","ARG",31
"SAU","ARG",105
"SGP","ARG",0
"SVN","ARG",821
"SOM","ARG",4
"ZAF","ARG",124
"ESP","ARG",79509
"LKA","ARG",6
"SDN","ARG",18
"SUR","ARG",1
"SWE","ARG",266
"CHE","ARG",1009
"SYR","ARG",1857
"THA","ARG",65
"TTO","ARG",47
"TUN","ARG",64
"TUR","ARG",875
"TUV","ARG",4
"UGA","ARG",0
"UKR","ARG",2635
"GBR","ARG",952
"TZA","ARG",1
"USA","ARG",4958
"URY","ARG",61245
"VUT","ARG",18
"VEN","ARG",1021
"VNM","ARG",7
"ZMB","ARG",1
"ZWE","ARG",0
"AZE","ARM",235987
"BLR","ARM",294
"GEO","ARM",9488
"DEU","ARM",314
"GRC","ARM",1361
"IRN","ARM",4478
"KAZ","ARM",215
"LBN","ARM",495
"RUS","ARM",11100
"SYR","ARM",1458
"TUR","ARM",595
"TKM","ARM",275
"UKR","ARM",1807
"UZB","ARM",340
"BES","ABW",70
"CHN","ABW",242
"COL","ABW",1744
"CUW","ABW",578
"DMA","ABW",43
"DOM","ABW",812
"GRD","ABW",58
"GUY","ABW",104
"HTI","ABW",178
"IND","ABW",64
"JAM","ABW",125
"NLD","ABW",1482
"NIC","ABW",22
"PER","ABW",295
"PHL","ABW",299
"PRT","ABW",97
"VCT","ABW",63
"SXM","ABW",165
"SUR","ABW",498
"TUR","ABW",59
"USA","ABW",282
"VEN","ABW",1100
"AFG","AUS",4518
"ALB","AUS",803
"DZA","AUS",595
"ASM","AUS",58
"AND","AUS",94
"AGO","AUS",204
"ATG","AUS",3
"ARG","AUS",6260
"ARM","AUS",340
"ABW","AUS",18
"AUT","AUS",12535
"AZE","AUS",54
"BHS","AUS",109
"BHR","AUS",338
"BGD","AUS",3322
"BRB","AUS",195
"BLR","AUS",379
"BEL","AUS",2525
"BLZ","AUS",7
"BEN","AUS",12
"BMU","AUS",196
"BTN","AUS",25
"BOL","AUS",300
"BIH","AUS",13418
"BWA","AUS",229
"BRA","AUS",1858
"VGB","AUS",2
"BRN","AUS",986
"BGR","AUS",1423
"BFA","AUS",9
"BDI","AUS",4
"CPV","AUS",7
"KHM","AUS",11574
"CMR","AUS",34
"CAN","AUS",13639
"CYM","AUS",0
"CAF","AUS",3
"TCD","AUS",9
"CHL","AUS",13567
"CHN","AUS",54255
"HKG","AUS",33861
"MAC","AUS",877
"COL","AUS",1494
"COG","AUS",69
"COK","AUS",1749
"CRI","AUS",161
"CIV","AUS",26
"HRV","AUS",28846
"CUB","AUS",235
"CUW","AUS",30
"CYP","AUS",12265
"CZE","AUS",8753
"PRK","AUS",126
"COD","AUS",144
"DNK","AUS",5595
"DJI","AUS",28
"DMA","AUS",3
"DOM","AUS",20
"ECU","AUS",665
"EGY","AUS",20541
"SLV","AUS",4898
"ERI","AUS",815
"EST","AUS",1161
"SWZ","AUS",86
"ETH","AUS",1373
"FLK","AUS",58
"FRO","AUS",8
"FJI","AUS",18887
"FIN","AUS",4718
"FRA","AUS",8472
"GUF","AUS",0
"PYF","AUS",134
"GAB","AUS",7
"GMB","AUS",6
"GEO","AUS",85
"DEU","AUS",61259
"GHA","AUS",986
"GIB","AUS",215
"GRC","AUS",72846
"GRD","AUS",44
"GLP","AUS",1
"GUM","AUS",15
"GTM","AUS",138
"GIN","AUS",9
"GNB","AUS",10
"GUY","AUS",227
"HTI","AUS",27
"HND","AUS",71
"HUN","AUS",15590
"ISL","AUS",257
"IND","AUS",40084
"IDN","AUS",22944
"IRN","AUS",10417
"IRQ","AUS",9114
"IRL","AUS",28236
"IMN","AUS",377
"ISR","AUS",3959
"ITA","AUS",138080
"JAM","AUS",427
"JPN","AUS",12181
"JOR","AUS",1606
"KAZ","AUS",144
"KEN","AUS",3192
"KIR","AUS",190
"KWT","AUS",937
"KGZ","AUS",25
"LAO","AUS",5778
"LVA","AUS",4728
"LBN","AUS",41939
"LSO","AUS",24
"LBR","AUS",56
"LBY","AUS",756
"LIE","AUS",7
"LTU","AUS",2519
"LUX","AUS",73
"MDG","AUS",79
"MWI","AUS",246
"MYS","AUS",38360
"MDV","AUS",51
"MLI","AUS",4
"MLT","AUS",30363
"MHL","AUS",6
"MTQ","AUS",17
"MRT","AUS",1
"MUS","AUS",9569
"MEX","AUS",462
"FSM","AUS",2
"MCO","AUS",12
"MNG","AUS",37
"MNE","AUS",1758
"MAR","AUS",761
"MOZ","AUS",284
"MMR","AUS",5509
"NAM","AUS",198
"NRU","AUS",230
"NPL","AUS",843
"NLD","AUS",52126
"NCL","AUS",522
"NZL","AUS",159309
"NIC","AUS",380
"NER","AUS",7
"NGA","AUS",860
"NIU","AUS",167
"MKD","AUS",23997
"MNP","AUS",2
"NOR","AUS",1907
"OMN","AUS",113
"PAK","AUS",5077
"PAN","AUS",79
"PRY","AUS",168
"PER","AUS",2142
"PHL","AUS",36612
"POL","AUS",37149
"PRT","AUS",9974
"PRI","AUS",33
"QAT","AUS",105
"KOR","AUS",13772
"MDA","AUS",153
"REU","AUS",14
"ROU","AUS",6992
"RUS","AUS",5234
"RWA","AUS",14
"SHN","AUS",7
"KNA","AUS",9
"LCA","AUS",11
"VCT","AUS",37
"WSM","AUS",4721
"SAU","AUS",567
"SEN","AUS",108
"SRB","AUS",25817
"SYC","AUS",1350
"SLE","AUS",108
"SGP","AUS",14202
"SVK","AUS",2564
"SVN","AUS",4356
"SLB","AUS",582
"SOM","AUS",1118
"ZAF","AUS",30023
"SSD","AUS",0
"ESP","AUS",8114
"LKA","AUS",26666
"PSE","AUS",1732
"SDN","AUS",1438
"SUR","AUS",32
"SWE","AUS",3413
"CHE","AUS",5923
"SYR","AUS",3296
"TJK","AUS",10
"THA","AUS",7257
"TLS","AUS",2503
"TGO","AUS",5
"TKL","AUS",90
"TON","AUS",3694
"TTO","AUS",594
"TUN","AUS",270
"TUR","AUS",17046
"TKM","AUS",5
"TUV","AUS",44
"UGA","AUS",657
"UKR","AUS",8047
"ARE","AUS",538
"GBR","AUS",554569
"TZA","AUS",976
"USA","AUS",29511
"URY","AUS",5550
"UZB","AUS",186
"VUT","AUS",481
"VEN","AUS",431
"VNM","AUS",79267
"YEM","AUS",189
"ZMB","AUS",1493
"ZWE","AUS",5291
"AFG","AUT",3632
"ALB","AUT",989
"DZA","AUT",613
"AND","AUT",2
"AGO","AUT",117
"ATG","AUT",0
"ARG","AUT",485
"ARM","AUT",977
"AUS","AUT",786
"AZE","AUT",351
"BHS","AUT",8
"BHR","AUT",6
"BGD","AUT",1145
"BRB","AUT",6
"BLR","AUT",283
"BEL","AUT",780
"BLZ","AUT",12
"BEN","AUT",34
"BMU","AUT",5
"BTN","AUT",9
"BOL","AUT",146
"BIH","AUT",52909
"BWA","AUT",8
"BRA","AUT",1171
"BRN","AUT",4
"BGR","AUT",4363
"BFA","AUT",43
"BDI","AUT",35
"CPV","AUT",10
"KHM","AUT",270
"CMR","AUT",259
"CAN","AUT",782
"CAF","AUT",11
"TCD","AUT",5
"CHL","AUT",374
"CHN","AUT",4993
"HKG","AUT",86
"MAC","AUT",3
"COL","AUT",398
"COG","AUT",160
"CRI","AUT",44
"CIV","AUT",94
"HRV","AUT",23527
"CUB","AUT",173
"CYP","AUT",108
"CZE","AUT",13492
"PRK","AUT",633
"COD","AUT",244
"DNK","AUT",389
"DJI","AUT",3
"DMA","AUT",9
"DOM","AUT",586
"ECU","AUT",184
"EGY","AUT",5920
"SLV","AUT",18
"GNQ","AUT",4
"ERI","AUT",29
"EST","AUT",63
"SWZ","AUT",6
"ETH","AUT",336
"FJI","AUT",4
"FIN","AUT",285
"FRA","AUT",2572
"GAB","AUT",10
"GMB","AUT",351
"GEO","AUT",1087
"DEU","AUT",46527
"GHA","AUT",897
"GRC","AUT",1606
"GRD","AUT",3
"GUM","AUT",1
"GTM","AUT",120
"GIN","AUT",149
"GNB","AUT",38
"GUY","AUT",3
"HTI","AUT",17
"HND","AUT",25
"HUN","AUT",5557
"ISL","AUT",54
"IND","AUT",4986
"IDN","AUT",257
"IRN","AUT",5514
"IRQ","AUT",2161
"IRL","AUT",346
"ISR","AUT",908
"ITA","AUT",9025
"JAM","AUT",57
"JPN","AUT",567
"JOR","AUT",325
"KAZ","AUT",266
"KEN","AUT",205
"KWT","AUT",102
"KGZ","AUT",141
"LAO","AUT",36
"LVA","AUT",161
"LBN","AUT",694
"LSO","AUT",0
"LBR","AUT",142
"LBY","AUT",172
"LIE","AUT",94
"LTU","AUT",196
"LUX","AUT",256
"MDG","AUT",13
"MWI","AUT",13
"MYS","AUT",145
"MDV","AUT",4
"MLI","AUT",44
"MLT","AUT",30
"MRT","AUT",19
"MUS","AUT",35
"MEX","AUT",402
"FSM","AUT",0
"MCO","AUT",7
"MNG","AUT",409
"MNE","AUT",6790
"MAR","AUT",664
"MOZ","AUT",19
"MMR","AUT",19
"NAM","AUT",46
"NRU","AUT",0
"NPL","AUT",236
"NLD","AUT",2616
"NZL","AUT",151
"NIC","AUT",53
"NER","AUT",13
"NGA","AUT",3681
"MKD","AUT",7574
"NOR","AUT",240
"OMN","AUT",11
"PAK","AUT",1972
"PLW","AUT",0
"PAN","AUT",15
"PNG","AUT",19
"PRY","AUT",62
"PER","AUT",360
"PHL","AUT",3008
"POL","AUT",16452
"PRT","AUT",635
"PRI","AUT",2
"QAT","AUT",10
"KOR","AUT",41
"MDA","AUT",433
"ROU","AUT",10901
"RUS","AUT",8628
"RWA","AUT",74
"KNA","AUT",0
"LCA","AUT",6
"VCT","AUT",4
"WSM","AUT",1
"SMR","AUT",0
"STP","AUT",1
"SAU","AUT",176
"SEN","AUT",141
"SRB","AUT",60470
"SYC","AUT",11
"SLE","AUT",127
"SGP","AUT",71
"SVK","AUT",6204
"SVN","AUT",5677
"SLB","AUT",4
"SOM","AUT",463
"ZAF","AUT",783
"ESP","AUT",1198
"LKA","AUT",337
"PSE","AUT",123
"SDN","AUT",293
"SUR","AUT",7
"SWE","AUT",940
"CHE","AUT",4606
"SYR","AUT",1306
"TJK","AUT",79
"THA","AUT",625
"TGO","AUT",86
"TON","AUT",1
"TTO","AUT",17
"TUN","AUT",1614
"TUR","AUT",53389
"TKM","AUT",30
"TUV","AUT",2
"UGA","AUT",91
"UKR","AUT",1567
"ARE","AUT",52
"GBR","AUT",3715
"TZA","AUT",51
"USA","AUT",3464
"URY","AUT",81
"UZB","AUT",213
"VUT","AUT",1
"VEN","AUT",232
"VNM","AUT",990
"YEM","AUT",35
"ZMB","AUT",30
"ZWE","AUT",93
"AFG","AZE",158
"ARM","AZE",89233
"BLR","AZE",127
"EST","AZE",272
"GEO","AZE",29158
"DEU","AZE",148
"IRN","AZE",1152
"KAZ","AZE",1777
"KGZ","AZE",1461
"MDA","AZE",58
"RUS","AZE",10920
"TJK","AZE",119
"TUR","AZE",1881
"TKM","AZE",896
"UKR","AZE",878
"UZB","AZE",9690
"ATG","BHS",4
"ARG","BHS",3
"AUS","BHS",23
"AUT","BHS",7
"BRB","BHS",107
"BEL","BHS",8
"BLZ","BHS",7
"BMU","BHS",11
"BWA","BHS",0
"BRA","BHS",18
"VGB","BHS",4
"BGR","BHS",0
"CAN","BHS",481
"CYM","BHS",4
"CHL","BHS",4
"CHN","BHS",51
"HKG","BHS",21
"COL","BHS",13
"CRI","BHS",16
"CUB","BHS",31
"DNK","BHS",12
"DMA","BHS",22
"DOM","BHS",33
"ECU","BHS",3
"EGY","BHS",3
"SLV","BHS",1
"EST","BHS",0
"SWZ","BHS",0
"FRA","BHS",52
"DEU","BHS",100
"GHA","BHS",24
"GRC","BHS",38
"GRD","BHS",14
"GTM","BHS",2
"GUY","BHS",267
"HTI","BHS",9370
"HND","BHS",5
"IND","BHS",110
"IDN","BHS",5
"IRL","BHS",39
"ITA","BHS",54
"JAM","BHS",1020
"JPN","BHS",6
"KEN","BHS",2
"MEX","BHS",31
"NLD","BHS",16
"NZL","BHS",7
"NIC","BHS",4
"NGA","BHS",42
"NOR","BHS",8
"PAK","BHS",7
"PAN","BHS",6
"PER","BHS",22
"PHL","BHS",41
"POL","BHS",3
"PRT","BHS",2
"ROU","BHS",12
"RUS","BHS",6
"KNA","BHS",5
"LCA","BHS",18
"VCT","BHS",14
"ZAF","BHS",34
"ESP","BHS",28
"LKA","BHS",8
"SWE","BHS",8
"CHE","BHS",70
"TTO","BHS",144
"TCA","BHS",558
"UGA","BHS",0
"UKR","BHS",0
"GBR","BHS",1005
"USA","BHS",2033
"URY","BHS",0
"VEN","BHS",8
"ZWE","BHS",0
"AFG","BHR",167
"BGD","BHR",21000
"TCD","BHR",109
"EGY","BHR",15058
"ERI","BHR",393
"ETH","BHR",276
"FRA","BHR",64
"IND","BHR",55490
"IDN","BHR",3194
"JOR","BHR",2468
"KWT","BHR",1340
"LBN","BHR",564
"MAR","BHR",199
"NPL","BHR",176
"NLD","BHR",70
"NGA","BHR",145
"PAK","BHR",18926
"PHL","BHR",6281
"QAT","BHR",3
"SAU","BHR",68
"SOM","BHR",264
"SSD","BHR",368
"LKA","BHR",1791
"PSE","BHR",1185
"SDN","BHR",2984
"SYR","BHR",1376
"THA","BHR",228
"TUN","BHR",120
"TUR","BHR",1000
"ARE","BHR",590
"GBR","BHR",890
"USA","BHR",351
"YEM","BHR",4548
"BHR","BGD",5603
"BRA","BGD",2909
"KHM","BGD",7123
"CHN","BGD",70971
"IND","BGD",9761
"IDN","BGD",45389
"JPN","BGD",5039
"LAO","BGD",32160
"MYS","BGD",68183
"MMR","BGD",107212
"NPL","BGD",6135
"NOR","BGD",3792
"SGP","BGD",4895
"THA","BGD",6451
"GBR","BGD",8671
"USA","BGD",16246
"VNM","BGD",15760
"ATG","BRB",82
"AUS","BRB",13
"BHS","BRB",27
"CAN","BRB",313
"DMA","BRB",156
"GRD","BRB",215
"GUY","BRB",1124
"IND","BRB",246
"JAM","BRB",223
"LCA","BRB",1371
"VCT","BRB",1707
"TTO","BRB",753
"GBR","BRB",1500
"USA","BRB",555
"AFG","BLR",152
"DZA","BLR",35
"ARG","BLR",39
"ARM","BLR",3761
"AUS","BLR",12
"AUT","BLR",20
"AZE","BLR",8516
"BEL","BLR",21
"BRA","BLR",29
"BGR","BLR",26
"CAN","BLR",52
"CUB","BLR",32
"CZE","BLR",34
"PRK","BLR",32
"DNK","BLR",104
"EST","BLR",1427
"ETH","BLR",17
"FIN","BLR",863
"GEO","BLR",5375
"DEU","BLR",29
"GRC","BLR",56
"HUN","BLR",141
"IND","BLR",31
"IRN","BLR",31
"IRL","BLR",7
"ISR","BLR",149
"ITA","BLR",15
"JOR","BLR",21
"KAZ","BLR",36862
"KGZ","BLR",2767
"LVA","BLR",4170
"LBN","BLR",50
"LTU","BLR",6431
"MNG","BLR",43
"NOR","BLR",33
"PAK","BLR",37
"POL","BLR",180
"KOR","BLR",14
"MDA","BLR",4474
"ROU","BLR",8
"RUS","BLR",333116
"SRB","BLR",18
"SVK","BLR",10
"ESP","BLR",18
"SWE","BLR",152
"CHE","BLR",13
"SYR","BLR",63
"TJK","BLR",3175
"TUR","BLR",17
"TKM","BLR",2915
"UKR","BLR",119339
"ARE","BLR",10
"GBR","BLR",178
"USA","BLR",30
"URY","BLR",6
"UZB","BLR",7808
"VNM","BLR",144
"YEM","BLR",20
"AFG","BEL",40
"ALB","BEL",1092
"DZA","BEL",13661
"AGO","BEL",526
"ARG","BEL",532
"ARM","BEL",3
"AUS","BEL",482
"AUT","BEL",968
"AZE","BEL",3
"BHS","BEL",7
"BHR","BEL",55
"BGD","BEL",546
"BRB","BEL",4
"BLR","BEL",52
"BEN","BEL",841
"BTN","BEL",99
"BOL","BEL",325
"BIH","BEL",155
"BWA","BEL",12
"BRA","BEL",855
"BGR","BEL",420
"BFA","BEL",298
"BDI","BEL",799
"CPV","BEL",165
"KHM","BEL",397
"CMR","BEL",1149
"CAN","BEL",1639
"CAF","BEL",92
"TCD","BEL",116
"CHL","BEL",2604
"CHN","BEL",2971
"COL","BEL",929
"COG","BEL",2982
"CRI","BEL",66
"CIV","BEL",510
"HRV","BEL",35
"CUB","BEL",167
"CYP","BEL",32
"CZE","BEL",25
"PRK","BEL",678
"COD","BEL",25101
"DNK","BEL",1144
"DJI","BEL",39
"DMA","BEL",49
"DOM","BEL",552
"ECU","BEL",617
"EGY","BEL",1144
"SLV","BEL",110
"GNQ","BEL",1032
"ERI","BEL",1
"EST","BEL",26
"ETH","BEL",1653
"FJI","BEL",3
"FIN","BEL",622
"FRA","BEL",59024
"GAB","BEL",158
"GMB","BEL",125
"GEO","BEL",90
"DEU","BEL",34230
"GHA","BEL",1508
"GRC","BEL",9954
"GTM","BEL",3355
"GIN","BEL",545
"GNB","BEL",54
"GUY","BEL",23
"HTI","BEL",929
"HND","BEL",32
"HUN","BEL",755
"ISL","BEL",53
"IND","BEL",3840
"IDN","BEL",821
"IRN","BEL",1371
"IRQ","BEL",30
"IRL","BEL",986
"ISR","BEL",2257
"ITA","BEL",89295
"JAM","BEL",97
"JPN","BEL",1759
"JOR","BEL",175
"KAZ","BEL",7
"KEN","BEL",220
"KWT","BEL",78
"KGZ","BEL",4
"LAO","BEL",482
"LVA","BEL",28
"LBN","BEL",2309
"LSO","BEL",3
"LBR","BEL",258
"LBY","BEL",132
"LIE","BEL",1
"LTU","BEL",27
"LUX","BEL",7237
"MDG","BEL",277
"MWI","BEL",18
"MYS","BEL",142
"MDV","BEL",0
"MLI","BEL",145
"MLT","BEL",124
"MRT","BEL",682
"MUS","BEL",997
"MEX","BEL",613
"MCO","BEL",46
"MNG","BEL",15
"MNE","BEL",6
"MAR","BEL",140907
"MOZ","BEL",45
"MMR","BEL",29
"NAM","BEL",13
"NRU","BEL",0
"NPL","BEL",25
"NLD","BEL",38456
"NZL","BEL",119
"NIC","BEL",39
"NER","BEL",542
"NGA","BEL",881
"MKD","BEL",65
"NOR","BEL",524
"OMN","BEL",0
"PAK","BEL",2759
"PLW","BEL",0
"PAN","BEL",34
"PNG","BEL",66
"PRY","BEL",53
"PER","BEL",682
"PHL","BEL",2146
"POL","BEL",2757
"PRT","BEL",8687
"KOR","BEL",115
"MDA","BEL",17
"ROU","BEL",1072
"RUS","BEL",226
"RWA","BEL",1349
"SMR","BEL",10
"STP","BEL",13
"SAU","BEL",60
"SEN","BEL",970
"SRB","BEL",143
"SYC","BEL",21
"SLE","BEL",910
"SGP","BEL",304
"SVK","BEL",42
"SVN","BEL",13
"SOM","BEL",1013
"ZAF","BEL",1203
"ESP","BEL",19953
"LKA","BEL",110
"PSE","BEL",6
"SDN","BEL",101
"SUR","BEL",81
"SWE","BEL",1338
"CHE","BEL",2712
"SYR","BEL",1009
"TJK","BEL",4
"THA","BEL",832
"TGO","BEL",775
"TUN","BEL",9066
"TUR","BEL",82048
"TKM","BEL",1
"UGA","BEL",115
"UKR","BEL",179
"GBR","BEL",12479
"TZA","BEL",117
"USA","BEL",7604
"URY","BEL",182
"UZB","BEL",4
"VEN","BEL",211
"VNM","BEL",1451
"YEM","BEL",74
"ZMB","BEL",107
"ZWE","BEL",78
"CAN","BLZ",254
"CHN","BLZ",473
"HKG","BLZ",25
"SLV","BLZ",3568
"DEU","BLZ",30
"GTM","BLZ",7178
"HTI","BLZ",20
"HND","BLZ",2140
"IND","BLZ",142
"JAM","BLZ",253
"LBN","BLZ",27
"MEX","BLZ",1528
"NGA","BLZ",25
"GBR","BLZ",186
"USA","BLZ",1008
"BFA","BEN",2870
"TCD","BEN",107
"COG","BEN",291
"CIV","BEN",2057
"FRA","BEN",265
"GHA","BEN",1528
"MLI","BEN",193
"NER","BEN",22012
"NGA","BEN",13062
"TGO","BEN",8170
"AUS","BMU",23
"AUT","BMU",12
"BEL","BMU",11
"CAN","BMU",1148
"CHN","BMU",83
"CUB","BMU",7
"DNK","BMU",16
"DOM","BMU",6
"FRA","BMU",70
"DEU","BMU",125
"GHA","BMU",18
"GRC","BMU",64
"GUY","BMU",31
"HTI","BMU",710
"IND","BMU",127
"IRL","BMU",60
"ISR","BMU",8
"ITA","BMU",52
"JAM","BMU",125
"JPN","BMU",75
"MYS","BMU",11
"NGA","BMU",34
"PAK","BMU",10
"PHL","BMU",60
"POL","BMU",10
"PRT","BMU",158
"ROU","BMU",14
"ZAF","BMU",40
"ESP","BMU",73
"CHE","BMU",71
"TTO","BMU",21
"TUR","BMU",37
"TCA","BMU",63
"GBR","BMU",2682
"USA","BMU",1684
"AUS","BTN",12
"BGD","BTN",19
"CAN","BTN",10
"CHN","BTN",264
"DNK","BTN",14
"FRA","BTN",9
"DEU","BTN",9
"IND","BTN",20343
"ITA","BTN",5
"JPN","BTN",44
"MMR","BTN",12
"NPL","BTN",258
"NLD","BTN",8
"NZL","BTN",8
"PAK","BTN",12
"PHL","BTN",8
"KOR","BTN",9
"SGP","BTN",5
"LKA","BTN",10
"SWE","BTN",8
"CHE","BTN",10
"THA","BTN",18
"GBR","BTN",8
"USA","BTN",39
"AFG","BOL",0
"ALB","BOL",0
"DZA","BOL",5
"AND","BOL",0
"AGO","BOL",2
"ATG","BOL",4
"ARG","BOL",12434
"ARM","BOL",0
"ABW","BOL",0
"AUS","BOL",53
"AUT","BOL",80
"AZE","BOL",0
"BHS","BOL",4
"BHR","BOL",1
"BGD","BOL",9
"BRB","BOL",3
"BLR","BOL",1
"BEL","BOL",183
"BLZ","BOL",506
"BEN","BOL",0
"BMU","BOL",0
"BES","BOL",9
"BIH","BOL",0
"BRA","BOL",6642
"BGR","BOL",5
"BDI","BOL",0
"CPV","BOL",0
"KHM","BOL",0
"CMR","BOL",1
"CAN","BOL",860
"CAF","BOL",0
"TCD","BOL",3
"CHL","BOL",2348
"CHN","BOL",424
"HKG","BOL",5
"COL","BOL",480
"COG","BOL",1
"CRI","BOL",61
"CIV","BOL",0
"HRV","BOL",18
"CUB","BOL",166
"CUW","BOL",71
"CYP","BOL",2
"CZE","BOL",36
"PRK","BOL",33
"COD","BOL",2
"DNK","BOL",29
"DMA","BOL",2
"DOM","BOL",8
"ECU","BOL",251
"EGY","BOL",18
"SLV","BOL",38
"ERI","BOL",0
"EST","BOL",0
"ETH","BOL",1
"FJI","BOL",0
"FIN","BOL",31
"FRA","BOL",342
"GUF","BOL",0
"GAB","BOL",1
"GEO","BOL",1
"DEU","BOL",813
"GHA","BOL",2
"GIB","BOL",0
"GRC","BOL",7
"GRD","BOL",2
"GTM","BOL",68
"GIN","BOL",0
"GUY","BOL",2
"HTI","BOL",4
"HND","BOL",102
"HUN","BOL",20
"ISL","BOL",2
"IND","BOL",77
"IDN","BOL",8
"IRN","BOL",18
