"i","j","fij"
"IDN","BOL",4
"IRN","BOL",9
"IRQ","BOL",0
"IRL","BOL",11
"IMN","BOL",0
"ISR","BOL",41
"ITA","BOL",404
"JAM","BOL",2
"JPN","BOL",660
"JOR","BOL",7
"KAZ","BOL",0
"KEN","BOL",2
"KWT","BOL",1
"KGZ","BOL",0
"LAO","BOL",0
"LVA","BOL",0
"LBN","BOL",16
"LSO","BOL",2
"LBR","BOL",1
"LBY","BOL",0
"LIE","BOL",1
"LTU","BOL",0
"LUX","BOL",0
"MDG","BOL",1
"MWI","BOL",0
"MYS","BOL",4
"MLI","BOL",0
"MLT","BOL",0
"MRT","BOL",0
"MEX","BOL",4100
"MCO","BOL",2
"MNG","BOL",0
"MNE","BOL",0
"MAR","BOL",5
"MOZ","BOL",0
"MMR","BOL",1
"NPL","BOL",0
"NLD","BOL",0
"NCL","BOL",0
"NZL","BOL",23
"NIC","BOL",37
"NER","BOL",0
"NGA","BOL",4
"NIU","BOL",0
"MKD","BOL",0
"NOR","BOL",48
"OMN","BOL",1
"PAK","BOL",18
"PAN","BOL",40
"PNG","BOL",0
"PRY","BOL",580
"PER","BOL",3206
"PHL","BOL",11
"POL","BOL",85
"PRT","BOL",13
"PRI","BOL",13
"QAT","BOL",1
"KOR","BOL",265
"MDA","BOL",0
"ROU","BOL",38
"RUS","BOL",65
"RWA","BOL",2
"KNA","BOL",0
"SPM","BOL",0
"SAU","BOL",4
"SEN","BOL",1
"SRB","BOL",0
"SYC","BOL",0
"SLE","BOL",0
"SGP","BOL",2
"SXM","BOL",15
"SVK","BOL",0
"SVN","BOL",0
"SLB","BOL",0
"SOM","BOL",0
"ZAF","BOL",9
"ESP","BOL",822
"LKA","BOL",0
"PSE","BOL",0
"SDN","BOL",0
"SUR","BOL",0
"SWE","BOL",110
"CHE","BOL",139
"SYR","BOL",12
"TJK","BOL",0
"THA","BOL",2
"TGO","BOL",1
"TON","BOL",0
"TTO","BOL",2
"TUN","BOL",0
"TUR","BOL",2
"TKM","BOL",0
"UGA","BOL",2
"UKR","BOL",0
"ARE","BOL",0
"GBR","BOL",273
"TZA","BOL",1
"USA","BOL",1519
"URY","BOL",191
"UZB","BOL",0
"VUT","BOL",0
"VEN","BOL",195
"VNM","BOL",1
"YEM","BOL",0
"ZMB","BOL",0
"ZWE","BOL",1
"AIA","BES",80
"ATG","BES",176
"ARG","BES",9
"ABW","BES",2415
"BHS","BES",23
"BRB","BES",98
"VGB","BES",0
"CAN","BES",21
"CHN","BES",10
"HKG","BES",21
"COL","BES",537
"CUB","BES",407
"CUW","BES",1113
"DMA","BES",1112
"DOM","BES",5670
"FRA","BES",27
"GUF","BES",1
"GRD","BES",3
"GLP","BES",30
"GUY","BES",200
"HTI","BES",1647
"IND","BES",7
"IDN","BES",28
"ITA","BES",7
"JAM","BES",261
"JPN","BES",38
"LBN","BES",122
"MTQ","BES",0
"MEX","BES",8
"NLD","BES",3288
"NZL","BES",2
"NOR","BES",1
"PRT","BES",632
"PRI","BES",13
"KNA","BES",1257
"LCA","BES",1
"VCT","BES",21
"SXM","BES",92
"ESP","BES",7
"SUR","BES",1063
"TTO","BES",13
"GBR","BES",22
"USA","BES",162
"VIR","BES",28
"VEN","BES",251
"AUT","BIH",169
"HRV","BIH",10875
"FRA","BIH",143
"DEU","BIH",441
"HUN","BIH",166
"ITA","BIH",96
"MNE","BIH",1912
"MKD","BIH",1284
"ROU","BIH",517
"RUS","BIH",217
"SRB","BIH",8700
"SVK","BIH",2389
"SVN","BIH",1719
"AGO","BWA",262
"AUS","BWA",59
"CAN","BWA",55
"CHN","BWA",30
"COD","BWA",245
"DNK","BWA",47
"SWZ","BWA",46
"DEU","BWA",148
"IND","BWA",886
"IRL","BWA",82
"ITA","BWA",56
"KEN","BWA",54
"LSO","BWA",256
"MDG","BWA",40
"MWI","BWA",269
"MUS","BWA",120
"MOZ","BWA",85
"NAM","BWA",128
"NLD","BWA",75
"NGA","BWA",46
"NOR","BWA",49
"PAK","BWA",63
"PRT","BWA",52
"SYC","BWA",0
"ZAF","BWA",1989
"LKA","BWA",187
"SWE","BWA",49
"UGA","BWA",137
"GBR","BWA",1441
"TZA","BWA",203
"USA","BWA",277
"ZMB","BWA",892
"ZWE","BWA",1977
"AFG","BRA",0
"AGO","BRA",2431
"ARG","BRA",13172
"AUS","BRA",85
"AUT","BRA",2582
"BEL","BRA",866
"BOL","BRA",6819
"BGR","BRA",219
"CAN","BRA",358
"CHL","BRA",9307
"CHN","BRA",3967
"COL","BRA",1126
"CRI","BRA",121
"CUB","BRA",251
"CZE","BRA",673
"DNK","BRA",264
"DOM","BRA",192
"ECU","BRA",212
"EGY","BRA",1932
"SLV","BRA",70
"FIN","BRA",85
"FRA","BRA",3390
"GUF","BRA",358
"DEU","BRA",12605
"GRC","BRA",1267
"GTM","BRA",38
"GUY","BRA",612
"HTI","BRA",135
"HND","BRA",72
"HUN","BRA",3070
"IND","BRA",278
"IRL","BRA",43
"ISR","BRA",774
"ITA","BRA",32072
"JAM","BRA",0
"JPN","BRA",41426
"LBN","BRA",7107
"MEX","BRA",312
"MOZ","BRA",235
"NLD","BRA",1380
"NIC","BRA",129
"NOR","BRA",48
"PAK","BRA",28
"PAN","BRA",407
"PRY","BRA",11319
"PER","BRA",2322
"POL","BRA",6920
"PRT","BRA",129178
"ROU","BRA",3373
"RUS","BRA",6327
"ESP","BRA",26984
"SUR","BRA",69
"SWE","BRA",126
"CHE","BRA",1290
"SYR","BRA",2163
"TUR","BRA",480
"GBR","BRA",1763
"USA","BRA",5374
"URY","BRA",10681
"VEN","BRA",648
"ATG","VGB",210
"AUS","VGB",9
"BHS","VGB",9
"BRB","VGB",34
"CAN","VGB",69
"DMA","VGB",324
"DOM","VGB",372
"FRA","VGB",5
"DEU","VGB",16
"GUY","VGB",397
"IND","VGB",9
"JAM","VGB",158
"LBN","VGB",3
"MSR","VGB",60
"PRI","VGB",16
"KNA","VGB",745
"LCA","VGB",154
"VCT","VGB",449
"TTO","VGB",73
"GBR","VGB",190
"USA","VGB",355
"AUS","BRN",122
"BGD","BRN",66
"CHN","BRN",700
"HKG","BRN",194
"IND","BRN",414
"IDN","BRN",2743
"JPN","BRN",34
"MYS","BRN",18315
"NPL","BRN",853
"NLD","BRN",112
"NZL","BRN",51
"PAK","BRN",129
"PHL","BRN",4649
"KOR","BRN",67
"SGP","BRN",670
"LKA","BRN",425
"THA","BRN",555
"GBR","BRN",852
"USA","BRN",33
"AFG","BGR",77
"ALB","BGR",49
"DZA","BGR",9
"AND","BGR",0
"AGO","BGR",0
"AIA","BGR",3
"ATG","BGR",0
"ARG","BGR",4
"ARM","BGR",602
"ABW","BGR",0
"AUS","BGR",4
"AUT","BGR",12
"AZE","BGR",4
"BHS","BGR",0
"BHR","BGR",0
"BGD","BGR",4
"BRB","BGR",1
"BLR","BGR",72
"BEL","BGR",3
"BLZ","BGR",0
"BEN","BGR",0
"BMU","BGR",0
"BTN","BGR",0
"BOL","BGR",0
"BIH","BGR",7
"BWA","BGR",2
"BRA","BGR",4
"VGB","BGR",7
"BRN","BGR",0
"BFA","BGR",1
"BDI","BGR",2
"CPV","BGR",0
"KHM","BGR",4
"CMR","BGR",0
"CAN","BGR",6
"CYM","BGR",0
"TCD","BGR",0
"CHL","BGR",1
"CHN","BGR",151
"COL","BGR",1
"COG","BGR",1
"CRI","BGR",0
"CIV","BGR",0
"HRV","BGR",7
"CUB","BGR",14
"CYP","BGR",51
"CZE","BGR",106
"PRK","BGR",0
"COD","BGR",1
"DNK","BGR",3
"DJI","BGR",0
"DMA","BGR",0
"DOM","BGR",3
"ECU","BGR",0
"EGY","BGR",7
"SLV","BGR",1
"ERI","BGR",0
"EST","BGR",3
"SWZ","BGR",1
"ETH","BGR",2
"FJI","BGR",0
"FIN","BGR",6
"FRA","BGR",23
"GAB","BGR",2
"GMB","BGR",1
"GEO","BGR",38
"DEU","BGR",138
"GHA","BGR",1
"GIB","BGR",1
"GRC","BGR",469
"GRL","BGR",0
"GTM","BGR",1
"GIN","BGR",1
"GNB","BGR",0
"GUY","BGR",0
"HTI","BGR",0
"HND","BGR",0
"HUN","BGR",40
"ISL","BGR",0
"IND","BGR",30
"IDN","BGR",1
"IRN","BGR",12
"IRQ","BGR",53
"IRL","BGR",2
"ISR","BGR",17
"ITA","BGR",31
"JAM","BGR",1
"JPN","BGR",13
"JOR","BGR",9
"KAZ","BGR",63
"KEN","BGR",1
"KIR","BGR",0
"KWT","BGR",1
"KGZ","BGR",7
"LAO","BGR",0
"LVA","BGR",9
"LBN","BGR",59
"LBR","BGR",0
"LBY","BGR",12
"LIE","BGR",0
"LTU","BGR",8
"LUX","BGR",1
"MDG","BGR",0
"MYS","BGR",0
"MDV","BGR",0
"MLI","BGR",0
"MLT","BGR",1
"MHL","BGR",0
"MRT","BGR",0
"MUS","BGR",0
"MEX","BGR",1
"MCO","BGR",1
"MNG","BGR",12
"MNE","BGR",3
"MAR","BGR",4
"MOZ","BGR",2
"NAM","BGR",0
"NRU","BGR",0
"NPL","BGR",0
"NLD","BGR",4
"NZL","BGR",2
"NIC","BGR",1
"NER","BGR",3
"NGA","BGR",3
"MKD","BGR",449
"NOR","BGR",1
"OMN","BGR",0
"PAK","BGR",1
"PAN","BGR",1
"PNG","BGR",0
"PRY","BGR",0
"PER","BGR",1
"PHL","BGR",6
"POL","BGR",295
"PRT","BGR",0
"QAT","BGR",0
"KOR","BGR",14
"MDA","BGR",346
"ROU","BGR",88
"RUS","BGR",5340
"RWA","BGR",0
"WSM","BGR",1
"SMR","BGR",1
"SAU","BGR",0
"SEN","BGR",1
"SRB","BGR",295
"SLE","BGR",0
"SGP","BGR",1
"SVK","BGR",51
"SVN","BGR",4
"SOM","BGR",0
"ZAF","BGR",6
"ESP","BGR",8
"LKA","BGR",0
"PSE","BGR",0
"SDN","BGR",1
"SUR","BGR",0
"SWE","BGR",6
"CHE","BGR",8
"SYR","BGR",85
"TJK","BGR",4
"THA","BGR",3
"TKL","BGR",0
"TON","BGR",0
"TUN","BGR",1
"TUR","BGR",274
"TKM","BGR",7
"TCA","BGR",0
"TUV","BGR",1
"UGA","BGR",0
"UKR","BGR",1225
"ARE","BGR",0
"GBR","BGR",14
"TZA","BGR",0
"USA","BGR",63
"URY","BGR",2
"UZB","BGR",17
"VUT","BGR",0
"VEN","BGR",0
"VNM","BGR",102
"WLF","BGR",0
"ESH","BGR",0
"YEM","BGR",6
"ZMB","BGR",1
"ZWE","BGR",1
"BEN","BFA",1028
"CIV","BFA",121146
"GHA","BFA",16008
"MLI","BFA",21430
"NER","BFA",4105
"NGA","BFA",1365
"SEN","BFA",906
"TGO","BFA",4328
"BEL","BDI",327
"COD","BDI",18691
"FRA","BDI",164
"KEN","BDI",82
"RWA","BDI",113171
"UGA","BDI",935
"TZA","BDI",6074
"AGO","CPV",798
"ARG","CPV",4
"BEL","CPV",7
"BRA","CPV",39
"CHN","CPV",16
"CIV","CPV",5
"CUB","CPV",36
"FRA","CPV",52
"GAB","CPV",5
"GMB","CPV",4
"DEU","CPV",12
"GHA","CPV",29
"GIN","CPV",30
"GNB","CPV",229
"ITA","CPV",89
"JPN","CPV",2
"LUX","CPV",4
"MLI","CPV",5
"MEX","CPV",2
"MOZ","CPV",29
"NLD","CPV",29
"NGA","CPV",43
"PER","CPV",2
"PRT","CPV",566
"RUS","CPV",29
"STP","CPV",1324
"SEN","CPV",64
"SLE","CPV",11
"ESP","CPV",16
"CHE","CPV",9
"TLS","CPV",5
"UKR","CPV",14
"GBR","CPV",7
"USA","CPV",91
"VIR","CPV",10
"AUS","KHM",20
"CAN","KHM",10
"CHN","KHM",295
"HKG","KHM",23
"PRK","KHM",8
"FRA","KHM",45
"DEU","KHM",7
"IND","KHM",11
"IDN","KHM",11
"ITA","KHM",3
"JPN","KHM",22
"LAO","KHM",54
"MYS","KHM",18
"MMR","KHM",8
"NPL","KHM",10
"NLD","KHM",5
"PAK","KHM",10
"PHL","KHM",34
"KOR","KHM",9
"RUS","KHM",8
"SGP","KHM",20
"LKA","KHM",6
"THA","KHM",7212
"GBR","KHM",13
"USA","KHM",39
"VNM","KHM",8747
"AGO","CMR",0
"TCD","CMR",48377
"FRA","CMR",5431
"NGA","CMR",44537
"AFG","CAN",2731
"ALB","CAN",205
"DZA","CAN",1920
"AGO","CAN",649
"AIA","CAN",54
"ATG","CAN",975
"ARG","CAN",5470
"ARM","CAN",908
"ABW","CAN",269
"AUS","CAN",6872
"AUT","CAN",13137
"AZE","CAN",534
"BHS","CAN",544
"BHR","CAN",152
"BGD","CAN",2157
"BRB","CAN",7299
"BLR","CAN",2169
"BEL","CAN",11071
"BLZ","CAN",480
"BEN","CAN",77
"BMU","CAN",859
"BTN","CAN",0
"BOL","CAN",793
"BES","CAN",29
"BIH","CAN",12899
"BWA","CAN",40
"BRA","CAN",3607
"VGB","CAN",37
"BRN","CAN",2179
"BGR","CAN",1474
"BFA","CAN",19
"BDI","CAN",251
"CPV","CAN",24
"KHM","CAN",8844
"CMR","CAN",155
"CYM","CAN",49
"CAF","CAN",8
"TCD","CAN",54
"CHL","CAN",11261
"CHN","CAN",86254
"HKG","CAN",118198
"MAC","CAN",3383
"COL","CAN",3873
"COM","CAN",10
"COG","CAN",45
"CRI","CAN",640
"CIV","CAN",857
"HRV","CAN",239
"CUB","CAN",892
"CUW","CAN",204
"CYP","CAN",2109
"CZE","CAN",8108
"PRK","CAN",54
"COD","CAN",815
"DNK","CAN",10612
"DJI","CAN",57
"DMA","CAN",744
"DOM","CAN",1369
"ECU","CAN",3943
"EGY","CAN",13795
"SLV","CAN",13930
"GNQ","CAN",5
"ERI","CAN",2376
"EST","CAN",3166
"SWZ","CAN",51
"ETH","CAN",7064
"FJI","CAN",7878
"FIN","CAN",8287
"FRA","CAN",27163
"GUF","CAN",24
"PYF","CAN",27
"GAB","CAN",19
"GMB","CAN",8
"GEO","CAN",384
"DEU","CAN",88894
"GHA","CAN",3286
"GIB","CAN",103
"GRC","CAN",41202
"GRD","CAN",2331
"GLP","CAN",64
"GTM","CAN",4392
"GIN","CAN",115
"GNB","CAN",13
"GUY","CAN",32526
"HTI","CAN",19640
"HND","CAN",1130
"HUN","CAN",28071
"ISL","CAN",273
"IND","CAN",85515
"IDN","CAN",3745
"IRN","CAN",15121
"IRQ","CAN",3529
"IRL","CAN",13986
"ISR","CAN",8258
"ITA","CAN",173141
"JAM","CAN",50439
"JPN","CAN",6047
"JOR","CAN",1039
"KAZ","CAN",1879
"KEN","CAN",8166
"KWT","CAN",1253
"KGZ","CAN",298
"LAO","CAN",7112
"LVA","CAN",3804
"LBN","CAN",26888
"LSO","CAN",40
"LBR","CAN",64
"LBY","CAN",293
"LTU","CAN",3407
"LUX","CAN",283
"MDG","CAN",606
"MWI","CAN",150
"MYS","CAN",7931
"MLI","CAN",57
"MLT","CAN",5015
"MTQ","CAN",147
"MRT","CAN",13
"MUS","CAN",2614
"MEX","CAN",9550
"MCO","CAN",67
"MNG","CAN",13
"MNE","CAN",0
"MSR","CAN",197
"MAR","CAN",8270
"MOZ","CAN",355
"MMR","CAN",1199
"NAM","CAN",86
"NPL","CAN",62
"NLD","CAN",63825
"NCL","CAN",30
"NZL","CAN",3686
"NIC","CAN",3181
"NER","CAN",24
"NGA","CAN",1541
"MKD","CAN",3612
"NOR","CAN",4068
"OMN","CAN",8
"PAK","CAN",12398
"PAN","CAN",574
"PNG","CAN",54
"PRY","CAN",2413
"PER","CAN",5651
"PHL","CAN",60711
"POL","CAN",90944
"PRT","CAN",79365
"PRI","CAN",93
"QAT","CAN",133
"KOR","CAN",16279
"MDA","CAN",1172
"REU","CAN",32
"ROU","CAN",16638
"RUS","CAN",48922
"RWA","CAN",158
"KNA","CAN",751
"LCA","CAN",879
"SPM","CAN",217
"VCT","CAN",2235
"WSM","CAN",32
"SAU","CAN",889
"SEN","CAN",239
"SRB","CAN",0
"SYC","CAN",11540
"SLE","CAN",111
"SGP","CAN",3094
"SXM","CAN",58
"SVK","CAN",5278
"SVN","CAN",4613
"SOM","CAN",10016
"ZAF","CAN",12177
"ESP","CAN",5497
"LKA","CAN",12526
"PSE","CAN",2770
"SDN","CAN",680
"SUR","CAN",264
"SWE","CAN",3844
"CHE","CAN",8043
"SYR","CAN",5419
"TJK","CAN",57
"THA","CAN",2866
"TGO","CAN",62
"TON","CAN",49
"TTO","CAN",24317
"TUN","CAN",1251
"TUR","CAN",6000
"TKM","CAN",54
"TCA","CAN",19
"UGA","CAN",4412
"UKR","CAN",26092
"ARE","CAN",625
"GBR","CAN",353418
"TZA","CAN",9782
"USA","CAN",122648
"VIR","CAN",17
"URY","CAN",2582
"UZB","CAN",748
"VEN","CAN",1714
"VNM","CAN",55934
"YEM","CAN",237
"ZMB","CAN",687
"ZWE","CAN",1140
"ARG","CYM",1
"AUS","CYM",9
"AUT","CYM",2
"BHS","CYM",27
"BRB","CYM",17
"BEL","CYM",1
"BLZ","CYM",51
"BMU","CYM",1
"BRA","CYM",11
"CAN","CYM",205
"JEY","CYM",1
"COL","CYM",26
"CRI","CYM",25
"CUB","CYM",106
"CUW","CYM",0
"DNK","CYM",1
"DOM","CYM",4
"FIN","CYM",1
"FRA","CYM",4
"DEU","CYM",13
"GRD","CYM",1
"GUY","CYM",30
"HTI","CYM",1
"HND","CYM",390
"IND","CYM",20
"IRN","CYM",0
"IRL","CYM",38
"ISR","CYM",2
"ITA","CYM",3
"JAM","CYM",2147
"JPN","CYM",1
"KEN","CYM",7
"MYS","CYM",1
"MEX","CYM",6
"NLD","CYM",1
"NZL","CYM",5
"NIC","CYM",133
"NER","CYM",0
"NGA","CYM",0
"PAK","CYM",12
"PAN","CYM",19
"PER","CYM",2
"PHL","CYM",10
"PRI","CYM",7
"LCA","CYM",1
"VCT","CYM",1
"ZAF","CYM",5
"ESP","CYM",4
"CHE","CYM",5
"THA","CYM",1
"TTO","CYM",53
"GBR","CYM",469
"TZA","CYM",4
"USA","CYM",803
"VEN","CYM",4
"ZMB","CYM",0
"ZWE","CYM",1
"AUS","CAF",0
"AUT","CAF",7
"BRA","CAF",0
"CAN","CAF",10
"TCD","CAF",4553
"CYP","CAF",2
"COD","CAF",6110
"DNK","CAF",0
"EGY","CAF",21
"FRA","CAF",5121
"IRL","CAF",1
"ITA","CAF",5
"MLI","CAF",168
"NLD","CAF",9
"RUS","CAF",82
"STP","CAF",47
"SVN","CAF",7
"ZAF","CAF",29
"SSD","CAF",0
"SDN","CAF",10614
"SWE","CAF",5
"CHE","CAF",82
"TGO","CAF",2
"TUR","CAF",5
"USA","CAF",64
"CMR","TCD",14261
"CAF","TCD",3712
"COG","TCD",329
"COD","TCD",45
"FRA","TCD",408
"GAB","TCD",134
"LBY","TCD",504
"NER","TCD",1203
"NGA","TCD",6821
"SDN","TCD",4385
"FRA","JEY",444
"IRL","JEY",879
"PRT","JEY",1790
"GBR","JEY",28876
"AFG","CHL",0
"ALB","CHL",13
"DZA","CHL",23
"AND","CHL",3
"AGO","CHL",2
"AIA","CHL",5
"ATG","CHL",7
"ARG","CHL",16484
"ARM","CHL",10
"ABW","CHL",26
"AUS","CHL",326
"AUT","CHL",319
"AZE","CHL",3
"BHS","CHL",0
"BHR","CHL",1
"BGD","CHL",0
"BRB","CHL",12
"BLR","CHL",4
"BEL","CHL",493
"BLZ","CHL",6
"BEN","CHL",0
"BMU","CHL",9
"BTN","CHL",0
"BOL","CHL",3822
"BIH","CHL",3
"BWA","CHL",3
"BRA","CHL",2293
"BGR","CHL",15
"BFA","CHL",1
"BDI","CHL",10
"CPV","CHL",3
"KHM","CHL",1
"CMR","CHL",8
"CAN","CHL",496
"CYM","CHL",12
"CAF","CHL",3
"TCD","CHL",2
"CHN","CHL",471
"HKG","CHL",10
"MAC","CHL",17
"COL","CHL",866
"COM","CHL",2
"COG","CHL",1
"COK","CHL",2
"CRI","CHL",221
"CIV","CHL",4
"HRV","CHL",87
"CUB","CHL",271
"CYP","CHL",1
"CZE","CHL",0
"PRK","CHL",167
"COD","CHL",6
"DNK","CHL",85
"DMA","CHL",6
"DOM","CHL",68
"ECU","CHL",1151
"EGY","CHL",34
"SLV","CHL",115
"GNQ","CHL",1
"ERI","CHL",0
"EST","CHL",10
"SWZ","CHL",1
"ETH","CHL",5
"FLK","CHL",3
"FRO","CHL",2
"FJI","CHL",4
"FIN","CHL",50
"FRA","CHL",1072
"GUF","CHL",2
"PYF","CHL",6
"GAB","CHL",1
"GMB","CHL",0
"GEO","CHL",7
"DEU","CHL",2723
"GHA","CHL",2
"GIB","CHL",4
"GRC","CHL",81
"GRL","CHL",3
"GRD","CHL",4
"GLP","CHL",1
"GUM","CHL",0
"GTM","CHL",55
"GIN","CHL",0
"GNB","CHL",0
"GUY","CHL",3
"HTI","CHL",12
"VAT","CHL",13
"HND","CHL",109
"HUN","CHL",238
"ISL","CHL",10
"IND","CHL",111
"IDN","CHL",25
"IRN","CHL",28
"IRQ","CHL",8
"IRL","CHL",42
"ISR","CHL",637
"ITA","CHL",1918
"JAM","CHL",8
"JPN","CHL",238
"JOR","CHL",66
"KAZ","CHL",4
"KEN","CHL",3
"KWT","CHL",3
"KGZ","CHL",3
"LAO","CHL",7
"LVA","CHL",27
"LBN","CHL",94
"LSO","CHL",5
"LBR","CHL",2
"LBY","CHL",10
"LIE","CHL",2
"LTU","CHL",19
"LUX","CHL",3
"MDG","CHL",6
"MWI","CHL",1
"MYS","CHL",10
"MDV","CHL",0
"MLI","CHL",6
"MLT","CHL",1
"MTQ","CHL",3
"MRT","CHL",3
"MUS","CHL",0
"MYT","CHL",0
"MEX","CHL",381
"FSM","CHL",1
"MCO","CHL",3
"MNG","CHL",0
"MSR","CHL",7
"MAR","CHL",23
"MOZ","CHL",5
"MMR","CHL",1
"NAM","CHL",1
"NRU","CHL",0
"NPL","CHL",5
"NLD","CHL",194
"NCL","CHL",2
"NZL","CHL",49
"NIC","CHL",84
"NER","CHL",1
"NGA","CHL",8
"NIU","CHL",2
"MKD","CHL",119
"MNP","CHL",3
"NOR","CHL",93
"OMN","CHL",12
"PAK","CHL",21
"PLW","CHL",1
"PAN","CHL",170
"PNG","CHL",1
"PRY","CHL",351
"PER","CHL",3469
"PHL","CHL",44
"POL","CHL",234
"PRT","CHL",61
"PRI","CHL",69
"QAT","CHL",19
"KOR","CHL",314
"MDA","CHL",1
"REU","CHL",0
"ROU","CHL",215
"RUS","CHL",230
"RWA","CHL",1
"SHN","CHL",0
"KNA","CHL",7
"LCA","CHL",2
"SPM","CHL",0
"VCT","CHL",0
"SMR","CHL",2
"STP","CHL",6
"SAU","CHL",8
"SEN","CHL",10
"SLE","CHL",0
"SGP","CHL",10
"SVK","CHL",14
"SVN","CHL",9
"SOM","CHL",8
"ZAF","CHL",61
"ESP","CHL",4520
"LKA","CHL",5
"PSE","CHL",176
"SDN","CHL",2
"SUR","CHL",6
"SWE","CHL",364
"CHE","CHL",322
"SYR","CHL",163
"TJK","CHL",1
"THA","CHL",12
"TGO","CHL",2
"TON","CHL",0
"TTO","CHL",5
"TUN","CHL",16
"TUR","CHL",88
"TKM","CHL",3
"TCA","CHL",1
"UGA","CHL",6
"UKR","CHL",17
"ARE","CHL",4
"GBR","CHL",683
"TZA","CHL",12
"USA","CHL",2592
"VIR","CHL",0
"URY","CHL",671
"UZB","CHL",15
"VUT","CHL",1
"VEN","CHL",1210
"VNM","CHL",5
"WLF","CHL",0
"ESH","CHL",1
"ZMB","CHL",1
"ZWE","CHL",0
"AUS","CHN",991
"BGD","CHN",1227
"BRA","CHN",5407
"CAN","CHN",1537
"HKG","CHN",1065
"MAC","CHN",5399
"IND","CHN",1944
"IDN","CHN",15482
"JPN","CHN",1882
"MYS","CHN",1418
"PAK","CHN",768
"PER","CHN",985
"PHL","CHN",18665
"KOR","CHN",66288
"RUS","CHN",465
"LKA","CHN",2206
"THA","CHN",3494
"GBR","CHN",1802
"USA","CHN",7167
"VNM","CHN",6610
"AUS","HKG",2583
"BGD","HKG",103
"CAN","HKG",3740
"CHN","HKG",738516
"MAC","HKG",27648
"FRA","HKG",472
"DEU","HKG",333
"IND","HKG",5778
"IDN","HKG",73256
"IRL","HKG",184
"ITA","HKG",151
"JPN","HKG",4295
"MYS","HKG",4965
"NPL","HKG",2979
"NLD","HKG",226
"NZL","HKG",496
"PAK","HKG",1910
"PHL","HKG",69690
"PRT","HKG",38
"KOR","HKG",1760
"RUS","HKG",46
"SGP","HKG",3357
"ESP","HKG",125
"LKA","HKG",316
"CHE","HKG",137
"THA","HKG",10362
"GBR","HKG",4180
"USA","HKG",3344
"VNM","HKG",4206
"CHN","MAC",92054
"HKG","MAC",5581
"PHL","MAC",1291
"PRT","MAC",1642
"THA","MAC",1631
"AFG","COL",45
"ALB","COL",19
"DZA","COL",8
"AND","COL",17
"AGO","COL",24
"AIA","COL",14
"ATG","COL",27
"ARG","COL",1075
"ABW","COL",132
"AUS","COL",111
"AUT","COL",138
"BEL","COL",178
"BOL","COL",330
"BRA","COL",975
"BGR","COL",31
"CAN","COL",334
"CHL","COL",985
"CHN","COL",524
"HKG","COL",9
"CRI","COL",370
"HRV","COL",23
"CUB","COL",540
"CUW","COL",47
"CZE","COL",58
"PRK","COL",86
"DNK","COL",30
"DMA","COL",24
"DOM","COL",188
"ECU","COL",5647
"EGY","COL",75
"SLV","COL",148
"EST","COL",10
"FIN","COL",23
"FRA","COL",875
"DEU","COL",1207
"GRC","COL",67
"GTM","COL",159
"GUY","COL",7
"HTI","COL",23
"HND","COL",139
"HUN","COL",75
"IND","COL",47
"IDN","COL",36
"IRN","COL",28
"IRQ","COL",21
"IRL","COL",46
"ISR","COL",241
"ITA","COL",971
"JAM","COL",47
"JPN","COL",215
"JOR","COL",80
"KWT","COL",9
"LVA","COL",10
"LBN","COL",386
"LTU","COL",22
"LUX","COL",10
"MEX","COL",963
"MAR","COL",24
"NLD","COL",191
"NZL","COL",23
"NIC","COL",248
"NGA","COL",3
"NOR","COL",31
"PAK","COL",13
"PAN","COL",1111
"PRY","COL",82
"PER","COL",1292
"PHL","COL",34
"POL","COL",256
"PRT","COL",63
"PRI","COL",213
"KOR","COL",64
"ROU","COL",200
"RUS","COL",271
"SAU","COL",32
"SXM","COL",12
"SVN","COL",12
"ZAF","COL",19
"ESP","COL",2523
"SWE","COL",93
"CHE","COL",250
"SYR","COL",460
"TTO","COL",31
"TUR","COL",43
"UKR","COL",129
"ARE","COL",14
"GBR","COL",450
"USA","COL",6676
"URY","COL",158
"VUT","COL",101
"VEN","COL",17713
"FRA","COM",233
"KEN","COM",47
"MDG","COM",5803
"REU","COM",450
"TZA","COM",84
"AGO","COG",5427
"BEN","COG",2273
"CMR","COG",1428
"CAF","COG",4981
"TCD","COG",1136
"CHN","COG",23
"CUB","COG",115
"COD","COG",36580
"GNQ","COG",225
"FRA","COG",4078
"GAB","COG",505
"DEU","COG",97
"LBN","COG",138
"MLI","COG",2219
"MRT","COG",226
"PRT","COG",190
"RUS","COG",486
"RWA","COG",0
"SEN","COG",885
"TGO","COG",409
"USA","COG",21
"AUS","COK",44
"FJI","COK",35
"PYF","COK",31
"NLD","COK",2
"NZL","COK",983
"NIU","COK",2
"PNG","COK",5
"WSM","COK",4
"GBR","COK",10
"USA","COK",5
"AFG","CRI",14
"ALB","CRI",1
"DZA","CRI",25
"AGO","CRI",3
"ARG","CRI",528
"ARM","CRI",2
"ABW","CRI",9
"AUS","CRI",42
"AUT","CRI",26
"AZE","CRI",1
"BHS","CRI",3
"BHR","CRI",0
"BGD","CRI",12
"BRB","CRI",2
"BLR","CRI",2
"BEL","CRI",85
"BLZ","CRI",104
"BEN","CRI",1
"BMU","CRI",2
"BTN","CRI",1
