"i","j","fij"
"SOM","AUS",3750
"ZAF","AUS",80650
"SSD","AUS",0
"ESP","AUS",14170
"LKA","AUS",58210
"PSE","AUS",3060
"SDN","AUS",4090
"SUR","AUS",90
"SWE","AUS",7110
"CHE","AUS",12050
"SYR","AUS",7320
"TJK","AUS",50
"THA","AUS",23040
"TLS","AUS",0
"TGO","AUS",20
"TKL","AUS",280
"TON","AUS",8090
"TTO","AUS",1410
"TUN","AUS",500
"TUR","AUS",34060
"TKM","AUS",30
"TUV","AUS",120
"UGA","AUS",1420
"UKR","AUS",17040
"ARE","AUS",1390
"GBR","AUS",1128510
"TZA","AUS",1970
"USA","AUS",59690
"URY","AUS",10570
"UZB","AUS",490
"VUT","AUS",1060
"VEN","AUS",1170
"VNM","AUS",163700
"YEM","AUS",390
"ZMB","AUS",3450
"ZWE","AUS",12110
"AFG","AUT",5966
"ALB","AUT",2177
"DZA","AUT",893
"AND","AUT",2
"AGO","AUT",236
"ATG","AUT",5
"ARG","AUT",1054
"ARM","AUT",2111
"AUS","AUT",1723
"AZE","AUT",744
"BHS","AUT",16
"BHR","AUT",14
"BGD","AUT",1894
"BRB","AUT",14
"BLR","AUT",1153
"BEL","AUT",1782
"BLZ","AUT",28
"BEN","AUT",55
"BMU","AUT",13
"BTN","AUT",18
"BOL","AUT",352
"BIH","AUT",116023
"BWA","AUT",18
"BRA","AUT",3589
"BRN","AUT",4
"BGR","AUT",10888
"BFA","AUT",84
"BDI","AUT",67
"CPV","AUT",28
"KHM","AUT",663
"CMR","AUT",453
"CAN","AUT",1761
"CAF","AUT",20
"TCD","AUT",9
"CHL","AUT",870
"CHN","AUT",12165
"HKG","AUT",194
"MAC","AUT",11
"COL","AUT",1086
"COG","AUT",316
"CRI","AUT",124
"CIV","AUT",148
"HRV","AUT",54995
"CUB","AUT",609
"CYP","AUT",224
"CZE","AUT",38058
"PRK","AUT",1860
"COD","AUT",485
"DNK","AUT",982
"DJI","AUT",5
"DMA","AUT",35
"DOM","AUT",2163
"ECU","AUT",457
"EGY","AUT",10304
"SLV","AUT",47
"GNQ","AUT",7
"ERI","AUT",72
"EST","AUT",258
"SWZ","AUT",17
"ETH","AUT",883
"FJI","AUT",12
"FIN","AUT",1106
"FRA","AUT",6205
"GAB","AUT",18
"GMB","AUT",435
"GEO","AUT",2295
"DEU","AUT",126680
"GHA","AUT",1712
"GRC","AUT",2770
"GRD","AUT",10
"GUM","AUT",1
"GTM","AUT",258
"GIN","AUT",209
"GNB","AUT",47
"GUY","AUT",13
"HTI","AUT",43
"HND","AUT",68
"HUN","AUT",18097
"ISL","AUT",130
"IND","AUT",9394
"IDN","AUT",841
"IRN","AUT",10723
"IRQ","AUT",3823
"IRL","AUT",683
"ISR","AUT",1774
"ITA","AUT",23325
"JAM","AUT",144
"JPN","AUT",2055
"JOR","AUT",518
"KAZ","AUT",763
"KEN","AUT",680
"KWT","AUT",175
"KGZ","AUT",449
"LAO","AUT",86
"LVA","AUT",559
"LBN","AUT",1275
"LSO","AUT",3
"LBR","AUT",189
"LBY","AUT",319
"LIE","AUT",261
"LTU","AUT",629
"LUX","AUT",528
"MDG","AUT",52
"MWI","AUT",27
"MYS","AUT",334
"MDV","AUT",6
"MLI","AUT",68
"MLT","AUT",76
"MRT","AUT",23
"MUS","AUT",80
"MEX","AUT",1046
"FSM","AUT",1
"MCO","AUT",18
"MNG","AUT",1247
"MNE","AUT",15115
"MAR","AUT",1333
"MOZ","AUT",47
"MMR","AUT",49
"NAM","AUT",127
"NRU","AUT",1
"NPL","AUT",406
"NLD","AUT",5865
"NZL","AUT",306
"NIC","AUT",144
"NER","AUT",22
"NGA","AUT",5872
"MKD","AUT",15170
"NOR","AUT",669
"OMN","AUT",22
"PAK","AUT",3331
"PLW","AUT",1
"PAN","AUT",43
"PNG","AUT",41
"PRY","AUT",158
"PER","AUT",1168
"PHL","AUT",9589
"POL","AUT",42528
"PRT","AUT",1192
"PRI","AUT",4
"QAT","AUT",18
"KOR","AUT",87
"MDA","AUT",1231
"ROU","AUT",31368
"RUS","AUT",21433
"RWA","AUT",146
"KNA","AUT",2
"LCA","AUT",10
"VCT","AUT",7
"WSM","AUT",3
"SMR","AUT",1
"STP","AUT",2
"SAU","AUT",331
"SEN","AUT",232
"SRB","AUT",135065
"SYC","AUT",30
"SLE","AUT",185
"SGP","AUT",199
"SVK","AUT",18802
"SVN","AUT",15986
"SLB","AUT",10
"SOM","AUT",841
"ZAF","AUT",1933
"ESP","AUT",2853
"LKA","AUT",679
"PSE","AUT",191
"SDN","AUT",440
"SUR","AUT",14
"SWE","AUT",2457
"CHE","AUT",10935
"SYR","AUT",2297
"TJK","AUT",197
"THA","AUT",3879
"TGO","AUT",151
"TON","AUT",5
"TTO","AUT",48
"TUN","AUT",2554
"TUR","AUT",110695
"TKM","AUT",97
"TUV","AUT",9
"UGA","AUT",189
"UKR","AUT",5696
"ARE","AUT",121
"GBR","AUT",7622
"TZA","AUT",109
"USA","AUT",7649
"URY","AUT",195
"UZB","AUT",522
"VUT","AUT",5
"VEN","AUT",633
"VNM","AUT",2314
"YEM","AUT",65
"ZMB","AUT",79
"ZWE","AUT",207
"AFG","AZE",224
"ARM","AZE",188400
"BLR","AZE",554
"EST","AZE",586
"GEO","AZE",61708
"DEU","AZE",344
"IRN","AZE",1846
"KAZ","AZE",4370
"KGZ","AZE",3084
"MDA","AZE",342
"RUS","AZE",34703
"TJK","AZE",300
"TUR","AZE",2560
"TKM","AZE",2081
"UKR","AZE",3399
"UZB","AZE",20549
"ATG","BHS",8
"ARG","BHS",9
"AUS","BHS",65
"AUT","BHS",22
"BRB","BHS",108
"BEL","BHS",20
"BLZ","BHS",13
"BMU","BHS",13
"BWA","BHS",0
"BRA","BHS",47
"VGB","BHS",12
"BGR","BHS",0
"CAN","BHS",1351
"CYM","BHS",9
"CHL","BHS",8
"CHN","BHS",93
"HKG","BHS",25
"COL","BHS",33
"CRI","BHS",66
"CUB","BHS",110
"DNK","BHS",37
"DMA","BHS",47
"DOM","BHS",84
"ECU","BHS",15
"EGY","BHS",7
"SLV","BHS",4
"EST","BHS",0
"SWZ","BHS",0
"FRA","BHS",141
"DEU","BHS",220
"GHA","BHS",65
"GRC","BHS",55
"GRD","BHS",26
"GTM","BHS",9
"GUY","BHS",682
"HTI","BHS",20628
"HND","BHS",13
"IND","BHS",229
"IDN","BHS",6
"IRL","BHS",69
"ITA","BHS",94
"JAM","BHS",3773
"JPN","BHS",39
"KEN","BHS",5
"MEX","BHS",82
"NLD","BHS",30
"NZL","BHS",19
"NIC","BHS",7
"NGA","BHS",93
"NOR","BHS",10
"PAK","BHS",11
"PAN","BHS",14
"PER","BHS",39
"PHL","BHS",143
"POL","BHS",9
"PRT","BHS",9
"ROU","BHS",25
"RUS","BHS",25
"KNA","BHS",12
"LCA","BHS",57
"VCT","BHS",22
"ZAF","BHS",88
"ESP","BHS",49
"LKA","BHS",9
"SWE","BHS",32
"CHE","BHS",156
"TTO","BHS",321
"TCA","BHS",488
"UGA","BHS",0
"UKR","BHS",0
"GBR","BHS",1705
"USA","BHS",4300
"URY","BHS",2
"VEN","BHS",24
"ZWE","BHS",0
"AFG","BHR",258
"BGD","BHR",28889
"TCD","BHR",169
"EGY","BHR",25417
"ERI","BHR",610
"ETH","BHR",430
"FRA","BHR",180
"IND","BHR",88904
"IDN","BHR",9152
"JOR","BHR",4609
"KWT","BHR",2105
"LBN","BHR",875
"MAR","BHR",308
"NPL","BHR",274
"NLD","BHR",140
"NGA","BHR",224
"PAK","BHR",29683
"PHL","BHR",12508
"QAT","BHR",19
"SAU","BHR",156
"SOM","BHR",410
"SSD","BHR",652
"LKA","BHR",4391
"PSE","BHR",1843
"SDN","BHR",5299
"SYR","BHR",2139
"THA","BHR",353
"TUN","BHR",186
"TUR","BHR",1553
"ARE","BHR",1952
"GBR","BHR",1378
"USA","BHR",545
"YEM","BHR",7072
"BHR","BGD",20661
"BRA","BGD",10221
"KHM","BGD",13455
"CHN","BGD",122691
"IND","BGD",22811
"IDN","BGD",97476
"JPN","BGD",9618
"LAO","BGD",60387
"MYS","BGD",159993
"MMR","BGD",230390
"NPL","BGD",13051
"NOR","BGD",9804
"SGP","BGD",7569
"THA","BGD",8386
"GBR","BGD",23021
"USA","BGD",31610
"VNM","BGD",18280
"ATG","BRB",267
"AUS","BRB",29
"BHS","BRB",64
"CAN","BRB",791
"DMA","BRB",534
"GRD","BRB",668
"GUY","BRB",3026
"IND","BRB",522
"JAM","BRB",736
"LCA","BRB",3924
"VCT","BRB",4350
"TTO","BRB",2070
"GBR","BRB",3535
"USA","BRB",1315
"AFG","BLR",292
"DZA","BLR",55
"ARG","BLR",107
"ARM","BLR",5944
"AUS","BLR",28
"AUT","BLR",61
"AZE","BLR",14000
"BEL","BLR",38
"BRA","BLR",97
"BGR","BLR",63
"CAN","BLR",160
"CUB","BLR",46
"CZE","BLR",99
"PRK","BLR",62
"DNK","BLR",206
"EST","BLR",3365
"ETH","BLR",25
"FIN","BLR",2190
"GEO","BLR",8827
"DEU","BLR",68
"GRC","BLR",113
"HUN","BLR",354
"IND","BLR",50
"IRN","BLR",51
"IRL","BLR",24
"ISR","BLR",402
"ITA","BLR",24
"JOR","BLR",30
"KAZ","BLR",72587
"KGZ","BLR",5430
"LVA","BLR",10880
"LBN","BLR",67
"LTU","BLR",18039
"MNG","BLR",175
"NOR","BLR",63
"PAK","BLR",49
"POL","BLR",495
"KOR","BLR",29
"MDA","BLR",7895
"ROU","BLR",23
"RUS","BLR",708011
"SRB","BLR",37
"SVK","BLR",27
"ESP","BLR",37
"SWE","BLR",352
"CHE","BLR",29
"SYR","BLR",86
"TJK","BLR",5892
"TUR","BLR",25
"TKM","BLR",5670
"UKR","BLR",234219
"ARE","BLR",23
"GBR","BLR",478
"USA","BLR",90
"URY","BLR",28
"UZB","BLR",15344
"VNM","BLR",381
"YEM","BLR",33
"AFG","BEL",60
"ALB","BEL",2067
"DZA","BEL",21519
"AGO","BEL",658
"ARG","BEL",1114
"ARM","BEL",4
"AUS","BEL",1173
"AUT","BEL",2486
"AZE","BEL",5
"BHS","BEL",6
"BHR","BEL",27
"BGD","BEL",1064
"BRB","BEL",20
"BLR","BEL",144
"BEN","BEL",972
"BTN","BEL",153
"BOL","BEL",752
"BIH","BEL",295
"BWA","BEL",21
"BRA","BEL",2958
"BGR","BEL",1111
"BFA","BEL",472
"BDI","BEL",1719
"CPV","BEL",445
"KHM","BEL",950
"CMR","BEL",2174
"CAN","BEL",3871
"CAF","BEL",182
"TCD","BEL",196
"CHL","BEL",4912
"CHN","BEL",6757
"COL","BEL",2671
"COG","BEL",3445
"CRI","BEL",131
"CIV","BEL",1080
"HRV","BEL",93
"CUB","BEL",642
"CYP","BEL",74
"CZE","BEL",71
"PRK","BEL",1623
"COD","BEL",46718
"DNK","BEL",2783
"DJI","BEL",73
"DMA","BEL",93
"DOM","BEL",1728
"ECU","BEL",1547
"EGY","BEL",1570
"SLV","BEL",264
"GNQ","BEL",1191
"ERI","BEL",1
"EST","BEL",55
"ETH","BEL",1909
"FJI","BEL",15
"FIN","BEL",2565
"FRA","BEL",133707
"GAB","BEL",296
"GMB","BEL",187
"GEO","BEL",176
"DEU","BEL",72016
"GHA","BEL",2801
"GRC","BEL",16857
"GTM","BEL",5493
"GIN","BEL",767
"GNB","BEL",117
"GUY","BEL",88
"HTI","BEL",1725
"HND","BEL",93
"HUN","BEL",1832
"ISL","BEL",112
"IND","BEL",7298
"IDN","BEL",1928
"IRN","BEL",1731
"IRQ","BEL",45
"IRL","BEL",2697
"ISR","BEL",3827
"ITA","BEL",146188
"JAM","BEL",255
"JPN","BEL",3878
"JOR","BEL",66
"KAZ","BEL",10
"KEN","BEL",518
"KWT","BEL",136
"KGZ","BEL",5
"LAO","BEL",1002
"LVA","BEL",72
"LBN","BEL",2725
"LSO","BEL",8
"LBR","BEL",358
"LBY","BEL",208
"LIE","BEL",3
"LTU","BEL",73
"LUX","BEL",11679
"MDG","BEL",1016
"MWI","BEL",27
"MYS","BEL",324
"MDV","BEL",2
"MLI","BEL",260
"MLT","BEL",249
"MRT","BEL",837
"MUS","BEL",3755
"MEX","BEL",1579
"MCO","BEL",77
"MNG","BEL",45
"MNE","BEL",9
"MAR","BEL",232447
"MOZ","BEL",180
"MMR","BEL",47
"NAM","BEL",29
"NRU","BEL",0
"NPL","BEL",38
"NLD","BEL",84345
"NZL","BEL",210
"NIC","BEL",130
"NER","BEL",625
"NGA","BEL",1382
"MKD","BEL",155
"NOR","BEL",1165
"OMN","BEL",2
"PAK","BEL",4270
"PLW","BEL",0
"PAN","BEL",102
"PNG","BEL",99
"PRY","BEL",161
"PER","BEL",1798
"PHL","BEL",8127
"POL","BEL",8125
"PRT","BEL",20834
"KOR","BEL",174
"MDA","BEL",44
"ROU","BEL",2712
"RUS","BEL",886
"RWA","BEL",2270
"SMR","BEL",12
"STP","BEL",31
"SAU","BEL",140
"SEN","BEL",1576
"SRB","BEL",346
"SYC","BEL",51
"SLE","BEL",1051
"SGP","BEL",1313
"SVK","BEL",103
"SVN","BEL",22
"SOM","BEL",1169
"ZAF","BEL",2646
"ESP","BEL",34629
"LKA","BEL",230
"PSE","BEL",8
"SDN","BEL",168
"SUR","BEL",265
"SWE","BEL",3752
"CHE","BEL",4649
"SYR","BEL",1643
"TJK","BEL",6
"THA","BEL",3782
"TGO","BEL",895
"TUN","BEL",10205
"TUR","BEL",132115
"TKM","BEL",0
"UGA","BEL",202
"UKR","BEL",505
"GBR","BEL",24643
"TZA","BEL",219
"USA","BEL",15495
"URY","BEL",326
"UZB","BEL",6
"VEN","BEL",545
"VNM","BEL",4325
"YEM","BEL",107
"ZMB","BEL",213
"ZWE","BEL",167
"CAN","BLZ",487
"CHN","BLZ",1094
"HKG","BLZ",50
"SLV","BLZ",6631
"DEU","BLZ",48
"GTM","BLZ",16058
"HTI","BLZ",38
"HND","BLZ",5436
"IND","BLZ",265
"JAM","BLZ",403
"LBN","BLZ",38
"MEX","BLZ",2539
"NGA","BLZ",32
"GBR","BLZ",288
"USA","BLZ",1914
"BFA","BEN",6154
"TCD","BEN",253
"COG","BEN",691
"CIV","BEN",4977
"FRA","BEN",650
"GHA","BEN",3698
"MLI","BEN",467
"NER","BEN",46883
"NGA","BEN",27595
"TGO","BEN",29771
"AUS","BMU",50
"AUT","BMU",28
"BEL","BMU",20
"CAN","BMU",2579
"CHN","BMU",170
"CUB","BMU",18
"DNK","BMU",28
"DOM","BMU",13
"FRA","BMU",122
"DEU","BMU",234
"GHA","BMU",46
"GRC","BMU",102
"GUY","BMU",71
"HTI","BMU",1291
"IND","BMU",283
"IRL","BMU",94
"ISR","BMU",33
"ITA","BMU",76
"JAM","BMU",432
"JPN","BMU",266
"MYS","BMU",22
"NGA","BMU",68
"PAK","BMU",22
"PHL","BMU",192
"POL","BMU",28
"PRT","BMU",1763
"ROU","BMU",19
"ZAF","BMU",90
"ESP","BMU",109
"CHE","BMU",119
"TTO","BMU",47
"TUR","BMU",60
"TCA","BMU",113
"GBR","BMU",4883
"USA","BMU",3439
"AUS","BTN",17
"BGD","BTN",33
"CAN","BTN",23
"CHN","BTN",570
"DNK","BTN",24
"FRA","BTN",19
"DEU","BTN",17
"IND","BTN",28128
"ITA","BTN",8
"JPN","BTN",80
"MMR","BTN",22
"NPL","BTN",451
"NLD","BTN",13
"NZL","BTN",15
"PAK","BTN",14
"PHL","BTN",12
"KOR","BTN",21
"SGP","BTN",11
"LKA","BTN",21
"SWE","BTN",14
"CHE","BTN",15
"THA","BTN",38
"GBR","BTN",22
"USA","BTN",85
"AFG","BOL",0
"ALB","BOL",0
"DZA","BOL",10
"AND","BOL",0
"AGO","BOL",4
"ATG","BOL",0
"ARG","BOL",28095
"ARM","BOL",1
"ABW","BOL",4
"AUS","BOL",154
"AUT","BOL",166
"AZE","BOL",2
"BHS","BOL",0
"BHR","BOL",1
"BGD","BOL",16
"BRB","BOL",0
"BLR","BOL",4
"BEL","BOL",368
"BLZ","BOL",922
"BEN","BOL",0
"BMU","BOL",1
"BES","BOL",33
"BIH","BOL",0
"BRA","BOL",14801
"BGR","BOL",16
"BDI","BOL",1
"CPV","BOL",2
"KHM","BOL",0
"CMR","BOL",2
"CAN","BOL",1672
"CAF","BOL",0
"TCD","BOL",1
"CHL","BOL",4388
"CHN","BOL",538
"HKG","BOL",15
"COL","BOL",1342
"COG","BOL",5
"CRI","BOL",141
"CIV","BOL",1
"HRV","BOL",55
"CUB","BOL",513
"CUW","BOL",275
"CYP","BOL",2
"CZE","BOL",22
"PRK","BOL",3
"COD","BOL",1
"DNK","BOL",88
"DMA","BOL",0
"DOM","BOL",0
"ECU","BOL",738
"EGY","BOL",27
"SLV","BOL",107
"ERI","BOL",1
"EST","BOL",4
"ETH","BOL",4
"FJI","BOL",2
"FIN","BOL",43
"FRA","BOL",696
"GUF","BOL",2
"GAB","BOL",0
"GEO","BOL",1
"DEU","BOL",1682
"GHA","BOL",2
"GIB","BOL",2
