"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"BRN",,,,,,,,,0,,,771,0,,,,,,,,,,,,,,,,,,,0,,,,,,2179,,,,,,,,,,,,,,,,,,1,,,,2,,,,,39,,,,,,,,,,0,22,,,,,,,,,,,,,,,,,,,,,,,5702,,,,2,,,0,,,6,,,,,,,,,,,,,,,,,1606,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,8,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,0,,,,,0,17,,20,,,,,,,,,,,,,,,154,,,,,,,,,,,,,
"BGR",,,,,,,,,402,,,668,4878,,0,,,,11,611,,,,,11,,,,219,,,,,,,,,1474,,,,,15,,,,31,,,,22,,0,173,,1030,411,,,125,,,152,35,36,,,,,,,,,,114,5201,,,,,,11868,,,1848,0,,,,,,,,,,,1090,10,,,,,94,,10480,291,,,45,,,,,,,203,,,,,0,6,25,,,,,,41,,,,,,23,,,1,,,,,,35,,,496,,,60,,,,627,,135,,,,8,,,16,,987,61,,,,196,,13261,5480,,,,,,,,,,,,96,,,,,165,31,,,2256,,527,,,,,1421,1535,,,,,,,,,,237888,,,,,722,,767,,4196,,,,,46,,,,,,
"BFA",,,,,,,,,22,,,12,30,,,,,,,189,,1441,,,,,,,,,,1,,,,,,19,,,,,1,,,,,,,,,405312,,,,,1,,,1,,,,,3,,,,,,,,,,0,1728,,,862,,,88,18937,,2,,,,,,178,,,,,,,0,,,,,1,,,248,,,,,,,,,,,,,151,,,,,,,,,11419,,,,,,,,,,,,,,,,55,,,31,,,,4133,,,,,3,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,13,,,,,,,,,36,,,,,9,82,,,,,2759,,,,,,,,,,,,3,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,6,22,,,,,,,550,,,,,0,,,,,,,2,,,,,,251,,,,,10,,,,,,,,,,,,,0,0,,10478,13,,,3,,5,,,312,,3,9,,,,0,731,,,21,,,60,,,20,,,,,,,,,,,,,,,,,,4,,,66,,,,,44,,,,,0,,,,,,,,,447,,,,,,,,,,,,,,,,,281,,227,,,100,,,,,,,,,0,,,,,,,,,,,,,,,,,87,12355,,,,,,,,,,,,,,,,,,,,731,,2,,,,,30,163,,,,,,,,,,,,,,18152,,,115,117918,,,,,,,,,,,0,
"CPV",,,,,,1649,,,32,,,6,13,,,,,,,294,,,,,0,,,,,,,0,,,,,,24,,,,,3,,,,,,,,,121,,,,,1,,,1,,,3,,,,,,,,,,,,0,8712,,,,,,,,,14,,,,,,47,225,,,,,,10,,,,,0,,,6319,,,,,,,,,,0,,,,,,,578,,,,,,,,,,,,,,,,,,,1090,,,,,3859,,,,,,,,,72,,,,,,,,5,,14314,,,,,,,26,,,,,,,,,1995,,,,,2,,,,,,,,,776,,,,,124,537,,,,,8,,,,,,,,,,,,18,,7807,,,,,,,,,,,
"KHM",,,,,,,,,16,,,10177,293,,,,5945,,,583,,,,,0,,,,,,,4,,,,,,8844,,,,,1,,,,,,,,2,,,,,0,2,,,23,,,55,,,,,,,,,,,,31,33748,,,,,,706,,,3,,,,,,,,,,,,28,1,,,,,2,,,27,,574,,,,,,,701,0,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,133,251,2084,,,,,,,51,,,,,,,,3688,11,,,,0,,,,116,,,,,,,,,,,,,,,,,,,,,,,2,,,,,136,819,,,37536,,,,,,,,,,,,,,42,,64061,,,,,,9694,,,,,
"CMR",,,,,,,,,,,,22,133,,,,,,,999,,,,,1,,,,,,,0,,,,,,155,,,14261,,8,,,,,,1428,,5,,,,,6,1,,,13,,,0,5,17,,69,,,,,,,,4,19495,,,7896,,,528,23,,84,,,,,,,,,,,,0,0,,,,,38,,,166,,,,,,,,,,0,,,,,,,37,,,,,256,,,,161,,,2,,,,,,,,,31,,,204,,,,140,4496,,,,50,,,,,,,,,1,7,,,,,,0,376,,,,,,,,,,,520,,,,,,,0,,,815,,200,,,,,27,1359,,,,,127,,,,0,,,,,,,,173,,1444,,,,,,,,,,2,
"CAN",,243,,,,,20,113,436,,,13977,721,,444,,,388,41,1298,273,,1311,9,893,21,,55,358,69,,6,,,,10,,,205,10,,,496,1537,3740,,334,,,,347,,303,58,,189,53,67,,1132,,33,1768,412,133,265,,,13,1,,,1,,511,8782,,35,41,,,4542,86,,7296,8,43,102,,206,139,22,45,321,,114,126,80,3463,135,,,189,58,2570,6767,587,2409,118,,,,,,,19,,,117,376,,32,120,,,,5,,714,,,20,23,,1672,,,12,,29,,,,156,,,3265,,3452,90,,,,,,1156,,,,67,146,729,374,302,1033,2214,122,,235,,,13,201,,,,56,154,73,8,,,,,0,,22,321,,22,149,,,1686,,1213,1,,,,856,3686,,42,351,,6,,,503,,169,,78,,29,,,34542,75,498937,,247,,,464,12,,,,120,
"CYM",,,,,,,,,,,,3,,,6,,,,,,,,,,,,,,,,,0,,,,,,49,,,,,12,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,32,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,0,6,,,,,,,95,,,,,0,,,,,,,,,,,,,8,,,3712,,3,,,,,,4981,,1,,,,,2,0,,,0,,,6,,16,,,,,,,,,,0,4175,,,,,,,,,18,,,,,,,,,,,,0,,,,,,1,,,4,,,,,,,,,,1,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,0,,,,,,,6,,,33,,6,,,8703,,4,64,,,,,81,,,,,,,,,,,,20,,,,,,,,,,,,,
"TCD",,,,,,6,,,,,,6,3,,,40,,,,86,,66,,,1,,,,,,,0,,,,,48377,54,,4553,,,2,,,,,,1136,,,,,,,,0,,,0,,,0,,107,,,,,,,,,,0,1094,,,557,,,30,2,,9,,,,,,,,,,,,0,,,,,,1,,,11,,,0,,,,343,,,,,,,302,,,,,,,,,,,,23,,,,,,,,,,,,,,,11,,,,611,4877,,,,0,,,,,,,,,,,,7334,,,,,82,,,,,,,,,,,,,,0,,,3,,,,,,2,,,98462,,4,77,,,,,117,,,,,,,,,,,306,4,,,,,,,,,,,,,
"JEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9828,,,,,,,,,,,,,
"CHL",,,,,32,,,,106262,,,14805,368,,4,,,,,2270,,,,,2409,,,,9307,,,1,,,,,,11261,,,,,,,,,985,,,,733,,79,179,,7,3,,,532,,,654,2452,13,208,,,,,,18,,,81,6706,,,,,,3380,,,322,,,,,179,,,,119,,130,42,6,,,,,16,,1385,5761,,,,,,,,,,0,,,,,,,27,,,,,,,,,,,,1443,,,,,,,,,14,,,1312,,427,50,,,,,,2379,,,,494,,1094,2389,6,12,28,486,,,,,0,325,,,,,,,,,,,,,,,,,1,3,,,242,,6592,,,,,10401,2368,,,,,,,,,,6,,,,,,,302,,32285,,602,,,10598,,,,,,
"CHN",,,,29,,,,30,2119,,93,46381,5332,,24,,64474,,,2104,211,,29,197,301,10,,30,3967,,700,151,,,16,295,,86254,,,,,471,,738516,92054,524,,23,,93,,0,151,,194,121,8927,,664,,5,1552,264,85,92,,6,31,,,,,396,175,22036,447,272,31,,235,5537,22,,95,0,,,470,174,32,,109,147,,139,522,32,7380,136456,,,286,,559,17323,,75552,89,328,,,,445,1874,14,41,70,,241,14,65,520,654,,45955,,59,85,5,35,123,76,,456,,,705,,,,,34336,1306,209,12458,10397,36,4528,11,,,,,1960,793,,207,91,4293,85,864,1143,25336,479,324,178,,9263,,,259,34329,,,,11,,,20,,,,,93,15,7,79961,,23,30,108,,4886,,3962,7,,815,946,4067,4567,,41,19,340,48,,36,227,,240,,,,39,3036,,12458,,395375,,,,,2690,289,,,,28,
"HKG",,,,,,,,,0,,,29226,79,,18,,,,,,22,,,,0,21,,,,,194,,,,,23,,118198,,,,,10,1065,,5581,9,,,,696,,,,,,4,46,,246,,,,14,,7,,,,,,,,,,1200,,,,,,,,,14,,,,,,,,,,,,,,,,,,44,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,42,,,5,,,,,,,,,,,,,2455,,,,,,,307,,,,87,,,,69,,16,,,,,,,19,,,,,,,,,,,,,,,7994,,,,,,935,,,,,,,251,,,,,,,,,,,7,,,,,,,34790,,75163,,,,,211,,,,,,
"MAC",,,,,,,,,,,,932,6,,,,,,,,,,,,,,,,,,,,,,,,,3383,,,,,17,5399,27648,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,6645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608,,,,,,,,,,,
"COL",,,,,,,,,1507,,1171,1120,520,,20,,,,,1049,,,,,379,537,,,1126,,,1,,,,,,3873,26,,,,866,,,,,,,,2212,,0,177,,22,7,,,386,,,2247,21832,6,225,,,,,,,10,,66,8321,,,,,,2350,,,422,,,,,338,,,,407,,172,13,12,,,,,,,669,8166,,,12,,,,,,,2,,,,,0,,18,,,,,,,,,,,,2388,,,,,,,,,,,,2739,,121,155,,,,,,712,,,,7066,,,1956,75,27,73,1789,,,,,,171,,,,,,,,,,,,,,,,,1,1,,,47,,8133,,,,,2653,2978,,,,,,,,,,7,,,,,,,3509,,160318,,,,,295840,,,,,,
"COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,2,,,,,,,,,,,,,,0,,,5,,,,,50,,,21,,,,,,,0,9613,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,2,,,,,,,,,,,,,,142,,,,3614,,,,,,,,,,4164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,9,,,,,,,,,,,,,,,,,,,,,36,,,,,,,3,7,,,,,,,,,,,,,,,,,2,137,,,,,,,,,,,,
"COG",,,,,,220,,,44,,,59,112,,,,,,,2167,,184,,,1,,,,,,,1,,,,,,45,,,329,,1,,,,,,,,2,,,,,,2,,1824,17,,,,,3,,,,,0,,,,,7,22542,,,2707,,,52,,,33,,,,,,,,,,,,0,,,,,,83,,,331,,,,,,,,,,0,,,,7,,,,,334,,,1924,,,,,,,,,,,,,606,,,697,,,121,,,,,,,,,65,,,,,,,,55,14,280,,,,,,,251,,,,,,,,,,,,,,,,,0,,,,537,,31,,,,,58,1434,,,,,50,,,,,,,,,,,,179,7383,,,,,,,,,,,64,
"COK",,,,,,,,,,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,6,,,,,,,,,,,14,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI",,,,,,,,,239,,,114,61,,5,,,,,70,,,,,49,,,,121,,,0,,,,,,640,25,,,,221,,,,370,,,,,,,,,1,1,,,10,,,924,168,,799,,,,,,,,,4,229,,,,,,285,,,11,,,,,554,,,,168,,266,1,1,,,,,1,,,60,56,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1305,,,,,,,,,,,,106,,,3065,,,,,,67,,,,2236,,,108,6,7,,256,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,369,,,,,85,245,,,,,,,,,,5,,,,,,,21,,26153,,,,,946,,,,,,
"CIV",,,,,,2,,,0,,,14,35,,,,,,,225,,1359,,,4,,,,,,,0,121146,,5,,,857,,,,,4,,,,,,,,1,,,,,,1,,,18,,,,,58,,,,,,,,,,1,21233,,,380,,,134,2466,,53,,,,,,1181,,,,,,0,0,,,,,12,,,864,,,,,,,,,,0,,,883,165,,,,,,,,23302,,,,105,,,69,,,,,,,,,14,,,66,,,,2061,,,,,18,,,,,,,,,,6,,,,,,,58,,,,,,,,,,,1101,,,29,,,,,,,409,,57,,,,,79,518,,,0,,791,,,,276,,,,,34,,,136,,481,,,,,,,,,,,
"HRV",,,,,,,,,1147,,,23034,23301,,,,,,,25,,,,,0,,10875,,,,,7,,,,,,239,,,,,87,,,,23,,,,9,,,,,12,170,,,241,,,,10,16,,,,,,,,,,0,4864,,,,,,72278,,,209,,,,,,,,,,,,203,3,,,,,46,,,4337,,,16,,,,,,,1,,,,,57,,194,,,,,,8,,,,,,30,,,,,,,,,,,,17,,308,,,,,838,,3,,,,4,,,11,,606,10,,,,,,166,186,,,,,,,,,,,,18527,,,,,34,23480,,,225,,105,,,,,1971,11062,,,,,,,,,,28,,,,,,,656,,11712,,,,,154,,,,,,
"CUB",,,,,,,,6,799,,,164,337,,31,,,,1,221,,,6,,50,407,,,251,,,14,,,36,,,892,106,,,,271,,,,540,,115,,2156,,,,,4,25,,,14,,5,2924,447,,40,,,,,,,,,9,1170,,,,,,901,,,87,,,,,174,32,,,530,,142,166,3,,,,,8,,,942,911,,,,,,,,,12,,,,,,,15,,,,,,,,,,,,1522,,,,,,,,,601,,,179,,,362,,,,,,22,,,,1480,,,227,,86,65,10069,,,,,0,1369,,,,6,,,,,,,,1,11,,,,5,1,,,66,,12590,,,,,477,634,,,,44,,,,18,,4,,,,29,,,63,,385969,,,,,5685,,,,,,
"CUW",,,,,,,,5,,,207,18,,,,,,,,,,,,,54,1113,,,,,,,,,,,,204,0,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19040,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,21,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,335,,,,,,
"CYP",,,,,,,,,58,,,11616,83,,,,,,,45,,,,,5,,,,,,,51,,,,,,2109,,2,,,1,,,,,,,,1,,,,,,3,,,66,,,,,45,,,,,,,,,,8,545,,,,,,109,,,21588,,,,,,,,,,,,133,0,,,,,10,,,28,,,9,,,,,,,1,,,,,,3,1,,,,,,11,,,,,,,,,,,,,,,,,,47,,,,,,,,,12,,,,,,,,,19,2,,,,,,11,244,,,,,,,,,,,,9,,,,,1,,,,578,,73,1,,,,130,76,,,,,,,,,,4775,,,,,,,36744,,4382,,,,,7,,,,,,
"CZE",,,,,,,,,2537,,,7709,18639,,,,,,44,18,,,,,69,,,,673,,,106,,,,,,8108,,,,,0,,,,58,,,,,,0,229,,106,,,,121,,,6,29,136,,,,,,,,,,131,6961,,,,,,12942,,,1388,,,,,,,,,,,,51,26,,,,,135,,,611,,,12,,,,,,,27,,,,,0,33,44,,,,,,5,,,,,,116,,,4,,,,,,77,,,2257,,89,,,,,31,,67,,,,8,,,24,,5042,22,,,,246,,531,6982,,,,,,,,,,,,41,,,,,14334,283,,,439,,408,,,,,163,5387,,,,,,,,,,129,,,,,,,4698,,44455,,,,,166,,,,,,
"PRK",,,,,,,,,0,,,25,935,,,,,,53,996,,,,,59,,,,,,,0,,,,8,,54,,,,,167,,,,86,,,,9,,,,,5,16,,,100,,,,73,48,,,,,,,,,,2,60,,,20,,,557,,,0,,,,,,,,,,,14,,,,,,,15,,,1,,,15,10474,,,,456,,113,,,,,,,,,,,,,,,,,,,185,,,27,,,,,,0,,,0,,,,,,,,,12,,,,,,,23,600,,0,,,,,,,4940,,,,,,,,,,,,,,1,,,,,,,133,,8,,,,,13,53,,133,0,,,,,,,3,,,,9,,,0,,,,,,,21,25,,,,,
"COD",,,,,,5767,,,,,,125,173,,,,,,,22180,,,,,1,,,245,,,,1,,18691,,,,815,,6110,45,,6,,,,,,36580,,2,,,,,89,1,,,27,,,,,37,,,172,,2,23,,,,1,15988,,,1271,,,1184,9,,251,,,,,,,,,,,,4,0,,,,,5,,,134,,,,,178,,,,,,,,,106,,,50,,850,,,,,,,18,,,0,,,,,,,1061,,2453,,,901,,,6,,,,,,13,,,,,,,,0,,243,,,,,,,,31829,,,,,,,,,,0,,,0,,,,,,,3731,,259,,,7800,,343,338,,,0,,148,,,,,2,,,,33546,,,447,10142,1730,,,,,,,,,,13176,
"DNK",,,,,39,,,,294,,,4214,444,,3,,,,44,1091,,,8,6,9,,,47,264,,,3,,,,,,10612,1,0,,,85,,,,30,,,,19,,28,,,23,12,,,,,,11,19,139,,,,8,,,,1321,,242,4202,,,,,,9955,,,1358,2620,,,,,,,,,,,24,1161,,,,,177,,629,3587,,221,26,,,,,,,21,,,,396,4,28,673,,,,,,6,,,,,,104,,,,,,,,,55,,,1261,,354,20,,,,,,11164,,,,7,,,67,63,569,138,,,,,,31,1245,,,,,,,,,,,,5,,,,,2,7,,,667,,2055,,,,,14261,2253,,111,100,,,,,,,399,,,,77,,,8878,,22078,,,,,46,,,,,,
"DJI",,,,,,,,,,,,18,1,,,,,,,37,,,,,,,,,,,,0,,,,,,57,,,,,,,,,,,,,,,,,,1,0,,,6,,,,,92,,,,,,429,,,,0,1427,,,,,,,,,2,,,,,,,,,,,,,0,,,,,0,,,1,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,26,22,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
"DMA",,,,,,,,1268,9,,98,0,20,,20,,,313,,48,,,,,1,1112,,,,324,,0,,,,,,744,,,,,6,,,,24,,,,3,,,,,0,0,,,2,,,6,,,,,,,,,,,,0,480,290,,,,,,,,183,,21,3535,,,,,5,,,,,0,,,,,0,,,0,54,,,,,,,,,,,,,,,,81,,,,,,,,95,,,,,,,,,220,,,,,,,17,,,,,,,,,,,,,8,,,,,,,1351,,,,,,,,,42,47,,45,,,,,,,,,,,,,,,,,264,,,,,17,48,,,,,,,,,,,,,,,,,374,,10155,1685,,,,114,,,,,,
"DOM",,,,,,,107,323,138,,1512,14,1223,,22,,,,,1246,,,4,,27,5670,,,192,372,,3,,,,,,1369,4,,,,68,,,,188,,,,349,,,149,,2,1,,,23,,,,66,,20,,,,,,,,,2,293,,,,,,709,,,98,,,1785,,46,,,,1061,,37,0,2,,,,,1,,,5911,,,,,,,,,,0,,,,,0,,23,,,,,,,,13,,,,243,,,,,12,,,,,,,1673,,,33,,,,,,38,,,,1057,,,56,,1,7,20872,,,,,0,,,,,12,,,,,,,,,,,,,,1,,,,,11533,,,,,94,3498,,,,,,,,,,,,168,,,,,28,,193429,326,,,,11369,,,,,,
"ECU",,,,,,,,,490,,,512,204,,7,,,,,982,,,,,161,,,,212,,,0,,,,,,3943,,,,,1151,,,,5647,,,,330,,,68,,1,3,,,92,,,511,,7,85,,,,,,,,,11,987,,,,,,689,,,23,,,,,74,,,,,,109,8,4,,,,,5,,,650,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,255,,,43,,,,,,87,,,,531,,,1422,47,10,33,302,,,,,,171,,,,,,,,,,,,,,,,,0,,,,,,2216,,,,,359,890,,,,,,,,,,,,,,,,,179,,72051,,,,,12419,,,,,,
"EGY",,,,,,,,6,244,,,19536,3003,,5,8359,,,,486,,,,,16,,,,1932,,,7,,,,,,13795,,21,,,34,,,,75,,,,6,,0,,,516,9,,,288,,,,9,,,,,,,,,,,23,7869,,,,,,2631,10,,3494,,,,,18,,,,,,,31,2,,,,2177,32,,11310,13660,,181,49968,,,,69940,,,1,22827,,,3759,,1,10,,,,7,,98,,,113,,,104,,,,,,598,,,101,,,1046,,105,,,,,1148,,75,8541,,,12,,,1,8,78,13,36,67,,,,3,763,,,,,,,,,,119711,,2,,,,,1,7,,,395,,349,0,9917,10424,,581,1592,,,0,,,,,,305,1004,,,,9,,62372,10488,,28733,,,,,218,,,,3819,101,
"SLV",,,,,,,,,94,,,4443,22,,5,,,,,162,2989,,,,34,,,,70,,,1,,,,,,13930,,,,,115,,,,148,,,,28459,,,,,1,1,,,14,,,175,92,95,,,,,,,,,,1,579,,,,,,252,,,9,,,,,132597,,,,,,59413,5,0,,,,,3,,,472,75,,,,,,,,,,,,,270,,,,,,,,,,,,,,,150310,,,,,,,,,,,,73,,,6119,,,,,,29,,,,1113,,,34,,,3,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,,,,,865,210,,,,,,,,,,,,,,,,,37,,228524,,,,,572,,,,,,
"GNQ",,,,,,,,,,,,,3,,,,,,,749,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,225,,,,,,,,0,,,,,,,,,,,,,,,,,,0,80,,,13665,,,,,,0,,,,,,,,,,,,,1,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,11,,,,,,,15,,,,,,,,,183,,,,,0,,,,,,,,,3485,,,,,6,10,,,,,20,,,,,,,,,,,,2,,,,,,,,,,,,,
"ERI",,,,,,,,,,,,608,32,,,145,,,,0,,,,,0,,,,,,,0,,,,,,2376,,,,,0,,,,,,,,,,,,,1,0,,,41,,,,,178,,,,,,33056,,,,0,100,,,,,,1186,,,62,,,,,,,,,,,,0,0,,,,87,3,,,508,,,75,,0,,1242,,,0,,,,506,,,,,,,,,2,,,,,,,,,,,,,,,,,,64,,,,,,,,,5,,,,,,,,,0,,,172,,,,,,,,,,,,,,,,,,,0,,,,,,0,264,,2,,,31481,,1125,491,,,,,,,,,,,,,,0,,1108,367,,5686,,,,,12,,,,0,,
"EST",,,,,,,,,71,,,1480,152,375,0,,,,1720,32,,,,,0,,,,,,,3,,,,,,3166,,,,,10,,,,10,,,,2,,0,,,5,9,,,3,,,,,6,,,,,,,,,,0,506,,,,,469,694,,,65,,,,,,,,,,,,27,0,,,,,97,,,20,,,,205,,,,889,,952,,,,,0,729,15,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,10,,,,,,,4,,243,37,,,,,,,31800,,,,,,,,,,,,,,,,,2,0,,,13,,13,,,,,4521,134,,,,,,,,,,16,,,,,6049,,174,,4768,,,,,32,,,,,,
"SWZ",,,,,,,,,,,,69,8,,0,,,,,,,,,,,,,46,,,,1,,,,,,51,,,,,1,,,,,,,,1,,,,,,0,,,14,,,,,,,,,,,,,,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,17,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,9049,,,,,,,7,28,,,,,,,,,,11,,,,,,,46,17,,,,,,,,,,,,
"ETH",,,,,,,,1,41,,,554,412,,,102,,,0,1201,,,,,4,,,,,,,2,,,,,,7064,,,,,5,,,,,,,,1,,,,,12,3,,,209,7494,,,,340,,,616,,0,,,,,94,2336,,,,,,7435,9,,1529,,,,,,,,,,,,5,7,,,,,16,,20028,13006,,,9,,11402,,874,,,,,,,965,,,,,,,,,12,,,,,,,,,,,,,,,214,,,1615,,79,12,,,,,,567,,,,,,,,,18,2,,246,,,,,223,,,,2,,,,,,20429,,,,,,,1,,,225139,1435,,52,,,478499,,4302,788,,,0,,,,,,,8,,,,79,,780,429,,16306,,,,,10,,,,6629,,
"FLK",,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,
"FRO",,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3982,,,,,,,,,,,,,,,,3,,,,,,,,,2,53,,,,,,,,,,,,145,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
"FJI",,,,24,,,,,1,,,19484,6,,,,,,,12,,,,,0,,,,,,,0,,,,,,7878,,,,,4,,,,,,,35,1,,,,,1,1,,,9,,,,,,,,,,,,,,,3,53,,14,,,,,,,5,,,,,,,,,,,,,0,1400,,,,2,,,2,,,,,,100,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,90,,0,,8141,,,,12,,,4,,,,,55,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,113,,27,,2,,,,,20,59,,,,,,,177,,,,,,49,,,,180,,8439,,,,83,,,,,,,
