"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"FSM",,,,,,,,,0,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3590,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,918,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,0,,,,,,,,,,,,,,,,,,,,3621,,,,,,,,,,,
"MCO",,,,,,,,,1,,,15,9,,,,,,,46,,,,,0,,,,,,,1,,,,,,52,,,,,4,,,,,,,,1,,,,,,1,,,5,,,,,29,,,,,,,,,,2,1730,,,,,,,,,8,,,,,,,,,,,,2,0,,,,,5,,,67,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,1,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,9,,81,,,,,12,98,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,
"MNG",,,,,,,,,,,,64,466,,,,,,45,15,,,,,0,,,,,,,13,,,,,,63,,,,,0,,,,,,,,8,,,,,,111,,,6,,,,,9,,,,21,,,,,,4,133,,,,,7,,,,5,,,,,,,,,,,,238,5,,,,,139,,,10,,,,,,,,,,82,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,3,,,,,,,,,78,,,,771,62,,,10997,,,,,,,,,,,,,,,,,15,0,,,,,71,,,,,12,150,,,,,,,,,,87,,,,,,,128,,,,,,,,,,,,,
"MNE",,,,,,,,,,,,2770,7662,,,,,,,5,,,,,0,,2767,,,,,9,,,,,,0,,,,,,,,,,,,,,,0,,,,40,,,1032,,,,,,,,,,,,,,,0,519,,,,,,22984,,,,,,,,,,,,,,,17,,,,,,0,,,3145,,,,,,,,,,,,,,,110,,4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3362,,0,,,,,,,,,119,93,,,,,,,279,,,,,,,,,,,,36182,,,,,15,,,,,,0,,,,,0,1081,,,,,,,,,,,,,,,,,358,,,,,,,113,,,,,,
"MSR",,,,,,,149,471,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,295,,,,,1,,,,,,,,1,,,,,,,,,,,49,,,,,,,,,,,,,,0,,,,,,,,,2,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3768,,1762,336,,,,,,,,,,
"MAR",,,,,247,,,,181,,,875,747,,,213,,,,122580,,,,,1,,,,,,,25,,,,,,12411,,,,,46,,,,42,,,,1,,0,,,15,43,,,2723,,,15,12,170,,,,,,,,,,730,406784,,,182,,,45669,,732,404,,,,,,,,,,,,92,59,,,,198,221,,79630,164237,,,159,,,,984,,,2,47,,,1444,,,91,,,,,,30,,,191,,,126,,,,,,,,,,,,83806,354,,,,,,,,2331,,,,29,,,17,,118,830,,1003,,,,4,910,,,,,,,,,,,1477,12,,,,,28,7,,,300,,161769,,,,,2665,5766,,,,,,,,,3359,262,,,,,1425,2284,6495,,16230,,,,,556,,,,,,
"MOZ",,,,,,65,,,0,,,332,22,,,,,,,36,,,,,0,,,253,815,,,9,,,35,,,425,,,,,27,,,,,,,,1,,,,,1,1,,,48,,,,,8,,,350,,8030,,,,,4,495,,,,,,,,,24,,,,,,,,,,,,9,2,,,,,24,,,80,,,,,268,,,,,0,,16,,,,,,,30625,,,,,,,,,,,,,,,,,,,103,,,216,,,,,,,,,17,,,,,,,,,12,35656,,,,,,,58,,,,,,,,,179,,,,,,,,,0,,,172998,,906,,,,,71,471,,,,,,,,,,,,,,14,,,1530,23874,,,,,,23,,,,,265,112819
"MMR",,,,,,,,,19,,,5986,22,,,,108284,,,27,,,,14,0,,,,,,,,,,,68,,1796,,,,,1,,,,,,,,3,,,,,4,1,,,30,,,,,8,,,,,,,,,,29,366,,,,,,390,,,13,,,,,,,,,,,,3,0,31962,,,,40,,,75,,,29,,,,,,146,,,,,,,,,,,13427,,,,,,,,,,,,,,,,,,,,,118,,332,,,,,,,38,,1382,,44,,,,159,,,,,1107,,,,213,,,,,,,,,,70010,,,,,,,,,,,35,,92,,,,,80,83,,,394930,,,,,,,27,,,,,,,4483,,16709,,,,,,4087,,,,,
"NAM",,,,,,225,,,4,,,228,53,,,,,,,13,,,,,,,,359,,,,2,,,,,,145,,,,,2,,,,,,,,,,,,,2,3,,,12,,,,,64,,,,,,,,,,11,51,,,,,,,,,6,,,,,,,,,,,,4,11,,,,,16,,,5,,,,,31,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,17,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,0,,,22295,,65,,,,,26,107,,,,,,,,,,,,,,,,,587,319,,,,,,,,,,,55,
"NRU",,,,,,,,,,,,241,0,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,
"NPL",,,,,,,,,,,,1376,264,,,189,7048,,,20,,,,297,0,,,,,,3863,3,,,,46,,547,,,,,4,,3991,,,,,,5,,,,,22,5,,,65,,,,,,,,,,,,,,,54,345,,,,,18,1369,,,10,,,,,,,,,,,,25,11,308912,,,,108,,,105,,,127,,,,874,,,1,,,,,,,19,,,25762,,,,,,,,,,,,,,,,,,,,,209,,163,,,,,,201,90,,,,,,,,340,9,26,,354,1940,,,,297,,,,,,,,,,143648,,,9,,,,,4,,,33,,61,66,,,,82,406,,,6916,,,,,,,,,,,,,2029,3878,,8178,,,,,,420,,,,,
"NLD",,,,,121,,,6,436,,1890,48415,2952,,15,74,,,,45383,,,,9,13,3396,,115,2231,,160,86,,,46,38,,56600,34,26,,,377,,560,,207,,,9,269,,95,,,87,180,,,2773,,2,492,192,340,23,,,,,,,,,467,16189,,,,,4,55798,82,,917,,,247,,49,,,,,,47,1066,65,,201,,,1433,,2039,3300,,418,120,,,,334,,,34,,,145,626,31,18,1566,,,,,,115,,,,,,634,,,,,,,,,333,,,,,10517,75,,,,,,2090,489,,,68,,,266,136,613,1605,28,315,,,,184,193,,,,11,,,,,,,,421,,,,,244,166,,,4725,,13466,,,,1084,2614,8518,,20,320,,,,,,,10065,,,,97,,823,17361,,45414,,,,,375,,,,,,
"NCL",,,,,,,,,,,,509,,,,,,,,,,,,,1,,,,,,,,,,,,,55,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,74,,,578,,,,
"NZL",,,,118,,,,5,11,,,186460,170,,9,,,,,116,,,,9,25,6,,,,,111,7,,,,,,4527,39,,,,73,,1238,,24,,,1258,3,,24,,,15,12,,,335,,,,20,44,,,,,4,,31,,448,51,623,,59,,,,672,,,186,,,,,,,,,,,,66,12,,,,,757,36,,164,,1508,37,,,21,,,,10,,,,,,,13,,,531,5,,5,,,,,,60,,,,,,,,,39,18,,1609,64,,,,,86,,,141,,,,18,1171,,31,62,29,20,,,708,,,,103,,,,1,,,920,,,,,14,,,959,,15,,71,,700,,146,19,,,,417,712,,56,1109,88,,38,,,,112,,,,,,,26822,,9327,,,,87,7,,,,,,
"NIC",,,,,,,,,94,,36,378,60,,4,,,,,35,,,,,39,,,,332,,,17,,,,,,4556,338,,,,114,,,,222,,,,114900,,,94,,3,7,,,55,,,241,83,,2315,,,,,,,,,16,180,,,,,,271,,,12,,,,,2465,,,,,,2841,8,0,,,,,9,,,129,58,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1615,,,,,,,,,,,,110,,,,,,,,,49,,,,2121,,,41,,,,242,,,,,,37,,,,,,,,,,,,,,,,,,0,,,18,,885,,,,,166,183,,,,,,,,,,,,,,,,,75,,109110,,,,,867,,,,,,
"NER",,,,,,,,,1,,,10,15,,,,,,,336,,28181,,,0,,,,,,,3,5478,,,,,98,29,,1651,,5,,,,,,,,,42898,,,,2,2,,,5,,,,,72,,,,,,,,,,6,952,,,,,,723,3391,,50,,,,,,631,,,,,,5,0,,,,,60,,,95,,,,,,,,,,,,,491,201,,,,,,,,2810,11,,,73,,,,,,,,,,,,,,,70,,,,,25404,,,,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,656,,,125,,,,1,,,5,,296,,,,,10,98,,13,,,11939,,,,,,,,,,,,52,,,,,,,,,,,,,
"NGA",,,,,,,,15,26,,,1104,4123,,66,155,,,,849,26,16721,49,,9,,,153,,,,39,1778,,74,,51929,4981,11,,9365,,16,,,,37,,,,0,19006,0,,,77,28,,,345,,11,40,20,426,,78,,,,,,,,210,1567,,,8984,,,11479,8877,,1348,,,,,,562,,,,,,537,23,407,,,,5287,,,9863,,804,21,,,,716,,,7,,,1377,1516,,3,,,,,,831,59,,,,,,33,,,,,,,1616,,790,,,2445,,,6,9583,,,,,269,,,,11,,,,176,174,99,,135,270,,,1,604,,,,3,,,,,,,478,,25,1249,,,65,4,,,5720,,2952,,,12462,,501,1689,,,,,8564,,,165,68,235,,,,3,,1661,42450,,91915,,,,,67,,,,,98,
"NIU",,,,,,,,,,,,209,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MKD",,354,,,,,,,1361,,,25607,8523,,,,,,,84,,,,,0,,1811,,,,,789,,,,,,3504,,,,,183,,,,,,,,11,,5011,,,3,212,,,675,,,7,0,51,,,,,,,,,,,39318,,,,,,26376,,,512,,,,,,,,,,,,62,6,,,,,440,,,25814,,,29,,,,,,,,,,,,327,,164,,,,,,17,,,,,,,,,13,,,,,,,,,4,,,,,,,,,289,,,,,,,,,137,5,,,,,,268,186,,,,,,,,,,,,20737,,,,,308,5813,,,39,,91,,,,,1232,22077,,,,,,,,,,64668,,,,,,,460,,9542,,,,,,,,,,,
"MNP",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOR",,,,,,,,,94,,,2168,272,,7,,5295,,36,613,,,,,0,3,,67,110,,,25,,,,,,3048,,,,,169,,,,34,,,,36,,11,,,31,27,,,6471,,,53,48,48,,,,,,,,62,,430,1185,,,,,,3090,,,122,55,,,,,,,,,,,300,368,,,,,168,,,238,,176,25,,,,,,,34,,,,132,6,28,81,,,,,,12,,,,,,108,,,,,,,,,24,,,921,,,,,,,,,,,,,4,,,41,613,175,145,,,,,,1,591,,,,,,,,,,,,32,,,,,179,2,,,200,,3134,20,,,,17427,808,,,437,,,,,,,1624,,,,8,,,5406,,14119,,,,,41,,,,,,
"OMN",,,,,,,,,,,,196,12,,,,,,,0,,,,,1,,,,,,,1,,,,,,268,,,,,2,,,,,,,,2,,,,,17,,,,4,,,,,256,,,,,,,,,,1,13,,,,,,,,,2,,,,,,,,,,,,3,,,,,,29,,,15,,,370,,,,,,,,150,,,940,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,15,,,,,,,,217,,,,,,,,,32,,,,,,,,,,,,,,,,,,0,,,8,,23,54,4185,,,2,34,,19,,,,,,,,10,,,,,,,1190,,,,,,,,,,,,,
"PAK",14868,,,,,,,0,10,,,6297,2212,,6,21876,,,49,2681,,,12,14,26,,,125,106,,512,24,,,,38,,39770,73,,,,127,1805,3855,,25,,,,7,,,,,219,37,56,,5435,,,170,20,290,,,,,,,,,750,234,10264,,,,,79,23408,28,,10380,,,,,7,,,,,,,105,7,702733,970,4828,337,1860,,,16722,,3464,2328,,,,101202,,,31,984,120,,1258,,27,,,,4015,55,,28,,,,3,,69,,,15,,,,539,2855,195,,1341,6491,,624,,,,,,,7094,57118,,,31,,,41,626,51,760,,258,3549,,,1,871,,,,7,,,,,,405412,,,4,0,27615,,62,7,,,3339,,4406,204,,,,1729,1978,,63,1543,120,,,,,,636,,,,459,,232003,158388,318,149665,,,,,9,96,,,,,
"PLW",,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,565,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,579,,,,,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAN",,,,,,,,,187,,,70,17,,7,,,,,34,,,,,46,,,,325,,,4,,,,,,1203,74,,,,253,,,,862,,,,5528,,,25,,7,4,,,22,,,470,205,,162,,,,,,,,,10,156,,,,,,107,,,53,,,,,84,,,,,,165,12,1,,,,,7,,,104,35,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1138,,,,,,,,,,,,107,,,182,,,,,,9,,,,,,,123,,15,53,690,,,,,,42,,,,12,,,,,,,,,,,,,,,,,13,,984,,,,,102,162,,,,,,,,,,,,,,,,,195,,53721,,,,,469,,,,,,
"PNG",,,,,,,,,,,,,22,,,,,,,66,,,,,0,,,,,,,2,,,,,,143,,,,,2,,,,,,,6,,,,,,,0,,,5,,,,,,,,,,,,,,,2,58,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,543,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,22,,,,,,,,,,,,546,,13,,33,,,,,13,109,,,,,,,,,,,,,,,,,489,,,,,,26,,,,,,,
"PRY",,,,,,,,,136863,,,164,70,,,,,,,54,,,,,1678,,,,13551,,,1,,,,,,2399,,,,,571,,,,110,,,,19,,,,,0,8,,,25,,,49,54,,8,,,,,,,,,3,355,,,,,,260,,,6,,,,,20,,,,,,15,6,1,,,,,10,,,97,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,61,,,,,,,,,33,,,,13,,,179,,,9,,,,,,0,55,,,,,,,,,,,,,,,,,,,,,26,,724,,,,,61,308,,,,,,,,,,,,,,,,,222,,4092,,375,,,113,,,,,,
"PER",,,,,,,,,35684,,507,2520,411,,18,,,,,658,,,,,5197,,,,6690,,,8,,,3,,,8650,4,,,,13862,5185,,,2175,,,,1505,,14,35,,5,26,159,,223,,,1426,3360,,98,,,,,,,,,77,3409,187,,,,2,2705,,,40,,,,,146,,,,188,,160,75,15,,,,,50,,586,15383,,21331,,,,,,,,5,,,,,,,32,,,,,,5,,,,,,2659,,,,,,,,,,,,675,,,106,,,,,,255,,,,1555,,,,249,79,75,537,,,,,,406,,,,,,,,,,,,19,,,,,23,8,,,50,,17596,,,,,2155,2654,,,,,,,,,,20,,,,,,,1458,,130887,,71,,,20145,,,,,,
"PHL",,,,374,156,,,,40,,433,39051,3432,,52,8031,,,,2160,,,72,10,13,,,,,,5263,3,,,,156,,114272,75,,,,149,21652,10445,1840,34,,,,39,,0,,,176,5,619,,978,,,85,36,278,10,,,,,,,7,,171,2318,,,,,,4128,11,,1151,0,,,16290,16,,,,,,,31,168,,636,,,3057,,,29705,,66932,357,,,,36779,,,1,263,,,1466,0,,31,,,94441,86,,34,173,,,,,218,80,,25,,,,,,121,57,,1546,,4793,,,,,,7580,1604,2825,,1788,418,1024,,159,,19,44,146,35585,9772,,,4,99,,,,14,,,,,,126808,,7,116,,848,,6,3,109,,268,,6109,,,,,1240,2756,,,524,324,,,,85,,192,,,,,,86564,9354,,548206,,,,,58,42,,,,,
"POL",,,,,,,,,5578,,,31865,18641,,2,,,,228,2891,,,6,,85,,,,3228,,,208,,,,,,86869,,,,,207,,,,153,,,,101,,103,31,,75,4848,,,3790,,,64,65,131,,,,196,,,,29,,481,48084,,,,,49,283305,18,,6687,2,,,,,,,,,,,909,665,,,,,20024,,39029,9586,,343,39,,,,,2087,,579,,,,179,15,1630,217,,,,,,23,,,,,,525,,,3,,,,,,77,,,4615,,916,,,,,37,,1975,,,,54,,524,73,25,,168,19,,,173,,169,16292,,,,,,,,2,,,,94,,,,,1731,60,,,2169,,4869,,,,,13814,7422,,20,,,,,,,,1509,,,,,1611,,27650,,221734,,581,,,343,,,,,,
"PRT",,,,,3549,4287,,,4460,,103,9375,713,,4,,,,,10592,,,129,,22,470,,87,111247,,,25,,,486,,,74428,,,,1657,112,,43,958,62,,384,,34,,9,,,8,11,,,362,,,133,95,15,8,,,,,,,,,81,418544,,,,,,70851,,,81,,,144,,14,158,462,,,,,134,62,89,,,,483,,,1539,,171,,,,,,,,2,,,,,315,3,25859,,,,,,2,,,,,,228,,,,,,,1793,,337,,,4859,,,,,,,,,391,,,,97,,,60,40,37,,36,,,106,,60,67,,,,,,,,,113,,,24,,,,,68,4,,,10370,,32952,1,,,,1372,76418,,,90,145,,,,,,101,,,,,,,16953,,100422,,329,,,31422,,,,,,
"PRI",,,,,,,,22,68,,,54,2,,,,,,,,,,,,24,30,,,,22,,,,,,,,124,22,,,,83,,,,238,,,,166,,,56,,2,,,,0,,9,4780,107,,31,,,,,,,,,,154,,,,,,,,,10,,,,92,33,,,,635,,58,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,,,,,,,,,,,,,,,23,,,,,693,7,,,,210,,,46,25,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677124,2140,,,,253,,,,,,
"QAT",,,,,,,,,,,,145,11,,,4,,,,,,,,,4,,,,,,,3,,,,,,525,,,,,9,,,,,,,,1,,,,,3,5,,,10,,,,,174,,,,,,,,,,2,72,,,,,,,,,10,,,,,,,,,,,,13,0,,,,,21,,,2,,,199,,,,19,,,0,,,,758,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,8,50,,,,,,,64,4,,,,,,,,60,,,,,,,,,,,,,,,,,,0,,,,,59,48,4535,,,10,30,,,,,,,,,,19,,,,,,62,548,,,,,,,,,,,,,
"KOR",,,,94,,,,,4074,,,16966,47,,,,,,14,90,,,,11,311,,,,,,76,25,,,,72,,39535,,,,,531,75060,1794,,117,,,,106,,0,,,0,19,2316,,2760,,,380,168,140,69,,,,,,,14,,49,7687,,,62,,,8998,,,81,,,,1645,624,112,,,,,32,438,12,,2313,,,88,,,1449,,311245,64,11482,,,,291,,10,,,,338,,,20,,,1523,,,,,,29,,,259,32,,188,,,,,,20,,,2052,,8481,20,,,,,817,2203,,,108,108,36,1510,261,984,16,29,43,,,,,6,1047,,,,,,,,,,,,21,,7,,,202,,26,,362,,1214,101,,,,3307,979,,,799,,,,,,,207,,,,35,,,5209,,436917,,,,,138,119,,,,,
"MDA",,,,,,,,,416,,,273,492,55,,,,,4244,16,,,,,1,,,,,,,369,,,,,,1138,,,,,4,,,,,,,,2,,0,,,75,245,,,22,,,3,,41,,,,478,,,,,,8,481,,,,,87,7805,,,1833,,,,,,,,,,,,59,1,,,,,711,,10865,1794,,,0,4359,,,,2312,,1279,,,,,,482,,,,,,,3,,,,,,,,,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,124,2494,,,,,,14966,152104,,,,,,,,,,,,35,,,,,34,19,,,,,99,,,,,26,247,,318,,,,,,,,347,,,,,78324,,207,,9965,,,,,,,,,,,
"REU",,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,0,,,,,493,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,187,,,,,,,,3,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,
"ROU",,,,,,,,,992,,,7219,12394,,25,,,,10,1092,,,19,,0,,88,,1633,,,1049,,,,,,29304,,,,,180,,,,153,,,,37,,102,19,,669,3074,,,819,,,19,56,71,,,,,,,,7,,353,15972,,,,,51,170047,,,13726,0,,,,,,,,,,,67119,46,,,,,2711,,56133,50814,,,68,,,,,324,,38,,,,161,1,17,101,,,,,,93,,,,,,142,,,,,,,,,21,,,1588,,434,,,,,9,,431,,,,42,,,61,82,1458,2035,,,,1121,,,2049,,,,,,,,18,,,,619,,,,,3079,41,,,336,,4621,,,,,5359,3894,,,,,,,,,,7843,,,,,,,3431,,66621,,330,,,341,,,,,,
"RUS",,,351,,,,,,1765,5616,,6877,9766,10666,13,,,,316633,349,,,,,0,,44,,2599,,,2433,,,47,25,,24283,,114,,,262,1159,15,,216,,430,,160,,0,719,,2363,3026,36,,1149,,,132,225,1950,7,,,72390,,,,3,,22909,7306,,,,,15232,360818,22,,30273,,,,,,393,,,,,11,1081,221,797,,,117,1444,,71946,1890,,2261,187,919047,,,,87030,,91368,61,,,3014,4,44131,87,,,,,44,106,,,46,12,,676,,,1731,,,,,,350,,,5447,,1380,91,,,,78,,967,,,,172,22,,166,66,20222,1378,,,623,39801,,2535,,,,,,,,,1,,,,849,5,21,,,503,191,,,717,,3603,23,,,,2192,4923,,108670,,,,,,,,7269,36079,,,119,1531998,,5667,,172002,,,454169,,247,,,,,,
"RWA",,,,,,81,,,,,,25,82,,,,,,,1113,,,,,1,,,,,,,1,,32288,,,,1270,,,,,3,,,,,,6547,,0,,,,,0,6,,42148,62,,,,,26,,,191,,55,83,,,,11,1518,,,55,,,493,108,,93,,,,,,,,,,,,6,1,,,,,38,,,273,,,,,1630,,,,,1,,,,,,,9,,2617,,,,,,,,,,,,,,,,,,,263,,,328,,,,,,,,,67,,,,,,,,,,,,,,,,,92,,,,,,,,,,,155,,,0,,,,0,,,703,,301,,,,,58,368,,,0,,653,,,,,,,,,35711,,,1019,25508,,,,,,,,,,,1868,
"SHN",,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,79,,,,0,,,,,,,,,7,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,1284,,,,,,,,,,,,,
"KNA",,,,,,,435,183,,,,9,0,,6,,,,,,,,,,0,191,,,,1050,,,,,,,,1192,,,,,6,,,,,,,,0,,,,,,3,,,,,15,67,,,,,,,,,,,,1,2,,,,,,,,,3,,8,,,,,,,,,,1,,,,,,2,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,10,,,,,,,,,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,2940,,5044,3198,,,,,,,,,,
"LCA",,,,,,,,241,,,,11,7,,27,,,1520,,,,,,,,0,,,,154,,,,,,,,1551,5,,,,26,,,,,,,,0,,,,,,1,,,0,,81,,,,,,,,,,,,,1,52,696,,,,,,,,,,73,126,,,,,153,,,,,,,,,,5,,,3,173,,,,,,,,,,,,,,,,,,,,,,,,817,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,91,,,,,,,,,,,,,,,,,38,,,,,20,25,,,,,,,,479,,,,,,,,,3563,,6030,1640,,,,11,,,,,,
"SPM",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,180,,,,,2,,,,,,,,1,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VCT",,,,,,,,451,,,41,37,4,,13,,,1886,,,,,,,,54,,,,781,,,,,,,,4221,24,,,,2,,,,,,,,1,,,,,0,0,,,7,,41,,,,,,,,,,,,,2,27,,,,,,,,,96,,78,,,,,,112,,,,1,,,,,,2,,,3,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,17,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,69,148,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,3720,,,,,,,,,3263,,10688,269,,,,62,,,,,,
