"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,5,1,,,50,,,,,,,,,,,,,3,3306,,,,,,4,,,,,,577,,,,,6,,,,255,,,,16,,,,,,,,,3,,32,278,,,,,,,,,,,,,67,,,,,,,,,47,,,,,,,,,,,,,1,,,,,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,23,,,,,,,,,,,,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,4673,510,,,,436,,,,,,
"AUS",,,,,59,,,7,425,,,,1926,,71,,,25,27,1277,,,59,21,175,,,225,519,19,493,103,,,,179,,21053,119,12,,,1464,4153,8195,,182,,,230,33,,1169,,,1983,269,155,,2115,,5,60,183,410,24,,,,30,,14,,1706,779,5406,,77,,,,9538,27,,20467,,,,,53,,,,,,,793,75,750,5679,,,5846,258,2882,12537,,9202,438,,,83,,,16,131,,,,607,,33,58,,,4005,56,,4016,,,,,,397,,,91,,,,,,557,161,,10113,317,60001,,,,19,,,1214,,,,139,10675,,506,1939,774,1224,,,2155,,,62,622,,,,13,,,396,,,,,706,48,,6466,,198,335,309,,3983,,4630,253,,,,2657,5347,,,1402,522,,20,,,,2819,,,,,,,108178,,67499,,,,549,133,36,,,,148,
"AUT",,,,,,,,,1583,,,21040,,,30,,,,59,2946,,,30,,152,,188,,2789,,,149,,,,,,19097,47,24,,,784,,,,187,,,,64,,3288,,,236,3043,,,1652,,,690,268,526,11,,,,,,,,,399,12167,,,,,24,196503,,,2267,,,,,,,,,144,,,6822,109,,,,,634,,5525,13214,,537,204,,,,,,,124,,,,610,3109,54,548,,,,17,,89,,,,,,584,,,8,,,,,,633,,,6514,,1279,34,,,,,,1073,,,,70,,,169,1341,4138,454,,,,,,626,3430,,,,11,,,,,,,,7325,,,,,2322,5190,,,2980,,6332,,,,,5866,49468,,66,,,,,,,,13761,,,,,,,18336,,59792,,,,,802,,,,,,
"AZE",,,,,,,,,,376174,,300,832,,,,,,13806,71,,,,,2,,,,,,,1526,,,,,,1960,,,,,3,,,,,,,,1,,,,,24,406,,,187,,,,,29,,,,1525,,,,,,48,2560,,,,,5490,14234,,,453,,,,,,,,,,,,127,5,,,1124,,59,,13969,404,,,,40508,,,,7024,,2806,,,,,,1271,,,,,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,,188,,,,,,,,,263,37,,,,1180,,,805658,,,,,,,,,,,,,,,,,26,1,,,,,315,,,,,713,408,,173,,,,,,,,16114,7745,,,,85967,,1598,,15759,,,22504,,,,,,,,
"BHS",,,,,,,,2,,,,270,18,,,,,55,,26,,,,,0,148,,,7,21,,3,,,,,,1556,172,,,,1,,,,,,,,6,,,,,0,,,,12,,8,74,24,13,,,,,,,,,,6,42,,,,,,,,,22,,28,,,,,,11,,,,6,3,,,,,31,,,60,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,54,,,73,,,,,,8,,,,,,,,,,,,,,,,,,,,19,11,,,,,,,,,,,,,,,,,,,56,,,,,26,96,,,,,,,,,,,,346,,,,,1719,,29086,,,,,,,,,,,
"BHR",,,,,,,,,19,,,1080,16,,,,24592,,,55,,,,,1,,,,13,,,6,,,,,,1681,,,,,3,,,,,,,,1,,,,,72,15,,,88,,,23,,350,,,,,,,,,,10,143,,,,,,,,,25,,,,,,,,,,,,12,1,,,,,96,,,27,,,745,,,,537,,,0,183,,,784,,,,,,,,,,,,,,,,,,,,,,,,51,,,112,,,,,,,,,21,366,,,,,,,6783,,,,275,,,,,,,,,,,,,,,,,,,,,,,0,,,91,,35,194,8305,,,54,240,,,,,,,,,,,,,,,,831,4621,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,16130,2117,,,49900,,,,1614,,,,41,20,,,,22,,1182,450,,,,,,33080,,,,,9,3193,400,,,,,,1,,,,,433,70,118,,553,,,,,221,6,,,,,,,,1235,881,3164,,,,,,6009,,,7361,,,,,,,,,,,,57,0,3584076,,,,2413,,,60160,,9597,17487,,,,175015,,,6,3717,,,1013,,,22,,,202874,20163,,13,,,,3672,,30,,,,,,,,1154,34,,452,994,,1374,,,,,,698,558,92947,,,23,,,,610,72,849,,75689,7318,,,8,614,,,,,,,,,,623564,,,107,,47991,,,0,,,1400,,4383,326,,,,3924,1576,,,1567,130,,,,,,316,,,,126,,408976,170124,,126308,,,,,,4129,,,,,
"BRB",,,,,,,,266,12,,,380,16,,164,,,,,28,,,,,0,480,,,13,146,,3,,,,,,14688,180,,,,6,,,,,,,,5,,,,,,4,,,29,,117,,,,37,,,,,,,,,10,69,,,,,,,,,10,,168,,,,,,223,,,,4,2,,,,,22,,,36,560,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,21,,,,36,,,,,,,,,,,,,,,,87,540,,339,,,,,,,,,,35,,,,,16,,35,,,,,107,61,,,,,,,,1688,,,,,,,,,18706,,53672,364,,,,43,,,,,,
"BLR",,,,,,,,,470,492,,1600,1289,525,,,,,,231,,,,,4,,,,4,,,465,,,,,,7180,,,,,9,,,,,,,,3,,47,,,226,2344,,,396,,,,,243,,,,13834,,,,,,131,2388,,,,,1006,20329,,,1027,,,,,,,,,,,,196,21,,,,,714,,26567,17026,,,,57891,,,,15151,,67044,,,,617,,52280,32,,,,,,19,,,,,,,,,,,,,,,,,,135,,,,,,,,,399,,,,,,,,,92167,526,,,,3983,,32,849214,,,,,,,,,,,,141,,,,,158,72,,,132,,2626,,,,,1099,880,,694,,,,,,,,288,2140,,,,256474,,2557,,47057,,,28636,,,,,,,,
"BEL",,,,,255,,,,830,,,5790,1992,,24,,,,37,,,,22,,346,,,,1556,,,293,,466,17,,,19853,12,,,,1241,,,,357,,,,146,,285,,,174,419,,,1501,,,422,419,489,50,,,,,,,,,323,138343,137,,282,,21,25787,,,4933,,,378,,,116,,,,,19,1364,92,,,,,1321,,5219,27739,,657,127,,,,,,,72,,,,547,31,123,12758,,,,,,93,,121,60,57,,912,,,,,,951,,,191,,,47034,,,39,,,,,,995,,,,123,,,527,686,4094,3205,,,,,,583,650,,,,10,,,,,,,,228,27,,,,594,314,,,4394,,37120,,,,,1458,12167,,,,,37,,,,,8400,,,,38,,,22525,,34287,,,,,388,,,,,,
"BLZ",,,,,,,,12,9,,,60,32,,27,,,15,,,,,,,850,,,,2,,,2,,,,,,1604,326,,,,3,,,,,,,,69,,,,,0,1,,,8,,,,,,272,,,,,,,,,2,12,,,,,,,,,4,,,,,688,,,,,,266,1,2,,,,,3,,,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847,,,,,,,,,,,,,,,22,,,,,,,,,,77,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,32,,,,,6,50,,,,,,,,,,,,,,,,,1193,,44349,,,,,17,,,,,,
"BEN",,,,,,,,,,,,30,62,,,,,,,631,,,,,1,,,,13,,,23,3540,,,,2414,1086,,,,,1,,,,,,7171,,1,62329,,,,6,28,,,44,,,,,32,,,,,,,,,,4,17643,,,29441,,,1451,14044,,9,,,,,,1327,,,,,,22,0,,,,,39,,,1886,,,,,,,,,,0,,,32,,,,,,,,,2118,,,,545,,,,,,,,,,,,162,,,274,,,,17388,284523,,,,8,,,,,,,,,,29,,,,,,,208,,,,,,,,,,,3034,,,5,,,,0,,,107,,312,,,,,32,426,,,,,51174,,,,,,,,,,,,398,,,,,,,,,,,,,
"BMU",,,,,,,,12,,,,460,15,,25,,,20,,,,,,,1,,,,,,,1,,,,,,2312,31,,,,7,,,,,,,,5,,,,,0,2,,,0,,,13,,,,,,,,,,,,0,96,,,,,,,,,7,,,,,,,,,,,,1,2,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,33,,,,,,,6,,,,,,,,,,,,,,,,,,3357,,8425,,,,,,,,,,,
"BTN",,,,,,,,,,,,130,20,,,,,,,236,,,,,,,,,,,,21,,,,,,1111,,,,,6,,,,,,,,2,,,,,,2,,,148,,,10,,,,,,,,,,,,2,44,,,,,,,,,3,,,,,,,,,,,,,,7513,,,,8,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108240,48,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,113,,,,19,58,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,
"BOL",,,,,,,,,294640,,,770,394,,,,,,,935,,,,,,,,,29671,,,16,,,,,,3625,,,,,17859,,,,660,,,,185,,16,44,,7,49,,,293,,,304,748,,48,,,,,,,,,89,2106,,,,,,3128,,,21,,,,,102,,,,,,108,49,12,,,,,21,,,8819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,,,,,,,,,,,,588,,,57,,,,,,338,,,,280,,1086,4904,429,37,130,96,,,,,,209,,,,,,,,,,,,,,,,,,,,,90,,92918,,,,,2681,2548,,,,,,,,,,,,,,,,,2260,,66661,,,,,1864,,,,,,
"BES",,,,,,,,10,,,249,,,,,,,,,,,,,,17,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,46,,,,,,
"BIH",,,,,,,,,,,,38400,124345,,,,,,,215,,,,,5,,,,34,,,80,,,,,,29787,,,,,16,,,,,,,,,,416359,,,45,1713,,,18867,,,6,,55,,,,,,,,,,406,11323,,,,,,157145,,,407,,,,,,,,,,,,326,83,,,,,749,,,18972,,,107,,,,,,,4,,,,267,357,,1848,,,,,,122,,,,,,,,,,,,,,,,,,670,,,,,,,7828,,12605,,,,,,,,,3440,44,,,,,,89,582,,,,,,,,,,,,351671,,,,,289,79262,,,112,,1888,,,,,54813,43394,,,,,,,,,,2285,,,,,,,6731,,109203,,,,,20,,,,,,
"BWA",,,,,,,,,,,,970,20,,7,,,,,30,,,,,,,,,,,,21,,,,,,383,,,,,7,,,,,,,,,,,,,6,40,,,66,,,,,,,,,,69,,,,,8,48,,,,,,,,,6,,,,,,,,,,,,5,,,,,,93,,,27,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,683,,,202,,,,,,,,,96,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,0,,,23147,,,,,,,61,52,,,,,,,,,,,,,,,,,2451,132,,,,,,,,,,,319,4134
"BRA",,,,,,,,,37604,,,7530,4012,,80,,12165,,93,4967,,,,,18453,,,,,,,66,,,203,,,19215,66,0,,,8477,59028,,,1873,,,,272,,148,,,39,188,2163,,2280,,,889,1299,114,215,,,,,,,18,,635,42128,11989,,,,,38846,11,,2180,,,52,,180,139,,1448,,,173,427,67,,,,,7146,,7919,66536,,217455,186,,,,,,,27,,,,207,103,72,227,,,,,,48,,70,158,,,3744,,,,,,,,,555,,,10187,,1686,107,,,,,,1985,,,,1223,,79266,4164,3355,240,91614,162,,,,,4,512,,,,9,,,,23,,,544,89,,,,,75,33,,,1622,,68502,,,,3921,4457,32115,,,,192,,,,,,329,,,,,,,31040,,280274,,12923,,,5214,,,,,,
"VGB",,,,,,,,86,,,,0,,,8,,,,,,,,,,,1862,,,,,,66,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,60,43,,,,,,,,,,,,,,,,,,,,,,5,,13,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,6,,,,,,,,,,,,434,,,,,12,,,,,,,0,,,,,,,,,,,72,,,,,,,285,,,2594,,,,,,,,,,
"BRN",,,,,,,,,2,,,2570,5,,,,,,,,,,,,,,,,70,,,1,,,,,,4018,,,,,,,,,,,,,,,,,,3,,,,4,,,,,60,,,,,,,,,,0,89,,,,,,,,,,,,,,,,,,,,,,0,28695,,,,19,,,19,,,44,,,,,,,,,,,,,,,,,4589,,,,,,,,,,,,,,,,,,,,,581,,,,,,,,,22,,,,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,19,,,,,3,39,,25,,,,,,,,,,,,,,,3744,,,,,,,,,,,,,
"BGR",,,,,,,,,456,,,3440,12170,,10,,,,61,4522,,,,,19,,,,261,,,,,,,,,12985,,,,,136,,,,69,,,,35,,283,102,,4097,4421,,,1760,,,254,95,60,,,,,,,,10,,793,13222,,,,,213,61639,,,56513,8,,,,,,,,,,,1766,106,,,,,1642,,17611,34041,,,88,,,,,,,297,,,,,16,59,334,,,,,,361,,,,,,268,,,7,,,,,,32,,,3111,,,54,,,,964,,1092,,,,62,,,59,,1752,2831,,,,146,,18833,7315,,,,,,,,,,,,1187,,,,,1612,130,,,2174,,86226,,,,,3962,4345,,,,,,,,,,461574,,,,,1811,,24672,,48219,,,,,127,,,,,,
"BFA",,,,,,,,,18,,,20,94,,,,,,,666,,8487,,,,,,,12,,,9,,,,,,793,,,,,1,,,,,,,,,1215490,,,,,8,,,39,,,,,57,,,,,,,,,,4,6972,,,3943,,,1608,65321,,44,,,,,,650,,,,,,,1,,,,,11,,,8261,,,,,,,,,,,,,223,,,,,,,,,22190,,,,,,,,,,,,,,,,74,,,284,,,,18763,,,,,15,,,,,,,,,,,,,,,,,519,,,,,,,,,,,,,,12,,,,0,,,,,537,,,,,49,485,,,,,11391,,,,,,,,,,,,147,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,430,75,,,,,,,4254,,,,,1,,,,10,,,12,,,,,,4374,,,,,1,,,,,,,,,,,,,3,2,,35964,385,,,4,,32,,,1347,,337,29,,,,24,1493,,,95,,,504,,,137,,,,,,,,,,,,,,,,,,56,,,780,,,,,2045,,,,,0,,,,,,,,,5410,,,,,,,,,,,,,,,,,1333,,404,,,1711,,,,,,,,,444,,,,,,,,,,,,,,,,,141,68762,,,,,,,,,,,,,,,,,0,,,3622,,50,,,,,1271,447,,,,,,,,,,,,,,15440,,,2999,461225,,,,,,,,,,,3825,
"CPV",,,,,,6109,,,37,,,30,32,,,,,,,542,,,,,56,,,,592,,,6,,,,,,246,,,,,1,,,,,,,,,332,,,,,9,,,22,,,4,,,,,,,,,,,,6,18180,,,,,,,,,24,,,,,,54,549,,,,,,40,,,,,5,,,5598,,,,,,,,,,1,,,,,,,1234,,,,,,,,,,,,,,,,,,,5412,,,,,11532,,,,,,,,,253,,,,,,,,8,,53008,,,,,,,46,,,,,,,,,1956,,,,,1,,,,,,,,,3243,,,,,328,1638,,,,,25,,,,,,,,,,,,700,,30020,,,,,,,,,,,
"KHM",,,,,,,,,32,,,27610,741,,,,16015,,,1281,,,,,0,,,,13,,,11,,,,,,20565,,,,,6,,,,,,,,1,,,,,0,15,,,162,,,130,,,,,,,,,,,,158,58654,,,,,,1583,,,16,,,,,,,,,,,,63,3,,,,,13,,,807,,2531,,,,,,,1119,0,,,,,,,,,,8592,,,,,,,,,,,,,,,,,,,,,634,676,5600,,,,,,,224,,,,,,,,150,24,,,,4552,,,,131,,,,,,,,,,,,,,,,,,0,,,,,50,,,,,383,1988,,,369213,,,,,,,,,,,,,,884,,147478,,,,,,2357,,,,,
"CMR",,,,,,,,,,,,130,506,,,,,,,4545,,,,,6,,,,69,,,6,,,,,,5392,,,25156,,9,,,,,,3570,,5,,,,,38,44,,,348,,,13,22,110,,486,,,,,,,,286,63768,,,28568,,,12888,96,,453,,,,,,,,,,,,169,3,,,,,405,,,7462,,,,,,,,,,1,,,,,,,45,,,,,2313,,,,388,,,21,,,,,,,,,123,,,1776,,,,404,21738,,,,368,,,,,,,,,23,66,,,,,,0,412,,,,,,,,,,,852,,,,,,,1,,,1365,,3321,,,,,598,5473,,,,,476,,,,0,,,,,,,,6210,,20699,,,,,,,,,,66,
"CAN",,1128,,,,,50,382,819,,,36250,1969,,1399,,,721,154,4374,596,,2426,29,1430,174,,210,1425,187,,175,,,,66,179,,1304,215,,,2715,6856,14797,,782,,,,704,,706,46,,1002,409,255,,3206,,129,2761,1146,552,242,,,87,15,,,8,,1257,22661,,140,164,,,14007,231,,12627,23,215,404,,298,167,56,272,537,,254,1756,216,1856,983,,,4461,167,7019,15908,1378,9427,572,,,,,,,119,,,107,2311,,49,180,,,,66,,1519,,,50,32,,8248,,,74,,34,,,,196,,,8841,,8601,219,,,,,,2352,,,,966,274,2453,1049,1515,2301,7470,202,,7358,,,100,470,,,,247,212,158,12,,,,,641,,21,2339,18,324,379,,,3147,,4961,122,,,,2551,9354,,51,773,,26,,,1016,,1369,,427,,235,,,70642,275,842344,,328,,,1016,544,,,,177,
"CYM",,,,,,,,,,,,40,,,15,,,,,,,,,,,,,,,,,2,,,,,,230,,,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,66,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,10,23,,,,,,,271,,,,,28,,,,5,,,,,,,,14607,256,,,63510,,3,,,,,,14620,,3,,,,,10,1,,,6,,,68,,51,,,,,,,,,,2,14600,,,,,,,,,247,,,,,,,,,,,,7,,,,,,9,,,151,,,,,,,,,,1,,,,,,,,,,,,1105,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,13,,,,,,,0,,,65,,116,,,20771,,55,158,,,,,254,,,,,,,,,,,,217,,,,,,,,,,,,,
