"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"TCD",,,,,,21,,,,,,40,10,,,256,,,,305,,514,,,1,,,,,,,4,,,,,70899,668,,11609,,,25,,,,,,3338,,,,,,,,6,,,9,,,4,,290,,,,,,,,,,5,6219,,,2552,,,275,13,,22,,,,,,,,,,,,1,,,,,,12,,,344,,,46,,,,858,,,,,,,696,,,,,,,,,,,,51,,,,,,,,,,,,,,,103,,,,733,23582,,,,16,,,,,,,,,,,,2582,,,,,131,,,,,,,,,,,,,,1,,,103,1,,,,,68,,,80942,,39,235,,,,,487,,,,,,,,,,,2094,245,,,,,,,,,,,,,
"JEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14541,,,,,,,,,,,,,
"CHL",,,,,148,,,,195316,,,26870,973,,20,,,,,4516,,,,,4230,,,,16352,,,15,,,,,,24756,,,,,,,,,1679,,,,869,,106,135,,32,53,,,1403,,,1460,5551,24,214,,,,,,131,,,284,13011,,,,,,9900,,,383,,,,,227,,,,284,,226,133,68,,,,,165,,3134,8795,,,,,,,,,,3,,,,,,,44,,,,,,,,,,,,5175,,,,,,,,,34,,,3031,,1316,110,,,,,,5893,,,,1271,,2269,6155,87,41,196,1007,,,,,0,386,,,,,,,,,,,,,,,,,20,17,,,369,,49390,,,,,27811,5860,,,,,,,,,,42,,,,,,,5667,,87860,,1347,,,15347,,,,,,
"CHN",,,,450,,,,118,9954,,855,227600,13655,,126,,145405,30,,12294,1378,,258,714,754,78,,2724,14884,,1969,689,,,37,2340,,508994,,,,,3733,,2070537,236962,1588,,292,,146,,222,227,,1065,2714,22740,,7229,,27,2920,1433,669,218,,115,163,,,,7,836,4573,70951,1236,671,195,,70,67622,190,,2015,5,,,2422,493,116,,780,297,,434,9317,335,77200,72094,,,10704,,747,137633,,648120,16235,1811,,,,375,2820,281,3994,116,,2493,58,105,804,1609,,29909,,307,259,231,145,157,5151,,4696,,,4994,,,,,38118,3224,402,19775,43937,107,74705,121,,,,,9611,5995,,347,550,13280,103,840,3502,71566,932,6280,1422,,243217,,,2101,58247,,,,48,,,70,,,,,1845,279,221,299651,83,764,323,213,,12947,,81322,1153,,1890,3836,13277,13469,,50,33311,1172,352,,134,494,,1695,,,,362,6854,,147321,,1607654,,,,,11278,2661,,,,408,
"HKG",,,,,,,,,7,,,79850,217,,25,,,,,,56,,,,9,197,,,,,493,,,,,179,,214333,,,,,76,118990,,16517,29,,,,1641,,,,,,6,128,,503,,,,48,,8,,,,,,,,,,1415,,,,,,,,,26,,,,,,,,,,,,,,,,,,1610,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,21,,,15,,,,,,,,,,,,,7350,,,,,,,918,,,,297,,,,216,,112,,,,,,,46,,,,,,,,,,,,,,,52509,,,,,,892,,,,,,,589,,,,,,,,,,,55,,,,,,,87213,,216351,,,,,515,,,,,,
"MAC",,,,,,,,,,,,2100,13,,,,,,,,,,,,,,,,,,,,,,,,,5977,,,,,13,16943,64994,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,2521,,,,,,,,,,,,,,,,,,,,,,13897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8805,,,,,,,,,,,
"COL",,,,,,,,,2672,,8243,5810,1214,,106,,,,,4213,,,,,1946,2658,,,5520,,,16,,,,,,39330,296,,,,9159,,,,,,,,7703,,23,121,,84,99,,,2522,,,4593,93022,51,458,,,,,,,43,,623,22163,,,,,,13677,,,397,,,,,868,,,,708,,631,167,110,,,,,,,2226,27259,,,44,,,,,,,7,,,,,15,,19,,,,,,,,,,,,9403,,,,,,,,,,,,11688,,372,389,,,,,,4123,,,,33463,,,5087,45,92,507,4482,,,,,,228,,,,,,,,,,,,,,,,100,39,12,,,328,,270028,,,,,8896,8955,,,,,,,,,,45,,,,,,,17569,,580965,,,,,672292,,,,,,
"COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,1,,,,,,,,,,,,,,1,,,17,,,,,791,,,141,,,,,,,3,30384,,,,,,,,,38,,,,,,,,,,,,,,,,,,0,,,24,,,,,,,,,,,,,,3483,,,,8910,,,,,,,,,,49545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878,,50,,,,,,,,,,,,,,,,,,0,,,108,,,,,,,6,23,,,,,,,,,,,,,,,,,95,551,,,,,,,,,,,,
"COG",,,,,,703,,,65,,,710,354,,,,,,,5255,,1802,,,6,,,,39,,,9,,,,,2972,1004,,,580,,18,,,,,,,,4,,,,,,43,,9470,377,,,,,65,,,,,49,,,,,55,57496,,,9203,,,2465,,,1144,,,,,,,,,,,,68,,,,,,2058,,,3336,,,,,,,,,,1,,,,326,,,,,1438,,,15735,,,,,,,,,,,,,1275,,,1160,,,1071,,,,,,,,,687,,,,,,,,449,78,1216,,,,,,,459,,,,,,,,,,,,,,,,,16,0,,,10876,,1694,,,,,347,991,,,,,174,,,,,,,,,,,,5608,23777,,,,,,,,,,,5632,
"COK",,,,,,,,,,,,5460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,10,,,,,,,,,,,30,,6,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI",,,,,,,,,190,,,380,139,,58,,,,,181,,,,,133,,,,313,,,4,,,,,,3364,193,,,,682,,,,832,,,,,,,,,3,17,,,119,,,1097,459,,829,,,,,,,,,38,640,,,,,,1182,,,33,,,,,872,,,,233,,626,27,6,,,,,13,,,1009,104,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2669,,,,,,,,,,,,560,,,9343,,,,,,219,,,,5500,,,289,23,28,,601,,,,,,32,,,,,,,,,,,,,,,,,,0,,,,,2116,,,,,273,691,,,,,,,,,,52,,,,,,,503,,80856,,,,,1142,,,,,,
"CIV",,,,,,20,,,1,,,200,166,,,,,,,2325,,14618,,,2,,,,164,,,4,458125,,11,,,3845,,,,,13,,,,,,,,1,,,,,,42,,,365,,,,,200,,,,,,,,,,76,75481,,,1914,,,3038,25762,,117,,,,,,7307,,,,,,20,2,,,,,155,,,18946,,,,,,,,,,2,,,7592,483,,,,,,,,48527,,,,290,,,14,,,,,,,,,32,,,765,,,,1167,,,,,185,,,,,,,,,,111,,,,,,,97,,,,,,,,,,,2362,,,376,,,,0,,,639,,1403,,,,,442,2265,,,8,,2377,,,,607,,,,,56,,,4946,,14130,,,,,,,,,,,
"HRV",,,,,,,,,1525,,,69500,44600,,,,,,,92,,,,,44,,17930,,283,,,62,,,,,,38142,,,,,561,,,,47,,,,12,,,,,56,1163,,,665,,,,40,90,,,,,,,,25,,139,9031,,,,,,188110,,,397,,,,,,,,,,,,1970,81,,,,,591,,,26910,,,45,,,,,,,7,,,,,143,,316,,,,,,87,,,,,,63,,,,,,,,,,,,180,,1979,,,,,1288,,2564,,,,64,,,79,,812,89,,,,,,1128,284,,,,,,,,,,,,296465,,,,,592,56322,,,553,,1532,,,,,5937,16547,,,,,,,,,,213,,,,,,,7108,,43372,,,,,368,,,,,,
"CUB",,,,,,,,18,1711,,,610,681,,240,,,42,45,1210,,,24,,1018,2099,,,1715,,,194,,,99,,,9129,693,,,,4479,,,,1451,,169,,2876,,,,,24,320,,,302,,8,6008,1466,,102,,,,,,,,,242,3744,,,,,12,9720,,,284,,,,,496,375,,,1029,,446,515,25,,,,,96,,,22561,1879,,,,,,,,,64,,,,,,,17,,,,,,,,,,,,9021,,,,,,,,,706,,,1002,,,817,,,,,,492,,,,1993,,,776,,209,996,17039,,,,,1,2238,,,,54,,,,,,,,30,36,,,397,101,15,,,847,,71614,,,,,1832,2433,,,,107,,,,42,,41,,,,16,,,1641,,959480,,,,,10372,,,,,,
"CUW",,,,,,,,17,,,2063,100,,,,,,,,,,,,,138,2400,,,,,,,,,,,,368,12,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61709,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,94,,147,,,,,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,645,,,,,,
"CYP",,,,,,,,,73,,,22450,251,,,,,,,184,,,,,2,,,,,,,196,,,,,,3942,,8,,,18,,,,,,,,1,,,,,,56,,,155,,,,,75,,,,,,,,,,96,937,,,,,,1243,,,22208,,,,,,,,,,,,233,4,,,,,240,,,423,,,231,,,,,,,12,,,,,,19,21,,,,,,38,,,,,,,,,,,,,,,,,,297,,,,,,,,,114,,,,,,,,,128,24,,,,,,56,575,,,,,,,,,,,,181,,,,,78,2,,,2716,,192,122,,,,444,290,,,,,,,,,,9974,,,,,,,72352,,13569,,,,,13,,,,,,
"CZE",,,,,,,,,2773,,,13700,42540,,,,,,95,188,,,,,34,,,,806,,,689,,,,,,17965,,,,,216,,,,46,,,,,,877,140,,449,,,,558,,,22,155,176,,,,,,,,,,444,4616,,,,,32,285873,,,4110,,,,,,,,,,,,1344,122,,,,,5096,,,8038,,,42,,,,,,,215,,,,,33,81,336,,,,,,48,,,,,,311,,,10,,,,,,79,,,6170,,854,,,,,48,,889,,,,28,,,78,,5473,189,,,,164,,561,12647,,,,,,,,,,,,538,,,,,65367,412,,,1102,,4368,,,,,622,10682,,,,,,,,,,1088,,,,,,,23471,,79662,,,,,337,,,,,,
"PRK",,,,,,,,,22,,,430,2079,,,,,,60,1090,,,,,6,,,,71,,,18,,,,66,,355,,,,,9,,,,153,,,,18,,,,,22,35,,,306,,,,238,90,,,,,,,,,,2,80,,,90,,,2063,,,23,,,,,,,,,,,46,,,,,,,153,,,83,,,148,51580,,,,1654,,14,,,,,,,,,,,,,,,,,,,1032,,,271,,,,,,105,,,27,,,,,,,,,27,,,,,,,75,4883,,38,,,,,,,9538,,,,,,,,,,,,,,3,,,,,,,76,,161,,,,,74,389,,159,0,,,,,,,28,,,,131,,,8001,,,,,,,41,867,,,,,
"COD",,,,,,24340,,,,,,360,542,,,,,,,61060,,,,,2,,,1903,48,,,11,,84099,,,4102,14201,,19930,209,,18,,,,,,230684,,1,,,,,455,37,,,395,,,,,114,,,1442,,246,75,,,,684,49330,,,5023,,,10422,25,,715,,,,,,,,,,,,22,2,,,,,60,,,4059,,,,,2749,,,,,,,,,352,,,74,,2277,,,,,,,64,,,43,,,,,,,5012,,3522,,,5681,,,42,,,,,,145,,,,,,,,1,,1750,,,,,,,,197717,,,,,,,,,,254,,,8,,,,2,,,16849,,1194,,,13625,,1360,5070,,,8,,515,,,,,30,,,,93208,,,12947,150345,12195,,,,,,,,,,73742,
"DNK",,,,,140,,,,379,,,10480,1098,,26,,,,198,2722,,,32,30,90,,,200,474,,,46,,,,,,15986,18,2,,,342,,,,75,,,,32,,64,,,112,172,,,,,,55,90,263,,,,94,,,,3137,,750,6496,,,,,,20711,,,867,5733,,,,,,,,,,,307,2637,,,,,807,,1625,2924,,471,88,,,,,,,222,,,,624,18,236,1637,,,,,,60,,,,,,286,,,,,,,,,118,,,3284,,1425,46,,,,,,22182,,,,81,,,208,684,814,390,,,,,,67,1405,,,,,,,,,,,,192,,,,,178,30,,,1397,,8358,,,,,42602,4521,,134,497,,,,,,,3230,,,,154,,,19339,,31350,,,,,129,,,,,,
"DJI",,,,,,,,,,,,120,6,,,,,,,312,,,,,,,,,,,,3,,,,,,943,,,,,,,,,,,,,,,,,,3,3,,,19,,,,,323,,,,,,2740,,,,4,6015,,,,,,,,,32,,,,,,,,,,,,,1,,,,,2,,,56,,,,,,,,,,,,,,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,20,,,,,69,76,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,
"DMA",,,,,,,,4180,7,,115,20,39,,58,,,426,,119,,,,,2,107,,,10,958,,1,,,,,,2818,,,,,40,,,,41,,,,3,,,,,0,1,,,10,,,22,,,,,,,,,,,,2,7416,571,,,,,,,,209,,70,4932,,,,,31,,,,,2,,,,,2,,,191,144,,,,,,,,,,,,,,,,88,,,,,,,,391,,,,,,,,,257,,,,,,,82,,,,,,,,,,,,,35,,,,,,,2030,,,,,,,,,180,234,,82,,,,,,,,,,717,,,,,,,753,,,,,45,251,,,,,,,,,,,,,,,,,6061,,25276,5206,,,,4,,,,,,
"DOM",,,,,,,560,1572,1058,,3903,110,2418,,177,,,,,1731,,,17,,50,8887,,,207,1157,,16,,,,,,6737,62,,,,406,,,,321,,,,549,,,92,,7,18,,,103,,,,173,,56,,,,,,,,,81,4454,,,,,,7013,,,374,,,1253,,82,,,,2061,,99,30,13,,,,,12,,,30028,,,,,,,,,,0,,,,,32,,26,,,,,,,,128,,,,1324,,,,,22,,,,,,,7037,,,60,,,,,,382,,,,6227,,,155,,11,51,66983,,,,,0,,,,,40,,,,,,,,,,,,1701,,31,,,,,73049,,,,,399,8108,,,,,,,,,,,,722,,,,,877,,761989,3915,,,,14286,,,,,,
"ECU",,,,,,,,,1478,,,1650,511,,28,,,,,2764,,,,,800,,,,1463,,,9,,,,,,12238,,,,,13414,,,,11617,,,,636,,,46,,6,50,,,462,,,859,,11,108,,,,,,,,,103,3500,,,,,,5360,,,66,,,,,125,,,,,,335,94,20,,,,,46,,,55031,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1880,,,,,,,,,,,,1433,,,97,,,,,,478,,,,2037,,,3419,389,38,335,949,,,,,,260,,,,,,,,,,,,,,,,,25,4,,,,,456379,,,,,1391,3720,,,,,,,,,,,,,,,,,5440,,364358,,,,,31597,,,,,,
"EGY",,,,,,,,9,368,,,38740,11518,,18,41784,,,,2231,,,,,23,,,,3268,,,100,,,,,,41983,,44,,,117,,,,124,,,,5,,123,,,3451,289,,,1415,,,,41,,,,,,,,,,,588,26659,,,,,,16492,32,,30642,,,,,24,,,,,,,653,22,,,,14186,622,,21399,75904,,1503,188554,,,,128020,,,26,114723,,,17029,,31,19,,,,27,,446,,,223,,,167,,,,,,1260,,,181,,,11081,,1282,,,,,1765,,504,27249,,,50,,,18,271,334,256,60,48490,,,,23,1245,,,,,,,,,,465079,,80,,,,,133,56,,,2553,,3185,63,17871,23620,,2499,4875,,,0,,,,,,667,741,,,,0,,341789,25881,,124709,,,,,225,,,,9808,116,
"SLV",,,,,,,,,115,,,10750,53,,36,,,,,361,7059,,,,108,,,,356,,,5,,,,,,39970,,,,,342,,,,310,,,,6446,,,,,7,9,,,62,,,351,256,185,,,,,,,,,,34,1418,,,,,,807,,,43,,,,,14364,,,,,,6439,11,6,,,,,31,,,8882,139,,,,,,,,,,,,,573,,,,,,,,,,,,,,,6923,,,,,,,,,,,,317,,,2121,,,,,,129,,,,2333,,,93,,,53,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4372,,,,,2451,555,,,,,,,,,,,,,,,,,679,,997858,,,,,937,,,,,,
"GNQ",,,,,,,,,,,,,8,,,,,,,19,,,,,,,,,27,,,,,,,,3377,40,,,,,3,,,,,,500,,,,,,,,1,,,,,,,,,,,,,,,,,,5,347,,,49050,,,,,,1,,,,,,,,,,,,,2,,,,,0,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,135,,,,,,,70,,,,,,,,,210,,,,,3,,,,0,,,,,17628,,,,,26,30,,,,,71,,,,,,,,,,,,159,,,,,,,,,,,,,
"ERI",,,,,,,,,,,,2280,81,,,926,,,,4,,,,,1,,,,,,,3,,,,,,6173,,,,,3,,,,,,,,,,,,,3,2,,,152,,,,,462,,,,,,5756,,,,38,270,,,,,,8806,,,193,,,,,,,,,,,,9,2,,,,796,45,,,10504,,,131,,696,,3107,,,0,,,,1607,,,,,,,,,19,,,,,,,,,,,,,,,,,,644,,,,,,,,,1797,,,,,,,,,13,,,1083,,,,,,,,,,,,,,,,,,,0,,,,0,,17,316,,62,,,196564,,5371,5967,,,,,,,,,,,,,,143,,7570,11182,,20907,,,,,25,,,,789,,
"EST",,,,,,,,,76,,,1660,289,556,8,,,,3232,246,,,,,5,,,,90,,,43,,,,,,5058,,,,,66,,,,17,,,,1,,13,,,19,83,,,775,,,,,23,,,,,,,,,,16373,786,,,,,113,9351,,,96,,,,,,,,,,,,107,81,,,,,2297,,,887,,,,932,,,,848,,3803,,,,,9,1107,179,,,,,,,,,,,,,,,,,,,,,,,,299,,,,,,,,,632,,,,,,,15,,245,182,,,,,,,63001,,,,,,,,,,,,,,,,,38,0,,,80,,575,,,,,9870,419,,,,,,,,,,108,,,,,10678,,4937,,10073,,,,,46,,,,,,
"SWZ",,,,,,,,,,,,270,19,,6,,,,,,,,,,,,,391,,,,3,,,,,,235,,,,,3,,,,,,,,1,,,,,,1,,,44,,,,,,,,,,,,,,,,26,,,,,,,,,18,,,,,,,,,,,,,,,,,,25,,,22,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,88,,,,,,,,,,,,,,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,41770,,,,,,,18,81,,,,,,,,,,73,,,,,,,1080,83,,,,,,,,,,,,
"ETH",,,,,,,,80,50,,,6110,987,,,565,,,24,1527,,,,,3,,,,5,,,43,,,,,,18889,,,,,7,,,,,,,,1,,,,,54,58,,,1384,10100,,,,569,,,99,,20,,,5,,1080,5594,,,,,,15936,25,,2479,,,,,,,,,,,,111,47,,,,,180,,67189,17983,,,134,,20917,,2188,,,,,,,1484,,,,,,,,,45,,,,,,,,,,,,,,,219,,,8004,,889,72,,,,,,3057,,,,,,,,,46,21,,982,,,,,282,,,,3,,,,,,79371,,,,,,,22,14,,1142,1715,,754,,,107732,,11221,3828,,,0,,,,,,,59,,,,337,,4607,10737,,109858,,,,,29,,,,1916,,
"FLK",,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,,,,,,,,,,,,,
"FRO",,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,10897,,,,,,,,,,,,,,,,3,,,,,,,,,2,190,,,,,,,,,,,,320,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,
"FJI",,,,243,,,,,1,,,54770,14,,,,,,,18,,,,,1,,,,,,,2,,,,,,22701,,,,,13,,,,,,,111,1,,,,,3,4,,,23,,,,,,,,,,,,,,,7,44,,33,,,,,,,5,,,,,,,,,,,,,1,194,,,,17,,,31,,,,,,382,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,176,,73,,36097,,,,43,,,27,,,,,98,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,154,,25,,35,,,,,44,53,,,,,,,544,,,,,,54,,,,4497,,35708,,,,176,,,,,,,
"FIN",,,,,,,,,109,,,9490,1236,,,,,,2104,2682,,,,,39,,,,341,,,41,,,,,,11631,10,,,,198,,,,41,,,,11,,32,,,329,200,,,3802,,,41,62,217,,,,1891,,,,,,,3613,,,,,11,14205,,,815,8,,,,,,,,,,,589,153,,,,,844,,384,2519,,565,,,,,,185,,226,,,,673,4,89,749,,,,,,41,,,,,,128,,,12,,,,,,82,,,2447,,,,,,,,,6538,,,,24,,,61,348,225,329,,,,,,74,2103,,,,,,,,,,,,35,,,,,111,12,,,358,,8459,29,,,,183685,4186,,,,,,,,,,1604,,,,,,,11384,,20430,,,,,64,,,,,,
"FRA",,,438,,4875,,,37,6534,,,21120,6935,,137,693,,,,145202,,909,133,24,880,196,152,,9004,19,,411,,232,183,424,4643,89277,36,11091,719,1371,4655,,1978,,1712,509,3260,,436,,1075,113,,610,1978,,,5231,,56,2518,1108,2487,178,2776,320,151,,,,,,1471,,20818,22395,9063,,38,112952,183,,6696,10,,51403,,194,927,108,,379,,105,3227,355,1291,,,,9213,,33850,90429,,8545,693,,,,1425,,,232,171,,128,4075,93,280,20304,7269,,,81,9575,203,,43513,,1119,7789,6737,,6719,37,,,14916,,,557,,,19469,30810,2364,130,,,,,,3189,972,,,560,,662,1979,295,31040,95316,243,585,1467,,75927,1319,1997,,,,59,841,,12,24,,,11647,5640,184,,,44,2189,1549,,,4186,,177040,168,,,,6530,113664,,,1237,,1071,,,,4577,15335,,,,220,,5745,108252,,155257,,493,,379,3657,145,646,202,,62,
"GUF",,,,,,,,5,,,,10,,,,,,,,,,,,,2,6,,,667,,,,,,,,,62,,,,,3,,,,,,,,6,,,,,0,,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,2,,,1089,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,
"PYF",,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,9,,,,,,,90,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,32,,,,
"GAB",,,,,,,,,,,,30,20,,,,,,,452,,,,,0,,,,15,,,9,,,13,,1061,681,,,237,,7,,,,,,1000,,1,,,,,,1,,,6,,,,,,,156,,,,,,,,4,17241,,,,,,340,,,27,,,,,,,,,,,,5,,,,,,5,,,260,,,,,,,,,,,,,,,,,,,,,,17459,,,,84,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,342,,,,,,,,,1,,,172,,200,,,,,3,206,,,,,613,,,,,,,,,,,,229,,,,,,,,,,,,,
"GMB",,,,,,,,,,,,80,487,,,,,,,291,,,,,,,,,,,,8,,,9,,,368,,,,,3,,,,,,,,,6569,,,,,8,,,548,,,,16,26,,,,,,,,,,309,1546,,,,,,3143,30,,48,,,,,,457,1472,,,,,9,6,,,,,66,,,1078,,,,,,,,,,0,,,504,,,,,,,,,2323,,,,,,,,,,,,,,,,90,,,401,,,,,,,,,887,,,,,,,,,,68,,,,,,,,,,,,,,,,,,4335,,,2274,,,,0,,,,,11215,,,,,2931,539,,,,,727,,,,,,,,,0,,,7039,,11356,,,,,,,,,,,
"GEO",,,,,,,,,,30942,,400,2565,58561,,,,,8705,128,,,,,2,,,,31,,,223,,,,,,1205,,,,,3358,,,,,,,,6,,,,,10173,607,,,143,,,,,,,,,1592,,,,,,23,5304,,,,,,14882,,,78132,,,,,,,,,,,,178,12,,,,,299,,14988,6271,,,,2742,,,,4973,,1850,,,,,,868,,,,,,,23,,,,,,,,,,,,,,,,,,150,,,,,,,,,125,,,,23,,,,,331,590,,,,1117,,0,539318,,,,,,,,,,,,51,,,,,120,8,,,,,4926,,,,,365,513,,678,,,,,,,,6249,,,,,67270,,1707,,15875,,,,,11,,,,,,
"DEU",,,614,,401,,,73,8840,507,,123010,158975,327,244,,,,65,75018,53,,240,21,1711,,530,653,17981,46,,1529,,,53,59,296,166471,127,,,,8044,,1778,,2040,,183,,933,,20667,259,,1729,8294,,,31751,,21,3905,2156,6725,224,,,1174,,,,20,,4605,222726,,392,50,,576,,,,108685,61,,256,,480,,,,767,,213,26297,1387,2427,,,,11805,,24742,137808,,5632,1255,,,,,3864,,3723,309,,404,5699,1560,1819,8886,,,,176,,756,,,,118,,5985,,,98,,,977,,,9406,,,117599,,10291,261,,,,38,,14134,,,,650,,1785,2507,1325,90919,26104,860,,1106,1076,,2580,145892,,,,57,,,51,,,,733,16834,66,46,,,3439,11925,,,31347,,180349,278,,,,41584,272280,,137,2247,,117,,,144,992,262587,1028,,,207,1132,,261429,901,682498,,1447,9362,,4016,,,,,209,
"GHA",,,,,,,,27,,,,2820,1914,,55,,,,,4998,,7844,85,,7,,,,30,,,8,27293,,67,,,18533,,,,,10,,,,,,,,1,98654,,,,56,70,,,1324,,,,19,205,,,,,,,,5,,605,5389,,,3589,,,23382,,,507,,,,,,,,,,,,105,32,,,,,588,,,40455,,1776,48,,,,,,,,,86,6646,498,,,,,,,,9745,13,,,205,,,,,,,,,,,,149,,,12168,,,,1631,179756,,,,1209,,,,,,,,8,41,121,,,,,,0,273,,,,19,,,,,,,1500,30,,1232,,,14,17,,,3686,,9730,,,,,1410,2114,,,,,32848,,,,,138,,,,0,,,70045,,89959,,,,,28,,,,,170,
