"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,3,0,,,30,,,,,,,,,,,,,1,307,,,,,,4,,,,,,248,,,,,5,,,,158,,,,21,,,,581,,,,,4,,14,93,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,11,,,,,,,,,,,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,2283,239,,,,193,,,,,,
"AUS",,,,,37,,,4,148,,,,1052,,39,,,11,10,706,,,39,20,108,,,163,441,4,276,76,,,,85,,9661,97,6,,,1030,2990,4729,,96,,,173,33,,752,,,1567,249,98,,1340,,2,26,143,240,10,,,44,24,,23,,980,670,3487,,36,,,,5951,11,,9759,,,,,37,,,,,,,471,40,335,5744,,,2983,156,1530,8873,,4387,326,,,45,,,76,106,,,,467,,35,27,,,2523,51,,1593,,,,,,221,,,124,39,,,,,208,14,,4902,150,30570,,,,7,,,1059,,,,165,6092,,316,2226,543,491,,,3441,,,31,291,,,,4,,,192,,,,,370,23,,4565,,117,202,167,,2660,,2820,229,,,,2156,2737,,,845,256,,28,,,,1232,,,,,,,64228,,25729,,,,305,74,17,,,,136,
"AUT",,,,,,,,,470,,,10687,,,19,,,,16,1350,,,19,,62,,101,,1047,,,118,,,,,,8542,37,16,,,525,,,,106,,,,91,,2588,,,160,1853,,,865,,,126,212,250,5,,,33,,,,,,334,3607,,,,,13,101076,,,775,,,,,,,,,128,,,4433,60,,,,,255,,2197,5238,,256,168,,,,,,,76,,,,361,1500,34,269,,,,15,,46,,,,,,255,,,9,75,,,,,329,,,2829,,640,22,,,,,,671,,,,50,,,103,270,1909,217,,,,,,441,1382,,,,6,,,,,,,,3477,,,,,1470,2580,,,2627,,4070,,,,,3207,22278,,30,,,,,,,,6735,,,,,,,6561,,20412,,,,,408,,,,,,
"AZE",,,,,,,,,,54162,,176,470,,,,,,7846,69,,,,,0,,,,,,,965,,,,,,1475,,,,,1,,,,,,,,2,,,,,15,381,,,122,,,,,30,,,,937,,,,,,37,1858,,,,,1903,7847,,,210,,,,,,,,,,,,71,2,,,7427,,26,,6165,214,,,,25197,,,,2689,,1422,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,301,,,,,,,,,156,,,,,,,,,150,35,,,,547,,,418800,,,,,,,,,,,,,,,,,10,3,,,,,238,,,,,996,191,,65,,,,,,,,8228,3519,,,,45681,,801,,8632,,,11100,,,,,,,,
"BHS",,,,,,,,1,,,,120,10,,,,,20,,8,,,,,0,5,,,5,6,,0,,,,,,805,90,,,,2,,,,,,,,9,,,,37,0,,,,6,,4,28,19,3,,,,,,,,,,4,16,,,,,,,,,11,,15,,,,,,6,,,,5,2,,,,,14,,,34,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,28,,,39,,,,,,8,,,,,,,,,,,,,,,,,,,,13,9,,,,,,,,,,,,,,,,,,,27,,,,,20,56,,,,,,,,,,,,130,,,,,864,,12566,,,,,,,,,,,
"BHR",,,,,,,,,8,,,737,9,,,,15375,,,31,,,,,0,,,,26,,,4,,,,,,1080,,,,,4,,,,,,,,1,,,,,63,14,,,40,,,17,,184,,,,0,,,,,,13,68,,,,,,,,,15,,,,,,,,,,,,8,1,,,,,38,,,19,,,645,,,,307,,,0,81,,,656,,,,,,,,,,,,,,,,,,,,,,,,14,,,50,,,,,,,,,12,220,,,,,,,54,,,,420,,,,,,,,,,,,,,,,,,,,,,,0,,,20,,28,206,4116,,,43,146,,,,,,,,,,,,,,,,758,2527,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,17597,1552,,,70746,,,,1200,,,,33,23,,,,45,,1090,316,,,,,,23644,,,,,11,1803,269,,,,,,3,,,,,695,104,54,,357,,,,,211,6,,,10,,,,,709,1093,2964,,,,,,4024,,,9799,,,,,,,,,,,,60,0,1718743,,,,2240,,,65079,,4576,20025,,,,219990,,,8,2616,,,1058,,,13,,,202317,24501,,7,,,,2463,,38,,,,,,,,826,20,,123,434,,709,,,,,,392,348,100762,,,28,,,,69,88,963,,155268,8206,,,8,401,,,,,,,,,,626506,,,155,,37883,,,2,,,1681,,8567,488,,,,3969,1280,,,748,78,,,,,,298,,,,23,,803842,108066,,78811,,,,,,3596,,,,,
"BRB",,,,,,,,167,1,,,231,9,,141,,,,,9,,,,,0,47,,,7,103,,1,,,,,,7142,109,,,,3,,,,,,,,7,,,,31,,2,,,22,,78,,,,19,,,1,,,,,,12,32,,,,,,,,,8,,88,,,,,,122,,,,3,1,,,,,8,,,31,269,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,12,,,,14,,,,,,,,,,,,,,,,43,218,,197,,,,,,,,,,34,,,,,21,,15,,,,,79,39,,,,,,,,485,,,,,,,,,9713,,25309,192,,,,12,,,,,,
"BLR",,,,,,,,,141,158,,752,359,108,,,,,,198,,,,,2,,,,8,,,138,,,,,,4915,,,,,7,,,,,,,,2,,16,,,79,1645,,,224,,,,,110,,,,5106,,,,,,107,1174,,,,,194,7114,,,397,,,,,,,,,,,,80,12,,,,,260,,9795,17493,,,,32087,,,,4218,,19259,,,,411,,15662,5,,,,,,2,,,,,,,,,,,,,,,,,,92,,,,,,,,,194,,,,,,,,,28755,412,,,,1008,,13,323523,,,,,,,,,,,,17,,,,,47,29,,,98,,1222,,,,,781,260,,284,,,,,,,,60,1322,,,,100452,,964,,27805,,,13228,,,,,,,,
"BEL",,,,,122,,,,266,,,3234,1040,,17,,,,21,,,,13,,175,,,,1203,,,238,,236,6,,,9716,6,,,,849,,,,227,,,,169,,176,,38,132,324,,,891,,,149,299,259,25,,,68,,,,,,344,56471,60,,185,,8,14019,,,2272,,,234,,,53,,,,,12,839,54,,,,,725,,2593,20219,,314,93,,,,,,,67,,,,363,19,123,6529,,,,,,80,,54,35,80,,466,,,,,,537,,,93,,,21613,,,31,,,,,,663,,,,159,,,307,236,2760,1491,,,,,,530,260,,,,6,,,,,,,,126,11,,,,404,172,,,3596,,20980,,,,,1022,6677,,,,,38,,,,,3906,,,,19,,,10516,,17223,,,,,208,,,,,,
"BLZ",,,,,,,,7,1,,,30,17,,14,,,10,,,,,,,391,,,,0,,,0,,,,,,810,178,,,,4,,,,,,,,82,,,,,0,0,,,4,,,,,,154,,,1,,,,,,1,1,,,,,,,,,0,,,,,405,,,,,,137,1,0,,,,,0,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076,,,,,,,,,,,,,,,12,,,,,,,,,,47,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,11,,,,,9,30,,,,,,,,,,,,,,,,,406,,20477,,,,,10,,,,,,
"BEN",,,,,,,,,,,,40,46,,,,,,,534,,,,,0,,,,18,,,18,2032,,,,1111,986,,,,,2,,,,,,6245,,0,35360,,,,9,34,,,37,,,,,34,,,,,,,,,,3,10084,,,17795,,,1223,7715,,5,,,,,,637,,,,,,21,0,,,,,12,,,1535,,,,,,,,,,0,,,19,,,,,,,,,756,,,,327,,,,,,,,,,,,68,,,176,,,,6507,168982,,,,9,,,,,,,,,,29,,,,,,,70,,,,,,,,,,,1772,,,10,,,,0,,,109,,309,,,,,54,311,,,,,32772,,,,,,,,,,,,226,,,,,,,,,,,,,
"BMU",,,,,,,,8,,,,262,7,,14,,,13,,,,,,,0,,,,,,,0,,,,,,1135,24,,,,7,,,,,,,,6,,,,,0,1,,,0,,,13,,,,,,,,,,,,0,36,,,,,,,,,4,,,,,,,,,,,,0,1,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,33,,,,,,,5,,,,,,,,,,,,,,,,,,1766,,4209,,,,,,,,,,,
"BTN",,,,,,,,,,,,845,12,,,,,,,194,,,,,,,,,,,,16,,,,,,1101,,,,,8,,,,,,,,3,,,,,,1,,,141,,,8,,,,,,,,,,,,2,49,,,,,,,,,2,,,,,,,,,,,,,,3582,,,,5,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37643,108,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,130,,,,21,39,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,
"BOL",,,,,,,,,179904,,,404,195,,,,,,,402,,,,,,,,,20619,,,11,,,,,,2105,,,,,11864,,,,424,,,,228,,19,13,,7,51,,,213,,,96,559,,28,,,0,,,,,,69,1210,,,,,,1989,,,11,,,,,54,,,,,,77,42,4,,,,,7,,,5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,,,,,,,,,,,,314,,,36,,,,,,221,,,,189,,535,3341,18,38,36,27,,,,,,57,,,,,,,,,,,,,,,,,,,,,21,,91453,,,,,1936,1225,,,,,,,,,,,,,,,,,1103,,40044,,,,,1001,,,,,,
"BES",,,,,,,,4,,,149,,,,,,,,,,,,,,9,,,,,,,,,,,,,1862,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,23,,,,,,
"BIH",,,,,,,,,,,,19885,67093,,,,,,,149,,,,,7,,,,31,,,68,,,,,,18295,,,,,13,,,,,,,,,,190345,,,33,1711,,,9292,,,5,,30,,,,1,,,,,,351,6219,,,,,,80809,,,150,,,,,,,,,,,,227,75,,,,,296,,,2143,,,75,,,,,,,6,,,,204,123,,908,,,,,,90,,,,,,,,,,13816,,,,,,,,381,,,,,,,3357,,6417,,,,,,,,,1410,8,,,,,,36,443,,,,,,,,,,,,151536,,,,,222,64154,,,70,,1100,,,,,27704,24572,,,,,,,,,,1107,,,,,,,3224,,59627,,,,,12,,,,,,
"BWA",,,,,,,,,,,,588,9,,8,,,,,17,,,,,,,,,,,,17,,,,,,161,,,,,5,,,,,,,,,,,,,5,44,,,29,,,,,,,,,0,25,,,,,9,17,,,,,,,,,3,,,,,,,,,,,,4,,,,,,42,,,24,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,106,,,,,,,,,57,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,1,,,22627,,,,,,,33,29,,,,,,,,,,,,,,,,,1290,94,,,,,,,,,,,423,2113
"BRA",,,,,,,,,17837,,,7890,1528,,54,,7605,,24,3704,,,,,11504,,,,,,,38,,,130,,,10809,31,0,,,4869,40254,,,975,,,,264,,67,,,23,172,1262,,1011,,,303,840,49,109,,,28,,,,9,,445,20446,8200,,,,,17809,6,,751,,,28,,122,70,,1111,,,69,276,26,,,,,5904,,3770,40412,,103693,135,,,,,,,27,,,,139,41,29,81,,,,,,37,,28,101,,,1989,,,,,,,,,223,,,4853,,1322,52,,,,,,1142,,,,803,,39560,3369,79,153,51344,45,,,,,6,232,,,,6,,,,3,,,301,32,,,,,31,21,,,1169,,51311,,,,2523,2164,9374,,,,71,,,,,,122,,,,,,,14574,,136594,,4812,,,2811,,,,,,
"VGB",,,,,,,,45,,,,0,,,0,,,,,,,,,,,33,,,,,,57,,,,,,48,,,,,,,,,,,,,,,,,15,,,,,,,36,37,,,,,,,,,,,,,,,,,,,,,,1,,7,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,7,,,,,,,,,,,,396,,,,,14,,,,,,,0,,,,,,,,,,,32,,,,,,,131,,,1053,,,,,,,,,,
"BRN",,,,,,,,,1,,,1504,5,,,,,,,,,,,,,,,,10,,,1,,,,,,2073,,,,,,,,,,,,,,,,,,0,,,,1,,,,,25,,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,0,16893,,,,7,,,13,,,14,,,,,,,,,,,,,,,,,3362,,,,,,,,,,,,,,,,,,,,,292,,,,,,,,,17,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,10,,,,,2,17,,12,,,,,,,,,,,,,,,1869,,,,,,,,,,,,,
"BGR",,,,,,,,,138,,,1698,5784,,14,,,,31,7044,,,,,11,,,,119,,,,,,,,,8696,,,,,110,,,,40,,,,31,,98,20,,1945,3916,,,1427,,,41,61,27,,,,50,,,,9,,654,6887,,,,,97,41598,,,28412,13,,,,,,,,,,,978,64,,,,,895,,7140,20634,,,59,,,,,,,465,,,,,3,64,192,,,,,,356,,,,,,107,,,10,57,,,,,6,,,6391,,,20,,,,413,,1059,,,,38,,,39,,1018,2372,,,,67,,9012,3899,,,,,,,,,,,,309,,,,,1172,287,,,1758,,77873,,,,,3447,1552,,,,,,,,,,215315,,,,,1168,,12856,,32100,,,,,86,,,,,,
"BFA",,,,,,,,,2,,,20,58,,,,,,,450,,6002,,,,,,,11,,,7,,,,,,561,,,,,1,,,,,,,,,710363,,,,,7,,,28,,,,,53,,,,,,,,,,5,4299,,,2809,,,878,25429,,77,,,,,,448,,,,,,,1,,,,,6,,,7756,,,,,,,,,,,,,163,,,,,,,,,23533,,,,,,,,,,,,,,,,34,,,210,,,,10543,,,,,19,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,7,,,,4,,,,,834,,,,,38,314,,,,,6572,,,,,,,,,,,,87,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,942,49,,,,,,,2594,,,,,0,,,,21,,,7,,,,,,3079,,,,,2,,,,,,,,,,,,,4,2,,16301,220,,,0,,32,,,546,,167,66,,,,28,747,,,67,,,310,,,76,,,,,,,,,,,,,,,,,,24,,,430,,,,,2106,,,,,0,,,,,,,,,2873,,,,,,,,,,,,,,,,,750,,237,,,1400,,,,,,,,,420,,,,,,,,,,,,,,,,,107,34923,,,,,,,,,,,,,,,,,3,,,2561,,51,,,,,1228,225,,,,,,,,,,,,,,11362,,,1434,56985,,,,,,,,,,,1682,
"CPV",,,,,,3619,,,10,,,15,14,,,,,,,257,,,,,39,,,,526,,,5,,,,,,93,,,,,1,,,,,,,,,192,,,,,7,,,11,,,0,,,,,,,,,,,,8,9164,,,,,,,,,6,,,,,,23,206,,,,,,19,,,,,3,,,1460,,,,,,,,,,1,,,,,,,557,,,,,,,,,,,,,,,,,,,3196,,,,,5542,,,,,,,,,209,,,,,,,,128,,25102,,,,,,,26,,,,,,,,,740,,,,,2,,,,,,,,,1923,,,,,161,976,,,,,20,,,,,,,,,,,,327,,15589,,,,,,,,,,,
"KHM",,,,,,,,,14,,,14658,358,,,,10013,,,577,,,,,0,,,,14,,,2,,,,,,11080,,,,,3,,,,,,,,0,,,,,0,12,,,81,,,59,,,,,,0,,,,,,108,28869,,,,,,1022,,,9,,,,,,,,,,,,42,0,,,,,2,,,767,,1206,,,,,,,1196,0,,,,,,,,,,7748,,,,,,,,,,,,,,,,,,,,,290,338,3035,,,,,,,151,,,,,,,,20,20,,,,5677,,,,93,,,,,,,,,,,,,,,,,,0,,,,,35,,,,,197,1073,,,285936,,,,,,,,,,,,,,389,,74205,,,,,,1124,,,,,
"CMR",,,,,,,,,,,,168,349,,,,,,,4659,,,,,9,,,,80,,,8,,,,,,4307,,,13345,,7,,,,,,5202,,4,,,,,33,65,,,337,,,11,22,99,,425,,2,,,,,,404,29265,,,16991,,,9220,63,,259,,,,,,,,,,,,147,4,,,,,143,,,5791,,,,,,,,,,2,,,,,,,18,,,,,745,,,,254,,,31,,,,,,,,,97,,,938,,,,180,12911,,,,312,,,,,,,,,37,45,,,,,,2,262,,,,,,,,,,,379,,,,,,,7,,,1484,,3716,,,,,920,2302,,,,,396,,,,286,,,,,,,,3265,,16536,,,,,,,,,,129,
"CAN",,742,,,,,15,197,272,,,21032,1043,,793,,,289,56,2161,335,,1232,17,559,53,,50,1056,95,,134,,,,24,76,,632,108,,,1959,5005,7888,,505,,,,784,,476,13,54,766,322,169,,1713,,81,647,777,319,126,,,71,9,,,7,,952,10604,,94,106,,,7984,109,,5848,6,150,218,,224,76,23,179,277,,138,1098,121,842,994,,,2178,79,3706,11479,706,4495,449,,,,,,,85,,,22,1723,,20,84,,,,59,,753,,,35,17,,5254,,,99,9,17,,,,84,,,4304,,4531,121,,,,,,1317,,,,900,166,1507,1376,3027,1631,3060,56,,11156,,,45,310,,,,125,71,88,5,,,,,332,,10,1976,18,184,188,,,2504,,2628,130,,,,1563,4894,,27,435,,27,,,875,,649,,238,,134,,,33438,169,286673,,100,,,573,743,,,,94,
"CYM",,,,,,,,,,,,40,,,12,,,,,,,,,,,,,,,,,1,,,,,,122,,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,33,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,10,16,,,,,,,157,,,,,44,,,,3,,,,,,,,53342,100,,,33693,,3,,,,,,12771,,4,,,,,7,0,,,4,,,81,,33,,,,1,,,,,,1,7550,,,,,,,,,210,,,,,,,,,,,,6,,,,,,3,,,143,,,,,,,,,,1,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,10,,,,,,,1,,,80,2857,78,,,8197,,38,97,,,,,190,,,,,,,,,,,,85,,,,,,,,,,,,,
