"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"TCD",,,,,,771,,,,,,30,4,,,147,,,,242,,384,,,0,,,,,,,1,,,,,11438,803,,4920,,,49,,,,,,3753,,,,,,,,1,,,11,,,0,,116,,,,,,,,,,2,3805,,,1487,,,169,3,,9,,,,,,108,,,,,,0,,,,,,3,,,142,,,5,,,,547,,,,,,,232,,,,,,,,341,,,,17,,,,,,,,,,,,,,,38,,,,367,13797,,,,9,,,,,,,,,,,,102,,,,,25,,,,,,,,,,,,,,0,,,77,0,,,,2115,33,,,46190,,43,170,,,,,230,,,,,,,,,,,1636,133,,,,,,,,,,,,,
"JEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11567,,,,,,,,,,,,,
"CHL",,,,,104,,,,117097,,,17235,779,,21,,,,,2288,,,,,2463,,,,8342,,,10,,,,,,14427,,,,,,,,,951,,,,860,,71,27,,29,59,,,994,,,289,5114,11,115,,,2,,,105,,,310,8754,,,,,,7328,,,228,,,,,122,2,,,115,,154,73,32,,,,,91,,1782,7368,,,,,,,,,,0,,,,,,,124,,,,,788,,,,,,,3235,,,,,,,,,8,,,1951,,1328,53,,,,,,3483,,,,901,,892,5093,55,24,107,2,,,,,28,40,,,,,,,,,,,,,,,,,12,16,,,597,,30057,,,,,13837,4003,,,,,,,,,,40,,,,,,,4781,,67235,,694,,,7250,,,,,,
"CHN",,,,182,,,,71,6816,,554,353875,11445,,77,,114627,18,,12162,1013,,163,242,462,5,,970,11961,,990,761,,,13,611,,381942,,,,,5039,,1294609,157671,929,,74,,109,,210,23,279,846,2586,14119,,9281,,13,1372,1175,240,100,,13,195,,,,24,434,8622,74045,699,320,81,,38,61623,42,,1562,7,,,1093,306,33,,470,142,,220,8716,451,52616,32445,,,7163,,325,114061,,413776,16080,977,,,,132,4075,148,1195,54,,913,56,77,2147,944,,5489,,1728,426,107,72,106,1780,,3367,,,1877,,,,,16306,906,86,13917,39716,47,49155,50,,,,,2380,8302,,130,154,9390,58,352,4399,18987,655,5292,700,,327961,,,2409,24702,,,,25,,,10,,,,,819,61,128,225742,85,551,439,84,,19284,,90675,303,,672,2385,20573,14993,,16,27452,275,95,,41,396,,1271,,,,135,2380,,117181,,1495737,,,,,5747,1308,,,,347,
"HKG",,,,,,,,,0,,,53971,168,,14,,,,,,37,,,,1,5,,,,,271,,,,,47,,118176,,,,,90,108245,,8969,9,,,,1554,,,,42,,13,55,,0,,,,40,,4,,,0,,,,,,,331,,,,,,,,,0,,,,,,,,,,,,,,,,,,1244,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,7,,,7,,,,,,,,,,,,,3892,,,,,,,638,,,,150,,,,133,,82,,,,,,,23,,,,,,,,,,,,,,,29833,,,,,,1488,,,,,,,355,,,,,,,,,,,41,,,,,,,65520,,138174,,,,,237,,,,,,
"MAC",,,,,,,,,,,,1749,11,,,,,,,,,,,,,,,,,,,,,,,,,3414,,,,,18,10989,54617,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1169,,,,,,,,,,,,,,,,,,,,,,11098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6970,,,,,,,,,,,
"COL",,,,,,,,,4389,,6075,14758,1102,,83,,,,,4014,,,,,1354,429,,,4574,,,26,,,,,,40457,246,,,,57219,,,,,,,,10937,,26,27,3170,96,138,,,1823,,,1438,95349,12,299,,,14,,,,20,,765,18028,,,,,,12263,,,295,,,,,545,1055,,,397,,383,125,143,,,,,,,1584,26216,,,16,,,,,,,3,,,,,32,,261,,,,,,,,,,,,11153,,,,,,,,,,,,9232,,635,211,,,,,,3046,,,,25772,,,4175,36,64,445,2335,,,,,,63,,,,,,,,,,,,,,,,127,16,37,,,702,,219076,,,,,6356,8685,,,,,,,,,,42,,,,,,,16040,,447234,,,,,495627,,,,,,
"COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,1,,,,,,,,,,,,,,0,,,10,,,,,159,,,91,,,,,,,1,22358,,,,,,,,,15,,,,,,272,,,,,,,,,,,,0,,,14,,,,,,,,,,,,,,626,,,,5138,,,,,,,,,,31161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187,,43,,,,,,,,,,,,,,,,,,0,,,46,,,,,,,0,23,,,,,,,,,,,,,,,,,81,212,,,,,,,,,,,,
"COG",,,,,,620,,,20,,,987,235,,,,,,,2169,,1943,,,2,,,,11,,,11,,,,,1639,1176,,,504,,14,,,,,,,,3,,,,,,23,,5261,249,,,,,22,,,,0,36,,,,,71,38747,,,7218,,,1888,,,756,,,,,,41,,,,,,15,,,,,,1420,,,1551,,,,,,,,,,0,,,,106,,,,,5110,,,5661,,,,,,,,,,,,,986,,,482,,,476,,,,,,,,,146,,,,,,,,0,44,436,,,,,,,145,,,,,,,,,,,,,,,,,10,3,,,15128,,904,,,,,448,580,,,,,100,,,,,,,,,,,,4890,11378,,,,,,,,,,,4795,
"COK",,,,,,,,,,,,4192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,0,,,6,,,,,,,,,,,15,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI",,,,,,,,,56,,,277,131,,35,,,,,184,,,,,77,,,,206,,,0,,,,,,2306,41,,,,1011,,,,563,,,,,,,,,2,36,,,88,,,147,500,,477,,,0,,,,,,31,489,,,,,,891,,,30,,,,,575,42,,,163,,405,25,7,,,,,7,,,989,55,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1653,,,,,,,,,,,,479,,,5550,,,,,,158,,,,4334,,,197,0,0,,533,,,,,,14,,,,,,,,,,,,,,,,,,1,,,,,1952,,,,,243,593,,,,,,,,,,34,,,,,,,420,,60017,,,,,636,,,,,,
"CIV",,,,,,5158,,,0,,,328,75,,,,,,,3144,,18302,,,2,,,,119,,,6,285518,,3,,,5913,,,,,14,,,,,,,,1,,,,,,14,,,249,,,,,443,,,,0,,,,,,56,55843,,,1014,,,1248,33896,,61,,,,,,3117,,,,,,10,3,,,,,72,,,11339,,,,,,,,,,0,,,9348,154,,,,,,,,96571,,,,205,,,7,,,,,,,,,8,,,576,,,,814,,,,,169,,,,,,,,,,34,,,,,,,26,,,,,,,,,,,1353,,,46,,,,1,,,632,,945,,,,,528,1954,,,7,,2896,,,,315,,,,,54,,,3877,,15990,,,,,,,,,,,
"HRV",,,,,,,,,493,,,31153,24505,,,,,,,228,,,,,16,,6064,,473,,,50,,,,,,21352,,,,,667,,,,24,,,,11,,,,,50,536,,,944,,,,26,22,,,,21,,,,12,,167,5013,,,,,,155672,,,291,,,,,,6,,,,,,1074,117,,,,,271,,,14141,,,20,,,,,,,0,,,,,60,,419,,,,,400,60,,,,,,28,,,,9696,,,,,,,,287,,951,,,,,839,,2086,,,,23,,,22,,347,50,,,,,,49,86,,,,,,,,,,,,158312,,,,,330,23301,,,882,,925,,,,,5686,11430,,,,,,,,,,178,,,,,,,6395,,25194,,,,,173,,,,,,
"CUB",,,,,,,,11,520,,,435,715,,293,,,29,2,1166,,,12,,949,32,,,1137,,,118,,,47,,,9882,434,,,,1378,,,,722,,380,,2763,,,,131,17,178,,,318,,9,1401,1331,,57,,,10,,,,,,272,3294,,,,,5,7536,,,242,,,,,270,689,,,517,,198,317,31,,,,,50,,,28300,910,,,,,,,,,16,,,,,,,117,,,,,,,,,,,,6023,,,,,,,,,416,,,869,,,375,,,,,,719,,,,792,,,415,,75,1323,7308,,,,,39,857,,,,45,,,,,,,,14,24,,,540,44,38,,,1197,,79170,,,,,1425,1987,,,,11,,,,472,,28,,,,1,,,1321,,707330,,,,,5603,,,,,,
"CUW",,,,,,,,11,,,1171,89,,,,,,,,,,,,,89,2552,,,,,,,,,,,,292,1,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35023,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,40,,76,,,,,,,,,,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,376,,,,,,
"CYP",,,,,,,,,24,,,10397,176,,,,,,,267,,,,,2,,,,,,,624,,,,,,2125,,4,,,14,,,,,,,,0,,,,,,24,,,136,,,,,38,,,,7,,,,,,73,575,,,,,,1029,,,11791,,,,,,,,,,,,130,3,,,,,159,,,256,,,73,,,,,,,22,,,,,,16,63,,,,,,36,,,,,,,,,,,,,,,,,,354,,,,,,,,,81,,,,,,,,,76,14,,,,,,426,353,,,,,,,,,,,,81,,,,,58,6,,,4491,,183,122,,,,414,235,,,,,,,,,,8011,,,,,,,55653,,9757,,,,,7,,,,,,
"CZE",,,,,,,,,1092,,,7287,39534,,,,,,66,391,,,,,37,,,,270,,,844,,,,,,11805,,,,,327,,,,24,,,,,,645,36,,462,,,,1050,,,13,84,111,,,,123,,,,,,213,6207,,,,,20,278009,,,2638,,,,,,,,,,,,890,192,,,,,3088,,,8586,,,16,,,,,,,86,,,,,43,48,664,,,,,,112,,,,,,229,,,7,50,,,,,51,,,541,,709,,,,,30,,1203,,,,23,,,45,,2470,177,,,,90,,201,5644,,,,,,,,,,,,366,,,,,48500,262,,,1709,,5465,,,,,1298,9319,,,,,,,,,,809,,,,,,,22471,,42110,,,,,185,,,,,,
"PRK",,,,,,,,,0,,,133,1982,,,,,,40,57,,,,,3,,,,75,,,25,,,,17,,387,,,,,1,,,,95,,,,19,,,,,21,4,,,238,,,,217,39,,,,0,,,,,,4,41,,,53,,,1628,,,15,,,,,,490,,,,,19,,,,,,,87,,,34,,,25,31219,,,,973,,4,,,,,,,,,,,,1101,,,,,,,641,,,217,,,,,,0,,,40,,,,,,,,,19,,,,,,,43,2989,,45,,,,,,,2420,,,,,,,,,,,,,,1,,,,,,,197,,66,,,,,41,206,,61,0,,,,,,,17,,,,31,,,7129,,,,,,,23,685,,,,,
"COD",,,,,,36896,,,,,,2655,366,,,,,,,48042,,,,,2,,,456,34,,,2,,91222,,,2151,14314,,10083,181,,9,,,,,,85979,,3,,,,,388,36,,,899,,,,,44,,,771,0,338,844,,,,1361,46418,,,3388,,,3783,15,,563,,,,,,26,,,,,,16,0,,,,,30,,,3480,,,,,11460,,,,,,,,,102,,,487,,4830,,,1280,,,,36,,,26,,,,,,,5940,,1879,,,2639,,,15,,,,,,1272,,,,,,,,17,,642,,,,,,,,127068,,,,,,,,,,177,,,0,,,,4,,,33430,40232,628,,,3626,,2732,3835,,,7,,331,,,,,36,,,,166041,,,10694,41669,14177,,,,,,,,,,21579,
"DNK",,,,,0,,,,128,,,5171,940,,9,,,,79,1415,,,14,13,66,,,167,213,,,166,,,,,,6483,7,2,,,479,,,,39,,,,27,,46,,,99,83,,,,,,9,56,143,,,,40,,,,1891,,550,3687,,,,,,12616,,,579,1500,,,,,26,,,,,,203,1891,,,,,632,,1263,2087,,354,24,,,,,,,43,,,,259,7,170,886,,,,,,112,,,,,,115,,,,77,,,,,38,,,2314,,777,17,,,,,,12843,,,,30,,,123,251,426,202,,,,,,403,104,,,,,,,,,,,,95,,,,,99,27,,,2234,,5861,,,,,18553,3209,,50,198,,,,,,,2498,,,,80,,,17935,,21656,,,,,52,,,,,,
"DJI",,,,,,,,,,,,100,2,,,,,,,729,,,,,,,,,,,,0,,,,,,1314,,,,,,,,,,,,,,,,,,2,1,,,13,,,,,141,,,,,,1958,,,,9,3681,,,,,,,,,20,,,,,,3,,,,,,,0,,,,,1,,,49,,,,,,,,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,6,,,,,296,64,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,
"DMA",,,,,,,,2762,4,,75,20,42,,42,,,226,,112,,,,,1,8,,,14,729,,0,,,,,,1741,,,,,53,,,,25,,,,5,,,,95,0,0,,,10,,,8,,,,,,,,,,,,0,4977,585,,,,,,,,9,,37,2820,,,8,,19,,,,,3,,,,,1,,,219,69,,,,,,,,,,,,,,,,1,,,,,,,,242,,,,,,,,,163,,,,,,,44,,,,,,,,,,,,,38,,,,,,,605,,,,,,,,,95,122,,46,,,,,,,,,,752,,,,,,,683,,,,,20,312,,,,,,,,,,,,,,,,,4968,,20122,2858,,,,0,,,,,,
"DOM",,,,,,,241,1157,508,,2739,148,2591,,126,,,,,1867,,,9,,58,954,,,325,938,,34,,,,,,5838,15,,,,623,,,,209,,,,738,,,23,4737,7,34,,,131,,,,196,,32,,,0,,,,,,117,2696,,,,,,6742,,,452,,,622,,44,0,,,1039,,50,26,31,,,,,4,,,31655,,,,,,,,,,0,,,,,63,,366,,,,,,,,78,,,,1773,,,,,6,,,,,,,6415,,,33,,,,,,587,,,,5816,,,105,,14,93,27125,,,,,24,,,,,20,,,,,,,,,,,,2351,,157,,,,,103036,,,,,482,8514,,,,,,,,,,,,946,,,,,651,,676398,2820,,,,9123,,,,,,
"ECU",,,,,,,,,485,,,1456,433,,15,,,,,3939,,,,,489,,,,1148,,,13,,,,,,8699,,,,,17300,,,,7085,,,,585,,,10,,2,43,,,378,,,292,,7,65,,,2,,,,,,132,3083,,,,,,4520,,,63,,,,,72,0,,,,,151,82,26,,,,,29,,,51924,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1917,,,,,,,,,,,,1610,,,46,,,,,,430,,,,1312,,,3627,239,0,240,201,,,,,,74,,,,,,,,,,,,,,,,,15,7,,,,,223791,,,,,1325,4345,,,,,,,,,,,,,,,,,4560,,261155,,,,,18574,,,,,,
"EGY",,,,,,,,5,104,,,22961,6370,,13,29904,,,,1585,,,,,6,,,,1952,,,84,,,,,,32487,,23,,,121,,,,52,,,,1,,124,,,2252,125,,,678,,,,25,,,,,10,,,,,,421,12979,,,,,,6127,19,,12066,,,,,31,5,,,,,,578,12,,,,2576,188,,10897,35964,,1094,36778,,,,173236,,,11,41051,,,6450,,14,123,,,,4,430,301,,,98,,,44,,,,,,974,,,69,,,4675,,702,,,,,1150,,412,25004,,,28,,,4,87,119,58,17,38504,,,,100,328,,,,,,,,,,294788,,26,,,,,13,27,,,3974,2098,1442,43,9967,8131,,3332,2383,,,0,,,,,,557,461,,,,0,,293730,17558,,97453,,,,,83,,,,3708,68,
"SLV",,,,,,,,,36,,,6215,45,,5,,,,,397,4722,,,,77,,,,81,,,3,,,,,,25795,,,,,465,,,,172,,,,7803,,,,,2,11,,,64,,,144,271,114,,,,0,,,,,,56,772,,,,,,669,,,37,,,,,15236,1,,,,,4828,8,14,,,,,17,,,9376,74,,,,,,,,,,,,,264,,,,,,,,,,,,,,,5427,,,,,,,,,,,,255,,,1164,,,,,,110,,,,1829,,,62,,,81,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6249,,,,,1576,555,,,,,,,,,,,,,,,,,633,,708620,,,,,566,,,,,,
"GNQ",,,,,,,,,,,,,4,,,,,,,73,,,,,,,,,55,,,,,,,,1945,25,,,,,1,,,,,,743,,,,,,,,0,,,,,,,,,,,,,,,,,,11,258,,,36427,,,,,,4,,,,,,4254,,,,,,,10,,,,,0,,,83,,,,,,,,,,,,,,,,,,,,,,459,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,214,,,,,,,36,,,,,,,,,84,,,,,0,,,,0,,,,,13335,,,,,29,63,,,,,40,,,,,,,,,,,,157,,,,,,,,,,,,,
"ERI",,,,,,,,,,,,2888,67,,,536,,,,185,,,,,0,,,,,,,1,,,,,,7692,,,,,5,,,,,,,,,,,,,2,3,,,2017,,,,,2524,,,,,,110011,,,,132,1699,,,,,,20247,,,540,,,,,,7,,,,,,15,3,,,,243,15,,,6350,,,34,,991,,1982,,,0,,,,667,,,,,,,,,730,,,,,,,,,,,,,,,,,,4338,,,,,,,,,8738,,,,,,,,,26,,,1167,,,,,,,,,,,,,,,,,,,0,,,,2,,18,446,1353,59,,,97385,,23153,11035,,,,,,,,,,,,,,7520,,5934,8929,,20160,,,,,12,,,,728,,
"EST",,,,,,,,,31,,,2210,320,245,10,,,,2112,677,,,,,5,,,,173,,,67,,,,,,1981,,,,,90,,,,11,,,,3,,12,,,21,122,,,1099,,,,,11,,,,,,,,,,32563,843,,,,,83,6544,,,96,,,,,,,,,,,,112,89,,,,,1774,,,1263,,,,611,,,,331,,1523,,,,,2,404,430,,,,,,,,,,,,,,,,,,,,,,,,779,,,,,,,,,2363,,,,,,,8,,128,95,,,,,,,31570,,,,,,,,,,,,,,,,,41,11,,,46,,1247,,,,,5545,607,,,,,,,,,,99,,,,,5146,,4653,,6233,,,,,36,,,,,,
"SWZ",,,,,,,,,,,,208,17,,7,,,,,,,,,,,,,220,,,,2,,,,,,255,,,,,1,,,,,,,,0,,,,,,1,,,23,,,,,,,,,,,,,,,,15,,,,,,,,,4,,,,,,0,,,,,,,,,,,,13,,,27,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,55,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,43549,,,,,,,17,53,,,,,,,,,,68,,,,,,,907,24,,,,,,,,,,,,
"ETH",,,,,,,,50,17,,,7999,873,,,235,,,0,2174,,,,,0,,,,13,,,18,,,,,,17910,,,,,5,,,,,,,,0,,,,,50,37,,,1063,7068,,,,2753,,,50,1,14,,,12,,1329,6301,,,,,,8850,15,,1608,,,,,,4,,,,,,63,48,,,,,94,,39593,17054,,,74,,15618,,1507,,,,,,,702,,,,,,,,,341,,,,,,,,,,,,,,,148,,,7024,,630,32,,,,,,4650,,,,,,,,,13,11,,336,,,,,66,,,,0,,,,,,49773,,,,,,,9,4,,9673,2416,6157,1808,,,33190,,10851,4154,,,1,,,,,,,103,,,,1667,,3389,8996,,122952,,,,,11,,,,6686,,
"FLK",,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,,,,,,,,,,,,,
"FRO",,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6927,,,,,,,,,0,,,,,,,3,,,,,,,,,0,47,,,,,,,,,,,,193,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,,,
"FJI",,,,165,,,,,1,,,41979,12,,,,,,,14,,,,,0,,,,,,,0,,,,,,14181,,,,,14,,,,,,,79,1,,,,,2,1,,,20,,,,,,,,,,,,,,,4,106,,15,,,,,,,0,,,,,,0,,,,,,,1,95,,,,9,,,30,,,,,,242,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,38,,40,,29097,,,,19,,,20,,,,,28,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,43,,34,,18,,,,,46,54,,,,,,,209,,,,,,21,,,,3358,,26940,,,,115,,,,,,,
"FIN",,,,,,,,,48,,,5714,1352,,,,,,1117,1755,,,,,21,,,,325,,,95,,,,,,6019,5,,,,262,,,,23,,,,15,,23,,,383,144,,,2952,,,16,77,140,,,,1699,,,,,,,2916,,,,,8,10206,,,632,7,,,,,1,,,,,,460,152,,,,,819,,221,2203,,419,,,,,,48,,39,,,,322,5,47,686,,,,,,105,,,,,,98,,,1,,,,,,57,,,2486,,,,,,,,,4479,,,,23,,,40,49,143,214,,,,,,100,1197,,,,,,,,,,,,19,,,,,81,23,,,864,,7226,41,,,,88782,3904,,,,,,,,,,1286,,,,,,,12890,,12142,,,,,41,,,,,,
"FRA",,,314,,1879,,,22,4119,,,19508,5731,,54,834,,,,105139,,685,59,15,565,21,85,,4734,8,,1179,,173,112,93,2391,53457,15,5173,625,1051,6419,,1080,,991,204,4823,,393,,850,24,,569,943,,,3807,,27,1146,1112,1305,86,2684,209,253,,,,,,1349,,10956,9209,5768,,26,68765,107,,3980,3,,31106,,78,71,36,,167,,61,2025,331,591,,,,7137,,22355,79723,,6760,204,,,,2388,,,81,51,,30,1851,63,151,21168,4191,,,15,2844,453,,25801,,601,5234,4606,,4415,21,308,,18531,,,303,,,15751,20990,2072,61,,,,,,3036,820,,,413,,249,1999,578,15204,51347,72,253,790,,38533,6161,1138,,,,16,323,,0,21,,,7263,2870,118,,,43,1358,580,,,6956,,108981,142,,,,5031,86636,,,384,,354,,,,4230,11692,,,,86,,6589,92409,,96740,,252,,275,1831,61,392,137,,46,
"GUF",,,,,,,,2,,,,9,,,,,,,,,,,,,0,0,,,390,,,,,,,,,154,,,,,0,,,,,,,,7,,,,,0,,,,0,,17,,,,,,,,,,,,,,,,,,,,,,,0,,,670,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
"PYF",,,,,,,,,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,18,,,,,,,70,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,1,,,,
"GAB",,,,,,,,,,,,30,10,,,,,,,403,,,,,0,,,,0,,,5,,,3,,576,611,,,206,,9,,,,,,1669,,1,,,,,,1,,,6,,,,,,,121,,,,,,,,9,12233,,,,,,188,,,4,,,,,,25,,,,,,7,,,,,,2,,,224,,,,,,,,,,,,,,,,,,,,,,6617,,,,34,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,63,,,,,,,,,0,,,247,,151,,,,,19,195,,,,,397,,,,,,,,,,,,200,,,,,,,,,,,,,
"GMB",,,,,,,,,,,,48,76,,,,,,,323,,,,,,,,,,,,5,,,3,,,313,,,,,0,,,,,,,,,3521,,,,,2,,,319,,,,4,7,,,,,,,,,,208,1078,,,,,,2293,862,,24,,,,,,105,821,,,,,5,3,,,,,29,,,414,,,,,,,,,,0,,,302,,,,,,,,,713,,,,,,,,,,,,,,,,48,,,324,,,,,,,,,547,,,,,,,,,,20,,,,,,,,,,,,,,,,,,3074,,,221,,,,1,,,,,4102,,,,,2258,159,,,,,460,,,,,,,,,0,,,4974,,12840,,,,,,,,,,,
"GEO",,,,,,,,,,23069,,380,1862,25373,,,,,3551,271,,,,,1,,,,57,,,280,,,,,,1459,,,,,7327,,,,,,,,7,,,,,7509,506,,,156,,,,,,,,,824,,,,,,59,4599,,,,,,12109,,,47726,,,,,,,,,,,,160,15,,,,,128,,4862,12661,,,,1282,,,,1667,,549,,,,,,235,,,,,,,43,,,,,,,,,,,,,,,,,,203,,,,,,,,,185,,,,4,,,,,183,282,,,,272,,79,209065,,,,,,,,,,,,35,,,,,32,13,,,,,5033,,,,,1075,674,,321,,,,,,,,5380,,,,,29702,,1371,,15050,,,,,9,,,,,,
"DEU",,,515,,166,,,44,5044,314,,64117,140926,152,159,,,,30,45996,26,,116,12,1108,,269,186,9170,33,,4292,,,32,14,159,81320,48,,,,11615,,762,,1058,,319,,801,,15617,58,65,1538,3047,,,19690,,17,709,2198,3477,100,,,926,,,,12,,4103,126574,,112,31,,345,,,,60383,11,,175,,235,8,,,353,,101,15590,1166,1363,,,,9780,,13092,122403,,3934,358,,,,,1043,,1037,92,,100,3025,977,776,10083,,,,33,,1075,,,,65,,3303,,,84,1276,,756,,,5397,,,73182,,7137,113,,,,24,,14530,,,,468,,719,2599,1513,42483,14504,255,,379,354,,7569,71969,,,,29,,,14,,,,439,8185,47,13,,,1823,3609,,,53461,,102727,254,,,,27405,182075,,58,483,,106,,,126,711,228268,594,,,102,502,,191444,445,290653,,778,4527,,1947,,,,,145,
"GHA",,,,,,,,16,,,,3138,1226,,9,,,,,4817,,9214,51,,2,,,,25,,,10,21454,,23,,,12157,,,,,5,,,,,,,,0,67771,,,,41,60,,,996,,,,10,55,,,,4,,,,12,,711,3760,,,774,,,13115,,,157,,,,,,104,,,,,,54,46,,,,,307,,,18190,,1246,8,,,,,,,,,30,3697,128,,,,,,,,2488,16,,,116,,,,,,,,,,,,60,,,7702,,,,1109,105166,,,,965,,,,,,,,0,12,52,,,,,,27,64,,,,5,,,,,,,405,10,,382,,,6,24,,,4079,,3560,,,,,1397,1438,,,,,27551,,,,,21,,,,0,,,68671,,71494,,,,,5,,,,,62,
