"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,2,1,,,36,,,,,,,,,,,,,1,483,,,,,,1,,,,,,372,,,,,5,,,,146,,,,11,,,,1168,,,,,0,,30,64,,,,,,,,,,,,,7,,,,,,,,,0,,,,,,,,,,,,,0,,,,,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2470,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,17,,,,,,,,,,,,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,,4279,262,,,,281,,,,,,
"AUS",,,,,0,,,3,129,,,,1453,,43,,,12,15,767,,,29,5,111,,,203,193,20,249,125,,,,41,,10888,90,5,,,2014,1796,5910,,122,,,150,33,,778,,,1585,233,94,,1767,,5,12,164,207,17,,,36,23,,20,,886,619,5255,,37,,,,5684,21,,10798,,,,,27,2,,,,,,499,73,334,4582,,,3938,98,1650,11198,,6034,133,,,37,,,64,26,,,,238,,6,153,,,2791,9,,4732,,,,,,235,,,108,91,,,,,338,16,,5964,169,34588,,,,8,,,974,,,,89,2975,,294,1783,383,689,,,744,,,102,246,,,,7,,,120,,,,,318,24,,4094,,159,160,119,,7593,,3313,245,,,,1954,3294,,,525,210,,7,,,,2322,,,,,,,71577,,64215,,,,321,70,18,,,,145,
"AUT",,,,,,,,,561,,,8610,,,21,,,,40,1967,,,13,,94,,101,,1724,,,647,,,,,,8864,10,7,,,1136,,,,100,,,,36,,2361,,,212,427,,,1077,,,76,236,326,6,,,71,,,,,,404,7031,,,,,11,115129,,,1489,,,,,,0,,,24,,,4720,84,,,,,579,,2734,11052,,338,52,,,,,,,38,,,,370,2297,25,617,,,,3,,112,,,,,,271,,,6,176,,,,,288,,,4047,,711,15,,,,,,853,,,,51,,,100,235,1946,273,,,,,,916,1551,,,,3,,,,,,,,3663,,,,,1651,1369,,,4329,,5072,,,,,2789,36305,,33,,,,,,,,10345,,,,,,,19024,,35652,,,,,411,,,,,,
"AZE",,,,,,,,,,45594,,406,605,,,,,,5640,104,,,,,1,,,,,,,1152,,,,,,2290,,,,,5,,,,,,,,1,,,,,21,557,,,220,,,,,0,,,,618,,,,,,110,2417,,,,,3941,10457,,,300,,,,,,0,,,,,,172,9,,,4624,,26,,7007,573,,,,22177,,,,2276,,757,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,328,,,,,,,,,121,28,,,,281,,,342175,,,,,,,,,,,,,,,,,23,9,,,,,353,,,,,1865,444,,104,,,,,,,,11641,3848,,,,36779,,1315,,12185,,,9584,,,,,,,,
"BHS",,,,,,,,1,,,,175,11,,,,,28,,7,,,,,0,17,,,13,20,,4,,,,,,905,97,,,,0,,,,,,,,3,,,,44,0,,,,12,,7,9,19,11,,,,,,,,,,5,30,,,,,,,,,10,,15,,,,6,,8,,,,1,3,,,,,13,,,57,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,30,,,42,,,,,,10,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,,,,31,,,,,10,68,,,,,,,,,,,,141,,,,,1410,,23431,,,,,,,,,,,
"BHR",,,,,,,,,4,,,917,11,,,,21238,,,25,,,,,0,,,,0,,,10,,,,,,1171,,,,,0,,,,,,,,0,,,,,50,5,,,54,,,3,,199,,,,1,,,,,,7,100,,,,,,,,,7,,,,,,0,,,,,,10,0,,,,,47,,,30,,,177,,,,995,,,0,53,,,246,,,,,,,,,,,,,,,,,,,,,,,,35,,,80,,,,,,,,,16,411,,,,,,,58,,,,281,,,,,,,,,,,,,,,,,,,,,,,0,,,257,,23,195,4458,,,36,118,,,,,,,,,,,,,,,,1123,3491,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,22926,1062,,,11424,,,,1123,,,,17,1,,,,0,,129,287,,,,,,30756,,,,,1,1955,234,,,,,,0,,,,,12,30,93,,819,,,,,28,0,,,18,,,,,641,1120,4198,,,,,,3090,,,953,,,,,,0,,,,,,20,0,1483598,,,,1046,,,30273,,7186,3497,,,,61638,,,0,1500,,,61,,,43,,,170081,514,,8,,,,5271,,11,,,,,,,,235,11,,111,918,,812,,,,,,18,549,19270,,,8,,,,91,14,402,,19926,599,,,5,63,,,,,,,,,,305237,,,44,,31050,,,1,,,1083,,3437,176,,,,4204,1032,,,622,15,,,,,,37,,,,108,,140954,115142,,123577,,,,,,3752,,,,,
"BRB",,,,,,,,129,6,,,209,11,,91,,,,,11,,,,,0,13,,,27,73,,3,,,,,,8188,71,,,,9,,,,,,,,4,,,,170,,9,,,17,,77,,,,20,,,0,,,,,,2,46,,,,,,,,,1,,89,,,,0,,127,,,,1,0,,,,,10,,,24,273,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,8,,,,16,,,,,,,,,,,,,,,,51,206,,150,,,,,,,,,,38,,,,,6,,22,,,,,36,32,,,,,,,,568,,,,,,,,,14904,,34901,176,,,,1,,,,,,
"BLR",,,,,,,,,166,185,,1439,1438,334,,,,,,278,,,,,2,,,,0,,,783,,,,,,6296,,,,,9,,,,,,,,3,,72,,,274,2604,,,556,,,,,156,,,,6456,,,,,,339,2436,,,,,889,15816,,,1058,,,,,,,,,,,,138,37,,,,,383,,12720,15189,,,,35983,,,,6141,,28341,,,,319,,18211,247,,,,,,6,,,,,,,,,,,,,,,,,,232,,,,,,,,,809,,,,,,,,,48160,510,,,,1329,,63,436705,,,,,,,,,,,,119,,,,,160,111,,,226,,2842,,,,,2075,1205,,401,,,,,,,,326,722,,,,145990,,2578,,33575,,,13611,,,,,,,,
"BEL",,,,,101,,,,275,,,3910,1566,,12,,,,14,,,,10,,188,,,,645,,,1021,,351,4,,,10223,5,,,,1758,,,,202,,,,121,,184,,53,143,162,,,1173,,,102,416,275,26,,,66,,,,,,329,88430,77,,186,,13,15305,,,2919,,,225,,,13,,,,,8,1055,78,,,,,993,,3243,26600,,422,38,,,,,,,49,,,,285,22,74,10738,,,,,,142,,75,24,25,,420,,,,,,734,,,93,,,32954,,,10,,,,,,886,,,,89,,,332,301,2555,1845,,,,,,1364,207,,,,2,,,,,,,,96,24,,,,336,153,,,6977,,23500,,,,,1476,8945,,,,,21,,,,,6599,,,,19,,,19707,,20486,,,,,182,,,,,,
"BLZ",,,,,,,,6,5,,,41,24,,30,,,11,,,,,,,490,,,,6,,,2,,,,,,1102,173,,,,0,,,,,,,,56,,,,,0,0,,,5,,,,,,180,,,0,,,,,,0,8,,,,,,,,,3,,,,,454,0,,,,,173,1,0,,,,,2,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074,,,,,,,,,,,,,,,11,,,,,,,,,,30,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,21,,,,,8,22,,,,,,,,,,,,,,,,,1267,,34565,,,,,9,,,,,,
"BEN",,,,,,,,,,,,34,29,,,,,,,647,,,,,1,,,,11,,,12,2117,,,,1167,1230,,,,,0,,,,,,7413,,1,32055,,,,0,13,,,28,,,,,0,,,,,,,,,,5,10969,,,21329,,,689,8637,,1,,,,,,122,,,,,,3,1,,,,,24,,,1100,,,,,,,,,,0,,,4,,,,,,,,,759,,,,228,,,,,,,,,,,,89,,,119,,,,12239,166460,,,,16,,,,,,,,,,1,,,,,,,22,,,,,,,,,,,1790,,,38,,,,0,,,121,,132,,,,,29,268,,,,,37394,,,,,,,,,,,,287,,,,,,,,,,,,,
"BMU",,,,,,,,5,,,,316,11,,25,,,14,,,,,,,0,,,,,,,2,,,,,,937,8,,,,5,,,,,,,,5,,,,,0,2,,,0,,,2,,,,,,,,,,,,0,84,,,,,,,,,2,,,,,,,,,,,,1,1,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,36,,,,,,,6,,,,,,,,,,,,,,,,,,2639,,5030,,,,,,,,,,,
"BTN",,,,,,,,,,,,3832,11,,,,,,,85,,,,,,,,,,,,10,,,,,,2252,,,,,0,,,,,,,,1,,,,,,2,,,322,,,0,,,,,,,,,,,,2,80,,,,,,,,,0,,,,,,0,,,,,,,,3141,,,,2,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13552,160,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,102,,,,18,42,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,
"BOL",,,,,,,,,215636,,,615,322,,,,,,,742,,,,,,,,,24221,,,10,,,,,,2423,,,,,40524,,,,384,,,,139,,12,7,,2,24,,,262,,,71,709,,24,,,0,,,,,,123,2104,,,,,,2670,,,11,,,,,74,2,,,,,39,19,13,,,,,10,,,9957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,,,,,,,,,,,,617,,,26,,,,,,286,,,,244,,499,8654,17,11,184,27,,,,,,25,,,,,,,,,,,,,,,,,,,,,250,,93280,,,,,2357,2719,,,,,,,,,,,,,,,,,1904,,48029,,,,,933,,,,,,
"BES",,,,,,,,6,,,141,,,,,,,,,,,,,,10,,,,,,,,,,,,,2378,,,,,,,,,,,,,,,,,1501,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,26,,,,,,
"BIH",,,,,,,,,,,,18957,88491,,,,,,,313,,,,,2,,,,50,,,46,,,,,,19269,,,,,18,,,,,,,,,,198121,,,37,842,,,9154,,,0,,28,,,,1,,,,,,495,8295,,,,,,87483,,,292,,,,,,0,,,,,,110,87,,,,,374,,,10063,,,34,,,,,,,0,,,,106,177,,1360,,,,,,112,,,,,,,,,,19181,,,,,,,,469,,,,,,,5107,,7512,,,,,,,,,2115,35,,,,,,42,62,,,,,,,,,,,,191261,,,,,115,41190,,,220,,1157,,,,,30247,30140,,,,,,,,,,1714,,,,,,,5765,,70775,,,,,10,,,,,,
"BWA",,,,,,,,,,,,763,17,,5,,,,,20,,,,,,,,,,,,10,,,,,,532,,,,,9,,,,,,,,,,,,,2,30,,,44,,,,,,,,,0,27,,,,,8,25,,,,,,,,,3,,,,,,19,,,,,,1,,,,,,40,,,26,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,132,,,,,,,,,69,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,0,,,28936,,,,,,,76,49,,,,,,,,,,,,,,,,,1926,37,,,,,,,,,,,561,1651
"BRA",,,,,,,,,28768,,,22020,3922,,66,,10506,,67,8777,,,,,13425,,,,,,,104,,,158,,,17132,40,0,,,11341,28127,,,1367,,,,279,,116,,,37,283,1409,,2944,,,335,1420,74,129,,,53,,,,14,,1246,40407,10726,,,,,38291,6,,1475,,,35,,101,3,,848,,,142,358,131,,,,,4720,,4929,73999,,94666,58,,,,,,,8,,,,106,136,29,2085,,,,,,105,,47,59,,,3554,,,,,,,,,320,,,12197,,1978,69,,,,,,4125,,,,1128,,36056,4196,85,112,81131,47,,,,,185,197,,,,1,,,,29,,,339,53,,,,,79,93,,,2906,,70708,,,,2436,5952,29236,,,,27,,,,,,301,,,,,,,27033,,284587,,7633,,,3040,,,,,,
"VGB",,,,,,,,51,,,,0,,,3,,,,,,,,,,,30,,,,,,27,,,,,,47,,,,,,,,,,,,,,,,,90,,,,,,,43,36,,,,,,,,,,,,,,,,,,,,,,0,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,0,,,,,,,,,,,,509,,,,,6,,,,,,,1,,,,,,,,,,,57,,,,,,,251,,,1411,,,,,,,,,,
"BRN",,,,,,,,,0,,,1678,0,,,,,,,,,,,,,,,,177,,,0,,,,,,2279,,,,,,,,,,,,,,,,,,2,,,,3,,,,,39,,,,,,,,,,1,38,,,,,,,,,,,,,,,,,,,,,,0,8954,,,,9,,,22,,,24,,,,,,,,,,,,,,,,,2615,,,,,,,,,,,,,,,,,,,,,304,,,,,,,,,15,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,11,,,,,6,38,,10,,,,,,,,,,,,,,,3094,,,,,,,,,,,,,
"BGR",,,,,,,,,160,,,2306,10347,,5,,,,29,17406,,,,,13,,,,158,,,,,,,,,10117,,,,,156,,,,43,,,,39,,191,26,,4497,4172,,,4260,,,31,104,38,,,,53,,,,8,,1417,15390,,,,,126,123903,,,45141,4,,,,,0,,,,,,752,179,,,,,1173,,9058,40580,,,30,,,,,,,15,,,,,12,24,1037,,,,,,971,,,,,,152,,,4,13,,,,,24,,,13211,,,40,,,,628,,3288,,,,28,,,29,,747,2655,,,,51,,6848,1876,,,,,,,,,,,,847,,,,,776,470,,,3495,,60820,,,,,5013,5745,,,,,,,,,,415349,,,,,565,,19589,,39129,,,,,52,,,,,,
"BFA",,,,,,,,,9,,,30,62,,,,,,,790,,5559,,,,,,,19,,,4,,,,,,1059,,,,,1,,,,,,,,,602741,,,,,6,,,56,,,,,7,,,,,,,,,,7,4720,,,2299,,,506,30791,,17,,,,,,66,,,,,,,0,,,,,3,,,3826,,,,,,,,,,,,,55,,,,,,,,,27588,,,,,,,,,,,,,,,,38,,,150,,,,9344,,,,,8,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,4,,,,0,,,,,341,,,,,37,336,,,,,6198,,,,,,,,,,,,99,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,1344,45,,,,,,,4404,,,,,0,,,,0,,,9,,,,,,4581,,,,,0,,,,,,,,,,,,,0,2,,33658,319,,,3,,1,,,490,,237,97,,,,42,1212,,,54,,,285,,,59,,,,,,12,,,,,,,,,,,,26,,,638,,,,,3850,,,,,0,,,,,,,,,4121,,,,,,,,,,,,,,,,,1612,,156,,,1175,,,,,,,,,620,,,,,,,,,,,,,,,,,20,69116,,,,,,,,,,,,,,,,,1,,,6605,,61,,,,,1779,382,,,,,,,,,,,,,,26839,,,2572,148262,,,,,,,,,,,3011,
"CPV",,,,,,4642,,,14,,,20,27,,,,,,,478,,,,,90,,,,891,,,2,,,,,,84,,,,,1,,,,,,,,,165,,,,,5,,,20,,,3,,,,,,,,,,,,4,14213,,,,,,,,,6,,,,,,12,369,,,,,,24,,,,,1,,,4824,,,,,,,,,,0,,,,,,,3860,,,,,,,,,,,,,,,,,,,3352,,,,,6712,,,,,,,,,195,,,,,,,,0,,33158,,,,,,,18,,,,,,,,,644,,,,,27,,,,,,,,,2778,,,,,209,1417,,,,,18,,,,,,,,,,,,610,,23905,,,,,,,,,,,
"KHM",,,,,,,,,6,,,20832,623,,,,13831,,,955,,,,,0,,,,18,,,13,,,,,,13376,,,,,9,,,,,,,,3,,,,,0,26,,,163,,,60,,,,,,5,,,,,,247,36968,,,,,,1475,,,11,,,,,,3,,,,,,30,1,,,,,9,,,586,,2097,,,,,,,1704,0,,,,,,,,,,6149,,,,,,,,,,,,,,,,,,,,,488,343,3623,,,,,,,292,,,,,,,,19,6,,,,6714,,,,18,,,,,,,,,,,,,,,,,,6,,,,,66,,,,,443,1432,,,368360,,,,,,,,,,,,,,807,,106319,,,,,,434,,,,,
"CMR",,,,,,,,,,,,214,283,,,,,,,10057,,,,,1,,,,78,,,4,,,,,,9887,,,18577,,9,,,,,,4716,,5,,,,,26,16,,,370,,,11,12,19,,289,,9,,,,,,514,56831,,,21058,,,7669,43,,225,,,,,,51,,,,,,86,3,,,,,222,,,6511,,,,,,,,,,0,,,,,,,559,,,,,983,,,,141,,,8,,,,,,,,,21,,,1040,,,,253,12717,,,,369,,,,,,,,,5,25,,,,,,41,67,,,,,,,,,,,633,,,,,,,2,,,1384,,2175,,,,,744,5120,,,,,251,,,,351,,,,,,,,4885,,24442,,,,,,,,,,128,
"CAN",,165,,,,,42,233,261,,,30946,1530,,756,,,388,95,2790,455,,1063,19,795,32,,128,701,139,,330,,,,21,96,,844,102,,,3627,2885,9160,,469,,,,621,,488,8,33,825,368,146,,2130,,91,550,1201,283,115,,,42,12,,,8,,999,16381,,39,109,,,8896,166,,6951,3,75,276,,140,15,36,193,311,,157,1227,173,815,1067,,,3433,82,4211,14091,630,5829,161,,,,,,,57,,,25,976,,9,400,,,,12,,1851,,,14,16,,5068,,,43,58,18,,,,106,,,5829,,5281,126,,,,,,1788,,,,803,65,832,1118,2566,1376,4059,60,,3580,,,213,241,,,,133,112,78,4,,,,,293,,6,1923,20,236,174,,,5146,,3948,121,,,,2177,6941,,21,294,,17,,,880,,1056,,232,,104,,,61123,104,558124,,216,,,534,588,,,,119,
"CYM",,,,,,,,,,,,91,,,10,,,,,,,,,,,,,,,,,2,,,,,,132,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,43,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,20,11,,,,,,,218,,,,,15,,,,11,,,,,,,,130945,548,,,51373,,1,,,,,,16907,,1,,,,,7,0,,160086,16,,,50,,22,,,,0,,,,,,2,9841,,,,,,,,,190,,,,,,3,,,,,,3,,,,,,5,,,109,,,,,,,,,,0,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,354,,,,,,,1,,,42,1973,68,,,8241,,57,117,,,,,161,,,,,,,,,,,,212,,,,,,,,,,,,,
