"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,2,1,,,30,,,,,,,,,,,,,1,406,,,,,,1,,,,,,348,,,,,4,,,,143,,,,11,,,,1075,,,,,1,,30,62,,,,,,,,,,,,,7,,,,,,,,,0,,,,,,,,,,,,,0,,,,,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,18,,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,3922,262,,,,286,,,,,,
"AUS",,,,,0,,,3,127,,,,1253,,41,,,12,16,723,,,29,5,102,,,190,172,19,232,96,,,,39,,10161,82,5,,,1428,1704,4429,,120,,,150,33,,841,,,1603,204,93,,1509,,5,12,167,130,17,,,23,23,,17,,868,539,4954,,36,,,,5523,19,,11492,,,,,27,3,,,,,,455,61,340,4388,,,3598,97,1697,10846,,5453,124,,,36,,,61,24,,,,225,,9,34,,,2689,9,,2953,,,,,,228,,,102,92,,,,,320,15,,5269,160,33650,,,,8,,,867,,,,85,2960,,258,1729,377,679,,,731,,,32,247,,,,8,,,127,,,,,314,24,,4826,,130,162,122,,6782,,3123,244,,,,1457,3096,,,504,213,,7,,,,1735,,,,,,,63190,,58832,,,,316,72,18,,,,113,
"AUT",,,,,,,,,551,,,8562,,,20,,,,41,1890,,,13,,87,,109,,1531,,,390,,,,,,8272,9,7,,,806,,,,98,,,,36,,2550,,,215,408,,,1024,,,74,240,205,6,,,65,,,,,,351,6628,,,,,11,112085,,,1585,,,,,,0,,,24,,,4142,68,,,,,529,,2812,11004,,303,49,,,,,,,38,,,,349,2210,26,548,,,,3,,70,,,,,,263,,,6,177,,,,,273,,,3755,,692,15,,,,,,762,,,,49,,,89,228,1911,270,,,,,,222,1552,,,,4,,,,,,,,3609,,,,,1360,1462,,,3866,,4781,,,,,2620,36243,,34,,,,,,,,7728,,,,,,,16795,,32664,,,,,418,,,,,,
"AZE",,,,,,,,,,46247,,377,522,,,,,,5712,85,,,,,1,,,,,,,1038,,,,,,2137,,,,,4,,,,,,,,1,,,,,22,479,,,182,,,,,0,,,,628,,,,,,89,2279,,,,,3823,8010,,,320,,,,,,0,,,,,,99,9,,,4701,,24,,7206,492,,,,21223,,,,2323,,823,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,295,,,,,,,,,119,28,,,,286,,,342255,,,,,,,,,,,,,,,,,22,3,,,,,333,,,,,1526,405,,105,,,,,,,,8696,3922,,,,36415,,1161,,11164,,,9612,,,,,,,,
"BHS",,,,,,,,1,,,,166,10,,,,,28,,7,,,,,0,15,,,12,19,,4,,,,,,845,88,,,,0,,,,,,,,3,,,,41,0,,,,10,,7,9,20,7,,,,,,,,,,3,29,,,,,,,,,11,,15,,,,7,,8,,,,2,3,,,,,12,,,165,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,23,,,41,,,,,,10,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,30,,,,,8,64,,,,,,,,,,,,131,,,,,1245,,21466,,,,,,,,,,,
"BHR",,,,,,,,,4,,,797,10,,,,13873,,,22,,,,,0,,,,0,,,9,,,,,,1093,,,,,0,,,,,,,,0,,,,,51,5,,,42,,,3,,125,,,,2,,,,,,5,95,,,,,,,,,8,,,,,,1,,,,,,6,0,,,,,43,,,132,,,165,,,,940,,,0,57,,,232,,,,,,,,,,,,,,,,,,,,,,,,34,,,60,,,,,,,,,16,334,,,,,,,57,,,,258,,,,,,,,,,,,,,,,,,,,,,,0,,,230,,22,194,4490,,,36,119,,,,,,,,,,,,,,,,1046,3082,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,19078,916,,,10854,,,,974,,,,17,1,,,,0,,120,261,,,,,,28701,,,,,1,1855,176,,,,,,0,,,,,13,23,92,,522,,,,,18,0,,,3,,,,,628,822,3957,,,,,,2199,,,619,,,,,,0,,,,,,14,0,1510221,,,,956,,,27543,,6001,3252,,,,58212,,,1,1588,,,58,,,10,,,163861,478,,5,,,,5224,,11,,,,,,,,227,11,,115,791,,790,,,,,,18,457,15646,,,9,,,,89,14,397,,12460,589,,,3,64,,,,,,,,,,245148,,,44,,36594,,,0,,,968,,2764,175,,,,3094,904,,,597,16,,,,,,28,,,,108,,131213,101650,,113215,,,,,,3589,,,,,
"BRB",,,,,,,,125,6,,,204,10,,86,,,,,12,,,,,0,11,,,24,68,,3,,,,,,7641,65,,,,7,,,,,,,,4,,,,157,,6,,,11,,76,,,,20,,,0,,,,,,1,44,,,,,,,,,2,,89,,,,1,,125,,,,2,0,,,,,10,,,92,270,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,7,,,,17,,,,,,,,,,,,,,,,51,213,,150,,,,,,,,,,37,,,,,6,,21,,,,,34,31,,,,,,,,554,,,,,,,,,13158,,31975,176,,,,2,,,,,,
"BLR",,,,,,,,,163,188,,1280,1240,348,,,,,,243,,,,,2,,,,0,,,598,,,,,,5876,,,,,7,,,,,,,,3,,78,,,277,2387,,,502,,,,,98,,,,6810,,,,,,263,2297,,,,,863,14143,,,1127,,,,,,,,,,,,137,31,,,,,350,,13081,15136,,,,34435,,,,6268,,31843,,,,301,,21572,34,,,,,,4,,,,,,,,,,,,,,,,,,152,,,,,,,,,711,,,,,,,,,47290,503,,,,1352,,23,436759,,,,,,,,,,,,118,,,,,153,103,,,203,,2679,,,,,1733,1124,,403,,,,,,,,244,736,,,,144545,,2276,,30761,,,13651,,,,,,,,
"BEL",,,,,96,,,,270,,,3568,1350,,12,,,,15,,,,10,,173,,,,573,,,683,,317,4,,,9540,5,,,,1247,,,,198,,,,121,,199,,49,145,145,,,1009,,,99,423,173,26,,,59,,,,,,264,83352,70,,172,,13,14887,,,3107,,,222,,,14,,,,,8,924,62,,,,,908,,3335,25893,,378,36,,,,,,,51,,,,269,22,73,9688,,,,,,89,,76,24,25,,408,,,,,,689,,,88,,,29750,,,10,,,,,,803,,,,85,,,291,292,2509,1819,,,,,,532,208,,,,3,,,,,,,,95,24,,,,300,153,,,6231,,21803,,,,,1145,8573,,,,,21,,,,,4930,,,,19,,,17398,,18768,,,,,185,,,,,,
"BLZ",,,,,,,,6,5,,,35,21,,29,,,11,,,,,,,449,,,,6,,,2,,,,,,1029,157,,,,0,,,,,,,,56,,,,,0,0,,,3,,,,,,178,,,0,,,,,,0,8,,,,,,,,,4,,,,,443,0,,,,,171,1,0,,,,,2,,,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,11,,,,,,,,,,30,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,20,,,,,8,26,,,,,,,,,,,,,,,,,1119,,31668,,,,,10,,,,,,
"BEN",,,,,,,,,,,,34,25,,,,,,,565,,,,,1,,,,10,,,11,2054,,,,1174,1148,,,,,0,,,,,,7188,,1,31035,,,,0,12,,,21,,,,,0,,,,,,,,,,5,10340,,,19613,,,532,7691,,2,,,,,,128,,,,,,2,0,,,,,22,,,1012,,,,,,,,,,0,,,6,,,,,,,,,682,,,,220,,,,,,,,,,,,85,,,104,,,,11319,158870,,,,13,,,,,,,,,,1,,,,,,,23,,,,,,,,,,,1731,,,25,,,,1,,,109,,125,,,,,25,241,,,,,37391,,,,,,,,,,,,254,,,,,,,,,,,,,
"BMU",,,,,,,,5,,,,290,10,,24,,,14,,,,,,,0,,,,,,,1,,,,,,875,7,,,,4,,,,,,,,5,,,,,0,2,,,0,,,2,,,,,,,,,,,,0,80,,,,,,,,,3,,,,,,,,,,,,1,1,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,33,,,,,,,10,,,,,,,,,,,,,,,,,,2330,,4609,,,,,,,,,,,
"BTN",,,,,,,,,,,,2833,10,,,,,,,87,,,,,,,,,,,,9,,,,,,2102,,,,,0,,,,,,,,1,,,,,,1,,,308,,,0,,,,,,,,,,,,2,76,,,,,,,,,0,,,,,,1,,,,,,,,3194,,,,2,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13980,158,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,102,,,,8,34,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,
"BOL",,,,,,,,,211573,,,550,278,,,,,,,691,,,,,,,,,21507,,,7,,,,,,2262,,,,,28730,,,,376,,,,138,,13,8,,3,24,,,241,,,69,720,,24,,,1,,,,,,101,1984,,,,,,2452,,,12,,,,,73,3,,,,,39,15,10,,,,,10,,,9979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,,,,,,,,,,,,526,,,25,,,,,,255,,,,231,,487,7655,17,11,182,29,,,,,,26,,,,,,,,,,,,,,,,,,,,,224,,91753,,,,,2189,2337,,,,,,,,,,,,,,,,,1681,,44002,,,,,949,,,,,,
"BES",,,,,,,,6,,,140,,,,,,,,,,,,,,10,,,,,,,,,,,,,2220,,,,,,,,,,,,,,,,,1381,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,27,,,,,,
"BIH",,,,,,,,,,,,18346,76274,,,,,,,258,,,,,2,,,,45,,,39,,,,,,17982,,,,,13,,,,,,,,,,213933,,,38,843,,,9644,,,0,,18,,,,3,,,,,,430,7819,,,,,,84458,,,311,,,,,,0,,,,,,95,71,,,,,342,,,8979,,,32,,,,,,,1,,,,100,173,,1019,,,,,,70,,,,,,,,,,19223,,,,,,,,400,,,,,,,5090,,6773,,,,,,,,,2077,35,,,,,,5,63,,,,,,,,,,,,188414,,,,,113,39496,,,198,,1091,,,,,29172,29030,,,,,,,,,,1281,,,,,,,5090,,64840,,,,,11,,,,,,
"BWA",,,,,,,,,,,,652,15,,5,,,,,25,,,,,,,,,,,,10,,,,,,497,,,,,7,,,,,,,,,,,,,3,35,,,42,,,,,,,,,0,27,,,,,7,24,,,,,,,,,4,,,,,,20,,,,,,0,,,,,,37,,,23,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,118,,,,,,,,,62,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,0,,,25841,,,,,,,66,39,,,,,,,,,,,,,,,,,1701,42,,,,,,,,,,,437,1626
"BRA",,,,,,,,,28226,,,13987,3381,,63,,6862,,68,7679,,,,,12297,,,,,,,81,,,151,,,15988,37,0,,,8041,26686,,,1337,,,,277,,126,,,38,182,1383,,2273,,,325,1442,47,128,,,39,,,,7,,981,38087,9697,,,,,35388,6,,1570,,,35,,99,4,,832,,,140,680,103,,,,,4313,,5069,65886,,86535,54,,,,,,,6,,,,100,117,40,171,,,,,,66,,48,57,,,3448,,,,,,,,,303,,,10314,,1925,66,,,,,,3518,,,,1061,,35146,3670,83,110,79947,50,,,,,20,198,,,,2,,,,27,,,328,53,,,,,67,77,,,2596,,64157,,,,2280,4632,26746,,,,28,,,,,,225,,,,,,,23866,,223209,,7404,,,3090,,,,,,
"VGB",,,,,,,,50,,,,0,,,3,,,,,,,,,,,26,,,,,,24,,,,,,44,,,,,,,,,,,,,,,,,83,,,,,,,43,35,,,,,,,,,,,,,,,,,,,,,,0,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,1,,,,,,,,,,,,492,,,,,6,,,,,,,1,,,,,,,,,,,43,,,,,,,222,,,1411,,,,,,,,,,
"BRN",,,,,,,,,0,,,1484,0,,,,,,,,,,,,,,,,158,,,0,,,,,,2127,,,,,,,,,,,,,,,,,,3,,,,2,,,,,25,,,,,,,,,,0,36,,,,,,,,,,,,,,,,,,,,,,0,9105,,,,9,,,18,,,23,,,,,,,,,,,,,,,,,2520,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,14,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,11,,,,,4,37,,11,,,,,,,,,,,,,,,2732,,,,,,,,,,,,,
"BGR",,,,,,,,,157,,,2086,8919,,5,,,,30,14409,,,,,12,,,,141,,,,,,,,,9441,,,,,111,,,,43,,,,39,,207,29,,4546,3455,,,2522,,,30,106,24,,,,55,,,,3,,1168,14507,,,,,123,45556,,,48043,5,,,,,1,,,,,,744,119,,,,,1072,,9315,37612,,,28,,,,,,,55,,,,,11,20,576,,,,,,606,,,,,,148,,,4,14,,,,,23,,,10006,,,39,,,,626,,2566,,,,28,,,26,,734,2617,,,,52,,6435,1877,,,,,,,,,,,,835,,,,,703,457,,,3122,,61903,,,,,4269,4973,,,,,,,,,,310254,,,,,560,,17294,,35848,,,,,53,,,,,,
"BFA",,,,,,,,,9,,,26,54,,,,,,,654,,5229,,,,,,,17,,,4,,,,,,989,,,,,1,,,,,,,,,583552,,,,,6,,,45,,,,,5,,,,,,,,,,2,4449,,,2115,,,389,27418,,12,,,,,,70,,,,,,,0,,,,,3,,,3568,,,,,,,,,,,,,67,,,,,,,,,24778,,,,,,,,,,,,,,,,36,,,146,,,,8642,,,,,6,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,4,,,,0,,,,,322,,,,,35,308,,,,,6198,,,,,,,,,,,,88,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,1162,39,,,,,,,3796,,,,,0,,,,0,,,8,,,,,,4275,,,,,0,,,,,,,,,,,,,0,2,,22758,325,,,3,,1,,,486,,205,90,,,,31,1143,,,51,,,267,,,63,,,,,,13,,,,,,,,,,,,24,,,577,,,,,4156,,,,,0,,,,,,,,,3814,,,,,,,,,,,,,,,,,837,,148,,,1197,,,,,,,,,544,,,,,,,,,,,,,,,,,21,66123,,,,,,,,,,,,,,,,,0,,,5899,,58,,,,,1553,340,,,,,,,,,,,,,,21225,,,2271,87662,,,,,,,,,,,2337,
"CPV",,,,,,4639,,,14,,,17,24,,,,,,,401,,,,,83,,,,792,,,2,,,,,,79,,,,,1,,,,,,,,,160,,,,,3,,,16,,,3,,,,,,,,,,,,3,13397,,,,,,,,,7,,,,,,13,337,,,,,,18,,,,,1,,,4601,,,,,,,,,,0,,,,,,,755,,,,,,,,,,,,,,,,,,,3224,,,,,6373,,,,,,,,,183,,,,,,,,0,,32674,,,,,,,19,,,,,,,,,708,,,,,16,,,,,,,,,2619,,,,,195,1311,,,,,18,,,,,,,,,,,,539,,21902,,,,,,,,,,,
"KHM",,,,,,,,,6,,,18569,537,,,,9035,,,878,,,,,0,,,,16,,,11,,,,,,12483,,,,,7,,,,,,,,3,,,,,0,22,,,145,,,59,,,,,,5,,,,,,203,34846,,,,,,1209,,,12,,,,,,4,,,,,,21,1,,,,,9,,,547,,1874,,,,,,,1608,0,,,,,,,,,,5925,,,,,,,,,,,,,,,,,,,,,429,325,3525,,,,,,,245,,,,,,,,19,6,,,,6593,,,,19,,,,,,,,,,,,,,,,,,5,,,,,63,,,,,372,1369,,,353248,,,,,,,,,,,,,,713,,97404,,,,,,416,,,,,
"CMR",,,,,,,,,,,,182,244,,,,,,,8373,,,,,1,,,,70,,,2,,,,,,9227,,,16923,,7,,,,,,4573,,5,,,,,27,16,,,277,,,11,13,12,,263,,3,,,,,,381,53568,,,19364,,,7182,39,,227,,,,,,54,,,,,,61,2,,,,,203,,,5578,,,,,,,,,,0,,,,,,,31,,,,,883,,,,136,,,8,,,,,,,,,20,,,996,,,,234,12138,,,,314,,,,,,,,,5,25,,,,,,11,68,,,,,,,,,,,611,,,,,,,1,,,1237,,2051,,,,,550,4747,,,,,251,,,,346,,,,,,,,4313,,22393,,,,,,,,,,100,
"CAN",,175,,,,,41,225,257,,,27796,1319,,713,,,385,97,2705,415,,1052,19,729,27,,120,623,128,,256,,,,20,97,,763,92,,,2572,2738,6864,,459,,,,616,,527,9,31,834,313,144,,2010,,90,533,1220,178,114,,,40,12,,,7,,926,15441,,38,101,,,8303,148,,7398,4,75,272,,137,16,33,190,300,,155,1106,147,829,1022,,,3137,81,4331,13626,622,5284,150,,,,,,,55,,,31,920,,16,106,,,,12,,1155,,,14,16,,4916,,,41,59,18,,,,101,,,5191,,5138,121,,,,,,1592,,,,755,65,811,979,2488,1352,4000,63,,3516,,,60,242,,,,138,112,78,5,,,,,289,,7,2267,20,216,186,,,4596,,3722,121,,,,1807,6722,,22,282,,17,,,857,,789,,216,,105,,,53961,116,560842,,210,,,543,563,,,,93,
"CYM",,,,,,,,,,,,63,,,10,,,,,,,,,,,,,,,,,1,,,,,,124,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,43,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,12,10,,,,,,,183,,,,,14,,,,10,,,,,,,,131633,512,,,46799,,1,,,,,,16394,,1,,,,,8,0,,122669,7,,,49,,14,,,,0,,,,,,1,9276,,,,,,,,,203,,,,,,4,,,,,,1,,,,,,5,,,97,,,,,,,,,,0,,,,,,,,,,,,454,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,324,,,,,,,15,,,38,1924,65,,,6581,,51,106,,,,,161,,,,,,,,,,,,188,,,,,,,,,,,,,
