"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"BRA",,,,,,,,,48792,,,26790,5186,,121,,14919,,94,12618,,,,,25688,,,,,,,137,,,286,,,29135,71,0,,,15247,74289,,,2441,,,,544,,193,,,60,462,2780,,3470,,,644,2654,91,242,,,93,,,,11,,1578,59715,19481,,,,,53860,13,,2211,,,63,,240,14,,2135,,,237,1733,139,,,,,10292,,8932,99965,,173437,102,,,,,,,21,,,,255,169,61,297,,,,,,133,,76,159,,,6444,,,,,,,,,522,,,16089,,3728,122,,,,,,5209,,,,2002,,73715,8817,162,260,134245,95,,,,,29,433,,,,8,,,,29,,,650,85,,,,,114,114,,,4579,,99187,,,,5023,7341,37517,,,,66,,,,,,344,,,,,,,41817,,361374,,12369,,,6026,,,,,,
"VGB",,,,,,,,98,,,,0,,,3,,,,,,,,,,,63,,,,,,67,,,,,,84,,,,,,,,,,,,,,,,,99,,,,,,,85,74,,,,,,,,,,,,,,,,,,,,,,0,,14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,8,,,,,,,,,,,,904,,,,,31,,,,,,,3,,,,,,,,,,,75,,,,,,,383,,,2464,,,,,,,,,,
"BRN",,,,,,,,,1,,,2890,6,,,,,,,,,,,,,,,,170,,,1,,,,,,4457,,,,,,,,,,,,,,,,,,3,,,,7,,,,,48,,,,,,,,,,2,50,,,,,,,,,,,,,,,,,,,,,,0,25370,,,,16,,,33,,,24,,,,,,,,,,,,,,,,,6657,,,,,,,,,,,,,,,,,,,,,615,,,,,,,,,34,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,22,,,,,11,67,,23,,,,,,,,,,,,,,,5043,,,,,,,,,,,,,
"BGR",,,,,,,,,295,,,3930,15733,,21,,,,61,28749,,,,,24,,,,284,,,,,,,,,18515,,,,,275,,,,88,,,,71,,305,44,,6445,9276,,,5839,,,73,194,48,,,,268,,,,13,,2407,26431,,,,,225,88792,,,72744,17,,,,,3,,,,,,1383,241,,,,,1974,,16633,57232,,,48,,,,,,,157,,,,,14,74,878,,,,,,1253,,,,,,261,,,16,78,,,,,29,,,18714,,,61,,,,1072,,5759,,,,73,,,69,,1729,5179,,,,116,,10465,5841,,,,,,,,,,,,1134,,,,,2193,1179,,,6141,,126875,,,,,8757,7408,,,,,,,,,,482851,,,,,1732,,33237,,73631,,,,,142,,,,,,
"BFA",,,,,,,,,11,,,60,121,,,,,,,1348,,12004,,,,,,,30,,,12,,,,,,1967,,,,,3,,,,,,,,,1324366,,,,,17,,,105,,,,,45,,,,,,,,,,18,9092,,,6386,,,1302,58704,,24,,,,,,588,,,,,,,1,,,,,9,,,11714,,,,,,,,,,,,,253,,,,,,,,,53939,,,,,,,,,,,,,,,,69,,,375,,,,19323,,,,,31,,,,,,,,,,,,,,,,,445,,,,,,,,,,,,,,11,,,,4,,,,,1147,,,,,79,653,,,,,13641,,,,,,,,,,,,196,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,2390,97,,,,,,,6824,,,,,0,,,,25,,,16,,,,,,8418,,,,,3,,,,,,,,,,,,,3,5,,39062,576,,,3,,25,,,1046,,402,180,,,,65,1941,,,153,,,590,,,132,,,,,,39,,,,,,,,,,,,48,,,1009,,,,,8312,,,,,1,,,,,,,,,8250,,,,,,,,,,,,,,,,,1621,,380,,,2334,,,,,,,,,1025,,,,,,,,,,,,,,,,,131,134501,,,,,,,,,,,,,,,,,3,,,10232,,107,,,,,2935,570,,,,,,,,,,,,,,44379,,,4039,175325,,,,,,,,,,,4856,
"CPV",,,,,,8877,,,24,,,40,41,,,,,,,735,,,,,128,,,,1426,,,6,,,,,,163,,,,,3,,,,,,,,,360,,,,,11,,,29,,,3,,,,,,,,,,,,13,23189,,,,,,,,,13,,,,,,34,552,,,,,,33,,,,,4,,,6076,,,,,,,,,,0,,,,,,,1617,,,,,,,,,,,,,,,,,,,6580,,,,,11997,,,,,,,,,409,,,,,,,,131,,59532,,,,,,,45,,,,,,,,,1363,,,,,43,,,,,,,,,4445,,,,,379,2544,,,,,40,,,,,,,,,,,,942,,40495,,,,,,,,,,,
"KHM",,,,,,,,,20,,,34420,958,,,,19642,,,1444,,,,,0,,,,33,,,12,,,,,,23177,,,,,12,,,,,,,,3,,,,,0,40,,,247,,,121,,,,,,9,,,,,,330,65893,,,,,,2271,,,20,,,,,,9,,,,,,56,1,,,,,11,,,1319,,3383,,,,,,,3428,0,,,,,,,,,,15461,,,,,,,,,,,,,,,,,,,,,738,551,6826,,,,,,,409,,,,,,,,39,26,,,,13497,,,,114,,,,,,,,,,,,,,,,,,6,,,,,95,,,,,611,2401,,,661275,,,,,,,,,,,,,,1190,,181502,,,,,,990,,,,,
"CMR",,,,,,,,,,,,450,654,,,,,,,16056,,,,,12,,,,166,,,14,,,,,,18456,,,30938,,18,,,,,,11300,,9,,,,,59,99,,,741,,,23,45,88,,798,,16,,,,,,980,84550,,,46269,,,16772,116,,460,,,,,,196,,,,,,266,7,,,,,346,,,11327,,,,,,,,,,1,,,,,,,59,,,,,1806,,,,392,,,41,,,,,,,,,115,,,1923,,,,417,26893,,,,684,,,,,,,,,36,73,,,,,,36,334,,,,,,,,,,,1014,,,,,,,17,,,3854,,5178,,,,,1360,7356,,,,,697,,,,715,,,,,,,,8364,,49251,,,,,,,,,,214,
"CAN",,906,,,,,57,434,530,,,52590,2547,,1567,,,689,155,4917,807,,2302,37,1380,87,,174,1894,235,,552,,,,42,182,,1450,186,,,5485,8629,14660,,1028,,,,1408,,1004,20,90,1575,766,331,,3958,,184,1215,2341,441,245,,,122,19,,,13,,1914,26773,,128,266,,,16602,283,,12584,14,227,496,,397,46,57,400,591,,349,2382,277,1640,2144,,,5323,157,8132,24648,1313,9538,316,,,,,,,120,,,56,2850,,29,236,,,,94,,2440,,,50,36,,9616,,,154,69,36,,,,184,,,9776,,9950,252,,,,,,3061,,,,1808,235,2281,3062,5565,2951,7275,119,,17298,,,118,558,,,,257,181,172,9,,,,,612,,19,4700,38,480,389,,,8890,,6922,251,,,,3596,11908,,49,751,,48,,,1777,,1431,,462,,239,,,95169,294,830628,,313,,,1136,1454,,,,176,
"CYM",,,,,,,,,,,,130,,,23,,,,,,,,,,,,,,,,,3,,,,,,268,,,,,3,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,90,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,30,29,,,,,,,411,,,,,65,,,,13,,,,,,,,265926,1048,,,88259,,6,,,,,,32696,,5,,,,,15,0,,257929,10,,,135,,40,,,,0,,,,,,3,17391,,,,,,,,,392,,,,,,18,,,,,,6,,,,,,8,,,223,,,,,,,,,,0,,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,668,,,,,,,34,,,181,4574,162,,,13489,,108,211,,,,,375,,,,,,,,,,,,291,,,,,,,,,,,,,
"TCD",,,,,,31,,,,,,70,12,,,430,,,,496,,969,,,0,,,,,,,5,,,,,34740,1585,,10029,,,51,,,,,,10565,,,,,,,,6,,,16,,,3,,232,,,,,,,,,,8,7716,,,4132,,,267,15,,17,,,,,,389,,,,,,1,,,,,,10,,,527,,,25,,,,1305,,,,,,,860,,,,,,,,602,,,,51,,,,,,,,,,,,,,,85,,,,756,29175,,,,24,,,,,,,,,,,,512,,,,,152,,,,,,,,,,,,,,0,,,139,1,,,,5184,122,,,74514,,71,301,,,,,713,,,,,,,,,,,4909,329,,,,,,,,,,,,,
"JEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19589,,,,,,,,,,,,,
"CHL",,,,,214,,,,213119,,,30180,1258,,35,,,,,4223,,,,,4730,,,,18422,,,22,,,,,,26541,,,,,,,,,2114,,,,1739,,126,60,,49,122,,,1677,,,633,11341,19,229,,,13,,,198,,,527,14981,,,,,,13438,,,366,,,,,301,11,,,312,,309,141,77,,,,,142,,3386,12138,,,,,,,,,,5,,,,,,,57,,,,,1552,,,,,,,6212,,,,,,,,,31,,,3328,,2503,126,,,,,,6658,,,,1813,,2109,9437,93,58,194,789,,,,,25,107,,,,,,,,,,,,,,,,,28,28,,,1040,,54400,,,,,28072,7222,,,,,,,,,,43,,,,,,,7633,,106717,,1288,,,15263,,,,,,
"CHN",,,,598,,,,134,14397,,1127,508870,17713,,172,,162772,43,,19048,2048,,350,906,1127,17,,4475,23156,,2055,1236,,,23,1518,,645278,,,,,7889,,2307783,280130,2128,,924,,291,,446,100,489,1675,4807,28594,,12137,,38,3776,2928,535,259,,135,348,,,,30,925,11725,114475,1246,615,316,,73,86291,232,,3388,10,,,2152,657,169,,1149,326,,596,14829,582,110098,72302,,,12683,,600,200372,,714570,20150,2162,,,,271,13400,268,2429,121,,3074,81,53,1054,1979,,11347,,3494,495,318,156,158,2951,,8980,,,10595,,,,,33656,3039,198,20302,62708,87,92602,139,,,,,2592,11095,,334,473,18665,88,780,18783,35952,1177,10461,1088,,609332,,,3722,56171,,,,52,,,50,,,,,1763,510,195,448566,174,1074,863,197,,36583,,155713,2463,,1111,4915,28410,22978,,48,74411,953,517,,122,866,,1764,,,,366,6560,,198472,,2676697,,,,,13865,3005,,,,887,
"HKG",,,,,,,,,4,,,95050,281,,26,,,,,,71,,,,2,17,,,,,515,,,,,116,,207658,,,,,154,270252,,20984,36,,,,3285,,,,111,,13,164,,548,,,,97,,8,,,0,,,,,,,535,,,,,,,,,0,,,,,,,,,,,,,,,,,,1887,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,23,,,21,,,,,,,,,,,,,7334,,,,,,,1238,,,,281,,,,256,,132,,,,,,,60,,,,,,,,,,,,,,,61969,,,,,,2519,,,,,,,581,,,,,,,,,,,56,,,,,,,117494,,248913,,,,,573,,,,,,
"MAC",,,,,,,,,,,,2780,17,,,,,,,,,,,,,,,,,,,,,,,,,5714,,,,,27,24399,71305,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,22199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12568,,,,,,,,,,,
"COL",,,,,,,,,8640,,9762,19810,1570,,193,,,,,6119,,,,,2964,588,,,8179,,,41,,,,,,69610,419,,,,73601,,,,,,,,21270,,45,53,4797,131,250,,,3403,,,2838,194721,40,577,,,27,,,,30,,1272,28326,,,,,,18643,,,397,,,,,1156,2623,,,780,,868,216,189,,,,,,,2762,38859,,,24,,,,,,,6,,,,,41,,25,,,,,,,,,,,,18736,,,,,,,,,,,,14375,,1197,447,,,,,,5699,,,,55251,,,7599,125,123,644,3788,,,,,,206,,,,,,,,,,,,,,,,208,56,41,,,924,,347505,,,,,11914,12714,,,,,,,,,,46,,,,,,,23668,,699399,,,,,973315,,,,,,
"COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,3,,,,,,,,,,,,,,1,,,13,,,,,633,,,192,,,,,,,3,38108,,,,,,,,,73,,,,,,761,,,,,,,,,,,,0,,,29,,,,,,,,,,,,,,4295,,,,10953,,,,,,,,,,57482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215,,88,,,,,,,,,,,,,,,,,,0,,,304,,,,,,,3,39,,,,,,,,,,,,,,,,,127,596,,,,,,,,,,,,
"COG",,,,,,1021,,,42,,,1610,457,,,,,,,4084,,3783,,,7,,,,95,,,11,,,,,3020,2444,,,852,,36,,,,,,,,8,,,,,,62,,6545,786,,,,,51,,,,4,72,,,,,146,72271,,,14905,,,3543,,,1410,,,,,,122,,,,,,82,,,,,,2519,,,3307,,,,,,,,,,0,,,,402,,,,,11395,,,10642,,,,,,,,,,,,,1859,,,1093,,,996,,,,,,,,,224,,,,,,,,529,106,474,,,,,,,580,,,,,,,,,,,,,,,,,23,9,,,30731,,2105,,,,,806,1188,,,,,257,,,,,,,,,,,,7554,25017,,,,,,,,,,,7471,
"COK",,,,,,,,,,,,8040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,0,,,8,,,,,,,,,,,33,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI",,,,,,,,,123,,,500,179,,54,,,,,284,,,,,146,,,,461,,,7,,,,,,3925,130,,,,1378,,,,1103,,,,,,,,,3,54,,,181,,,307,938,,876,,,3,,,,,,78,782,,,,,,1594,,,37,,,,,1162,118,,,256,,861,46,7,,,,,11,,,1478,99,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3174,,,,,,,,,,,,738,,,10772,,,,,,280,,,,7760,,,343,39,35,,685,,,,,,32,,,,,,,,,,,,,,,,,,4,,,,,3339,,,,,423,937,,,,,,,,,,53,,,,,,,676,,91939,,,,,1127,,,,,,
"CIV",,,,,,46,,,1,,,600,213,,,,,,,5642,,31920,,,3,,,,396,,,13,540779,,7,,,11255,,,,,27,,,,,,,,3,,,,,,87,,,465,,,,,556,,,,5,,,,,,156,93558,,,3099,,,3402,64621,,80,,,,,,7968,,,,,,37,1,,,,,133,,,25176,,,,,,,,,,3,,,38041,596,,,,,,,,169062,,,,462,,,26,,,,,,,,,29,,,1268,,,,1419,,,,,339,,,,,,,,,,130,,,,,,,110,,,,,,,,,,,2850,,,154,,,,2,,,1803,,2958,,,,,981,3195,,,16,,5746,,,,646,,,,,56,,,6662,,28813,,,,,,,,,,,
"HRV",,,,,,,,,986,,,61820,40006,,,,,,,249,,,,,38,,12776,,683,,,108,,,,,,39799,,,,,1133,,,,59,,,,24,,,,,87,1632,,,851,,,,81,71,,,,28,,,,22,,274,9253,,,,,,176585,,,427,,,,,,19,,,,,,2054,169,,,,,506,,,23566,,,25,,,,,,,7,,,,,118,,413,,,,,990,101,,,,,,55,,,,15486,,,,,,,,267,,1795,,,,,1433,,3427,,,,102,,,92,,785,81,,,,,,18,321,,,,,,,,,,,,283247,,,,,850,46995,,,1560,,1684,,,,,8452,19553,,,,,,,,,,222,,,,,,,9574,,44944,,,,,410,,,,,,
"CUB",,,,,,,,20,1106,,,880,879,,401,,,58,44,1724,,,30,,1770,45,,,2479,,,275,,,85,,,17740,756,,,,2051,,,,1902,,536,,5756,,,,233,37,431,,,503,,12,3259,2994,,128,,,16,,,,,,574,4972,,,,,12,12246,,,351,,,,,660,1786,,,1133,,612,576,57,,,,,83,,,33739,1791,,,,,,,,,46,,,,,,,22,,,,,,,,,,,,12532,,,,,,,,,665,,,1313,,,941,,,,,,976,,,,2825,,,922,,225,1621,13321,,,,,42,2227,,,,83,,,,,,,,29,43,,,828,137,70,,,2391,,131134,,,,,2724,3316,,,,29,,,,157,,42,,,,16,,,2209,,1210674,,,,,11423,,,,,,
"CUW",,,,,,,,19,,,2455,150,,,,,,,,,,,,,167,4115,,,,,,,,,,,,467,12,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61301,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,83,,152,,,,,,,,,,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,718,,,,,,
"CYP",,,,,,,,,47,,,20100,325,,,,,,,488,,,,,2,,,,,,,1008,,,,,,3990,,7,,,36,,,,,,,,3,,,,,,106,,,191,,,,,60,,,,20,,,,,,202,1003,,,,,,1561,,,21562,,,,,,,,,,,,295,5,,,,,288,,,604,,,127,,,,,,,44,,,,,,33,62,,,,,,61,,,,,,,,,,,,,,,,,,563,,,,,,,,,198,,,,,,,,,208,29,,,,,,307,716,,,,,,,,,,,,173,,,,,120,16,,,7673,,366,251,,,,759,477,,,,,,,,,,10433,,,,,,,97472,,20420,,,,,15,,,,,,
"CZE",,,,,,,,,1793,,,13240,54997,,,,,,96,657,,,,,52,,,,533,,,1186,,,,,,20930,,,,,436,,,,41,,,,,,949,61,,706,,,,1202,,,29,315,140,,,,190,,,,,,263,8989,,,,,33,458182,,,4420,,,,,,,,,,,,1555,246,,,,,6081,,,10404,,,23,,,,,,,137,,,,,58,87,906,,,,,,112,,,,,,349,,,18,120,,,,,74,,,681,,1337,,,,,53,,2162,,,,38,,,91,,4512,247,,,,185,,138,11257,,,,,,,,,,,,514,,,,,87989,388,,,3111,,8548,,,,,1831,15128,,,,,,,,,,1137,,,,,,,31619,,75864,,,,,376,,,,,,
"PRK",,,,,,,,,14,,,220,2687,,,,,,60,131,,,,,10,,,,172,,,33,,,,42,,775,,,,,18,,,,209,,,,36,,,,,34,13,,,402,,,,485,71,,,,4,,,,,,4,63,,,146,,,2521,,,33,,,,,,1232,,,,,62,,,,,,,131,,,110,,,81,61600,,,,1777,,11,,,,,,,,,,,,1792,,,,,,,1744,,,633,,,,,,98,,,97,,,,,,,,,37,,,,,,,88,5753,,73,,,,,,,10624,,,,,,,,,,,,,,3,,,,,,,211,,115,,,,,83,348,,155,0,,,,,,,28,,,,131,,,10778,,,,,,,46,1503,,,,,
"COD",,,,,,77548,,,,,,4270,700,,,,,,,83629,,,,,3,,,1058,116,,,14,,167768,,,4170,25492,,17219,306,,36,,,,,,170368,,3,,,,,715,88,,,1031,,,,,91,,,1688,3,570,1582,,,,1893,79812,,,8135,,,7356,30,,208,,,,,,77,,,,,,38,2,,,,,52,,,6010,,,,,24738,,,,,,,,,434,,,97,,2210,,,2262,,,,90,,,82,,,,,,,10094,,3472,,,5122,,,47,,,,,,2210,,,,,,,,32,,1816,,,,,,,,233744,,,,,,,,,,295,,,0,,,,6,,,47609,87755,1468,,,7445,,3381,6836,,,16,,651,,,,,73,,,,286214,,,17442,59508,25560,,,,,,,,,,26440,
"DNK",,,,,112,,,,245,,,10230,1418,,16,,,,199,2405,,,36,38,107,,,324,589,,,229,,,,,,12433,18,2,,,690,,,,95,,,,63,,102,,,175,308,,,,,,25,183,210,,,,168,,,,3547,,1193,5786,,,,,,21894,,,899,4460,,,,,66,,,,,,465,3283,,,,,980,,1916,3043,,574,48,,,,,,,203,,,,770,16,377,2535,,,,,,181,,,,,,267,,,,97,,,,,110,,,3514,,1465,52,,,,,,25595,,,,147,,,247,442,892,395,,,,,,263,231,,,,,,,,,,,,183,,,,,260,58,,,3944,,11539,,,,,41870,5616,,130,641,,,,,,,3378,,,,154,,,26052,,31599,,,,,145,,,,,,
"DJI",,,,,,,,,,,,190,7,,,,,,,1212,,,,,,,,,,,,3,,,,,,2221,,,,,,,,,,,,,,,,,,3,3,,,21,,,,,258,,,,,,3705,,,,8,6835,,,,,,,,,38,,,,,,18,,,,,,,0,,,,,1,,,85,,,,,,,,,,,,,,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,21,,,,,333,109,,,,,,,,,,,,,,,,,429,,,,,,,,,,,,,
"DMA",,,,,,,,4745,4,,107,40,51,,75,,,337,,147,,,,,3,22,,,25,1230,,0,,,,,,2762,,,,,81,,,,51,,,,5,,,,107,0,2,,,15,,,14,,,,,,,,,,,,6,6701,723,,,,,,,,17,,74,4373,,,13,,43,,,,,2,,,,,1,,,296,137,,,,,,,,,,,,,,,,115,,,,,,,,422,,,,,,,,,283,,,,,,,75,,,,,,,,,,,,,58,,,,,,,1190,,,,,,,,,200,261,,87,,,,,,,,,,1495,,,,,,,966,,,,,42,401,,,,,,,,,,,,,,,,,8165,,32379,5508,,,,0,,,,,,
"DOM",,,,,,,653,1784,684,,4327,210,3125,,291,,,,,2666,,,21,,116,1362,,,372,1709,,46,,,,,,10535,66,,,,821,,,,401,,,,1098,,,40,5715,10,58,,,170,,,,353,,72,,,3,,,,,,202,3631,,,,,,9349,,,564,,,947,,109,2,,,2272,,135,35,32,,,,,10,,,42011,,,,,,,,,,1,,,,,73,,35,,,,,,,,138,,,,2874,,,,,24,,,,,,,8688,,,69,,,,,,799,,,,8095,,,184,,20,66,57891,,,,,17,,,,,38,,,,,,,,,,,,3546,,166,,,,,156905,,,,,733,11481,,,,,,,,,,,,1756,,,,,1180,,1086819,4641,,,,14743,,,,,,
"ECU",,,,,,,,,955,,,2810,662,,43,,,,,6145,,,,,1002,,,,2065,,,17,,,,,,14873,,,,,22146,,,,14872,,,,1272,,,20,,8,93,,,620,,,581,,8,123,,,11,,,,,,232,4302,,,,,,7153,,,83,,,,,167,2,,,,,461,114,32,,,,,39,,,84513,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3236,,,,,,,,,,,,2182,,,111,,,,,,767,,,,2672,,,6855,459,45,447,851,,,,,,241,,,,,,,,,,,,,,,,,36,9,,,,,416394,,,,,2422,6505,,,,,,,,,,,,,,,,,7327,,478039,,,,,36973,,,,,,
"EGY",,,,,,,,10,238,,,44680,14891,,31,80889,,,,4322,,,,,21,,,,3720,,,239,,,,,,64223,,38,,,236,,,,146,,,,11,,247,,,5429,728,,,1775,,,,84,,,,,68,,,,,,1367,32182,,,,,,19683,39,,28209,,,,,32,27,,,,,,1351,29,,,,14364,532,,21100,108907,,1747,97716,,,,387993,,,37,83361,,,21004,,54,25,,,,37,735,648,,,225,,,206,,,,,,1837,,,170,,,12893,,1324,,,,,1964,,1082,69046,,,73,,,20,161,452,420,35,163569,,,,105,1060,,,,,,,,,,770483,,77,,,,,195,113,,,7213,5145,4128,130,18451,13423,,6256,6303,,,0,,,,,,1136,788,,,,0,,825178,34866,,188170,,,,,185,,,,7596,144,
"SLV",,,,,,,,,73,,,11350,68,,73,,,,,547,8828,,,,127,,,,272,,,8,,,,,,47785,,,,,690,,,,400,,,,13900,,,,,10,26,,,88,,,267,522,148,,,,1,,,,,,77,1158,,,,,,1122,,,49,,,,,19198,4,,,,,8853,15,13,,,,,27,,,13070,132,,,,,,,,,,,,,708,,,,,,,,,,,,,,,10582,,,,,,,,,,,,377,,,2444,,,,,,204,,,,3225,,,110,,,85,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9192,,,,,2942,874,,,,,,,,,,,,,,,,,914,,1352357,,,,,1015,,,,,,
"GNQ",,,,,,,,,,,,,10,,,,,,,82,,,,,,,,,66,,,,,,,,3433,59,,,,,6,,,,,,1582,,,,,,,,0,,,,,,,,,,,,,,,,,,17,404,,,79434,,,,,,0,,,,,,10695,,,,,,,9,,,,,0,,,119,,,,,,,,,,,,,,,,,,,,,,816,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,221,,,,,,,104,,,,,,,,,146,,,,,0,,,,0,,,,,19339,,,,,45,68,,,,,107,,,,,,,,,,,,213,,,,,,,,,,,,,
"ERI",,,,,,,,,,,,4660,104,,,1550,,,,248,,,,,0,,,,,,,3,,,,,,14917,,,,,6,,,,,,,,,,,,,3,9,,,341,,,,,3168,,,,,,206030,,,,165,3128,,,,,,12337,,,395,,,,,,23,,,,,,30,7,,,,806,38,,,13580,,,72,,2127,,4725,,,0,,,,1983,,,,,,,,,929,,,,,,,,,,,,,,,,,,2150,,,,,,,,,14824,,,,,,,,,30,,,1854,,,,,,,,,,,,,,,,,,,1,,,,8,,34,890,3318,137,,,159748,,28616,24089,,,,,,,,,,,,,,9250,,17735,15063,,36332,,,,,28,,,,1902,,
"EST",,,,,,,,,49,,,3440,372,486,16,,,,3243,729,,,,,6,,,,217,,,73,,,,,,3180,,,,,133,,,,22,,,,3,,20,,,29,175,,,1562,,,,,18,,,,,,,,,,53016,1201,,,,,119,9883,,,128,,,,,,,,,,,,158,129,,,,,2744,,,1408,,,,1113,,,,573,,3081,,,,,2,816,526,,,,,,,,,,,,,,,,,,,,,,,,937,,,,,,,,,5069,,,,,,,17,,198,128,,,,,,,58751,,,,,,,,,,,,,,,,,55,28,,,224,,1875,,,,,10303,777,,,,,,,,,,112,,,,,10222,,6650,,11086,,,,,52,,,,,,
"SWZ",,,,,,,,,,,,390,23,,12,,,,,,,,,,,,,571,,,,2,,,,,,397,,,,,6,,,,,,,,1,,,,,,1,,,50,,,,,,,,,,,,,,,,21,,,,,,,,,20,,,,,,5,,,,,,,,,,,,21,,,30,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,83,,,,,,,,,,,,,,,,,,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,82621,,,,,,,32,95,,,,,,,,,,76,,,,,,,1454,88,,,,,,,,,,,,
