i,j,Fij,Fji,FSij,FBij,FAij,minFij,maxFij,rangeFij,FDij
CAN,SWZ,18,425,443,407,0.918735891647856,18,425,407,0.918735891647856
CAN,SXM,39,111,150,72,0.48,39,111,72,0.48
CAN,SYC,0,1101,1101,1101,1,0,1101,1101,1
CAN,SYR,0,56404,56404,56404,1,0,56404,56404,1
CAN,TCA,498,63,561,-435,-0.775401069518717,63,498,435,0.775401069518717
CAN,TCD,0,1698,1698,1698,1,0,1698,1698,1
CAN,TGO,48,3567,3615,3519,0.97344398340249,48,3567,3519,0.97344398340249
CAN,THA,782,16054,16836,15272,0.907103825136612,782,16054,15272,0.907103825136612
CAN,TJK,48,1394,1442,1346,0.933425797503467,48,1394,1346,0.933425797503467
CAN,TKL,0,0,0,0,0,0,0,0,0
CAN,TKM,0,531,531,531,1,0,531,531,1
CAN,TLS,0,0,0,0,0,0,0,0,0
CAN,TON,0,148,148,148,1,0,148,148,1
CAN,TTO,1912,69264,71176,67352,0.946274024952231,1912,69264,67352,0.946274024952231
CAN,TUN,0,18568,18568,18568,1,0,18568,18568,1
CAN,TUR,1934,28447,30381,26513,0.872683585135447,1934,28447,26513,0.872683585135447
CAN,TUV,0,0,0,0,0,0,0,0,0
CAN,TZA,263,21939,22202,21676,0.97630844068102,263,21939,21676,0.97630844068102
CAN,UGA,237,14068,14305,13831,0.966864732610975,237,14068,13831,0.966864732610975
CAN,UKR,0,77779,77779,77779,1,0,77779,77779,1
CAN,URY,323,6959,7282,6636,0.91128810766273,323,6959,6636,0.91128810766273
CAN,USA,825040,270217,1095257,-554823,-0.506568777921529,270217,825040,554823,0.506568777921529
CAN,UZB,0,6799,6799,6799,1,0,6799,6799,1
CAN,VAT,0,0,0,0,0,0,0,0,0
CAN,VCT,173,13786,13959,13613,0.975213124149294,173,13786,13613,0.975213124149294
CAN,VEN,1112,22130,23242,21018,0.904311160829533,1112,22130,21018,0.904311160829533
CAN,VGB,255,90,345,-165,-0.478260869565217,90,255,165,0.478260869565217
CAN,VIR,0,95,95,95,1,0,95,95,1
CAN,VNM,1520,180258,181778,178738,0.983276304063198,1520,180258,178738,0.983276304063198
CAN,VUT,0,0,0,0,0,0,0,0,0
CAN,WLF,0,0,0,0,0,0,0,0,0
CAN,WSM,8,170,178,162,0.910112359550562,8,170,162,0.910112359550562
CAN,YEM,0,3151,3151,3151,1,0,3151,3151,1
CAN,ZAF,9964,47564,57528,37600,0.65359477124183,9964,47564,37600,0.65359477124183
CAN,ZMB,226,3956,4182,3730,0.891917742706839,226,3956,3730,0.891917742706839
CAN,ZWE,0,11176,11176,11176,1,0,11176,11176,1
CHE,ABW,0,0,0,0,0,0,0,0,0
CHE,AFG,0,14952,14952,14952,1,0,14952,14952,1
CHE,AGO,0,6984,6984,6984,1,0,6984,6984,1
CHE,AIA,0,0,0,0,0,0,0,0,0
CHE,ALB,0,3968,3968,3968,1,0,3968,3968,1
CHE,AND,85,115,200,30,0.15,85,115,30,0.15
CHE,ARE,0,761,761,761,1,0,761,761,1
CHE,ARG,807,9391,10198,8584,0.841733673269269,807,9391,8584,0.841733673269269
CHE,ARM,0,1107,1107,1107,1,0,1107,1107,1
CHE,ASM,0,0,0,0,0,0,0,0,0
CHE,ATG,0,66,66,66,1,0,66,66,1
CHE,AUS,15087,6601,21688,-8486,-0.391276281814828,6601,15087,8486,0.391276281814828
CHE,AUT,18654,60862,79516,42208,0.530811409024599,18654,60862,42208,0.530811409024599
CHE,AZE,0,851,851,851,1,0,851,851,1
CHE,BDI,0,667,667,667,1,0,667,667,1
CHE,BEL,5419,17553,22972,12134,0.528208253526032,5419,17553,12134,0.528208253526032
CHE,BEN,0,681,681,681,1,0,681,681,1
CHE,BES,0,0,0,0,0,0,0,0,0
CHE,BFA,0,731,731,731,1,0,731,731,1
CHE,BGD,0,2701,2701,2701,1,0,2701,2701,1
CHE,BGR,551,8906,9457,8355,0.883472560008459,551,8906,8355,0.883472560008459
CHE,BHR,0,237,237,237,1,0,237,237,1
CHE,BHS,325,144,469,-181,-0.38592750533049,144,325,181,0.38592750533049
CHE,BIH,0,57373,57373,57373,1,0,57373,57373,1
CHE,BLR,28,1620,1648,1592,0.966019417475728,28,1620,1592,0.966019417475728
CHE,BLZ,0,47,47,47,1,0,47,47,1
CHE,BMU,126,0,126,-126,-1,0,126,126,1
CHE,BOL,719,4368,5087,3649,0.717318655396108,719,4368,3649,0.717318655396108
CHE,BRA,4012,41601,45613,37589,0.824085238857343,4012,41601,37589,0.824085238857343
CHE,BRB,0,84,84,84,1,0,84,84,1
CHE,BRN,0,72,72,72,1,0,72,72,1
CHE,BTN,25,80,105,55,0.523809523809524,25,80,55,0.523809523809524
CHE,BWA,0,91,91,91,1,0,91,91,1
CHE,CAF,161,235,396,74,0.186868686868687,161,235,74,0.186868686868687
CHE,CAN,20278,12393,32671,-7885,-0.241345535796272,12393,20278,7885,0.241345535796272
CHE,CHE,0,0,0,0,0,0,0,0,0
CHE,CHL,4097,7512,11609,3415,0.294168317684555,4097,7512,3415,0.294168317684555
CHE,CHN,0,25313,25313,25313,1,0,25313,25313,1
CHE,CIV,0,3530,3530,3530,1,0,3530,3530,1
CHE,CMR,0,7989,7989,7989,1,0,7989,7989,1
CHE,COD,0,7308,7308,7308,1,0,7308,7308,1
CHE,COG,0,1207,1207,1207,1,0,1207,1207,1
CHE,COK,0,0,0,0,0,0,0,0,0
CHE,COL,725,13892,14617,13167,0.900800437846343,725,13892,13167,0.900800437846343
CHE,COM,0,44,44,44,1,0,44,44,1
CHE,CPV,13,2764,2777,2751,0.99063737846597,13,2764,2751,0.99063737846597
CHE,CRI,681,1065,1746,384,0.219931271477663,681,1065,384,0.219931271477663
CHE,CUB,0,3509,3509,3509,1,0,3509,3509,1
CHE,CUW,0,0,0,0,0,0,0,0,0
CHE,CYM,89,0,89,-89,-1,0,89,89,1
CHE,CYP,393,536,929,143,0.153928955866523,393,536,143,0.153928955866523
CHE,CZE,594,16122,16716,15528,0.928930366116296,594,16122,15528,0.928930366116296
CHE,DEU,77948,363037,440985,285089,0.646482306654421,77948,363037,285089,0.646482306654421
CHE,DJI,0,123,123,123,1,0,123,123,1
CHE,DMA,0,416,416,416,1,0,416,416,1
CHE,DNK,3031,5707,8738,2676,0.306248569466697,3031,5707,2676,0.306248569466697
CHE,DOM,1078,12214,13292,11136,0.837797171230816,1078,12214,11136,0.837797171230816
CHE,DZA,0,10122,10122,10122,1,0,10122,10122,1
CHE,ECU,1931,7442,9373,5511,0.587965432625627,1931,7442,5511,0.587965432625627
CHE,EGY,1354,6641,7995,5287,0.661288305190744,1354,6641,5287,0.661288305190744
CHE,ERI,0,27380,27380,27380,1,0,27380,27380,1
CHE,ESH,0,0,0,0,0,0,0,0,0
CHE,ESP,63515,70467,133982,6952,0.0518875669866101,63515,70467,6952,0.0518875669866101
CHE,EST,81,868,949,787,0.829293993677555,81,868,787,0.829293993677555
CHE,ETH,0,8039,8039,8039,1,0,8039,8039,1
CHE,FIN,1458,5560,7018,4102,0.5844970076945,1458,5560,4102,0.5844970076945
CHE,FJI,0,99,99,99,1,0,99,99,1
CHE,FLK,0,0,0,0,0,0,0,0,0
CHE,FRA,104900,170887,275787,65987,0.239267985800636,104900,170887,65987,0.239267985800636
CHE,FRO,0,0,0,0,0,0,0,0,0
CHE,FSM,0,0,0,0,0,0,0,0,0
CHE,GAB,0,320,320,320,1,0,320,320,1
CHE,GBR,25422,47083,72505,21661,0.298751810219985,25422,47083,21661,0.298751810219985
CHE,GEO,14,1217,1231,1203,0.977254264825345,14,1217,1203,0.977254264825345
CHE,GHA,166,2849,3015,2683,0.889883913764511,166,2849,2683,0.889883913764511
CHE,GIB,0,0,0,0,0,0,0,0,0
CHE,GIN,16,1787,1803,1771,0.982251802551303,16,1787,1771,0.982251802551303
CHE,GLP,226,0,226,-226,-1,0,226,226,1
CHE,GMB,0,937,937,937,1,0,937,937,1
CHE,GNB,0,749,749,749,1,0,749,749,1
CHE,GNQ,0,91,91,91,1,0,91,91,1
CHE,GRC,3602,14337,17939,10735,0.59841685712693,3602,14337,10735,0.59841685712693
CHE,GRD,0,44,44,44,1,0,44,44,1
CHE,GRL,0,0,0,0,0,0,0,0,0
CHE,GTM,158,1131,1289,973,0.754848719937936,158,1131,973,0.754848719937936
CHE,GUF,0,0,0,0,0,0,0,0,0
CHE,GUM,0,0,0,0,0,0,0,0,0
CHE,GUY,0,149,149,149,1,0,149,149,1
CHE,HKG,940,0,940,-940,-1,0,940,940,1
CHE,HND,61,706,767,645,0.840938722294654,61,706,645,0.840938722294654
CHE,HRV,2778,20130,22908,17352,0.757464641173389,2778,20130,17352,0.757464641173389
CHE,HTI,368,1804,2172,1436,0.661141804788214,368,1804,1436,0.661141804788214
CHE,HUN,3150,27425,30575,24275,0.793949304987735,3150,27425,24275,0.793949304987735
CHE,IDN,0,3785,3785,3785,1,0,3785,3785,1
CHE,IMN,0,0,0,0,0,0,0,0,0
CHE,IND,0,23969,23969,23969,1,0,23969,23969,1
CHE,IRL,607,4075,4682,3468,0.74070909867578,607,4075,3468,0.74070909867578
CHE,IRN,0,12998,12998,12998,1,0,12998,12998,1
CHE,IRQ,0,10616,10616,10616,1,0,10616,10616,1
CHE,ISL,185,452,637,267,0.419152276295133,185,452,267,0.419152276295133
CHE,ISR,3746,4091,7837,345,0.0440219471736634,3746,4091,345,0.0440219471736634
CHE,ITA,199233,273918,473151,74685,0.157846015331258,199233,273918,74685,0.157846015331258
CHE,JAM,0,821,821,821,1,0,821,821,1
CHE,JEY,0,0,0,0,0,0,0,0,0
CHE,JOR,207,836,1043,629,0.603068072866731,207,836,629,0.603068072866731
CHE,JPN,1186,7966,9152,6780,0.740821678321678,1186,7966,6780,0.740821678321678
CHE,KAZ,0,3735,3735,3735,1,0,3735,3735,1
CHE,KEN,0,3723,3723,3723,1,0,3723,3723,1
CHE,KGZ,0,671,671,671,1,0,671,671,1
CHE,KHM,0,2510,2510,2510,1,0,2510,2510,1
CHE,KIR,0,0,0,0,0,0,0,0,0
CHE,KNA,0,0,0,0,0,0,0,0,0
CHE,KOR,0,4275,4275,4275,1,0,4275,4275,1
CHE,KWT,0,547,547,547,1,0,547,547,1
CHE,LAO,0,1010,1010,1010,1,0,1010,1010,1
CHE,LBN,0,6925,6925,6925,1,0,6925,6925,1
CHE,LBR,28,422,450,394,0.875555555555556,28,422,394,0.875555555555556
CHE,LBY,988,1402,2390,414,0.173221757322176,988,1402,414,0.173221757322176
CHE,LCA,8,58,66,50,0.757575757575758,8,58,50,0.757575757575758
CHE,LIE,13931,2248,16179,-11683,-0.722108906607331,2248,13931,11683,0.722108906607331
CHE,LKA,291,35481,35772,35190,0.983730291848373,291,35481,35190,0.983730291848373
CHE,LSO,0,85,85,85,1,0,85,85,1
CHE,LTU,63,2418,2481,2355,0.949214026602177,63,2418,2355,0.949214026602177
CHE,LUX,1445,2446,3891,1001,0.257260344384477,1445,2446,1001,0.257260344384477
CHE,LVA,71,2465,2536,2394,0.944006309148265,71,2465,2394,0.944006309148265
CHE,MAC,0,0,0,0,0,0,0,0,0
CHE,MAR,0,18694,18694,18694,1,0,18694,18694,1
CHE,MCO,0,314,314,314,1,0,314,314,1
CHE,MDA,0,2586,2586,2586,1,0,2586,2586,1
CHE,MDG,0,1967,1967,1967,1,0,1967,1967,1
CHE,MDV,127,80,207,-47,-0.227053140096618,80,127,47,0.227053140096618
CHE,MEX,1597,7789,9386,6192,0.659705945024505,1597,7789,6192,0.659705945024505
CHE,MHL,0,0,0,0,0,0,0,0,0
CHE,MKD,0,67668,67668,67668,1,0,67668,67668,1
CHE,MLI,0,518,518,518,1,0,518,518,1
CHE,MLT,230,316,546,86,0.157509157509158,230,316,86,0.157509157509158
CHE,MMR,0,363,363,363,1,0,363,363,1
CHE,MNE,212,2902,3114,2690,0.863840719332049,212,2902,2690,0.863840719332049
CHE,MNG,22,1071,1093,1049,0.959743824336688,22,1071,1049,0.959743824336688
CHE,MNP,0,0,0,0,0,0,0,0,0
CHE,MOZ,0,1436,1436,1436,1,0,1436,1436,1
CHE,MRT,0,149,149,149,1,0,149,149,1
CHE,MSR,0,0,0,0,0,0,0,0,0
CHE,MTQ,0,0,0,0,0,0,0,0,0
CHE,MUS,105,2868,2973,2763,0.929364278506559,105,2868,2763,0.929364278506559
CHE,MWI,0,168,168,168,1,0,168,168,1
CHE,MYS,0,2529,2529,2529,1,0,2529,2529,1
CHE,MYT,0,0,0,0,0,0,0,0,0
CHE,NAM,442,303,745,-139,-0.186577181208054,303,442,139,0.186577181208054
CHE,NCL,0,0,0,0,0,0,0,0,0
CHE,NER,0,221,221,221,1,0,221,221,1
CHE,NGA,0,3879,3879,3879,1,0,3879,3879,1
CHE,NIC,87,718,805,631,0.783850931677019,87,718,631,0.783850931677019
CHE,NIU,0,0,0,0,0,0,0,0,0
CHE,NLD,7785,23934,31719,16149,0.509127021658943,7785,23934,16149,0.509127021658943
CHE,NOR,2492,2286,4778,-206,-0.0431142737547091,2286,2492,206,0.0431142737547091
CHE,NPL,0,1075,1075,1075,1,0,1075,1075,1
CHE,NRU,0,0,0,0,0,0,0,0,0
CHE,NZL,3273,1907,5180,-1366,-0.263706563706564,1907,3273,1366,0.263706563706564
CHE,OMN,0,99,99,99,1,0,99,99,1
CHE,PAK,0,5387,5387,5387,1,0,5387,5387,1
CHE,PAN,389,568,957,179,0.187042842215256,389,568,179,0.187042842215256
CHE,PER,945,10393,11338,9448,0.833303933674369,945,10393,9448,0.833303933674369
CHE,PHL,1065,14345,15410,13280,0.861778066190785,1065,14345,13280,0.861778066190785
CHE,PLW,0,0,0,0,0,0,0,0,0
CHE,PNG,0,244,244,244,1,0,244,244,1
CHE,POL,1074,42095,43169,41021,0.95024207185712,1074,42095,41021,0.95024207185712
CHE,PRI,0,0,0,0,0,0,0,0,0
CHE,PRK,0,290,290,290,1,0,290,290,1
CHE,PRT,16458,226361,242819,209903,0.864442238869281,16458,226361,209903,0.864442238869281
CHE,PRY,0,1230,1230,1230,1,0,1230,1230,1
CHE,PSE,0,229,229,229,1,0,229,229,1
CHE,PYF,124,0,124,-124,-1,0,124,124,1
CHE,QAT,0,114,114,114,1,0,114,114,1
CHE,REU,0,0,0,0,0,0,0,0,0
CHE,ROU,594,26008,26602,25414,0.955341703631306,594,26008,25414,0.955341703631306
CHE,RUS,579,24539,25118,23960,0.953897603312366,579,24539,23960,0.953897603312366
CHE,RWA,0,1092,1092,1092,1,0,1092,1092,1
CHE,SAU,0,1407,1407,1407,1,0,1407,1407,1
CHE,SDN,0,2438,2438,2438,1,0,2438,2438,1
CHE,SEN,0,2934,2934,2934,1,0,2934,2934,1
CHE,SGP,0,2349,2349,2349,1,0,2349,2349,1
CHE,SHN,0,0,0,0,0,0,0,0,0
CHE,SLB,0,0,0,0,0,0,0,0,0
CHE,SLE,0,356,356,356,1,0,356,356,1
CHE,SLV,59,969,1028,910,0.885214007782101,59,969,910,0.885214007782101
CHE,SMR,0,0,0,0,0,0,0,0,0
CHE,SOM,0,7705,7705,7705,1,0,7705,7705,1
CHE,SPM,0,0,0,0,0,0,0,0,0
CHE,SRB,2901,66177,69078,63276,0.916007990966733,2901,66177,63276,0.916007990966733
CHE,SSD,0,40,40,40,1,0,40,40,1
CHE,STP,0,74,74,74,1,0,74,74,1
CHE,SUR,0,143,143,143,1,0,143,143,1
CHE,SVK,823,21153,21976,20330,0.925100109210047,823,21153,20330,0.925100109210047
CHE,SVN,951,6444,7395,5493,0.742799188640974,951,6444,5493,0.742799188640974
CHE,SWE,4164,9671,13835,5507,0.398048427900253,4164,9671,5507,0.398048427900253
CHE,SWZ,0,84,84,84,1,0,84,84,1
CHE,SXM,0,0,0,0,0,0,0,0,0
CHE,SYC,0,238,238,238,1,0,238,238,1
CHE,SYR,0,18960,18960,18960,1,0,18960,18960,1
CHE,TCA,0,0,0,0,0,0,0,0,0
CHE,TCD,0,318,318,318,1,0,318,318,1
CHE,TGO,0,2130,2130,2130,1,0,2130,2130,1
CHE,THA,980,20736,21716,19756,0.909743967581507,980,20736,19756,0.909743967581507
CHE,TJK,51,270,321,219,0.682242990654206,51,270,219,0.682242990654206
CHE,TKL,0,0,0,0,0,0,0,0,0
CHE,TKM,0,142,142,142,1,0,142,142,1
CHE,TLS,0,0,0,0,0,0,0,0,0
CHE,TON,0,0,0,0,0,0,0,0,0
CHE,TTO,0,347,347,347,1,0,347,347,1
CHE,TUN,0,12457,12457,12457,1,0,12457,12457,1
CHE,TUR,14077,80613,94690,66536,0.702671876650121,14077,80613,66536,0.702671876650121
CHE,TUV,0,0,0,0,0,0,0,0,0
CHE,TZA,0,897,897,897,1,0,897,897,1
CHE,UGA,0,820,820,820,1,0,820,820,1
CHE,UKR,0,10474,10474,10474,1,0,10474,10474,1
CHE,URY,0,1648,1648,1648,1,0,1648,1648,1
CHE,USA,46906,39304,86210,-7602,-0.0881800255190813,39304,46906,7602,0.0881800255190813
CHE,UZB,0,1002,1002,1002,1,0,1002,1002,1
CHE,VAT,0,0,0,0,0,0,0,0,0
CHE,VCT,0,0,0,0,0,0,0,0,0
CHE,VEN,647,5066,5713,4419,0.773499037283389,647,5066,4419,0.773499037283389
CHE,VGB,0,0,0,0,0,0,0,0,0
CHE,VIR,0,0,0,0,0,0,0,0,0
CHE,VNM,0,12093,12093,12093,1,0,12093,12093,1
CHE,VUT,0,0,0,0,0,0,0,0,0
CHE,WLF,0,0,0,0,0,0,0,0,0
CHE,WSM,0,0,0,0,0,0,0,0,0
CHE,YEM,0,668,668,668,1,0,668,668,1
CHE,ZAF,3436,8182,11618,4746,0.408504045446721,3436,8182,4746,0.408504045446721
CHE,ZMB,0,404,404,404,1,0,404,404,1
CHE,ZWE,0,1032,1032,1032,1,0,1032,1032,1
CHL,ABW,0,16,16,16,1,0,16,16,1
CHL,AFG,0,60,60,60,1,0,60,60,1
CHL,AGO,0,221,221,221,1,0,221,221,1
CHL,AIA,0,60,60,60,1,0,60,60,1
CHL,ALB,0,100,100,100,1,0,100,100,1
CHL,AND,228,36,264,-192,-0.727272727272727,36,228,192,0.727272727272727
CHL,ARE,0,20,20,20,1,0,20,20,1
CHL,ARG,216855,72813,289668,-144042,-0.497265835370148,72813,216855,144042,0.497265835370148
CHL,ARM,0,40,40,40,1,0,40,40,1
CHL,ASM,0,0,0,0,0,0,0,0,0
CHL,ATG,0,48,48,48,1,0,48,48,1
CHL,AUS,33707,3952,37659,-29755,-0.790116572399692,3952,33707,29755,0.790116572399692
CHL,AUT,1485,2116,3601,631,0.175229103026937,1485,2116,631,0.175229103026937
CHL,AZE,0,8,8,8,1,0,8,8,1
CHL,BDI,0,4,4,4,1,0,4,4,1
CHL,BEL,4450,3349,7799,-1101,-0.141171945121169,3349,4450,1101,0.141171945121169
CHL,BEN,0,4,4,4,1,0,4,4,1
CHL,BES,0,0,0,0,0,0,0,0,0
CHL,BFA,0,4,4,4,1,0,4,4,1
CHL,BGD,0,24,24,24,1,0,24,24,1
CHL,BGR,26,367,393,341,0.867684478371501,26,367,341,0.867684478371501
CHL,BHR,0,8,8,8,1,0,8,8,1
CHL,BHS,37,4,41,-33,-0.804878048780488,4,37,33,0.804878048780488
CHL,BIH,0,44,44,44,1,0,44,44,1
CHL,BLR,0,24,24,24,1,0,24,24,1
CHL,BLZ,0,8,8,8,1,0,8,8,1
CHL,BMU,0,20,20,20,1,0,20,20,1
CHL,BOL,5164,80813,85977,75649,0.879874850250648,5164,80813,75649,0.879874850250648
CHL,BRA,20747,20370,41117,-377,-0.00916895687914974,20370,20747,377,0.00916895687914974
CHL,BRB,0,16,16,16,1,0,16,16,1
CHL,BRN,0,0,0,0,0,0,0,0,0
CHL,BTN,0,16,16,16,1,0,16,16,1
CHL,BWA,0,20,20,20,1,0,20,20,1
CHL,CAF,0,8,8,8,1,0,8,8,1
CHL,CAN,28441,7328,35769,-21113,-0.590259722105734,7328,28441,21113,0.590259722105734
CHL,CHE,7512,4097,11609,-3415,-0.294168317684555,4097,7512,3415,0.294168317684555
CHL,CHL,0,0,0,0,0,0,0,0,0
CHL,CHN,0,10540,10540,10540,1,0,10540,10540,1
CHL,CIV,0,36,36,36,1,0,36,36,1
CHL,CMR,0,24,24,24,1,0,24,24,1
CHL,COD,0,48,48,48,1,0,48,48,1
CHL,COG,0,48,48,48,1,0,48,48,1
CHL,COK,0,8,8,8,1,0,8,8,1
CHL,COL,2162,120626,122788,118464,0.964784832394045,2162,120626,118464,0.964784832394045
CHL,COM,0,4,4,4,1,0,4,4,1
CHL,CPV,0,4,4,4,1,0,4,4,1
CHL,CRI,1764,1841,3605,77,0.0213592233009709,1764,1841,77,0.0213592233009709
CHL,CUB,55,1805,1860,1750,0.940860215053763,55,1805,1750,0.940860215053763
CHL,CUW,0,0,0,0,0,0,0,0,0
CHL,CYM,0,4,4,4,1,0,4,4,1
CHL,CYP,48,48,96,0,0,48,48,0,0
CHL,CZE,155,582,737,427,0.579375848032564,155,582,427,0.579375848032564
CHL,DEU,14741,21711,36452,6970,0.191210358828048,14741,21711,6970,0.191210358828048
CHL,DJI,0,0,0,0,0,0,0,0,0
CHL,DMA,0,108,108,108,1,0,108,108,1
CHL,DNK,2000,921,2921,-1079,-0.369394043135912,921,2000,1079,0.369394043135912
CHL,DOM,654,1096,1750,442,0.252571428571429,654,1096,442,0.252571428571429
CHL,DZA,0,177,177,177,1,0,177,177,1
CHL,ECU,11165,30325,41490,19160,0.461798023620149,11165,30325,19160,0.461798023620149
CHL,EGY,27,315,342,288,0.842105263157895,27,315,288,0.842105263157895
CHL,ERI,0,8,8,8,1,0,8,8,1
CHL,ESH,0,16,16,16,1,0,16,16,1
CHL,ESP,56704,22842,79546,-33862,-0.425690795263118,22842,56704,33862,0.425690795263118
CHL,EST,22,177,199,155,0.778894472361809,22,177,155,0.778894472361809
CHL,ETH,0,20,20,20,1,0,20,20,1
CHL,FIN,620,533,1153,-87,-0.0754553339115351,533,620,87,0.0754553339115351
CHL,FJI,0,36,36,36,1,0,36,36,1
CHL,FLK,239,8,247,-231,-0.935222672064777,8,239,231,0.935222672064777
CHL,FRA,15857,12562,28419,-3295,-0.11594355888666,12562,15857,3295,0.11594355888666
CHL,FRO,0,8,8,8,1,0,8,8,1
CHL,FSM,0,4,4,4,1,0,4,4,1
CHL,GAB,0,20,20,20,1,0,20,20,1
CHL,GBR,8668,6668,15336,-2000,-0.130412102243088,6668,8668,2000,0.130412102243088
CHL,GEO,0,13589,13589,13589,1,0,13589,13589,1
CHL,GHA,0,28,28,28,1,0,28,28,1
CHL,GIB,0,20,20,20,1,0,20,20,1
CHL,GIN,10,16,26,6,0.230769230769231,10,16,6,0.230769230769231
CHL,GLP,0,28,28,28,1,0,28,28,1
CHL,GMB,0,8,8,8,1,0,8,8,1
CHL,GNB,0,8,8,8,1,0,8,8,1
CHL,GNQ,0,8,8,8,1,0,8,8,1
CHL,GRC,357,772,1129,415,0.367581930912312,357,772,415,0.367581930912312
CHL,GRD,0,20,20,20,1,0,20,20,1
CHL,GRL,0,20,20,20,1,0,20,20,1
CHL,GTM,308,889,1197,581,0.485380116959064,308,889,581,0.485380116959064
CHL,GUF,0,8,8,8,1,0,8,8,1
CHL,GUM,0,16,16,16,1,0,16,16,1
CHL,GUY,0,60,60,60,1,0,60,60,1
CHL,HKG,0,205,205,205,1,0,205,205,1
CHL,HND,313,945,1258,632,0.502384737678855,313,945,632,0.502384737678855
CHL,HRV,116,1513,1629,1397,0.857581338244322,116,1513,1397,0.857581338244322
CHL,HTI,324,68643,68967,68319,0.990604202009657,324,68643,68319,0.990604202009657
CHL,HUN,155,1306,1461,1151,0.787816563997262,155,1306,1151,0.787816563997262
CHL,IDN,0,343,343,343,1,0,343,343,1
CHL,IMN,0,0,0,0,0,0,0,0,0
CHL,IND,0,2185,2185,2185,1,0,2185,2185,1
CHL,IRL,155,513,668,358,0.535928143712575,155,513,358,0.535928143712575
CHL,IRN,0,323,323,323,1,0,323,323,1
CHL,IRQ,0,88,88,88,1,0,88,88,1
CHL,ISL,83,44,127,-39,-0.307086614173228,44,83,39,0.307086614173228
CHL,ISR,3292,2140,5432,-1152,-0.212076583210604,2140,3292,1152,0.212076583210604
CHL,ITA,12775,14985,27760,2210,0.0796109510086455,12775,14985,2210,0.0796109510086455
CHL,JAM,0,84,84,84,1,0,84,84,1
CHL,JEY,0,0,0,0,0,0,0,0,0
CHL,JOR,0,335,335,335,1,0,335,335,1
CHL,JPN,0,3231,3231,3231,1,0,3231,3231,1
CHL,KAZ,0,28,28,28,1,0,28,28,1
CHL,KEN,0,76,76,76,1,0,76,76,1
CHL,KGZ,0,16,16,16,1,0,16,16,1
CHL,KHM,0,16,16,16,1,0,16,16,1
CHL,KIR,0,0,0,0,0,0,0,0,0
CHL,KNA,0,48,48,48,1,0,48,48,1
CHL,KOR,0,4247,4247,4247,1,0,4247,4247,1
CHL,KWT,0,36,36,36,1,0,36,36,1
CHL,LAO,0,4,4,4,1,0,4,4,1
CHL,LBN,0,813,813,813,1,0,813,813,1
CHL,LBR,0,20,20,20,1,0,20,20,1
CHL,LBY,0,88,88,88,1,0,88,88,1
CHL,LCA,0,241,241,241,1,0,241,241,1
CHL,LIE,0,8,8,8,1,0,8,8,1
CHL,LKA,0,28,28,28,1,0,28,28,1
CHL,LSO,0,40,40,40,1,0,40,40,1
CHL,LTU,0,68,68,68,1,0,68,68,1
CHL,LUX,227,60,287,-167,-0.581881533101045,60,227,167,0.581881533101045
CHL,LVA,5,137,142,132,0.929577464788732,5,137,132,0.929577464788732
CHL,MAC,0,36,36,36,1,0,36,36,1
CHL,MAR,0,343,343,343,1,0,343,343,1
CHL,MCO,0,36,36,36,1,0,36,36,1
CHL,MDA,0,36,36,36,1,0,36,36,1
CHL,MDG,0,36,36,36,1,0,36,36,1
CHL,MDV,0,4,4,4,1,0,4,4,1
CHL,MEX,6404,6887,13291,483,0.0363403807087503,6404,6887,483,0.0363403807087503
CHL,MHL,0,0,0,0,0,0,0,0,0
CHL,MKD,0,1613,1613,1613,1,0,1613,1613,1
CHL,MLI,1728,355,2083,-1373,-0.659145463274124,355,1728,1373,0.659145463274124
CHL,MLT,0,60,60,60,1,0,60,60,1
CHL,MMR,0,4,4,4,1,0,4,4,1
CHL,MNE,0,0,0,0,0,0,0,0,0
CHL,MNG,0,4,4,4,1,0,4,4,1
CHL,MNP,0,28,28,28,1,0,28,28,1
CHL,MOZ,0,185,185,185,1,0,185,185,1
CHL,MRT,0,4,4,4,1,0,4,4,1
CHL,MSR,0,4,4,4,1,0,4,4,1
CHL,MTQ,0,20,20,20,1,0,20,20,1
CHL,MUS,0,8,8,8,1,0,8,8,1
CHL,MWI,0,8,8,8,1,0,8,8,1
CHL,MYS,0,100,100,100,1,0,100,100,1
CHL,MYT,0,4,4,4,1,0,4,4,1
CHL,NAM,32,24,56,-8,-0.142857142857143,24,32,8,0.142857142857143
CHL,NCL,0,16,16,16,1,0,16,16,1
CHL,NER,0,40,40,40,1,0,40,40,1
CHL,NGA,0,80,80,80,1,0,80,80,1
CHL,NIC,131,945,1076,814,0.756505576208178,131,945,814,0.756505576208178
CHL,NIU,0,20,20,20,1,0,20,20,1
CHL,NLD,3769,2595,6364,-1174,-0.184475172847266,2595,3769,1174,0.184475172847266
CHL,NOR,7207,1356,8563,-5851,-0.683288567090973,1356,7207,5851,0.683288567090973
CHL,NPL,0,36,36,36,1,0,36,36,1
CHL,NRU,0,28,28,28,1,0,28,28,1
CHL,NZL,2572,562,3134,-2010,-0.641352903637524,562,2572,2010,0.641352903637524
CHL,OMN,0,20,20,20,1,0,20,20,1
CHL,PAK,0,638,638,638,1,0,638,638,1
