i,j,Fij,Fji,FSij,FBij,FAij,minFij,maxFij,rangeFij,FDij
MOZ,SUR,0,0,0,0,0,0,0,0,0
MOZ,SVK,0,0,0,0,0,0,0,0,0
MOZ,SVN,5,0,5,-5,-1,0,5,5,1
MOZ,SWE,323,0,323,-323,-1,0,323,323,1
MOZ,SWZ,9844,0,9844,-9844,-1,0,9844,9844,1
MOZ,SXM,0,0,0,0,0,0,0,0,0
MOZ,SYC,0,16997,16997,16997,1,0,16997,16997,1
MOZ,SYR,0,0,0,0,0,0,0,0,0
MOZ,TCA,0,0,0,0,0,0,0,0,0
MOZ,TCD,0,0,0,0,0,0,0,0,0
MOZ,TGO,0,0,0,0,0,0,0,0,0
MOZ,THA,0,0,0,0,0,0,0,0,0
MOZ,TJK,0,0,0,0,0,0,0,0,0
MOZ,TKL,0,0,0,0,0,0,0,0,0
MOZ,TKM,0,0,0,0,0,0,0,0,0
MOZ,TLS,0,0,0,0,0,0,0,0,0
MOZ,TON,0,0,0,0,0,0,0,0,0
MOZ,TTO,0,0,0,0,0,0,0,0,0
MOZ,TUN,0,0,0,0,0,0,0,0,0
MOZ,TUR,0,0,0,0,0,0,0,0,0
MOZ,TUV,0,0,0,0,0,0,0,0,0
MOZ,TZA,13138,7449,20587,-5689,-0.276339437509108,7449,13138,5689,0.276339437509108
MOZ,UGA,26,0,26,-26,-1,0,26,26,1
MOZ,UKR,0,0,0,0,0,0,0,0,0
MOZ,URY,0,0,0,0,0,0,0,0,0
MOZ,USA,0,0,0,0,0,0,0,0,0
MOZ,UZB,0,0,0,0,0,0,0,0,0
MOZ,VAT,0,0,0,0,0,0,0,0,0
MOZ,VCT,0,0,0,0,0,0,0,0,0
MOZ,VEN,51,0,51,-51,-1,0,51,51,1
MOZ,VGB,0,0,0,0,0,0,0,0,0
MOZ,VIR,0,0,0,0,0,0,0,0,0
MOZ,VNM,0,0,0,0,0,0,0,0,0
MOZ,VUT,0,0,0,0,0,0,0,0,0
MOZ,WLF,0,0,0,0,0,0,0,0,0
MOZ,WSM,0,0,0,0,0,0,0,0,0
MOZ,YEM,0,0,0,0,0,0,0,0,0
MOZ,ZAF,716057,20239,736296,-695818,-0.945024826971761,20239,716057,695818,0.945024826971761
MOZ,ZMB,1476,5333,6809,3857,0.566456160963431,1476,5333,3857,0.566456160963431
MOZ,ZWE,121628,97699,219327,-23929,-0.109101934554341,97699,121628,23929,0.109101934554341
MRT,ABW,0,0,0,0,0,0,0,0,0
MRT,AFG,0,0,0,0,0,0,0,0,0
MRT,AGO,0,0,0,0,0,0,0,0,0
MRT,AIA,0,0,0,0,0,0,0,0,0
MRT,ALB,0,0,0,0,0,0,0,0,0
MRT,AND,0,0,0,0,0,0,0,0,0
MRT,ARE,0,70,70,70,1,0,70,70,1
MRT,ARG,0,68,68,68,1,0,68,68,1
MRT,ARM,0,0,0,0,0,0,0,0,0
MRT,ASM,0,0,0,0,0,0,0,0,0
MRT,ATG,0,0,0,0,0,0,0,0,0
MRT,AUS,63,0,63,-63,-1,0,63,63,1
MRT,AUT,38,0,38,-38,-1,0,38,38,1
MRT,AZE,0,0,0,0,0,0,0,0,0
MRT,BDI,0,0,0,0,0,0,0,0,0
MRT,BEL,2367,62,2429,-2305,-0.948950185261424,62,2367,2305,0.948950185261424
MRT,BEN,0,572,572,572,1,0,572,572,1
MRT,BES,0,0,0,0,0,0,0,0,0
MRT,BFA,0,0,0,0,0,0,0,0,0
MRT,BGD,0,0,0,0,0,0,0,0,0
MRT,BGR,2,0,2,-2,-1,0,2,2,1
MRT,BHR,0,0,0,0,0,0,0,0,0
MRT,BHS,0,0,0,0,0,0,0,0,0
MRT,BIH,0,0,0,0,0,0,0,0,0
MRT,BLR,0,0,0,0,0,0,0,0,0
MRT,BLZ,0,0,0,0,0,0,0,0,0
MRT,BMU,0,0,0,0,0,0,0,0,0
MRT,BOL,1,0,1,-1,-1,0,1,1,1
MRT,BRA,0,165,165,165,1,0,165,165,1
MRT,BRB,0,0,0,0,0,0,0,0,0
MRT,BRN,0,0,0,0,0,0,0,0,0
MRT,BTN,0,0,0,0,0,0,0,0,0
MRT,BWA,0,0,0,0,0,0,0,0,0
MRT,CAF,0,0,0,0,0,0,0,0,0
MRT,CAN,963,51,1014,-912,-0.899408284023669,51,963,912,0.899408284023669
MRT,CHE,149,0,149,-149,-1,0,149,149,1
MRT,CHL,4,0,4,-4,-1,0,4,4,1
MRT,CHN,0,164,164,164,1,0,164,164,1
MRT,CIV,12661,479,13140,-12182,-0.927092846270928,479,12661,12182,0.927092846270928
MRT,CMR,0,407,407,407,1,0,407,407,1
MRT,COD,0,93,93,93,1,0,93,93,1
MRT,COG,3245,0,3245,-3245,-1,0,3245,3245,1
MRT,COK,0,0,0,0,0,0,0,0,0
MRT,COL,0,0,0,0,0,0,0,0,0
MRT,COM,0,0,0,0,0,0,0,0,0
MRT,CPV,0,0,0,0,0,0,0,0,0
MRT,CRI,0,0,0,0,0,0,0,0,0
MRT,CUB,0,0,0,0,0,0,0,0,0
MRT,CUW,0,0,0,0,0,0,0,0,0
MRT,CYM,0,0,0,0,0,0,0,0,0
MRT,CYP,0,0,0,0,0,0,0,0,0
MRT,CZE,6,0,6,-6,-1,0,6,6,1
MRT,DEU,0,0,0,0,0,0,0,0,0
MRT,DJI,0,0,0,0,0,0,0,0,0
MRT,DMA,0,0,0,0,0,0,0,0,0
MRT,DNK,28,0,28,-28,-1,0,28,28,1
MRT,DOM,0,0,0,0,0,0,0,0,0
MRT,DZA,0,1697,1697,1697,1,0,1697,1697,1
MRT,ECU,0,0,0,0,0,0,0,0,0
MRT,EGY,153,233,386,80,0.207253886010363,153,233,80,0.207253886010363
MRT,ERI,0,0,0,0,0,0,0,0,0
MRT,ESH,563,29089,29652,28526,0.962026170241468,563,29089,28526,0.962026170241468
MRT,ESP,8781,87,8868,-8694,-0.980378890392422,87,8781,8694,0.980378890392422
MRT,EST,2,0,2,-2,-1,0,2,2,1
MRT,ETH,0,0,0,0,0,0,0,0,0
MRT,FIN,33,0,33,-33,-1,0,33,33,1
MRT,FJI,0,0,0,0,0,0,0,0,0
MRT,FLK,0,0,0,0,0,0,0,0,0
MRT,FRA,19563,0,19563,-19563,-1,0,19563,19563,1
MRT,FRO,0,0,0,0,0,0,0,0,0
MRT,FSM,0,0,0,0,0,0,0,0,0
MRT,GAB,0,87,87,87,1,0,87,87,1
MRT,GBR,172,0,172,-172,-1,0,172,172,1
MRT,GEO,0,0,0,0,0,0,0,0,0
MRT,GHA,14,213,227,199,0.876651982378855,14,213,199,0.876651982378855
MRT,GIB,0,0,0,0,0,0,0,0,0
MRT,GIN,1101,3224,4325,2123,0.490867052023121,1101,3224,2123,0.490867052023121
MRT,GLP,0,0,0,0,0,0,0,0,0
MRT,GMB,3643,0,3643,-3643,-1,0,3643,3643,1
MRT,GNB,613,1249,1862,636,0.34156820622986,613,1249,636,0.34156820622986
MRT,GNQ,0,0,0,0,0,0,0,0,0
MRT,GRC,58,0,58,-58,-1,0,58,58,1
MRT,GRD,0,0,0,0,0,0,0,0,0
MRT,GRL,0,0,0,0,0,0,0,0,0
MRT,GTM,0,0,0,0,0,0,0,0,0
MRT,GUF,0,0,0,0,0,0,0,0,0
MRT,GUM,0,0,0,0,0,0,0,0,0
MRT,GUY,0,0,0,0,0,0,0,0,0
MRT,HKG,0,0,0,0,0,0,0,0,0
MRT,HND,0,0,0,0,0,0,0,0,0
MRT,HRV,0,0,0,0,0,0,0,0,0
MRT,HTI,0,0,0,0,0,0,0,0,0
MRT,HUN,5,0,5,-5,-1,0,5,5,1
MRT,IDN,0,0,0,0,0,0,0,0,0
MRT,IMN,0,0,0,0,0,0,0,0,0
MRT,IND,0,0,0,0,0,0,0,0,0
MRT,IRL,8,0,8,-8,-1,0,8,8,1
MRT,IRN,0,0,0,0,0,0,0,0,0
MRT,IRQ,204,116,320,-88,-0.275,116,204,88,0.275
MRT,ISL,0,0,0,0,0,0,0,0,0
MRT,ISR,0,0,0,0,0,0,0,0,0
MRT,ITA,834,56,890,-778,-0.874157303370787,56,834,778,0.874157303370787
MRT,JAM,0,0,0,0,0,0,0,0,0
MRT,JEY,0,0,0,0,0,0,0,0,0
MRT,JOR,72,0,72,-72,-1,0,72,72,1
MRT,JPN,0,0,0,0,0,0,0,0,0
MRT,KAZ,0,0,0,0,0,0,0,0,0
MRT,KEN,0,0,0,0,0,0,0,0,0
MRT,KGZ,0,0,0,0,0,0,0,0,0
MRT,KHM,0,0,0,0,0,0,0,0,0
MRT,KIR,0,0,0,0,0,0,0,0,0
MRT,KNA,0,0,0,0,0,0,0,0,0
MRT,KOR,0,71,71,71,1,0,71,71,1
MRT,KWT,0,32,32,32,1,0,32,32,1
MRT,LAO,0,0,0,0,0,0,0,0,0
MRT,LBN,0,122,122,122,1,0,122,122,1
MRT,LBR,0,0,0,0,0,0,0,0,0
MRT,LBY,378,143,521,-235,-0.4510556621881,143,378,235,0.4510556621881
MRT,LCA,0,0,0,0,0,0,0,0,0
MRT,LIE,0,0,0,0,0,0,0,0,0
MRT,LKA,0,0,0,0,0,0,0,0,0
MRT,LSO,0,0,0,0,0,0,0,0,0
MRT,LTU,0,0,0,0,0,0,0,0,0
MRT,LUX,0,0,0,0,0,0,0,0,0
MRT,LVA,0,0,0,0,0,0,0,0,0
MRT,MAC,0,0,0,0,0,0,0,0,0
MRT,MAR,1678,355,2033,-1323,-0.650762420068864,355,1678,1323,0.650762420068864
MRT,MCO,0,0,0,0,0,0,0,0,0
MRT,MDA,0,0,0,0,0,0,0,0,0
MRT,MDG,0,0,0,0,0,0,0,0,0
MRT,MDV,0,0,0,0,0,0,0,0,0
MRT,MEX,0,0,0,0,0,0,0,0,0
MRT,MHL,0,0,0,0,0,0,0,0,0
MRT,MKD,0,0,0,0,0,0,0,0,0
MRT,MLI,23331,108528,131859,85197,0.646121993948081,23331,108528,85197,0.646121993948081
MRT,MLT,0,0,0,0,0,0,0,0,0
MRT,MMR,0,0,0,0,0,0,0,0,0
MRT,MNE,0,0,0,0,0,0,0,0,0
MRT,MNG,0,0,0,0,0,0,0,0,0
MRT,MNP,0,0,0,0,0,0,0,0,0
MRT,MOZ,0,0,0,0,0,0,0,0,0
MRT,MRT,0,0,0,0,0,0,0,0,0
MRT,MSR,0,0,0,0,0,0,0,0,0
MRT,MTQ,0,0,0,0,0,0,0,0,0
MRT,MUS,0,0,0,0,0,0,0,0,0
MRT,MWI,0,0,0,0,0,0,0,0,0
MRT,MYS,0,0,0,0,0,0,0,0,0
MRT,MYT,0,0,0,0,0,0,0,0,0
MRT,NAM,0,0,0,0,0,0,0,0,0
MRT,NCL,0,0,0,0,0,0,0,0,0
MRT,NER,0,155,155,155,1,0,155,155,1
MRT,NGA,0,0,0,0,0,0,0,0,0
MRT,NIC,0,0,0,0,0,0,0,0,0
MRT,NIU,0,0,0,0,0,0,0,0,0
MRT,NLD,315,0,315,-315,-1,0,315,315,1
MRT,NOR,65,0,65,-65,-1,0,65,65,1
MRT,NPL,0,0,0,0,0,0,0,0,0
MRT,NRU,0,0,0,0,0,0,0,0,0
MRT,NZL,0,0,0,0,0,0,0,0,0
MRT,OMN,0,0,0,0,0,0,0,0,0
MRT,PAK,0,0,0,0,0,0,0,0,0
MRT,PAN,0,0,0,0,0,0,0,0,0
MRT,PER,0,0,0,0,0,0,0,0,0
MRT,PHL,0,0,0,0,0,0,0,0,0
MRT,PLW,0,0,0,0,0,0,0,0,0
MRT,PNG,0,0,0,0,0,0,0,0,0
MRT,POL,0,0,0,0,0,0,0,0,0
MRT,PRI,0,0,0,0,0,0,0,0,0
MRT,PRK,0,0,0,0,0,0,0,0,0
MRT,PRT,40,0,40,-40,-1,0,40,40,1
MRT,PRY,0,0,0,0,0,0,0,0,0
MRT,PSE,0,167,167,167,1,0,167,167,1
MRT,PYF,0,0,0,0,0,0,0,0,0
MRT,QAT,0,0,0,0,0,0,0,0,0
MRT,REU,0,0,0,0,0,0,0,0,0
MRT,ROU,0,0,0,0,0,0,0,0,0
MRT,RUS,0,62,62,62,1,0,62,62,1
MRT,RWA,0,0,0,0,0,0,0,0,0
MRT,SAU,0,316,316,316,1,0,316,316,1
MRT,SDN,0,0,0,0,0,0,0,0,0
MRT,SEN,46518,18311,64829,-28207,-0.435098489873359,18311,46518,28207,0.435098489873359
MRT,SGP,0,0,0,0,0,0,0,0,0
MRT,SHN,0,0,0,0,0,0,0,0,0
MRT,SLB,0,0,0,0,0,0,0,0,0
MRT,SLE,92,0,92,-92,-1,0,92,92,1
MRT,SLV,0,0,0,0,0,0,0,0,0
MRT,SMR,0,0,0,0,0,0,0,0,0
MRT,SOM,0,0,0,0,0,0,0,0,0
MRT,SPM,0,0,0,0,0,0,0,0,0
MRT,SRB,0,0,0,0,0,0,0,0,0
MRT,SSD,0,0,0,0,0,0,0,0,0
MRT,STP,0,0,0,0,0,0,0,0,0
MRT,SUR,0,0,0,0,0,0,0,0,0
MRT,SVK,0,0,0,0,0,0,0,0,0
MRT,SVN,0,0,0,0,0,0,0,0,0
MRT,SWE,65,0,65,-65,-1,0,65,65,1
MRT,SWZ,0,0,0,0,0,0,0,0,0
MRT,SXM,0,0,0,0,0,0,0,0,0
MRT,SYC,0,0,0,0,0,0,0,0,0
MRT,SYR,0,576,576,576,1,0,576,576,1
MRT,TCA,0,0,0,0,0,0,0,0,0
MRT,TCD,0,52,52,52,1,0,52,52,1
MRT,TGO,145,149,294,4,0.0136054421768707,145,149,4,0.0136054421768707
MRT,THA,0,0,0,0,0,0,0,0,0
MRT,TJK,0,0,0,0,0,0,0,0,0
MRT,TKL,0,0,0,0,0,0,0,0,0
MRT,TKM,0,0,0,0,0,0,0,0,0
MRT,TLS,0,0,0,0,0,0,0,0,0
MRT,TON,0,0,0,0,0,0,0,0,0
MRT,TTO,0,0,0,0,0,0,0,0,0
MRT,TUN,536,257,793,-279,-0.351828499369483,257,536,279,0.351828499369483
MRT,TUR,0,0,0,0,0,0,0,0,0
MRT,TUV,0,0,0,0,0,0,0,0,0
MRT,TZA,0,0,0,0,0,0,0,0,0
MRT,UGA,0,0,0,0,0,0,0,0,0
MRT,UKR,0,0,0,0,0,0,0,0,0
MRT,URY,0,0,0,0,0,0,0,0,0
MRT,USA,0,112,112,112,1,0,112,112,1
MRT,UZB,0,0,0,0,0,0,0,0,0
MRT,VAT,0,0,0,0,0,0,0,0,0
MRT,VCT,0,0,0,0,0,0,0,0,0
MRT,VEN,0,0,0,0,0,0,0,0,0
MRT,VGB,0,0,0,0,0,0,0,0,0
MRT,VIR,0,0,0,0,0,0,0,0,0
MRT,VNM,0,0,0,0,0,0,0,0,0
MRT,VUT,0,0,0,0,0,0,0,0,0
MRT,WLF,0,0,0,0,0,0,0,0,0
MRT,WSM,0,0,0,0,0,0,0,0,0
MRT,YEM,0,0,0,0,0,0,0,0,0
MRT,ZAF,0,0,0,0,0,0,0,0,0
MRT,ZMB,0,0,0,0,0,0,0,0,0
MRT,ZWE,0,0,0,0,0,0,0,0,0
MSR,ABW,0,0,0,0,0,0,0,0,0
MSR,AFG,0,0,0,0,0,0,0,0,0
MSR,AGO,0,0,0,0,0,0,0,0,0
MSR,AIA,295,0,295,-295,-1,0,295,295,1
MSR,ALB,0,0,0,0,0,0,0,0,0
MSR,AND,0,0,0,0,0,0,0,0,0
MSR,ARE,0,0,0,0,0,0,0,0,0
MSR,ARG,0,0,0,0,0,0,0,0,0
MSR,ARM,0,0,0,0,0,0,0,0,0
MSR,ASM,0,0,0,0,0,0,0,0,0
MSR,ATG,1183,117,1300,-1066,-0.82,117,1183,1066,0.82
MSR,AUS,0,0,0,0,0,0,0,0,0
MSR,AUT,0,0,0,0,0,0,0,0,0
MSR,AZE,0,0,0,0,0,0,0,0,0
MSR,BDI,0,0,0,0,0,0,0,0,0
MSR,BEL,0,0,0,0,0,0,0,0,0
MSR,BEN,0,0,0,0,0,0,0,0,0
MSR,BES,0,0,0,0,0,0,0,0,0
MSR,BFA,0,0,0,0,0,0,0,0,0
MSR,BGD,0,0,0,0,0,0,0,0,0
MSR,BGR,0,0,0,0,0,0,0,0,0
MSR,BHR,0,0,0,0,0,0,0,0,0
MSR,BHS,0,0,0,0,0,0,0,0,0
MSR,BIH,0,0,0,0,0,0,0,0,0
MSR,BLR,0,0,0,0,0,0,0,0,0
MSR,BLZ,0,0,0,0,0,0,0,0,0
MSR,BMU,0,0,0,0,0,0,0,0,0
MSR,BOL,0,0,0,0,0,0,0,0,0
MSR,BRA,0,0,0,0,0,0,0,0,0
MSR,BRB,0,0,0,0,0,0,0,0,0
MSR,BRN,0,0,0,0,0,0,0,0,0
MSR,BTN,0,0,0,0,0,0,0,0,0
MSR,BWA,0,0,0,0,0,0,0,0,0
MSR,CAF,0,0,0,0,0,0,0,0,0
MSR,CAN,649,36,685,-613,-0.894890510948905,36,649,613,0.894890510948905
MSR,CHE,0,0,0,0,0,0,0,0,0
MSR,CHL,4,0,4,-4,-1,0,4,4,1
MSR,CHN,0,0,0,0,0,0,0,0,0
MSR,CIV,0,0,0,0,0,0,0,0,0
MSR,CMR,0,0,0,0,0,0,0,0,0
MSR,COD,0,0,0,0,0,0,0,0,0
MSR,COG,0,0,0,0,0,0,0,0,0
MSR,COK,0,0,0,0,0,0,0,0,0
MSR,COL,0,0,0,0,0,0,0,0,0
MSR,COM,0,0,0,0,0,0,0,0,0
MSR,CPV,0,0,0,0,0,0,0,0,0
MSR,CRI,4,0,4,-4,-1,0,4,4,1
MSR,CUB,0,0,0,0,0,0,0,0,0
MSR,CUW,0,0,0,0,0,0,0,0,0
MSR,CYM,0,0,0,0,0,0,0,0,0
MSR,CYP,0,0,0,0,0,0,0,0,0
MSR,CZE,0,0,0,0,0,0,0,0,0
MSR,DEU,0,0,0,0,0,0,0,0,0
MSR,DJI,0,0,0,0,0,0,0,0,0
MSR,DMA,165,293,458,128,0.279475982532751,165,293,128,0.279475982532751
MSR,DNK,0,0,0,0,0,0,0,0,0
MSR,DOM,0,24,24,24,1,0,24,24,1
MSR,DZA,0,0,0,0,0,0,0,0,0
MSR,ECU,0,0,0,0,0,0,0,0,0
MSR,EGY,0,0,0,0,0,0,0,0,0
MSR,ERI,0,0,0,0,0,0,0,0,0
MSR,ESH,0,0,0,0,0,0,0,0,0
MSR,ESP,0,0,0,0,0,0,0,0,0
MSR,EST,0,0,0,0,0,0,0,0,0
MSR,ETH,0,0,0,0,0,0,0,0,0
MSR,FIN,0,0,0,0,0,0,0,0,0
MSR,FJI,0,0,0,0,0,0,0,0,0
MSR,FLK,0,0,0,0,0,0,0,0,0
MSR,FRA,6,0,6,-6,-1,0,6,6,1
MSR,FRO,0,0,0,0,0,0,0,0,0
MSR,FSM,0,0,0,0,0,0,0,0,0
MSR,GAB,0,0,0,0,0,0,0,0,0
MSR,GBR,11687,105,11792,-11582,-0.98219131614654,105,11687,11582,0.98219131614654
MSR,GEO,0,0,0,0,0,0,0,0,0
MSR,GHA,0,0,0,0,0,0,0,0,0
MSR,GIB,0,0,0,0,0,0,0,0,0
MSR,GIN,0,0,0,0,0,0,0,0,0
MSR,GLP,0,0,0,0,0,0,0,0,0
MSR,GMB,0,0,0,0,0,0,0,0,0
MSR,GNB,0,0,0,0,0,0,0,0,0
MSR,GNQ,0,0,0,0,0,0,0,0,0
MSR,GRC,75,0,75,-75,-1,0,75,75,1
MSR,GRD,10,0,10,-10,-1,0,10,10,1
MSR,GRL,0,0,0,0,0,0,0,0,0
MSR,GTM,0,0,0,0,0,0,0,0,0
MSR,GUF,0,0,0,0,0,0,0,0,0
MSR,GUM,0,0,0,0,0,0,0,0,0
MSR,GUY,0,244,244,244,1,0,244,244,1
MSR,HKG,0,0,0,0,0,0,0,0,0
MSR,HND,0,0,0,0,0,0,0,0,0
MSR,HRV,0,0,0,0,0,0,0,0,0
MSR,HTI,0,0,0,0,0,0,0,0,0
MSR,HUN,0,0,0,0,0,0,0,0,0
MSR,IDN,0,0,0,0,0,0,0,0,0
MSR,IMN,0,0,0,0,0,0,0,0,0
MSR,IND,0,0,0,0,0,0,0,0,0
MSR,IRL,1,0,1,-1,-1,0,1,1,1
MSR,IRN,0,0,0,0,0,0,0,0,0
MSR,IRQ,0,0,0,0,0,0,0,0,0
MSR,ISL,0,0,0,0,0,0,0,0,0
MSR,ISR,0,0,0,0,0,0,0,0,0
MSR,ITA,0,0,0,0,0,0,0,0,0
MSR,JAM,0,0,0,0,0,0,0,0,0
MSR,JEY,0,0,0,0,0,0,0,0,0
MSR,JOR,0,0,0,0,0,0,0,0,0
MSR,JPN,0,0,0,0,0,0,0,0,0
MSR,KAZ,0,0,0,0,0,0,0,0,0
MSR,KEN,0,0,0,0,0,0,0,0,0
MSR,KGZ,0,0,0,0,0,0,0,0,0
MSR,KHM,0,0,0,0,0,0,0,0,0
MSR,KIR,0,0,0,0,0,0,0,0,0
MSR,KNA,438,120,558,-318,-0.56989247311828,120,438,318,0.56989247311828
MSR,KOR,0,0,0,0,0,0,0,0,0
MSR,KWT,0,0,0,0,0,0,0,0,0
MSR,LAO,0,0,0,0,0,0,0,0,0
MSR,LBN,0,0,0,0,0,0,0,0,0
MSR,LBR,0,0,0,0,0,0,0,0,0
MSR,LBY,0,0,0,0,0,0,0,0,0
MSR,LCA,28,0,28,-28,-1,0,28,28,1
MSR,LIE,0,0,0,0,0,0,0,0,0
MSR,LKA,0,0,0,0,0,0,0,0,0
MSR,LSO,0,0,0,0,0,0,0,0,0
MSR,LTU,0,0,0,0,0,0,0,0,0
MSR,LUX,0,0,0,0,0,0,0,0,0
MSR,LVA,0,0,0,0,0,0,0,0,0
MSR,MAC,0,0,0,0,0,0,0,0,0
MSR,MAR,0,0,0,0,0,0,0,0,0
MSR,MCO,0,0,0,0,0,0,0,0,0
MSR,MDA,0,0,0,0,0,0,0,0,0
MSR,MDG,0,0,0,0,0,0,0,0,0
MSR,MDV,0,0,0,0,0,0,0,0,0
MSR,MEX,0,0,0,0,0,0,0,0,0
MSR,MHL,0,0,0,0,0,0,0,0,0
MSR,MKD,0,0,0,0,0,0,0,0,0
MSR,MLI,0,0,0,0,0,0,0,0,0
MSR,MLT,0,0,0,0,0,0,0,0,0
MSR,MMR,0,0,0,0,0,0,0,0,0
MSR,MNE,0,0,0,0,0,0,0,0,0
MSR,MNG,0,0,0,0,0,0,0,0,0
MSR,MNP,0,0,0,0,0,0,0,0,0
MSR,MOZ,0,0,0,0,0,0,0,0,0
MSR,MRT,0,0,0,0,0,0,0,0,0
MSR,MSR,0,0,0,0,0,0,0,0,0
MSR,MTQ,0,0,0,0,0,0,0,0,0
MSR,MUS,0,0,0,0,0,0,0,0,0
MSR,MWI,0,0,0,0,0,0,0,0,0
MSR,MYS,0,0,0,0,0,0,0,0,0
MSR,MYT,0,0,0,0,0,0,0,0,0
MSR,NAM,0,0,0,0,0,0,0,0,0
MSR,NCL,0,0,0,0,0,0,0,0,0
MSR,NER,0,0,0,0,0,0,0,0,0
MSR,NGA,0,0,0,0,0,0,0,0,0
MSR,NIC,0,0,0,0,0,0,0,0,0
MSR,NIU,0,0,0,0,0,0,0,0,0
MSR,NLD,0,0,0,0,0,0,0,0,0
MSR,NOR,0,0,0,0,0,0,0,0,0
MSR,NPL,0,0,0,0,0,0,0,0,0
MSR,NRU,0,0,0,0,0,0,0,0,0
MSR,NZL,0,0,0,0,0,0,0,0,0
MSR,OMN,0,0,0,0,0,0,0,0,0
MSR,PAK,0,0,0,0,0,0,0,0,0
MSR,PAN,0,0,0,0,0,0,0,0,0
MSR,PER,0,0,0,0,0,0,0,0,0
MSR,PHL,0,0,0,0,0,0,0,0,0
MSR,PLW,0,0,0,0,0,0,0,0,0
MSR,PNG,0,0,0,0,0,0,0,0,0
MSR,POL,0,0,0,0,0,0,0,0,0
MSR,PRI,0,0,0,0,0,0,0,0,0
MSR,PRK,0,0,0,0,0,0,0,0,0
MSR,PRT,0,0,0,0,0,0,0,0,0
MSR,PRY,0,0,0,0,0,0,0,0,0
MSR,PSE,0,0,0,0,0,0,0,0,0
MSR,PYF,0,0,0,0,0,0,0,0,0
MSR,QAT,0,0,0,0,0,0,0,0,0
MSR,REU,0,0,0,0,0,0,0,0,0
MSR,ROU,0,0,0,0,0,0,0,0,0
MSR,RUS,0,0,0,0,0,0,0,0,0
MSR,RWA,0,0,0,0,0,0,0,0,0
MSR,SAU,0,0,0,0,0,0,0,0,0
MSR,SDN,0,0,0,0,0,0,0,0,0
MSR,SEN,0,0,0,0,0,0,0,0,0
MSR,SGP,0,0,0,0,0,0,0,0,0
MSR,SHN,0,0,0,0,0,0,0,0,0
MSR,SLB,0,0,0,0,0,0,0,0,0
MSR,SLE,0,0,0,0,0,0,0,0,0
MSR,SLV,0,0,0,0,0,0,0,0,0
MSR,SMR,0,0,0,0,0,0,0,0,0
MSR,SOM,0,0,0,0,0,0,0,0,0
MSR,SPM,0,0,0,0,0,0,0,0,0
MSR,SRB,0,0,0,0,0,0,0,0,0
MSR,SSD,0,0,0,0,0,0,0,0,0
MSR,STP,0,0,0,0,0,0,0,0,0
MSR,SUR,0,0,0,0,0,0,0,0,0
MSR,SVK,0,0,0,0,0,0,0,0,0
MSR,SVN,0,0,0,0,0,0,0,0,0
MSR,SWE,0,0,0,0,0,0,0,0,0
MSR,SWZ,0,0,0,0,0,0,0,0,0
MSR,SXM,0,0,0,0,0,0,0,0,0
MSR,SYC,0,0,0,0,0,0,0,0,0
MSR,SYR,0,0,0,0,0,0,0,0,0
MSR,TCA,0,0,0,0,0,0,0,0,0
MSR,TCD,0,0,0,0,0,0,0,0,0
MSR,TGO,0,0,0,0,0,0,0,0,0
MSR,THA,0,0,0,0,0,0,0,0,0
MSR,TJK,0,0,0,0,0,0,0,0,0
MSR,TKL,0,0,0,0,0,0,0,0,0
MSR,TKM,0,0,0,0,0,0,0,0,0
MSR,TLS,0,0,0,0,0,0,0,0,0
MSR,TON,0,0,0,0,0,0,0,0,0
MSR,TTO,0,43,43,43,1,0,43,43,1
MSR,TUN,0,0,0,0,0,0,0,0,0
MSR,TUR,0,0,0,0,0,0,0,0,0
MSR,TUV,0,0,0,0,0,0,0,0,0
MSR,TZA,0,0,0,0,0,0,0,0,0
MSR,UGA,0,0,0,0,0,0,0,0,0
MSR,UKR,0,0,0,0,0,0,0,0,0
MSR,URY,0,0,0,0,0,0,0,0,0
MSR,USA,7287,122,7409,-7165,-0.967067080577676,122,7287,7165,0.967067080577676
MSR,UZB,0,0,0,0,0,0,0,0,0
MSR,VAT,0,0,0,0,0,0,0,0,0
MSR,VCT,0,29,29,29,1,0,29,29,1
MSR,VEN,0,0,0,0,0,0,0,0,0
MSR,VGB,228,0,228,-228,-1,0,228,228,1
MSR,VIR,780,0,780,-780,-1,0,780,780,1
MSR,VNM,0,0,0,0,0,0,0,0,0
MSR,VUT,0,0,0,0,0,0,0,0,0
MSR,WLF,0,0,0,0,0,0,0,0,0
MSR,WSM,0,0,0,0,0,0,0,0,0
MSR,YEM,0,0,0,0,0,0,0,0,0
MSR,ZAF,0,0,0,0,0,0,0,0,0
MSR,ZMB,0,0,0,0,0,0,0,0,0
MSR,ZWE,0,0,0,0,0,0,0,0,0
MTQ,ABW,0,0,0,0,0,0,0,0,0
MTQ,AFG,0,0,0,0,0,0,0,0,0
MTQ,AGO,0,0,0,0,0,0,0,0,0
MTQ,AIA,0,0,0,0,0,0,0,0,0
MTQ,ALB,0,0,0,0,0,0,0,0,0
MTQ,AND,0,0,0,0,0,0,0,0,0
MTQ,ARE,0,0,0,0,0,0,0,0,0
MTQ,ARG,0,0,0,0,0,0,0,0,0
MTQ,ARM,0,0,0,0,0,0,0,0,0
MTQ,ASM,0,0,0,0,0,0,0,0,0
