"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,5,1,,,60,,,,,,,,,,,,,2,664,,,,,,5,,,,,,535,,,,,8,,,,287,,,,32,,,,1572,,,,,4,,40,152,,,,,,,,,,,,,10,,,,,,,,,1,,,,,,,,,,,,,1,,,,,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,31,,,,,,,,,,,,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,,5598,501,,,,463,,,,,,
"AUS",,,,,70,,,7,274,,,,2129,,77,,,23,26,1368,,,68,25,196,,,337,584,21,504,136,,,,129,,18970,173,12,,,1953,4542,8903,,205,,,336,66,,1585,,,3247,399,183,,2545,,6,38,257,442,26,,,63,44,,38,,1832,1190,7839,,74,,,,11239,27,,21503,,,,,61,,,,,,,944,87,688,9796,,,6462,356,3167,20127,,9756,563,,,81,,,110,166,,,,664,,44,50,,,4766,67,,3461,,,,,,434,,,189,122,,,,,536,24,,10021,337,63086,,,,16,,,1794,,,,237,9056,,565,3932,942,1061,,,4016,,,48,533,,,,13,,,346,,,,,691,46,,8706,,222,393,298,,6238,,5594,465,,,,3369,5416,,,1310,543,,33,,,,2904,,,,,,,123443,,74689,,,,612,141,32,,,,264,
"AUT",,,,,,,,,1019,,,20160,,,37,,,,56,3252,,,32,,137,,211,,2318,,,194,,,,,,17095,47,24,,,1046,,,,195,,,,127,,5115,,,386,2192,,,1747,,,197,376,568,11,,,70,,,,,,644,11793,,,,,24,208395,,,2395,,,,,,,,,151,,,8121,145,,,,,767,,4910,17060,,569,262,,,,,,,142,,,,667,3615,60,634,,,,20,,90,,,,,,501,,,13,245,,,,,609,,,6530,,1320,36,,,,,,1307,,,,92,,,189,495,3930,445,,,,,,816,2897,,,,11,,,,,,,,7160,,,,,2604,5475,,,4667,,8714,,,,,5829,58803,,65,,,,,,,,14180,,,,,,,19316,,56016,,,,,811,,,,,,
"AZE",,,,,,,,,,130855,,420,919,,,,,,13611,122,,,,,1,,,,,,,2064,,,,,,2930,,,,,4,,,,,,,,3,,,,,39,681,,,273,,,,,31,,,,1600,,,,,,102,3860,,,,,5544,15517,,,538,,,,,,,,,,,,151,7,,,12128,,49,,13118,668,,,,45483,,,,5311,,2433,,,,,,1031,,,,,,,,,,,,,,,,,,,,,,,,,594,,,,,,,,,368,,,,,,,,,276,58,,,,896,,,752975,,,,,,,,,,,,,,,,,29,4,,,,,499,,,,,2107,440,,172,,,,,,,,16605,7515,,,,82025,,1683,,17468,,,21360,,,,,,,,
"BHS",,,,,,,,2,,,,280,19,,,,,47,,13,,,,,0,19,,,15,23,,4,,,,,,1525,171,,,,2,,,,,,,,12,,,,75,0,,,,13,,10,37,33,14,,,,,,,,,,11,42,,,,,,,,,23,,30,,,,,,13,,,,7,4,,,,,26,,,90,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,54,,,78,,,,,,14,,,,,,,,,,,,,,,,,,,,21,12,,,,,,,,,,,,,,,,,,,53,,,,,27,111,,,,,,,,,,,,251,,,,,1810,,30286,,,,,,,,,,,
"BHR",,,,,,,,,12,,,1330,18,,,,28471,,,55,,,,,0,,,,26,,,8,,,,,,1995,,,,,4,,,,,,,,1,,,,,117,16,,,79,,,20,,378,,,,1,,,,,,18,151,,,,,,,,,24,,,,,,,,,,,,14,1,,,,,80,,,39,,,958,,,,847,,,0,132,,,859,,,,,,,,,,,,,,,,,,,,,,,,49,,,104,,,,,,,,,25,393,,,,,,,110,,,,659,,,,,,,,,,,,,,,,,,,,,,,0,,,142,,43,393,8640,,,70,296,,,,,,,,,,,,,,,,1679,4868,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,29550,2340,,,81920,,,,1962,,,,49,24,,,,45,,1208,603,,,,,,45325,,,,,12,3492,435,,,,,,3,,,,,709,117,138,,695,,,,,239,6,,,12,,,,,1326,1556,4690,,,,,,6129,,,10432,,,,,,,,,,,,68,0,3289037,,,,3164,,,89149,,10175,26192,,,,257626,,,8,3619,,,1109,,,20,,,351422,28598,,13,,,,7235,,49,,,,,,,,1065,32,,243,1121,,1463,,,,,,413,718,108861,,,35,,,,156,103,1297,,169370,8670,,,11,463,,,,,,,,,,808485,,,197,,68502,,,3,,,2192,,10533,658,,,,6289,1831,,,1299,133,,,,,,325,,,,133,,919365,209581,,159527,,,,,,6540,,,,,
"BRB",,,,,,,,284,7,,,430,18,,220,,,,,24,,,,,0,57,,,27,164,,4,,,,,,15460,169,,,,8,,,,,,,,11,,,,176,,6,,,33,,143,,,,38,,,1,,,,,,14,72,,,,,,,,,11,,176,,,,,,229,,,,5,1,,,,,18,,,58,545,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,20,,,,28,,,,,,,,,,,,,,,,94,440,,346,,,,,,,,,,70,,,,,25,,36,,,,,115,69,,,,,,,,1029,,,,,,,,,19706,,55503,368,,,,23,,,,,,
"BLR",,,,,,,,,303,410,,1840,1425,481,,,,,,366,,,,,4,,,,8,,,603,,,,,,10435,,,,,12,,,,,,,,5,,93,,,370,3816,,,635,,,,,262,,,,12796,,,,,,280,3192,,,,,1016,20656,,,1549,,,,,,,,,,,,233,40,,,,,598,,22417,33171,,,,65001,,,,11293,,54799,,,,675,,41370,28,,,,,,23,,,,,,,,,,,,,,,,,,198,,,,,,,,,683,,,,,,,,,78747,834,,,,2845,,25,749972,,,,,,,,,,,,138,,,,,177,104,,,206,,3530,,,,,2049,1006,,692,,,,,,,,296,2076,,,,244715,,2693,,56276,,,27674,,,,,,,,
"BEL",,,,,231,,,,535,,,6510,2201,,28,,,,35,,,,23,,324,,,,1679,,,393,,497,10,,,19720,12,,,,1655,,,,406,,,,288,,373,,84,284,427,,,1736,,,243,588,528,50,,,117,,,,,,544,143882,129,,327,,21,28273,,,5447,,,446,,,81,,,,,18,1624,105,,,,,1603,,5811,46838,,697,164,,,,,,,116,,,,599,41,205,12979,,,,,,136,,127,60,103,,847,,,,,,1064,,,184,,,49330,,,41,,,,,,1306,,,,231,,,589,524,5413,3017,,,,,,1026,463,,,,10,,,,,,,,223,34,,,,666,367,,,6883,,41797,,,,,1904,14201,,,,,56,,,,,8656,,,,38,,,23729,,34862,,,,,389,,,,,,
"BLZ",,,,,,,,13,6,,,60,35,,41,,,21,,,,,,,777,,,,5,,,2,,,,,,1705,323,,,,4,,,,,,,,137,,,,,0,1,,,10,,,,,,325,,,1,,,,,,2,8,,,,,,,,,5,,,,,796,,,,,,260,1,0,,,,,2,,,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2312,,,,,,,,,,,,,,,23,,,,,,,,,,73,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,25,,,,,11,63,,,,,,,,,,,,,,,,,1256,,48974,,,,,19,,,,,,
"BEN",,,,,,,,,,,,80,68,,,,,,,900,,,,,1,,,,26,,,31,3996,,,,1921,1605,,,,,2,,,,,,11432,,1,65120,,,,9,41,,,54,,,,,35,,,,,,,,,,5,19169,,,34101,,,1733,13963,,8,,,,,,928,,,,,,26,0,,,,,33,,,2528,,,,,,,,,,0,,,25,,,,,,,,,1307,,,,549,,,,,,,,,,,,156,,,263,,,,17669,290214,,,,18,,,,,,,,,,29,,,,,,,93,,,,,,,,,,,3393,,,18,,,,0,,,167,,420,,,,,78,503,,,,,67695,,,,,,,,,,,,419,,,,,,,,,,,,,
"BMU",,,,,,,,13,,,,520,16,,36,,,27,,,,,,,0,,,,,,,1,,,,,,2280,32,,,,10,,,,,,,,11,,,,,0,3,,,0,,,15,,,,,,,,,,,,0,107,,,,,,,,,8,,,,,,,,,,,,1,1,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,51,,,,,,,9,,,,,,,,,,,,,,,,,,3536,,8516,,,,,,,,,,,
"BTN",,,,,,,,,,,,1690,21,,,,,,,272,,,,,,,,,,,,28,,,,,,2210,,,,,8,,,,,,,,4,,,,,,3,,,280,,,8,,,,,,,,,,,,3,81,,,,,,,,,2,,,,,,,,,,,,,,6894,,,,7,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73598,194,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,229,,,,30,75,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,
"BOL",,,,,,,,,363142,,,860,435,,,,,,,945,,,,,,,,,38479,,,21,,,,,,4605,,,,,25143,,,,764,,,,364,,32,24,,11,69,,,429,,,162,1051,,51,,,1,,,,,,161,2954,,,,,,4337,,,24,,,,,118,,,,,,105,57,12,,,,,17,,,15410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,,,,,,,,,,,,760,,,60,,,,,,424,,,,386,,1034,7026,34,50,188,58,,,,,,83,,,,,,,,,,,,,,,,,,,,,140,,216020,,,,,3762,2958,,,,,,,,,,,,,,,,,2380,,81051,,,,,1910,,,,,,
"BES",,,,,,,,10,,,282,,,,,,,,,,,,,,18,,,,,,,,,,,,,4095,,,,,,,,,,,,,,,,,2148,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,48,,,,,,
"BIH",,,,,,,,,,,,39730,132666,,,,,,,267,,,,,9,,,,68,,,103,,,,,,35885,,,,,22,,,,,,,,,,402318,,,73,2550,,,18556,,,5,,59,,,,2,,,,,,724,13089,,,,,,161676,,,468,,,,,,,,,,,,388,146,,,,,627,,,10348,,,137,,,,,,,6,,,,292,297,,1587,,,,,,134,,,,,,,,,,34304,,,,,,,,757,,,,,,,8043,,12989,,,,,,,,,3606,37,,,,,,70,505,,,,,,,,,,,,343743,,,,,324,102915,,,175,,2162,,,,,56183,51084,,,,,,,,,,2341,,,,,,,7090,,120693,,,,,22,,,,,,
"BWA",,,,,,,,,,,,1120,22,,13,,,,,30,,,,,,,,,,,,27,,,,,,355,,,,,10,,,,,,,,,,,,,9,74,,,69,,,,,,,,,0,54,,,,,14,38,,,,,,,,,8,,,,,,,,,,,,6,,,,,,78,,,46,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,658,,,214,,,,,,,,,112,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,1,,,36259,,,,,,,82,59,,,,,,,,,,,,,,,,,2582,136,,,,,,,,,,,918,3705
"BRA",,,,,,,,,42283,,,16550,4434,,112,,14083,,89,9227,,,,,22066,,,,,,,87,,,275,,,22920,66,0,,,10065,64552,,,2181,,,,536,,192,,,63,301,2525,,2963,,,611,1825,123,232,,,62,,,,18,,1175,53906,16137,,,,,51692,11,,2356,,,61,,209,97,,1821,,,169,508,105,,,,,10075,,8661,110536,,230552,238,,,,,,,37,,,,227,143,70,195,,,,,,79,,74,159,,,4532,,,,,,,,,534,,,13429,,2728,114,,,,,,3605,,,,1704,,75523,6193,160,270,118415,97,,,,,8,425,,,,9,,,,24,,,609,87,,,,,84,79,,,2539,,132649,,,,4626,6005,32302,,,,197,,,,,,339,,,,,,,32699,,352957,,11978,,,5689,,,,,,
"VGB",,,,,,,,92,,,,0,,,3,,,,,,,,,,,56,,,,,,83,,,,,,95,,,,,,,,,,,,,,,,,92,,,,,,,73,71,,,,,,,,,,,,,,,,,,,,,,1,,14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,9,,,,,,,,,,,,868,,,,,18,,,,,,,1,,,,,,,,,,,74,,,,,,,300,,,2463,,,,,,,,,,
"BRN",,,,,,,,,1,,,3040,5,,,,,,,,,,,,,,,,141,,,1,,,,,,3945,,,,,,,,,,,,,,,,,,4,,,,3,,,,,65,,,,,,,,,,0,45,,,,,,,,,,,,,,,,,,,,,,0,26333,,,,16,,,29,,,57,,,,,,,,,,,,,,,,,5460,,,,,,,,,,,,,,,,,,,,,561,,,,,,,,,29,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,23,,,,,4,43,,24,,,,,,,,,,,,,,,3944,,,,,,,,,,,,,
"BGR",,,,,,,,,294,,,3600,13452,,19,,,,58,14364,,,,,21,,,,236,,,,,,,,,17555,,,,,182,,,,79,,,,70,,303,56,,6709,6113,,,2802,,,70,134,65,,,,78,,,,12,,1298,16552,,,,,215,85217,,,77506,16,,,,,,,,,,,2102,137,,,,,1932,,16128,58493,,,113,,,,,,,538,,,,,10,83,576,,,,,,739,,,,,,246,,,13,70,,,,,30,,,13412,,,57,,,,990,,2055,,,,62,,,65,,1794,4568,,,,122,,20319,5731,,,,,,,,,,,,1161,,,,,1808,475,,,3405,,145061,,,,,6652,4899,,,,,,,,,,475652,,,,,1727,,25990,,62258,,,,,135,,,,,,
"BFA",,,,,,,,,11,,,40,104,,,,,,,868,,10751,,,,,,,25,,,11,,,,,,1010,,,,,2,,,,,,,,,1269928,,,,,12,,,55,,,,,62,,,,,,,,,,6,8208,,,4567,,,1250,47703,,84,,,,,,698,,,,,,,1,,,,,9,,,11105,,,,,,,,,,,,,221,,,,,,,,,43533,,,,,,,,,,,,,,,,71,,,336,,,,19065,,,,,23,,,,,,,,,,,,,,,,,436,,,,,,,,,,,,,,11,,,,4,,,,,1111,,,,,72,570,,,,,12075,,,,,,,,,,,,154,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,1860,83,,,,,,,5830,,,,,0,,,,21,,,15,,,,,,6225,,,,,2,,,,,,,,,,,,,4,2,,37686,519,,,3,,35,,,1029,,360,132,,,,50,1752,,,109,,,566,,,141,,,,,,,,,,,,,,,,,,47,,,985,,,,,4256,,,,,0,,,,,,,,,5314,,,,,,,,,,,,,,,,,1544,,389,,,2746,,,,,,,,,897,,,,,,,,,,,,,,,,,128,64931,,,,,,,,,,,,,,,,,3,,,5673,,101,,,,,2599,540,,,,,,,,,,,,,,20352,,,3159,111256,,,,,,,,,,,3243,
"CPV",,,,,,7493,,,24,,,30,35,,,,,,,582,,,,,110,,,,1184,,,7,,,,,,175,,,,,2,,,,,,,,,346,,,,,11,,,24,,,3,,,,,,,,,,,,10,20933,,,,,,,,,14,,,,,,37,521,,,,,,41,,,,,4,,,6260,,,,,,,,,,1,,,,,,,1060,,,,,,,,,,,,,,,,,,,6267,,,,,11738,,,,,,,,,383,,,,,,,,128,,52513,,,,,,,45,,,,,,,,,1538,,,,,6,,,,,,,,,4499,,,,,351,1977,,,,,36,,,,,,,,,,,,737,,33752,,,,,,,,,,,
"KHM",,,,,,,,,20,,,31720,819,,,,18541,,,1384,,,,,0,,,,27,,,13,,,,,,23755,,,,,8,,,,,,,,3,,,,,0,20,,,191,,,115,,,,,,4,,,,,,278,59482,,,,,,2180,,,22,,,,,,,,,,,,74,1,,,,,11,,,1299,,2683,,,,,,,2273,0,,,,,,,,,,12679,,,,,,,,,,,,,,,,,,,,,678,718,6263,,,,,,,328,,,,,,,,38,27,,,,10863,,,,112,,,,,,,,,,,,,,,,,,2,,,,,82,,,,,494,2383,,,611508,,,,,,,,,,,,,,931,,159212,,,,,,1928,,,,,
"CMR",,,,,,,,,,,,270,559,,,,,,,9681,,,,,10,,,,138,,,8,,,,,,8105,,,29790,,12,,,,,,8502,,9,,,,,62,81,,,548,,,22,31,119,,638,,2,,,,,,616,76324,,,33089,,,16097,95,,491,,,,,,,,,,,,201,4,,,,,339,,,11165,,,,,,,,,,2,,,,,,,39,,,,,1458,,,,391,,,39,,,,,,,,,118,,,1895,,,,411,22173,,,,549,,,,,,,,,48,65,,,,,,2,328,,,,,,,,,,,953,,,,,,,7,,,2137,,5860,,,,,1366,6446,,,,,619,,,,555,,,,,,,,6541,,30195,,,,,,,,,,243,
"CAN",,920,,,,,54,408,528,,,44530,2177,,1446,,,656,148,4795,685,,2272,35,1185,77,,160,1573,210,,232,,,,47,143,,1332,213,,,3621,7498,14357,,919,,,,1387,,998,25,83,1640,539,301,,3486,,158,1152,1610,596,235,,,114,19,,,14,,1878,24169,,135,190,,,15934,230,,13408,10,225,478,,345,116,54,341,563,,249,2090,235,1703,1938,,,5211,198,7885,25581,1342,9995,735,,,,,,,148,,,49,2528,,36,155,,,,80,,1493,,,50,32,,10208,,,125,66,35,,,,188,,,9180,,9350,234,,,,,,2800,,,,1540,232,2337,2063,5480,3061,6417,121,,13922,,,78,547,,,,269,187,166,11,,,,,627,,19,3814,37,363,392,,,4929,,5698,247,,,,3100,11051,,50,695,,42,,,1716,,1410,,448,,237,,,74418,282,868967,,304,,,1083,1205,,,,200,
"CYM",,,,,,,,,,,,80,,,21,,,,,,,,,,,,,,,,,2,,,,,,240,,,,,2,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,64,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,20,25,,,,,,,300,,,,,56,,,,11,,,,,,,,105626,235,,,75211,,4,,,,,,24601,,5,,,,,16,1,,,9,,,128,,55,,,,1,,,,,,2,15699,,,,,,,,,418,,,,,,,,,,,,7,,,,,,8,,,241,,,,,,,,,,1,,,,,,,,,,,,767,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,19,,,,,,,3,,,101,5166,142,,,16064,,80,195,,,,,333,,,,,,,,,,,,228,,,,,,,,,,,,,
