"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,3,0,,,40,,,,,,,,,,,,,1,349,,,,,,4,,,,,,223,,,,,8,,,,178,,,,21,,,,633,,,,,5,,17,98,,,,,,,,,,,,,4,,,,,,,,,0,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,11,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,2669,239,,,,200,,,,,,
"AUS",,,,,65,,,4,148,,,,1237,,42,,,12,12,764,,,40,22,126,,,177,531,4,283,132,,,,77,,10819,105,5,,,1530,3523,4662,,109,,,159,34,,754,,,1516,347,109,,1632,,2,28,206,197,10,,,75,32,,25,,1019,798,3730,,34,,,,6187,14,,8690,,,,,43,7,,,,,,513,60,322,6456,,,3003,91,1569,8540,,4390,118,,,46,,,144,59,,,,523,,32,42,,,3122,69,,3053,,,,,,232,,,131,45,,,,,204,23,,5097,98,31511,,,,7,,,1363,,,,194,6223,,343,2264,531,523,,,4258,,,41,296,,,,4,,,160,,,,,361,27,,5303,,158,201,157,,4470,,3253,228,,,,2531,3090,,,912,349,,32,,,,1212,,,,,,,65105,,30461,,,,313,76,19,,,,119,
"AUT",,,,,,,,,471,,,9428,,,20,,,,18,1406,,,19,,72,,100,,1260,,,528,,,,,,7475,41,14,,,778,,,,120,,,,92,,2598,,,155,2210,,,966,,,133,306,216,5,,,53,,,,,,381,4276,,,,,14,105052,,,662,,,,,,1,,,134,,,5155,58,,,,,255,,2252,4784,,245,64,,,,,,,52,,,,403,1619,34,419,,,,20,,83,,,,,,268,,,10,80,,,,,323,,,2916,,648,23,,,,,,833,,,,59,,,111,275,1878,234,,,,,,287,1401,,,,6,,,,,,,,3389,,,,,2001,1358,,,4551,,4063,,,,,3152,23826,,29,,,,,,,,6666,,,,,,,7907,,18465,,,,,410,,,,,,
"AZE",,,,,,,,,,32661,,273,554,,,,,,7781,117,,,,,0,,,,,,,848,,,,,,1684,,,,,2,,,,,,,,2,,,,,15,663,,,139,,,,,22,,,,856,,,,,,63,1997,,,,,1998,8158,,,184,,,,,,5,,,,,,115,4,,,7306,,26,,6323,208,,,,27154,,,,2355,,1099,,,,,,562,,,,,,,,,,,,,,,,,,,,,,,,,386,,,,,,,,,231,,,,,,,,,147,37,,,,455,,,425084,,,,,,,,,,,,,,,,,15,7,,,,,283,,,,,1409,360,,64,,,,,,,,8160,3732,,,,45884,,991,,10797,,,10745,,,,,,,,
"BHS",,,,,,,,1,,,,144,12,,,,,21,,8,,,,,0,6,,,6,6,,0,,,,,,779,97,,,,3,,,,,,,,9,,,,40,0,,,,8,,5,30,28,3,,,,,,,,,,6,17,,,,,,,,,10,,15,,,,6,,7,,,,4,3,,,,,15,,,95,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,33,,,43,,,,,,11,,,,,,,,,,,,,,,,,,,,15,9,,,,,,,,,,,,,,,,,,,28,,,,,22,67,,,,,,,,,,,,142,,,,,1069,,15038,,,,,,,,,,,
"BHR",,,,,,,,,8,,,933,11,,,,16287,,,30,,,,,0,,,,31,,,6,,,,,,1282,,,,,6,,,,,,,,1,,,,,61,9,,,53,,,18,,155,,,,0,,,,,,19,71,,,,,,,,,14,,,,,,2,,,,,,8,1,,,,,39,,,162,,,247,,,,357,,,1,54,,,736,,,,,,,,,,,,,,,,,,,,,,,,13,,,61,,,,,,,,,16,559,,,,,,,54,,,,506,,,,,,,,,,,,,,,,,,,,,,,0,,,25,,34,206,4065,,,52,117,,,,,,,,,,,,,,,,788,3143,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,24012,1821,,,67542,,,,1732,,,,35,27,,,,54,,1114,284,,,,,,29673,,,,,17,2163,268,,,,,,3,,,,,668,160,60,,608,,,,,159,6,,,32,,,,,738,1614,3766,,,,,,4187,,,9172,,,,,,1,,,,,,57,4,1645358,,,,2276,,,77938,,4834,8023,,,,292017,,,4,1459,,,1192,,,20,,,228434,36556,,6,,,,3103,,40,,,,,,,,797,20,,118,544,,740,,,,,,352,551,231922,,,33,,,,69,85,1073,,147723,10183,,,97,407,,,,,,,,,,777664,,,176,,44153,,,3,,,2985,,7072,494,,,,4269,1510,,,807,53,,,,,,301,,,,18,,873398,114107,,109401,,,,,,4306,,,,,
"BRB",,,,,,,,177,1,,,246,11,,152,,,,,5,,,,,0,53,,,9,115,,1,,,,,,6367,118,,,,5,,,,,,,,7,,,,34,,3,,,24,,91,,,,20,,,1,,,,,,11,35,,,,,,,,,8,,89,,,,10,,143,,,,0,1,,,,,8,,,51,263,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,16,,,,15,,,,,,,,,,,,,,,,45,208,,201,,,,,,,,,,36,,,,,38,,22,,,,,79,48,,,,,,,,512,,,,,,,,,12043,,26505,192,,,,5,,,,,,
"BLR",,,,,,,,,141,118,,900,427,111,,,,,,238,,,,,3,,,,10,,,205,,,,,,5245,,,,,11,,,,,,,,2,,16,,,78,1710,,,238,,,,,96,,,,4309,,,,,,142,1239,,,,,203,7379,,,326,,,,,,,,,,,,75,10,,,,,261,,10038,16332,,,,34701,,,,3679,,16745,,,,460,,12041,8,,,,,,5,,,,,,,,,,,,,,,,,,132,,,,,,,,,320,,,,,,,,,28635,443,,,,763,,16,327520,,,,,,,,,,,,16,,,,,70,40,,,167,,1207,,,,,1100,375,,277,,,,,,,,56,1323,,,,100989,,1167,,29733,,,12881,,,,,,,,
"BEL",,,,,119,,,,267,,,3722,1225,,18,,,,21,,,,13,,204,,,,1449,,,798,,288,6,,,9283,7,,,,1260,,,,256,,,,171,,176,,42,127,468,,,1126,,,157,432,218,26,,,91,,,,,,468,69666,60,,285,,9,14572,,,2005,,,241,,,26,,,,,17,1057,58,,,,,730,,2658,19565,,307,34,,,,,,,60,,,,406,18,108,10112,,,,,,141,,55,36,93,,490,,,,,,697,,,92,,,24288,,,34,,,,,,875,,,,186,,,335,241,2710,1602,,,,,,570,263,,,,6,,,,,,,,122,14,,,,528,157,,,6184,,22327,,,,,1345,7874,,,,,44,,,,,3857,,,,19,,,12947,,18138,,,,,210,,,,,,
"BLZ",,,,,,,,8,1,,,45,20,,15,,,11,,,,,,,456,,,,0,,,0,,,,,,953,194,,,,6,,,,,,,,83,,,,,0,0,,,4,,,,,,161,,,0,,,,,,1,1,,,,,,,,,0,,,,,473,2,,,,,194,2,0,,,,,0,,,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,,,,,,,,,,,,,,,13,,,,,,,,,,56,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,,14,,,,,6,27,,,,,,,,,,,,,,,,,487,,22479,,,,,10,,,,,,
"BEN",,,,,,,,,,,,76,55,,,,,,,822,,,,,0,,,,21,,,16,2124,,,,1280,1600,,,,,3,,,,,,8006,,0,36876,,,,8,31,,,28,,,,,25,,,,,,,,,,17,10895,,,28069,,,1273,9492,,5,,,,,,280,,,,,,7,1,,,,,12,,,1526,,,,,,,,,,2,,,22,,,,,,,,,937,,,,331,,,,,,,,,,,,67,,,184,,,,6589,193115,,,,15,,,,,,,,,,32,,,,,,,71,,,,,,,,,,,1890,,,40,,,,1,,,191,,273,,,,,65,378,,,,,34247,,,,,,,,,,,,281,,,,,,,,,,,,,
"BMU",,,,,,,,9,,,,290,9,,15,,,14,,,,,,,0,,,,,,,0,,,,,,958,27,,,,11,,,,,,,,6,,,,,0,2,,,0,,,13,,,,,,,,,,,,4,38,,,,,,,,,4,,,,,,,,,,,,0,2,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,58,,,,,,,9,,,,,,,,,,,,,,,,,,2192,,4459,,,,,,,,,,,
"BTN",,,,,,,,,,,,3017,14,,,,,,,193,,,,,,,,,,,,14,,,,,,2116,,,,,12,,,,,,,,3,,,,,,1,,,331,,,8,,,,,,,,,,,,1,73,,,,,,,,,1,,,,,,2,,,,,,,,3448,,,,5,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14760,169,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,130,,,,20,43,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,,
"BOL",,,,,,,,,207475,,,500,231,,,,,,,461,,,,,,,,,24829,,,11,,,,,,2106,,,,,24514,,,,479,,,,231,,19,11,,7,54,,,240,,,101,808,,29,,,1,,,,,,76,1289,,,,,,2068,,,10,,,,,63,2,,,,,108,34,4,,,,,7,,,5685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,,,,,,,,,,,,355,,,39,,,,,,285,,,,223,,522,9112,18,37,31,27,,,,,,58,,,,,,,,,,,,,,,,,,,,,27,,58927,,,,,2261,1466,,,,,,,,,,,,,,,,,1362,,42527,,,,,1018,,,,,,
"BES",,,,,,,,5,,,157,,,,,,,,,,,,,,10,,,,,,,,,,,,,1849,,,,,,,,,,,,,,,,,953,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,24,,,,,,
"BIH",,,,,,,,,,,,18404,78890,,,,,,,263,,,,,8,,,,37,,,77,,,,,,17926,,,,,20,,,,,,,,,,190941,,,32,1661,,,9855,,,5,,25,,,,2,,,,,,412,6680,,,,,,84000,,,128,,,,,,2,,,,,,155,79,,,,,298,,,2380,,,26,,,,,,,6,,,,229,133,,1402,,,,,,157,,,,,,,,,,12819,,,,,,,,413,,,,,,,3623,,6575,,,,,,,,,1399,7,,,,,,6,452,,,,,,,,,,,,147578,,,,,281,61384,,,116,,1028,,,,,28533,26201,,,,,,,,,,1095,,,,,,,3977,,62661,,,,,13,,,,,,
"BWA",,,,,,,,,,,,668,10,,9,,,,,20,,,,,,,,,,,,16,,,,,,347,,,,,8,,,,,,,,,,,,,5,62,,,27,,,,,,,,,0,14,,,,,11,17,,,,,,,,,3,,,,,,30,,,,,,3,,,,,,43,,,23,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,317,,,117,,,,,,,,,57,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,2,,,39563,,,,,,,44,32,,,,,,,,,,,,,,,,,1600,99,,,,,,,,,,,371,2099
"BRA",,,,,,,,,20566,,,12803,1805,,58,,8057,,26,4939,,,,,13391,,,,,,,56,,,135,,,13147,34,0,,,7206,47603,,,1104,,,,267,,67,,,22,280,1397,,1197,,,319,1212,44,114,,,54,,,,4,,597,21628,9784,,,,,18472,7,,641,,,28,,141,10,,1303,,,97,1053,36,,,,,5979,,3863,34079,,86902,48,,,,,,,15,,,,155,52,21,126,,,,,,67,,28,102,,,2996,,,,,,,,,219,,,5775,,1803,56,,,,,,1691,,,,941,,38569,5147,79,150,54298,45,,,,,9,235,,,,6,,,,2,,,322,32,,,,,47,37,,,1983,,35030,,,,2743,2709,10771,,,,38,,,,,,119,,,,,,,17951,,138165,,4965,,,2936,,,,,,
"VGB",,,,,,,,48,,,,0,,,0,,,,,,,,,,,37,,,,,,43,,,,,,40,,,,,,,,,,,,,,,,,16,,,,,,,42,39,,,,,,,,,,,,,,,,,,,,,,0,,7,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,7,,,,,,,,,,,,412,,,,,25,,,,,,,2,,,,,,,,,,,32,,,,,,,161,,,1053,,,,,,,,,,
"BRN",,,,,,,,,1,,,1406,6,,,,,,,,,,,,,,,,12,,,1,,,,,,2330,,,,,,,,,,,,,,,,,,0,,,,5,,,,,23,,,,,,,,,,2,14,,,,,,,,,,,,,,,,,,,,,,0,16265,,,,7,,,15,,,1,,,,,,,,,,,,,,,,,4137,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,20,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,11,,,,,7,30,,12,,,,,,,,,,,,,,,2311,,,,,,,,,,,,,
"BGR",,,,,,,,,138,,,1844,6814,,16,,,,31,14340,,,,,12,,,,143,,,,,,,,,9074,,,,,164,,,,45,,,,32,,98,15,,1899,5821,,,3317,,,43,88,24,,,,213,,,,10,,1239,11924,,,,,102,43236,,,24701,12,,,,,2,,,,,,639,122,,,,,902,,7318,19620,,,20,,,,,,,102,,,,,3,54,302,,,,,,647,,,,,,113,,,12,64,,,,,6,,,8708,,,22,,,,446,,3193,,,,45,,,43,,995,2562,,,,64,,4030,3964,,,,,,,,,,,,299,,,,,1490,722,,,3019,,64972,,,,,4488,2435,,,,,,,,,,172597,,,,,1172,,15943,,37783,,,,,89,,,,,,
"BFA",,,,,,,,,2,,,34,67,,,,,,,694,,6775,,,,,,,13,,,8,,,,,,978,,,,,2,,,,,,,,,740814,,,,,11,,,60,,,,,40,,,,,,,,,,16,4643,,,4271,,,913,31286,,12,,,,,,518,,,,,,,1,,,,,6,,,8146,,,,,,,,,,,,,186,,,,,,,,,29161,,,,,,,,,,,,,,,,33,,,229,,,,10681,,,,,25,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,7,,,,4,,,,,825,,,,,44,345,,,,,7443,,,,,,,,,,,,108,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,1228,58,,,,,,,3028,,,,,0,,,,25,,,8,,,,,,4143,,,,,3,,,,,,,,,,,,,3,3,,16304,251,,,0,,24,,,560,,197,90,,,,34,798,,,102,,,323,,,69,,,,,,26,,,,,,,,,,,,24,,,432,,,,,4156,,,,,1,,,,,,,,,4436,,,,,,,,,,,,,,,,,784,,232,,,1137,,,,,,,,,481,,,,,,,,,,,,,,,,,110,68378,,,,,,,,,,,,,,,,,3,,,4333,,49,,,,,1382,230,,,,,,,,,,,,,,23154,,,1768,87663,,,,,,,,,,,2519,
"CPV",,,,,,4238,,,10,,,23,17,,,,,,,334,,,,,45,,,,634,,,4,,,,,,84,,,,,2,,,,,,,,,200,,,,,8,,,13,,,0,,,,,,,,,,,,10,9792,,,,,,,,,6,,,,,,21,215,,,,,,15,,,,,3,,,1475,,,,,,,,,,0,,,,,,,862,,,,,,,,,,,,,,,,,,,3356,,,,,5624,,,,,,,,,226,,,,,,,,131,,26858,,,,,,,26,,,,,,,,,655,,,,,27,,,,,,,,,1826,,,,,184,1233,,,,,22,,,,,,,,,,,,403,,18593,,,,,,,,,,,
"KHM",,,,,,,,,14,,,15851,421,,,,10607,,,566,,,,,0,,,,17,,,1,,,,,,10694,,,,,5,,,,,,,,0,,,,,0,18,,,102,,,62,,,,,,4,,,,,,127,31047,,,,,,1062,,,8,,,,,,5,,,,,,35,0,,,,,2,,,772,,1509,,,,,,,1820,0,,,,,,,,,,9536,,,,,,,,,,,,,,,,,,,,,309,226,3301,,,,,,,164,,,,,,,,20,20,,,,6904,,,,95,,,,,,,,,,,,,,,,,,1,,,,,32,,,,,239,1032,,,308027,,,,,,,,,,,,,,477,,84098,,,,,,574,,,,,
"CMR",,,,,,,,,,,,268,410,,,,,,,7683,,,,,11,,,,96,,,12,,,,,,9229,,,14015,,11,,,,,,6727,,4,,,,,32,83,,,464,,,12,32,76,,535,,13,,,,,,599,30982,,,26905,,,9590,77,,233,,,,,,142,,,,,,205,5,,,,,143,,,5749,,,,,,,,,,1,,,,,,,28,,,,,923,,,,256,,,33,,,,,,,,,95,,,927,,,,183,14755,,,,370,,,,,,,,,31,48,,,,,,25,266,,,,,,,,,,,403,,,,,,,16,,,2617,,3127,,,,,810,2609,,,,,446,,,,369,,,,,,,,4051,,26858,,,,,,,,,,114,
"CAN",,731,,,,,16,209,273,,,24794,1228,,854,,,304,58,2212,392,,1250,18,651,60,,54,1271,107,,296,,,,22,85,,687,94,,,2913,5891,7796,,569,,,,792,,477,11,59,741,453,187,,1948,,94,682,1121,263,131,,,82,7,,,6,,988,11332,,90,165,,,8299,135,,5186,10,152,224,,260,30,24,210,291,,194,1276,130,811,1122,,,2186,76,3801,11022,691,4254,166,,,,,,,65,,,25,1930,,13,130,,,,82,,1285,,,36,20,,4700,,,113,10,18,,,,83,,,4585,,4812,131,,,,,,1469,,,,1053,170,1470,2083,3077,1599,3275,56,,13782,,,58,316,,,,119,69,94,4,,,,,323,,12,2433,18,264,203,,,4294,,3200,130,,,,1789,5186,,27,469,,31,,,920,,642,,246,,134,,,41208,178,269786,,103,,,593,891,,,,83,
"CYM",,,,,,,,,,,,67,,,13,,,,,,,,,,,,,,,,,2,,,,,,144,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,47,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,18,19,,,,,,,228,,,,,51,,,,3,,,,,,,,134293,536,,,41460,,5,,,,,,16302,,4,,,,,7,0,,135260,3,,,86,,26,,,,0,,,,,,2,8115,,,,,,,,,189,,,,,,14,,,,,,5,,,,,,3,,,126,,,,,,,,,,0,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,344,,,,,,,19,,,143,2650,97,,,6908,,57,105,,,,,214,,,,,,,,,,,,103,,,,,,,,,,,,,
