"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"BRN",,,,,,,,,2,,,2100,4,,,,,,,,,,,,,,,,,,,0,,,,,,4338,,,,,,,,,,,,,,,,,,2,,,,4,,,,,50,,,,,,,,,,0,35,,,,,,,,,,,,,,,,,,,,,,0,31057,,,,19,,,5,,,30,,,,,,,,,,,,,,,,,3425,,,,,,,,,,,,,,,,,,,,,545,,,,,,,,,21,,,,,,,,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,39,,,,,0,32,,27,,,,,,,,,,,,,,,2692,,,,,,,,,,,,,
"BGR",,,,,,,,,618,,,3020,10888,,0,,,,63,1111,,,,,16,,,,283,,,,,,,,,9449,,,,,91,,,,70,,,,54,,262,153,,2799,2308,,,666,,,436,81,50,,,,,,,,3,,421,10012,,,,,225,33214,,,38534,6,,,,,,,,,,,1429,74,,,,,1081,,19308,10400,,,62,,,,,,,50,,,,,24,28,96,,,,,,230,,,,,,322,,,2,,,,,,41,,,1650,,,61,,,,938,,787,,,,66,,,50,,1766,624,,,,211,,19404,8749,,,,,,,,,,,,1203,,,,,1437,183,,,1653,,3678,,,,,3508,3708,,,,,,,,,,447912,,,,,1983,,5178,,35981,,,,,122,,,,,,
"BFA",,,,,,,,,24,,,10,84,,,,,,,472,,6154,,,,,,,,,,6,,,,,,322,,,,,1,,,,,,,,,1161053,,,,,3,,,21,,,,,48,,,,,,,,,,1,4079,,,3616,,,2029,46451,,7,,,,,,598,,,,,,,0,,,,,11,,,4866,,,,,,,,,,,,,373,,,,,,,,,20155,,,,,,,,,,,,,,,,94,,,181,,,,18432,,,,,11,,,,,,,,,,,,,,,,,592,,,,,,,,,,,,,,33,,,,1,,,,,347,,,,,34,431,,,,,8781,,,,,,,,,,,,94,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,30,67,,,,,,,1719,,,,,1,,,,,,,9,,,,,,2323,,,,,1,,,,,,,,,,,,,2,0,,36692,241,,,4,,27,,,1663,,255,35,,,,5,1431,,,87,,,429,,,137,,,,,,,,,,,,,,,,,,56,,,553,,,,,198,,,,,1,,,,,,,,,5677,,,,,,,,,,,,,,,,,985,,511,,,444,,,,,,,,,58,,,,,,,,,,,,,,,,,153,56107,,,,,,,,,,,,,,,,,0,,,1543,,103,,,,,83,408,,,,,,,,,,,,,,14278,,,1953,628609,,,,,,,,,,,1796,
"CPV",,,,,,4724,,,49,,,30,28,,,,,,,445,,,,,2,,,,,,,4,,,,,,322,,,,,1,,,,,,,,,318,,,,,7,,,18,,,4,,,,,,,,,,,,4,17416,,,,,,,,,34,,,,,,78,576,,,,,,37,,,,,5,,,5037,,,,,,,,,,1,,,,,,,1422,,,,,,,,,,,,,,,,,,,4001,,,,,10923,,,,,,,,,234,,,,,,,,11,,44701,,,,,,,47,,,,,,,,,2488,,,,,3,,,,,,,,,2441,,,,,294,1496,,,,,23,,,,,,,,,,,,319,,27281,,,,,,,,,,,
"KHM",,,,,,,,,44,,,24970,663,,,,13455,,,950,,,,,0,,,,,,,9,,,,,,18784,,,,,4,,,,,,,,2,,,,,0,8,,,129,,,144,,,,,,,,,,,,83,73710,,,,,,865,,,10,,,,,,,,,,,,51,2,,,,,12,,,292,,1761,,,,,,,1197,0,,,,,,,,,,3413,,,,,,,,,,,,,,,,,,,,,522,635,4643,,,,,,,173,,,,,,,,186,23,,,,44,,,,148,,,,,,,,,,,,,,,,,,0,,,,,103,,,,,324,1803,,,153382,,,,,,,,,,,,,,680,,140456,,,,,,15945,,,,,
"CMR",,,,,,,,,,,,70,453,,,,,,,2174,,,,,2,,,,,,,4,,,,,,2278,,,36353,,6,,,,,,5614,,7,,,,,26,3,,,137,,,4,19,92,,333,,,,,,,,24,39229,,,26199,,,9001,68,,434,,,,,,,,,,,,136,2,,,,,405,,,3468,,,,,,,,,,1,,,,,,,53,,,,,567,,,,385,,,6,,,,,,,,,156,,,859,,,,397,10943,,,,197,,,,,,,,,10,57,,,,,,0,488,,,,,,,,,,,792,,,,,,,3,,,992,,1239,,,,,108,4879,,,,,423,,,,0,,,,,,,,3125,,12063,,,,,,,,,,18,
"CAN",,1337,,,,,44,356,1110,,,30240,1761,,1351,,,791,160,3871,487,,2579,23,1672,164,,106,1256,163,,111,,,,85,,,1393,281,,,1809,6215,15273,,780,,,,1074,,413,69,,684,241,209,,2862,,105,4351,971,464,249,,,60,12,,,5,,993,17588,,134,151,,,11647,164,,12366,11,205,329,,251,239,58,202,566,,259,1422,195,2009,92,,,2976,133,6238,6280,1414,10089,396,,,,,,,87,,,238,2098,,57,208,,,,78,,1603,,,50,34,,7245,,,32,,33,,,,248,,,8136,,7563,180,,,,,,2242,,,,438,274,2575,893,1872,1614,7283,259,,3703,,,138,385,,,,197,208,154,14,,,,,259,,36,996,,288,345,,,2392,,4185,61,,,,2280,8364,,54,907,,23,,,947,,1329,,406,,243,,,70115,247,841612,,355,,,964,201,,,,157,
"CYM",,,,,,,,,,,,20,,,9,,,,,,,,,,,,,,,,,1,,,,,,89,,,,,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,67,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,10,20,,,,,,,182,,,,,0,,,,,,,,,,,,,173,,,9463,,2,,,,,,16245,,4,,,,,7,1,,,2,,,7,,43,,,,,,,,,,2,9041,,,,,,,,,91,,,,,,,,,,,,6,,,,,,9,,,63,,,,,,,,,,2,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,3,,,,,,,0,,,50,,241,,,18639,,11,147,,,,,226,,,,,,,,,,,,299,,,,,,,,,,,,,
"TCD",,,,,,16,,,,,,40,9,,,169,,,,196,,253,,,1,,,,,,,3,,,,,82221,614,,15183,,,17,,,,,,5249,,,,,,,,4,,,2,,,4,,244,,,,,,,,,,3,2719,,,2339,,,297,9,,24,,,,,,,,,,,,1,,,,,,12,,,124,,,32,,,,795,,,,,,,631,,,,,,,,,,,,51,,,,,,,,,,,,,,,56,,,,720,11871,,,,7,,,,,,,,,,,,6597,,,,,112,,,,,,,,,,,,,,1,,,91,0,,,,,141,,,72615,,28,216,,,,,433,,,,,,,,,,,1739,180,,,,,,,,,,,,,
"JEY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12513,,,,,,,,,,,,,
"CHL",,,,,58,,,,205945,,,26080,870,,8,,,,,4912,,,,,4388,,,,17172,,,10,,,,,,24970,,,,,,,,,1761,,,,1327,,87,203,,22,15,,,1326,,,2310,4702,20,207,,,,,,65,,,183,14060,,,,,,6279,,,391,,,,,191,,,,300,,230,108,52,,,,,164,,3024,5164,,,,,,,,,,2,,,,,,,51,,,,,,,,,,,,5685,,,,,,,,,44,,,2787,,735,111,,,,,,5444,,,,1060,,2382,5239,108,24,188,837,,,,,0,662,,,,,,,,,,,,,,,,,17,16,,,281,,22607,,,,,26842,5238,,,,,,,,,,41,,,,,,,4966,,82855,,1455,,,15733,,,,,,
"CHN",,,,299,,,,110,7432,,622,144690,12165,,93,,122691,,,6757,1094,,170,570,538,74,,1348,10326,,1926,524,,,51,2998,,412162,,,,,2258,,1886037,204282,1551,,459,,222,,0,339,,728,605,19511,,3580,,23,4413,1214,562,187,,98,124,,,,1,833,1783,44375,1440,641,179,,74,49190,135,,560,1,,,2710,415,166,,580,313,,443,7543,177,92343,83502,,,7229,,921,74865,,335600,11240,1588,,,,438,3005,326,5103,114,,2264,52,137,927,1458,,54430,,76,220,153,139,156,8024,,2665,,,2013,,,,,44999,4078,428,22820,32395,101,37900,81,,,,,13566,3617,,363,1079,11300,103,882,2981,88418,674,2291,1315,,92142,,,2100,60177,,,,38,,,75,,,,,1870,103,266,250198,,681,201,228,,9841,,2138,588,,1746,3135,8150,11538,,52,200,1104,313,,115,461,,1634,,,,374,7502,,144073,,1348465,,,,,9988,2573,,,,166,
"HKG",,,,,,,,,9,,,75420,194,,25,,,,,,50,,,,15,185,,,,,482,,,,,229,,237754,,,,,51,3152,,14240,30,,,,2506,,,,,,12,106,,491,,,,41,,7,,,,,,,,,,2371,,,,,,,,,51,,,,,,,,,,,,,,,,,,1108,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,25,,,8,,,,,,,,,,,,,10996,,,,,,,884,,,,371,,,,268,,91,,,,,,,34,,,,,,,,,,,,,,,51442,,,,,,679,,,,,,,561,,,,,,,,,,,54,,,,,,,74718,,208749,,,,,490,,,,,,
"MAC",,,,,,,,,,,,2050,11,,,,,,,,,,,,,,,,,,,,,,,,,6805,,,,,9,12685,60316,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,2865,,,,,,,,,,,,,,,,,,,,,,9861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6888,,,,,,,,,,,
"COL",,,,,,,,,3622,,7043,4000,1086,,33,,,,,2671,,,,,1342,2495,,,4169,,,10,,,,,,17942,235,,,,3913,,,,,,,,5995,,0,182,,57,36,,,2040,,,5737,71556,43,363,,,,,,,43,,352,16023,,,,,,8584,,,385,,,,,730,,,,746,,644,135,62,,,,,,,1800,14993,,,30,,,,,,,4,,,,,1,,23,,,,,,,,,,,,6639,,,,,,,,,,,,8883,,209,309,,,,,,3230,,,,21473,,,4331,56,59,362,3813,,,,,,249,,,,,,,,,,,,,,,,,34,4,,,249,,40145,,,,,7317,7917,,,,,,,,,,44,,,,,,,11920,,522819,,,,,617257,,,,,,
"COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,1,,,,,,,,,,,,,,1,,,16,,,,,664,,,93,,,,,,,2,20078,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,11,,,,,,,,,,,,,,3162,,,,8050,,,,,,,,,,36203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,,13,,,,,,,,,,,,,,,,,,0,,,83,,,,,,,9,21,,,,,,,,,,,,,,,,,60,487,,,,,,,,,,,,
"COG",,,,,,543,,,88,,,130,316,,,,,,,3445,,691,,,5,,,,,,,8,,,,,,282,,,839,,12,,,,,,,,6,,,,,,32,,9470,84,,,,,55,,,,,36,,,,,12,51524,,,8440,,,1337,,,843,,,,,,,,,,,,55,,,,,,1312,,,3287,,,,,,,,,,2,,,,297,,,,,1509,,,3856,,,,,,,,,,,,,1243,,,1468,,,587,,,,,,,,,266,,,,,,,,555,50,1812,,,,,,,341,,,,,,,,,,,,,,,,,14,2,,,7885,,623,,,,,160,955,,,,,155,,,,,,,,,,,,3162,23123,,,,,,,,,,,4330,
"COK",,,,,,,,,,,,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,11,,,,,,,,,,,30,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRI",,,,,,,,,257,,,350,124,,66,,,,,131,,,,,141,,,,239,,,3,,,,,,2476,284,,,,455,,,,822,,,,,,,,,2,5,,,93,,,1896,389,,818,,,,,,,,,21,448,,,,,,762,,,27,,,,,734,,,,246,,639,22,6,,,,,12,,,509,106,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3166,,,,,,,,,,,,413,,,6948,,,,,,177,,,,4654,,,246,29,21,,577,,,,,,33,,,,,,,,,,,,,,,,,,1,,,,,1249,,,,,207,600,,,,,,,,,,51,,,,,,,355,,73694,,,,,1178,,,,,,
"CIV",,,,,,7,,,1,,,60,148,,,,,,,1080,,4977,,,1,,,,,,,3,383695,,15,,,1723,,,,,9,,,,,,,,2,,,,,,7,,,311,,,,,168,,,,,,,,,,41,43589,,,1755,,,2753,5465,,116,,,,,,3087,,,,,,16,1,,,,,154,,,12341,,,,,,,,,,2,,,2093,438,,,,,,,,54884,,,,192,,,6,,,,,,,,,41,,,353,,,,1147,,,,,122,,,,,,,,,,91,,,,,,,85,,,,,,,,,,,2195,,,70,,,,1,,,481,,436,,,,,315,2005,,,2,,2017,,,,632,,,,,58,,,2697,,7355,,,,,,,,,,,
"HRV",,,,,,,,,2067,,,58210,54995,,,,,,,93,,,,,55,,33326,,,,,42,,,,,,39257,,,,,374,,,,49,,,,18,,,,,38,835,,,579,,,,34,76,,,,,,,,,,104,11140,,,,,,209603,,,355,,,,,,,,,,,,1595,11,,,,,589,,,29115,,,31,,,,,,,8,,,,,157,,365,,,,,,54,,,,,,82,,,,,,,,,,,,129,,2218,,,,,1253,,1425,,,,46,,,67,,835,92,,,,,,1543,250,,,,,,,,,,,,325449,,,,,527,59921,,,428,,630,,,,,5229,14894,,,,,,,,,,207,,,,,,,6757,,41946,,,,,351,,,,,,
"CUB",,,,,,,,17,2319,,,510,609,,110,,,,46,642,,,18,,513,1970,,,1346,,,132,,,115,,,5269,753,,,,2984,,,,1454,,266,,4391,,,,,16,247,,,170,,7,8335,1242,,80,,,,,,,,,125,2162,,,,,13,7251,,,208,,,,,418,75,,,1084,,455,417,14,,,,,96,,,11659,1928,,,,,,,,,70,,,,,,,20,,,,,,,,,,,,7267,,,,,,,,,893,,,624,,,754,,,,,,209,,,,1676,,,660,,191,396,19054,,,,,1,2246,,,,18,,,,,,,,30,33,,,,90,3,,,645,,45738,,,,,1489,2142,,,,101,,,,40,,40,,,,17,,,1044,,894876,,,,,9928,,,,,,
"CUW",,,,,,,,16,,,1751,90,,,,,,,,,,,,,275,2253,,,,,,,,,,,,371,13,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52458,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,94,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,615,,,,,,
"CYP",,,,,,,,,99,,,22810,224,,,,,,,74,,,,,2,,,,,,,149,,,,,,4318,,11,,,12,,,,,,,,2,,,,,,27,,,151,,,,,63,,,,,,,,,,64,1142,,,,,,933,,,22334,,,,,,,,,,,,189,3,,,,,158,,,195,,,160,,,,,,,3,,,,,,3,2,,,,,,31,,,,,,,,,,,,,,,,,,247,,,,,,,,,105,,,,,,,,,46,19,,,,,,48,437,,,,,,,,,,,,183,,,,,69,4,,,2065,,254,61,,,,453,265,,,,,,,,,,9679,,,,,,,75098,,11368,,,,,13,,,,,,
"CZE",,,,,,,,,3758,,,13110,38058,,,,,,99,71,,,,,22,,,,1158,,,464,,,,,,16308,,,,,144,,,,64,,,,,,810,210,,307,,,,217,,,15,131,148,,,,,,,,,,283,12288,,,,,34,100855,,,3692,,,,,,,,,,,,1088,85,,,,,3400,,,5675,,,29,,,,,,,176,,,,,13,57,83,,,,,,30,,,,,,330,,,7,,,,,,101,,,4661,,644,,,,,47,,506,,,,26,,,66,,6438,129,,,,237,,546,13987,,,,,,,,,,,,545,,,,,58709,460,,,838,,1645,,,,,321,9460,,,,,,,,,,1056,,,,,,,11819,,85190,,,,,321,,,,,,
"PRK",,,,,,,,,29,,,380,1860,,,,,,62,1623,,,,,3,,,,,,,1,,,,85,,109,,,,,6,,,,145,,,,28,,,,,15,43,,,258,,,,202,76,,,,,,,,,,1,105,,,83,,,1628,,,11,,,,,,,,,,,47,,,,,,,153,,,40,,,102,45244,,,,1280,,14,,,,,,,,,,,,,,,,,,,2156,,,62,,,,,,133,,,4,,,,,,,,,25,,,,,,,64,6033,,5,,,,,,,8456,,,,,,,,,,,,,,5,,,,,,,58,,334,,,,,56,361,,166,0,,,,,,,28,,,,136,,,11,,,,,,,40,648,,,,,
"COD",,,,,,17735,,,,,,310,485,,,,,,,46718,,,,,1,,,1261,,,,8,,37951,,,,9934,,26065,301,,12,,,,,,183780,,2,,,,,311,16,,,169,,,,,96,,,1224,,193,90,,,,277,34614,,,4607,,,14396,18,,1215,,,,,,,,,,,,18,2,,,,,60,,,2031,,,,,672,,,,,,,,,320,,,85,,2389,,,,,,,42,,,15,,,,,,,3705,,4179,,,4492,,,29,,,,,,34,,,,,,,,2,,1607,,,,,,,,163420,,,,,,,,,,104,,,0,,,,1,,,8332,,1688,,,12378,,999,4393,,,2,,351,,,,,28,,,,84966,,,8280,112286,5115,,,,,,,,,,58237,
"DNK",,,,,138,,,,514,,,9920,982,,37,,,,206,2783,,,28,24,88,,,104,453,,,31,,,,,,17972,19,3,,,228,,,,77,,,,49,,27,,,77,64,,,,,,85,76,221,,,,52,,,,2528,,595,7210,,,,,,20265,,,813,5726,,,,,,,,,,,249,2302,,,,,522,,1411,2610,,542,62,,,,,,,151,,,,567,22,87,1630,,,,,,37,,,,,,355,,,,,,,,,150,,,3048,,1395,44,,,,,,21713,,,,40,,,177,846,729,368,,,,,,53,2556,,,,,,,,,,,,155,,,,,158,32,,,1062,,7156,,,,,38190,4020,,139,437,,,,,,,3135,,,,160,,,18023,,32219,,,,,124,,,,,,
"DJI",,,,,,,,,,,,80,5,,,,,,,73,,,,,,,,,,,,2,,,,,,496,,,,,,,,,,,,,,,,,,2,3,,,16,,,,,271,,,,,,3258,,,,2,3247,,,,,,,,,24,,,,,,,,,,,,,0,,,,,2,,,22,,,,,,,,,,,,,,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,41,,,,,57,68,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,,
"DMA",,,,,,,,3898,9,,125,20,35,,47,,,534,,93,,,,,0,101,,,,836,,0,,,,,,2798,,,,,27,,,,43,,,,4,,,,,0,0,,,9,,,29,,,,,,,,,,,,1,792,542,,,,,,,,398,,67,5648,,,,,25,,,,,1,,,,,2,,,44,148,,,,,,,,,,,,,,,,101,,,,,,,,374,,,,,,,,,250,,,,,,,67,,,,,,,,,,,,,24,,,,,,,2591,,,,,,,,,158,177,,81,,,,,,,,,,,,,,,,,634,,,,,46,197,,,,,,,,,,,,,,,,,6517,,16036,4909,,,,8,,,,,,
"DOM",,,,,,,486,1466,1434,,3615,70,2163,,84,,,,,1728,,,13,,0,8340,,,102,1010,,11,,,,,,5106,68,,,,271,,,,338,,,,838,,,138,,5,3,,,77,,,,147,,43,,,,,,,,,34,483,,,,,,4643,,,169,,,1593,,68,,,,2170,,101,24,5,,,,,12,,,17793,,,,,,,,,,0,,,,,2,,31,,,,,,,,122,,,,1199,,,,,22,,,,,,,5593,,,55,,,,,,236,,,,5859,,,132,,3,36,61563,,,,,0,,,,,37,,,,,,,,,,,,,,1,,,,,36953,,,,,245,7223,,,,,,,,,,,,692,,,,,504,,705139,3194,,,,14293,,,,,,
"ECU",,,,,,,,,2004,,,1460,457,,15,,,,,1547,,,,,738,,,,1191,,,6,,,,,,11261,,,,,8857,,,,11964,,,,971,,,69,,4,19,,,379,,,1160,,9,97,,,,,,,,,45,1688,,,,,,3541,,,46,,,,,105,,,,,,342,76,13,,,,,46,,,21748,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1778,,,,,,,,,,,,876,,,86,,,,,,376,,,,1896,,,2911,481,31,222,780,,,,,,280,,,,,,,,,,,,,,,,,22,16,,,,,24472,,,,,950,3213,,,,,,,,,,,,,,,,,2936,,306208,,,,,28999,,,,,,
"EGY",,,,,,,,8,498,,,37600,10304,,7,25417,,,,1570,,,,,27,,,,3400,,,69,,,,,,36444,,58,,,78,,,,139,,,,8,,0,,,2358,77,,,1282,,,,35,,,,,,,,,,,342,23905,,,,,,13558,23,,32396,,,,,20,,,,,,,529,15,,,,12375,621,,22599,43336,,1103,287377,,,,119693,,,11,130459,,,15455,,3,22,,,,33,,379,,,222,,,159,,,,,,1228,,,229,,,9082,,1146,,,,,1717,,383,28536,,,42,,,15,336,211,101,77,253,,,,20,1425,,,,,,,,,,376493,,81,,,,,118,51,,,1942,,2041,31,17104,22327,,2085,4368,,,0,,,,,,698,717,,,,1,,261934,23885,,116275,,,,,258,,,,9206,83,
"SLV",,,,,,,,,156,,,10670,47,,4,,,,,264,6631,,,,107,,,,481,,,3,,,,,,38826,,,,,228,,,,315,,,,8857,,,,,5,7,,,50,,,447,217,155,,,,,,,,,,17,1064,,,,,,483,,,34,,,,,12037,,,,,,6574,9,1,,,,,31,,,5302,143,,,,,,,,,,,,,520,,,,,,,,,,,,,,,5786,,,,,,,,,,,,267,,,2102,,,,,,108,,,,2032,,,79,,,23,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307,,,,,2332,490,,,,,,,,,,,,,,,,,569,,838090,,,,,908,,,,,,
"GNQ",,,,,,,,,,,,,7,,,,,,,1191,,,,,,,,,,,,,,,,,,15,,,,,2,,,,,,786,,,,,,,,1,,,,,,,,,,,,,,,,,,0,153,,,44984,,,,,,0,,,,,,,,,,,,,1,,,,,0,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,55,,,,,,,37,,,,,,,,,268,,,,,1,,,,0,,,,,12201,,,,,11,24,,,,,63,,,,,,,,,,,,53,,,,,,,,,,,,,
"ERI",,,,,,,,,,,,1780,72,,,610,,,,1,,,,,1,,,,,,,2,,,,,,4779,,,,,2,,,,,,,,,,,,,2,1,,,84,,,,,388,,,,,,6843,,,,9,171,,,,,,5143,,,99,,,,,,,,,,,,6,1,,,,694,45,,,7417,,,91,,961,,2877,,,0,,,,1459,,,,,,,,,15,,,,,,,,,,,,,,,,,,309,,,,,,,,,530,,,,,,,,,2,,,646,,,,,,,,,,,,,,,,,,,0,,,,0,,0,225,,128,,,435158,,3054,4483,,,,,,,,,,,,,,39,,6295,6334,,17962,,,,,24,,,,2766,,
"EST",,,,,,,,,103,,,1970,258,586,0,,,,3365,55,,,,,4,,,,,,,27,,,,,,6369,,,,,44,,,,18,,,,2,,5,,,13,31,,,460,,,,,19,,,,,,,,,,6569,881,,,,,120,9153,,,60,,,,,,,,,,,,87,21,,,,,1529,,,392,,,,817,,,,1033,,4069,,,,,17,1107,16,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,302,,,,,,,12,,293,223,,,,,,,67055,,,,,,,,,,,,,,,,,33,3,,,61,,124,,,,,10253,346,,,,,,,,,,105,,,,,11687,,1943,,10033,,,,,45,,,,,,
"SWZ",,,,,,,,,,,,240,17,,0,,,,,,,,,,,,,259,,,,2,,,,,,164,,,,,2,,,,,,,,1,,,,,,1,,,40,,,,,,,,,,,,,,,,9,,,,,,,,,13,,,,,,,,,,,,,,,,,,25,,,8,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,259,,,72,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,31743,,,,,,,16,74,,,,,,,,,,71,,,,,,,828,74,,,,,,,,,,,,
"ETH",,,,,,,,74,67,,,3640,883,,,430,,,25,1909,,,,,4,,,,,,,34,,,,,,14208,,,,,5,,,,,,,,1,,,,,37,39,,,1081,11023,,,,478,,,91,,15,,,1,,584,4099,,,,,,14795,18,,2484,,,,,,,,,,,,90,31,,,,,179,,57163,5569,,,93,,20846,,2026,,,,,,,1347,,,,,,,,,37,,,,,,,,,,,,,,,278,,,7281,,635,49,,,,,,2567,,,,,,,,,50,12,,917,,,,,293,,,,4,,,,,,64252,,,,,,,19,13,,555,1242,,305,,,123478,,11907,3297,,,0,,,,,,,56,,,,291,,4433,7524,,71296,,,,,28,,,,1703,,
"FLK",,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105,,,,,,,,,,,,,
"FRO",,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,10636,,,,,,,,,,,,,,,,4,,,,,,,,,2,257,,,,,,,,,,,,308,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,
"FJI",,,,152,,,,,1,,,46700,12,,,,,,,15,,,,,2,,,,,,,1,,,,,,22553,,,,,9,,,,,,,84,1,,,,,2,4,,,21,,,,,,,,,,,,,,,6,99,,32,,,,,,,9,,,,,,,,,,,,,0,210,,,,17,,,17,,,,,,275,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,188,,12,,25029,,,,41,,,24,,,,,98,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,208,,20,,72,,,,,36,49,,,,,,,466,,,,,,60,,,,3349,,31674,,,,129,,,,,,,
