"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,6,1,,,28,,,,,,,,,,,,,2,3739,,,,,,2,,,,,,555,,,,,27,,,,276,,,,22,,,,,,,,,3,,22,367,,,,,,,,,,,,,10,,,,,,,,,66,,,,,,,,,,,,,0,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,3635,468,,,,424,,,,,,
"AUS",,,,,39,,,7,600,,,,1547,,46,,,26,25,941,,,44,15,115,,,111,372,14,372,40,,,,142,,15871,45,13,,,825,3091,6799,,197,,,120,50,,764,,,1048,85,112,,1310,,4,75,140,418,27,,,,6,,9,,1405,502,4058,,69,,,,6836,17,,19792,,,,,46,,,,,,,737,61,1964,3945,,,1882,140,2435,6643,,6119,246,,,75,,,18,69,,,,1016,,25,70,,,2118,43,,4022,,,,,,256,,,3,,,,,,758,186,,8368,262,53227,,,,13,,,878,,,,79,14258,,367,1269,737,751,,,631,,,50,743,,,,9,,,330,,,,,525,59,,3577,,85,220,356,,3145,,2727,100,,,,2088,3559,,,991,451,,6,,,,2817,,,,,,,87623,,52306,,,,445,129,28,,,,81,
"AUT",,,,,,,,,3201,,,23165,,,18,,,,53,1917,,,27,,169,,292,,3988,,,62,,,,,,23600,30,27,,,558,,,,246,,,,71,,1440,,,125,2717,,,1400,,,1072,205,557,14,,,,,,,,,258,12052,,,,,,185418,,,2854,,,,,,,,,161,,,5365,62,,,,,175,,6471,13068,,390,110,,,,,,,77,,,,1288,2334,53,487,,,,36,,22,,,,,,569,,,3,,,,,,861,,,6701,,807,43,,,,,,936,,,,45,,,123,123,5234,245,,,,,,631,3905,,,,8,,,,,,,,5461,,,,,1033,3564,,,2520,,3212,,,,,5614,46395,,79,,,,,,,,10148,,,,,,,19373,,76673,,,,,908,,,,,,
"AZE",,,,,,,,,,560521,,128,668,,,,,,14826,6,,,,,1,,,,,,,466,,,,,,1045,,,,,2,,,,,,,,2,,,,,13,68,,,90,,,,,23,,,,1824,,,,,,4,413,,,,,6433,6621,,,277,,,,,,,,,,,,119,3,,,898,,27,,15271,52,,,,35661,,,,11702,,2254,,,,,,1711,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,3,,,,,,,,,304,5,,,,2530,,,905728,,,,,,,,,,,,,,,,,11,,,,,,54,,,,,176,225,,209,,,,,,,,9832,9633,,,,87250,,307,,11770,,,22987,,,,,,,,
"BHS",,,,,,,,4,,,,230,15,,,,,59,,13,,,,,5,91,,,,16,,2,,,,,,1153,110,,,,1,,,,,,,,8,,,,,0,,,,7,,6,101,18,11,,,,,,,,,,2,67,,,,,,,,,21,,22,,,,,,6,,,,3,1,,,,,14,,,17,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,34,,,19,,,,,,8,,,,,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,9,,,,,14,79,,,,,,,,,,,,649,,,,,984,,25186,,,,,,,,,,,
"BHR",,,,,,,,,27,,,650,13,,,,10375,,,55,,,,,1,,,,,,,3,,,,,,802,,,,,2,,,,,,,,1,,,,,38,9,,,81,,,24,,325,,,,,,,,,,3,57,,,,,,,,,15,,,,,,,,,,,,12,1,,,,,44,,,2,,,330,,,,231,,,0,150,,,894,,,,,,,,,,,,,,,,,,,,,,,,68,,,71,,,,,,,,,12,294,,,,,,,25,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,100,,6,50,8161,,,50,150,,,,,,,,,,,,,,,,498,2295,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,5562,1701,,,24630,,,,820,,,,28,11,,,,,,908,150,,,,,,13101,,,,,3,2376,332,,,,,,6,,,,,229,12,86,,320,,,,,143,9,,,,,,,,1334,231,2269,,,,,,5304,,,6129,,,,,,,,,,,,53,0,4127135,,,,557,,,14361,,5003,4677,,,,110044,,,4,2124,,,613,,,27,,,33453,3574,,8,,,,150,,24,,,,,,,,1557,45,,577,590,,791,,,,,,590,492,82653,,,9,,,,94,51,165,,43199,4103,,,5,1035,,,,,,,,,,491297,,,14,,18587,,,,,,1540,,387,85,,,,2738,1055,,,1211,112,,,,,,192,,,,46,,219911,124761,,59134,,,,,,523,,,,,
"BRB",,,,,,,,226,16,,,345,13,,171,,,,,20,,,,,4,296,,,,111,,2,,,,,,14373,121,,,,13,,,,,,,,6,,,,,,5,,,21,,80,,,,50,,,,,,,,,6,44,,,,,,,,,7,,131,,,,,,186,,,,2,1,,,,,11,,,13,497,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,14,,,,88,,,,,,,,,,,,,,,,56,437,,315,,,,,,,,,,,,,,,18,,6,,,,,94,47,,,,,,,,2188,,,,,,,,,21135,,48230,324,,,,142,,,,,,
"BLR",,,,,,,,,653,929,,829,1036,549,,,,,,149,,,,,2,,,,,,,198,,,,,,4245,,,,,6,,,,,,,,4,,0,,,119,483,,,135,,,,,216,,,,19313,,,,,,16,1163,,,,,2118,10522,,,573,,,,,,,,,,,,125,1,,,,,325,,32968,884,,,,61663,,,,24823,,69060,,,,625,,71602,39,,,,,,4,,,,,,,,,,,,,,,,,,19,,,,,,,,,36,,,,,,,,,126812,82,,,,8547,,26,886234,,,,,,,,,,,,104,,,,,87,34,,,93,,145,,,,,418,449,,771,,,,,,,,175,2662,,,,339992,,703,,30442,,,33291,,,,,,,,
"BEL",,,,,241,,,,1138,,,5131,1600,,14,,,,33,,,,19,,320,,,,1649,,,98,,621,19,,,20648,7,,,,920,,,,374,,,,169,,205,,,92,279,,,980,,,544,320,521,72,,,,,,,,,144,132113,110,,206,,,22307,,,4916,,,248,,,238,,,,,19,601,56,,,,,507,,4294,11695,,433,61,,,,,,,21,,,,1197,11,34,11879,,,,,,23,,87,59,35,,887,,,,,,880,,,260,,,42604,,,42,,,,,,818,,,,23,,,383,102,3395,2120,,,,,,254,857,,,,5,,,,,,,,108,26,,,,259,239,,,4009,,20333,,,,,1119,10118,,,,,28,,,,,6415,,,,41,,,18359,,34586,,,,,450,,,,,,
"BLZ",,,,,,,,10,12,,,17,25,,22,,,,,,,,,,962,,,,,,,1,,,,,,1145,208,,,,9,,,,,,,,123,,,,,0,1,,,5,,,,,,231,,,,,,,,,1,7,,,,,,,,,3,,,,,561,,,,,,242,1,1,,,,,2,,,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,,,,,,,,,,,,,,,48,,,,,,,,,,72,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,5,,,,,5,28,,,,,,,,,,,,,,,,,1182,,35522,,,,,17,,,,,,
"BEN",,,,,,,,,,,,13,50,,,,,,,1380,,,,,0,,,,,,,9,2554,,,,,272,,,,,0,,,,,,5250,,1,57138,,,,3,10,,,24,,,,,35,,,,,,,,,,1,11847,,,21584,,,859,8928,,7,,,,,,2710,,,,,,15,0,,,,,18,,,656,,,,,,,,,,0,,,61,,,,,,,,,566,,,,524,,,,,,,,,,,,219,,,77,,,,12961,117556,,,,3,,,,,,,,,,15,,,,,,,324,,,,,,,,,,,3120,,,257,,,,,,,119,,49,,,,,20,276,,,,,26058,,,,,,,,,,,,127,,,,,,,,,,,,,
"BMU",,,,,,,,10,,,,392,12,,23,,,,,,,,,,1,,,,,,,0,,,,,,1772,20,,,,13,,,,,,,,5,,,,,0,1,,,5,,,10,,,,,,,,,,,,0,55,,,,,,,,,4,,,,,,,,,,,,1,2,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,38,,,,,,,0,,,,,,,,,,,,,,,,,,31906,,8284,,,,,,,,,,,
"BTN",,,,,,,,,,,,33,16,,,,,,,158,,,,,,,,,,,,7,,,,,,17,,,,,4,,,,,,,,2,,,,,,0,,,8,,,10,,,,,,,,,,,,0,248,,,,,,,,,4,,,,,,,,,,,,,,9610,,,,4,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107664,13,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,9,56,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,
"BOL",,,,,,,,,186685,,,622,316,,,,,,,778,,,,,,,,,18217,,,6,,,,,,1948,,,,,8926,,,,653,,,,220,,0,97,,4,18,,,105,,,403,572,,59,,,,,,,,,34,1329,,,,,,1653,,,13,,,,,77,,,,,,111,27,9,,,,,10,,,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,,,,,,,,,,,,317,,,38,,,,,,171,,,,194,,976,3572,145,30,32,115,,,,,,368,,,,,,,,,,,,,,,,,,,,,98,,2467,,,,,2190,1680,,,,,,,,,,,,,,,,,625,,42856,,,,,2031,,,,,,
"BES",,,,,,,,7,,,133,,,,,,,,,,,,,,17,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,44,,,,,,
"BIH",,,,,,,,,,,,26278,104186,,,,,,,306,,,,,0,,,,,,,36,,,,,,25240,,,,,8,,,,,,,,,,506365,,,24,533,,,17628,,,7,,33,,,,,,,,,,100,8628,,,,,,129718,,,422,,,,,,,,,,,,323,14,,,,,342,,,15437,,,197,,,,,,,2,,,,153,361,,2220,,,,,,30,,,,,,,,,,,,,,,,,,288,,,,,,,5989,,9401,,,,,,,,,3955,27,,,,,,73,776,,,,,,,,,,,,266909,,,,,133,68327,,,91,,867,,,,,48046,39843,,,,,,,,,,7000,,,,,,,4108,,78090,,,,,20,,,,,,
"BWA",,,,,,,,,,,,413,17,,0,,,,,24,,,,,,,,,,,,11,,,,,,131,,,,,5,,,,,,,,,,,,,3,1,,,48,,,,,,,,,,64,,,,,2,188,,,,,,,,,3,,,,,,,,,,,,3,,,,,,42,,,6,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,932,,,130,,,,,,,,,36,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,15678,,,,,,,45,31,,,,,,,,,,,,,,,,,1948,108,,,,,,,,,,,228,2924
"BRA",,,,,,,,,33642,,,3960,3223,,41,,5387,,83,2304,,,,,12746,,,,,,,25,,,104,,,10058,42,0,,,5611,32797,,,1809,,,,304,,119,,,21,42,1140,,1154,,,1055,1035,112,264,,,,,,,6,,203,21096,7022,,,,,17392,7,,1763,,,39,,114,285,,780,,,178,207,20,,,,,1341,,6759,27162,,178865,115,,,,,,,12,,,,286,50,84,273,,,,,,32,,41,152,,,2482,,,,,,,,,755,,,5699,,885,110,,,,,,895,,,,695,,97450,3033,165,255,35931,195,,,,,3,594,,,,6,,,,20,,,560,42,,,,,30,14,,,960,,17132,,,,2594,3259,18838,,,,165,,,,,,201,,,,,,,12033,,149432,,11084,,,4590,,,,,,
"VGB",,,,,,,,73,,,,3,,,8,,,,,,,,,,,874,,,,,,34,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,41,14,,,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2,,,,,,,,,,,,,,,,,14,,,,,,,0,,,,,,,,,,,43,,,,,,,188,,,2693,,,,,,,,,,
"BRN",,,,,,,,,2,,,1911,4,,,,,,,,,,,,,,,,,,,0,,,,,,4242,,,,,,,,,,,,,,,,,,2,,,,4,,,,,55,,,,,,,,,,0,34,,,,,,,,,,,,,,,,,,,,,,0,23639,,,,9,,,3,,,21,,,,,,,,,,,,,,,,,2956,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,20,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,3,,,,,0,31,,31,,,,,,,,,,,,,,,1527,,,,,,,,,,,,,
"BGR",,,,,,,,,796,,,2465,9777,,0,,,,47,1069,,,,,16,,,,346,,,,,,,,,6089,,,,,78,,,,69,,,,37,,138,225,,2165,1731,,,445,,,397,73,58,,,,,,,,1,,348,9708,,,,,,30146,,,22834,2,,,,,,,,,,,1696,46,,,,,494,,19887,5423,,,77,,,,,,,220,,,,,21,37,68,,,,,,91,,,,,,191,,,1,,,,,,43,,,1217,,,70,,,,1006,,566,,,,44,,,42,,2064,395,,,,312,,21944,9934,,,,,,,,,,,,884,,,,,790,75,,,2393,,1959,,,,,3271,3067,,,,,,,,,,454518,,,,,2026,,3395,,22126,,,,,124,,,,,,
"BFA",,,,,,,,,25,,,15,76,,,,,,,487,,4830,,,,,,,,,,5,,,,,,178,,,,,1,,,,,,,,,1114233,,,,,2,,,12,,,,,55,,,,,,,,,,1,3955,,,2891,,,1296,41526,,6,,,,,,552,,,,,,,0,,,,,5,,,2624,,,,,,,,,,,,,379,,,,,,,,,20221,,,,,,,,,,,,,,,,100,,,133,,,,13956,,,,,10,,,,,,,,,,,,,,,,,568,,,,,,,,,,,,,,34,,,,,,,,,182,,,,,31,317,,,,,6908,,,,,,,,,,,,52,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,7,60,,,,,,,1506,,,,,1,,,,,,,7,,,,,,1389,,,,,9,,,,,,,,,,,,,2,0,,128458,132,,,4,,36,,,1141,,132,25,,,,4,1388,,,69,,,331,,,90,,,,,,,,,,,,,,,,,,25,,,327,,,,,147,,,,,1,,,,,,,,,5896,,,,,,,,,,,,,,,,,846,,549,,,326,,,,,,,,,3,,,,,,,,,,,,,,,,,164,37445,,,,,,,,,,,,,,,,,,,,1305,,8,,,,,77,356,,,,,,,,,,,,,,46279,,,1107,310644,,,,,,,,,,,271,
"CPV",,,,,,4147,,,50,,,10,25,,,,,,,459,,,,,1,,,,,,,3,,,,,,183,,,,,3,,,,,,,,,306,,,,,5,,,12,,,4,,,,,,,,,,,,3,16887,,,,,,,,,33,,,,,,112,466,,,,,,28,,,,,2,,,5918,,,,,,,,,,1,,,,,,,1278,,,,,,,,,,,,,,,,,,,3439,,,,,9257,,,,,,,,,167,,,,,,,,16,,36695,,,,,,,50,,,,,,,,,3343,,,,,4,,,,,,,,,1528,,,,,274,1287,,,,,21,,,,,,,,,,,,180,,20760,,,,,,,,,,,
"KHM",,,,,,,,,45,,,23310,596,,,,13190,,,980,,,,,0,,,,,,,8,,,,,,17797,,,,,3,,,,,,,,2,,,,,0,6,,,90,,,131,,,,,,,,,,,,73,71472,,,,,,1266,,,9,,,,,,,,,,,,58,2,,,,,5,,,167,,1461,,,,,,,1362,0,,,,,,,,,,1770,,,,,,,,,,,,,,,,,,,,,384,558,3575,,,,,,,155,,,,,,,,10130,26,,,,20,,,,190,,,,,,,,,,,,,,,,,,,,,,,8,,,,,302,1716,,,102948,,,,,,,,,,,,,,385,,129616,,,,,,34400,,,,,
"CMR",,,,,,,,,,,,55,407,,,,,,,2173,,,,,2,,,,,,,3,,,,,,1275,,,33673,,12,,,,,,4003,,6,,,,,20,2,,,84,,,4,17,109,,268,,,,,,,,15,38038,,,20944,,,5590,61,,308,,,,,,,,,,,,71,2,,,,,185,,,1861,,,,,,,,,,1,,,,,,,55,,,,,618,,,,373,,,5,,,,,,,,,167,,,634,,,,329,10384,,,,149,,,,,,,,,11,35,,,,,,0,624,,,,,,,,,,,875,,,,,,,0,,,1436,,685,,,,,100,3555,,,,,376,,,,0,,,,,,,,1773,,7562,,,,,,,,,,13,
"CAN",,1244,,,,,36,287,953,,,27916,1582,,1040,,,729,123,3302,515,,2437,20,1728,108,,104,1113,142,,64,,,,53,,,806,157,,,1430,4985,11844,,731,,,,754,,468,102,,529,181,179,,2519,,88,3957,889,382,379,,,45,4,,,6,,977,17054,,125,121,,,10444,147,,13411,10,145,263,,262,342,48,147,596,,262,824,170,4242,189,,,1313,119,5666,8234,1277,7325,319,,,,,,,64,,,241,1509,,74,217,,,,46,,1622,,,49,27,,5063,,,28,,44,,,,266,,,7185,,7238,147,,,,,,2121,,,,280,366,1999,764,845,1887,5657,244,,1818,,,82,396,,,,143,215,148,15,,,,,19,,37,816,,144,246,,,2292,,2642,31,,,,2126,7502,,62,826,,20,,,874,,835,,284,,92,,,66277,234,793278,,389,,,977,77,,,,188,
"CYM",,,,,,,,,,,,1,,,9,,,,,,,,,,,,,,,,,1,,,,,,91,,,,,9,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,68,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,3,18,,,,,,,187,,,,,0,,,,,,,,,,,,,92,,,8765,,5,,,,,,11844,,4,,,,,6,1,,,2,,,7,,45,,,,,,,,,,1,8767,,,,,,,,,66,,,,,,,,,,,,5,,,,,,4,,,35,,,,,,,,,,1,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,3,,,,,,,25,,,73,,20,,,18271,,10,133,,,,,201,,,,,,,,,,,,169,,,,,,,,,,,,,
"TCD",,,,,,14,,,,,,12,8,,,154,,,,202,,198,,,4,,,,,,,2,,,,,88874,356,,13169,,,10,,,,,,3743,,,,,,,,3,,,2,,,4,,264,,,,,,,,,,2,2637,,,1870,,,281,8,,21,,,,,,,,,,,,2,,,,,,5,,,71,,,18,,,,697,,,,,,,744,,,,,,,,,,,,50,,,,,,,,,,,,,,,40,,,,1077,11265,,,,9,,,,,,,,,,,,9228,,,,,139,,,,,,,,,,,,,,3,,,43,,,,,,11,,,85807,,26,186,,,,,385,,,,,,,,,,,1361,101,,,,,,,,,,,,,
