"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,2,1,,,25,,,,,,,,,,,,,3,1907,,,,,,1,,,,,,304,,,,,2,,,,117,,,,5,,,,,,,,,1,,21,130,,,,,,,,,,,,,41,,,,,,,,,21,,,,,,,,,,,,,0,,,,,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,15,,,,,,,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,,2730,268,,,,254,,,,,,
"AUS",,,,,28,,,3,203,,,,957,,35,,,12,16,661,,,27,4,86,,,116,186,15,224,45,,,,65,,10590,51,6,,,698,1572,3694,,99,,,105,17,,633,,,1039,105,72,,1011,,4,19,79,180,15,,,,13,,5,,805,321,2946,,40,,,,4711,17,,11107,,,,,22,,,,,,,402,42,384,2193,,,2875,143,1509,7263,,5011,195,,,39,,,7,49,,,,182,,8,28,,,1949,23,,2220,,,,,,213,,,32,,,,,,342,67,,5154,177,30878,,,,11,,,536,,,,45,3679,,222,808,344,663,,,438,,,23,275,,,,9,,,174,,,,,328,21,,3043,,95,173,134,,2276,,2301,127,,,,1024,2612,,,483,284,,3,,,,1587,,,,,,,58794,,43647,,,,274,64,14,,,,76,
"AUT",,,,,,,,,882,,,9868,,,14,,,,42,1524,,,13,,85,,101,,1516,,,60,,,,,,9754,10,8,,,394,,,,88,,,,18,,1685,,,140,1200,,,837,,,135,114,284,6,,,,,,,,,175,7380,,,,,11,97808,,,1538,,,,,,,,,22,,,3137,62,,,,,364,,3007,9566,,292,77,,,,,,,57,,,,282,1783,24,315,,,,7,,52,,,,,,287,,,2,,,,,,292,,,3726,,658,14,,,,,,522,,,,30,,,77,586,2134,236,,,,,,289,1741,,,,5,,,,,,,,3764,,,,,1025,2858,,,1298,,3310,,,,,2594,28930,,36,,,,,,,,7065,,,,,,,12362,,37489,,,,,398,,,,,,
"AZE",,,,,,,,,,220473,,174,399,,,,,,5846,39,,,,,1,,,,,,,820,,,,,,986,,,,,2,,,,,,,,1,,,,,15,182,,,110,,,,,1,,,,624,,,,,,29,1371,,,,,3605,7026,,,275,,,,,,,,,,,,68,4,,,458,,25,,7402,276,,,,18460,,,,3421,,1132,,,,,,412,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,107,,,,,,,,,132,15,,,,466,,,348414,,,,,,,,,,,,,,,,,17,0,,,,,162,,,,,418,217,,108,,,,,,,,7950,3967,,,,38144,,855,,7864,,,11126,,,,,,,,
"BHS",,,,,,,,1,,,,149,8,,,,,30,,13,,,,,0,78,,,5,15,,3,,,,,,764,82,,,,0,,,,,,,,1,,,,,0,,,,8,,5,38,10,10,,,,,,,,,,3,26,,,,,,,,,13,,14,,,,,,6,,,,2,2,,,,,14,,,39,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,24,,,37,,,,,,4,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,25,,,,,7,44,,,,,,,,,,,,163,,,,,917,,16787,,,,,,,,,,,
"BHR",,,,,,,,,7,,,477,8,,,,11312,,,0,,,,,0,,,,0,,,3,,,,,,811,,,,,0,,,,,,,,0,,,,,34,2,,,44,,,4,,173,,,,,,,,,,3,71,,,,,,,,,11,,,,,,,,,,,,6,0,,,,,46,,,15,,,258,,,,360,,,0,77,,,187,,,,,,,,,,,,,,,,,,,,,,,,37,,,62,,,,,,,,,10,173,,,,,,,3371,,,,132,,,,,,,,,,,,,,,,,,,,,,,0,,,78,,12,94,4329,,,20,112,,,,,,,,,,,,,,,,502,2269,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,6215,700,,,7414,,,,645,,,,13,1,,,,0,,116,215,,,,,,16271,,,,,1,1711,147,,,,,,0,,,,,9,9,74,,287,,,,,25,0,,,,,,,,583,245,1123,,,,,,1701,,,380,,,,,,,,,,,,7,0,1706536,,,,798,,,16566,,5226,4275,,,,28461,,,0,1098,,,47,,,8,,,87487,7716,,7,,,,2482,,7,,,,,,,,265,13,,330,652,,707,,,,,,28,310,6939,,,3,,,,328,8,191,,8884,210,,,0,76,,,,,,,,,,152700,,,23,,19955,,,0,,,326,,685,86,,,,1717,460,,,669,57,,,,,,26,,,,106,,58037,82265,,63041,,,,,,1730,,,,,
"BRB",,,,,,,,110,11,,,171,8,,61,,,,,20,,,,,0,332,,,10,54,,3,,,,,,7766,56,,,,4,,,,,,,,2,,,,,,3,,,11,,54,,,,19,,,,,,,,,2,35,,,,,,,,,3,,84,,,,,,105,,,,2,1,,,,,11,,,18,285,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,10,,,,21,,,,,,,,,,,,,,,,48,268,,148,,,,,,,,,,18,,,,,3,,18,,,,,30,25,,,,,,,,836,,,,,,,,,9685,,28802,175,,,,21,,,,,,
"BLR",,,,,,,,,261,314,,903,947,422,,,,,,149,,,,,2,,,,0,,,363,,,,,,3779,,,,,4,,,,,,,,1,,39,,,180,1356,,,262,,,,,136,,,,8110,,,,,,75,1657,,,,,814,13173,,,756,,,,,,,,,,,,130,15,,,,,375,,14655,8417,,,,29951,,,,9378,,42036,,,,244,,29998,28,,,,,,17,,,,,,,,,,,,,,,,,,70,,,,,,,,,290,,,,,,,,,56231,257,,,,2597,,16,473157,,,,,,,,,,,,123,,,,,118,44,,,69,,1537,,,,,696,623,,411,,,,,,,,224,749,,,,151405,,1676,,23484,,,15254,,,,,,,,
"BEL",,,,,120,,,,432,,,2934,1031,,9,,,,15,,,,8,,158,,,,515,,,116,,242,8,,,10185,5,,,,609,,,,162,,,,60,,157,,,94,138,,,736,,,167,201,240,25,,,,,,,,,115,77562,72,,125,,13,13199,,,2889,,,189,,,40,,,,,6,668,47,,,,,662,,2894,16160,,357,59,,,,,,,30,,,,218,15,46,6336,,,,,,47,,68,26,12,,453,,,,,,469,,,95,,,26651,,,10,,,,,,506,,,,38,,,251,361,2042,1656,,,,,,276,293,,,,4,,,,,,,,99,13,,,,237,163,,,2091,,18665,,,,,687,6103,,,,,11,,,,,4508,,,,19,,,12806,,17113,,,,,181,,,,,,
"BLZ",,,,,,,,6,8,,,30,16,,18,,,8,,,,,,,420,,,,2,,,2,,,,,,838,148,,,,0,,,,,,,,28,,,,,0,1,,,5,,,,,,144,,,,,,,,,1,1,,,,,,,,,3,,,,,352,,,,,,128,0,1,,,,,3,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,,,,,,,,,,,,,,,11,,,,,,,,,,32,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,16,,,,,1,24,,,,,,,,,,,,,,,,,824,,25456,,,,,8,,,,,,
"BEN",,,,,,,,,,,,15,20,,,,,,,228,,,,,1,,,,4,,,10,1732,,,,1066,446,,,,,0,,,,,,3357,,1,28473,,,,0,4,,,14,,,,,1,,,,,,,,,,1,7979,,,14353,,,406,6510,,3,,,,,,416,,,,,,4,0,,,,,23,,,778,,,,,,,,,,0,,,8,,,,,,,,,908,,,,225,,,,,,,,,,,,92,,,80,,,,10970,118854,,,,4,,,,,,,,,,2,,,,,,,89,,,,,,,,,,,1515,,,3,,,,0,,,37,,76,,,,,13,153,,,,,24372,,,,,,,,,,,,188,,,,,,,,,,,,,
"BMU",,,,,,,,5,,,,234,8,,16,,,10,,,,,,,1,,,,,,,1,,,,,,1177,7,,,,2,,,,,,,,3,,,,,0,1,,,0,,,1,,,,,,,,,,,,0,69,,,,,,,,,3,,,,,,,,,,,,1,1,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,12,,,,,,,4,,,,,,,,,,,,,,,,,,1716,,4204,,,,,,,,,,,
"BTN",,,,,,,,,,,,51,8,,,,,,,75,,,,,,,,,,,,9,,,,,,559,,,,,0,,,,,,,,1,,,,,,1,,,72,,,0,,,,,,,,,,,,1,9,,,,,,,,,0,,,,,,,,,,,,,,3600,,,,3,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53208,14,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,50,,,,7,26,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,
"BOL",,,,,,,,,146795,,,407,213,,,,,,,529,,,,,,,,,13604,,,7,,,,,,1942,,,,,9502,,,,306,,,,69,,7,20,,3,13,,,149,,,141,342,,21,,,,,,,,,46,1199,,,,,,1710,,,13,,,,,57,,,,,,29,13,8,,,,,11,,,5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,,,,,,,,,,,,345,,,23,,,,,,156,,,,141,,523,2721,205,10,96,50,,,,,,77,,,,,,,,,,,,,,,,,,,,,76,,51717,,,,,1274,1424,,,,,,,,,,,,,,,,,1238,,33268,,,,,888,,,,,,
"BES",,,,,,,,6,,,118,,,,,,,,,,,,,,8,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,24,,,,,,
"BIH",,,,,,,,,,,,18944,60959,,,,,,,104,,,,,1,,,,18,,,28,,,,,,14966,,,,,7,,,,,,,,,,218340,,,25,590,,,9339,,,0,,26,,,,,,,,,,191,5645,,,,,,78759,,,265,,,,,,,,,,,,137,40,,,,,367,,,10974,,,51,,,,,,,0,,,,81,201,,864,,,,,,44,,,,,,,,,,,,,,,,,,333,,,,,,,4562,,6353,,,,,,,,,2015,28,,,,,,45,129,,,,,,,,,,,,194450,,,,,92,33844,,,67,,907,,,,,27745,21281,,,,,,,,,,1176,,,,,,,3747,,54502,,,,,9,,,,,,
"BWA",,,,,,,,,,,,424,12,,3,,,,,21,,,,,,,,,,,,8,,,,,,208,,,,,4,,,,,,,,,,,,,3,16,,,38,,,,,,,,,,39,,,,,3,26,,,,,,,,,4,,,,,,,,,,,,2,,,,,,40,,,14,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,102,,,,,,,,,44,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,0,,,8670,,,,,,,39,23,,,,,,,,,,,,,,,,,1253,41,,,,,,,,,,,198,1776
"BRA",,,,,,,,,21693,,,4003,2581,,42,,5595,,68,3212,,,,,8869,,,,,,,37,,,104,,,10097,35,0,,,4421,24617,,,1055,,,,138,,101,,,25,81,1095,,1503,,,480,684,66,118,,,,,,,4,,363,23241,5951,,,,,26708,5,,1468,,,28,,85,38,,568,,,104,197,49,,,,,2913,,4480,45192,,118405,85,,,,,,,9,,,,81,73,39,145,,,,,,29,,43,59,,,2128,,,,,,,,,324,,,6405,,867,59,,,,,,1264,,,,684,,37666,2317,1661,122,50407,85,,,,,0,244,,,,3,,,,21,,,287,56,,,,,48,22,,,872,,42303,,,,1785,2823,22436,,,,116,,,,,,206,,,,,,,17566,,169477,,7662,,,2638,,,,,,
"VGB",,,,,,,,44,,,,0,,,5,,,,,,,,,,,1034,,,,,,21,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,30,19,,,,,,,,,,,,,,,,,,,,,,4,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,1,,,,,,,,,,,,236,,,,,3,,,,,,,0,,,,,,,,,,,40,,,,,,,164,,,1494,,,,,,,,,,
"BRN",,,,,,,,,0,,,1308,0,,,,,,,,,,,,,,,,65,,,0,,,,,,2000,,,,,,,,,,,,,,,,,,3,,,,3,,,,,36,,,,,,,,,,0,42,,,,,,,,,,,,,,,,,,,,,,0,10259,,,,9,,,11,,,35,,,,,,,,,,,,,,,,,1835,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,8,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,,,,3,21,,13,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,
"BGR",,,,,,,,,251,,,1686,6809,,3,,,,29,2364,,,,,10,,,,125,,,,,,,,,6622,,,,,54,,,,34,,,,20,,185,66,,2946,1603,,,894,,,112,51,34,,,,,,,,4,,350,7728,,,,,117,31100,,,35392,0,,,,,,,,,,,956,57,,,,,821,,9756,21931,,,45,,,,,,,46,,,,,3,12,222,,,,,,187,,,,,,148,,,1,,,,,,25,,,2070,,,35,,,,562,,622,,,,22,,,24,,745,1314,,,,67,,10606,2525,,,,,,,,,,,,870,,,,,575,62,,,1048,,38101,,,,,2124,2799,,,,,,,,,,247045,,,,,587,,12729,,23040,,,,,47,,,,,,
"BFA",,,,,,,,,15,,,10,41,,,,,,,269,,3638,,,,,,,7,,,3,,,,,,365,,,,,1,,,,,,,,,535363,,,,,3,,,18,,,,,8,,,,,,,,,,1,3406,,,1547,,,294,27544,,5,,,,,,232,,,,,,,0,,,,,3,,,2726,,,,,,,,,,,,,55,,,,,,,,,10983,,,,,,,,,,,,,,,,39,,,103,,,,8375,,,,,3,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,4,,,,0,,,,,101,,,,,21,210,,,,,5257,,,,,,,,,,,,65,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,198,31,,,,,,,2210,,,,,1,,,,0,,,6,,,,,,2227,,,,,0,,,,,,,,,,,,,0,0,,18325,219,,,4,,3,,,638,,177,13,,,,10,817,,,38,,,214,,,69,,,,,,,,,,,,,,,,,,25,,,468,,,,,991,,,,,0,,,,,,,,,2481,,,,,,,,,,,,,,,,,685,,159,,,740,,,,,,,,,221,,,,,,,,,,,,,,,,,42,32088,,,,,,,,,,,,,,,,,0,,,1980,,19,,,,,655,247,,,,,,,,,,,,,,6561,,,1672,156976,,,,,,,,,,,1884,
"CPV",,,,,,3109,,,22,,,15,19,,,,,,,344,,,,,37,,,,329,,,2,,,,,,123,,,,,1,,,,,,,,,148,,,,,4,,,12,,,4,,,,,,,,,,,,2,9898,,,,,,,,,12,,,,,,20,328,,,,,,21,,,,,1,,,4341,,,,,,,,,,0,,,,,,,640,,,,,,,,,,,,,,,,,,,2652,,,,,5961,,,,,,,,,110,,,,,,,,0,,26943,,,,,,,19,,,,,,,,,1011,,,,,1,,,,,,,,,1891,,,,,176,784,,,,,11,,,,,,,,,,,,398,,15935,,,,,,,,,,,
"KHM",,,,,,,,,11,,,14569,410,,,,7366,,,812,,,,,0,,,,6,,,9,,,,,,10841,,,,,4,,,,,,,,1,,,,,0,6,,,91,,,63,,,,,,,,,,,,90,30141,,,,,,811,,,10,,,,,,,,,,,,27,2,,,,,9,,,362,,1378,,,,,,,546,0,,,,,,,,,,3442,,,,,,,,,,,,,,,,,,,,,359,360,2881,,,,,,,112,,,,,,,,70,7,,,,2114,,,,24,,,,,,,,,,,,,,,,,,0,,,,,21,,,,,223,1033,,,197425,,,,,,,,,,,,,,526,,77673,,,,,,940,,,,,
"CMR",,,,,,,,,,,,49,187,,,,,,,2256,,,,,1,,,,29,,,0,,,,,,2585,,,13744,,4,,,,,,1213,,3,,,,,18,9,,,133,,,6,7,18,,164,,,,,,,,99,36658,,,14170,,,5150,33,,219,,,,,,,,,,,,46,0,,,,,218,,,3630,,,,,,,,,,0,,,,,,,26,,,,,1027,,,,139,,,5,,,,,,,,,22,,,816,,,,226,9080,,,,152,,,,,,,,,3,24,,,,,,0,86,,,,,,,,,,,536,,,,,,,0,,,416,,1251,,,,,158,3340,,,,,181,,,,0,,,,,,,,3175,,9237,,,,,,,,,,11,
"CAN",,218,,,,,36,198,411,,,18821,1007,,664,,,405,96,2367,305,,1153,15,731,71,,108,525,111,,75,,,,33,88,,656,106,,,1256,2526,6609,,362,,,,307,,372,22,,541,171,114,,1618,,64,1385,579,247,117,,,36,8,,,4,,582,12252,,44,74,,,7131,126,,7054,7,72,218,,122,57,32,130,273,,115,844,109,936,452,,,2318,97,3742,8956,658,5133,236,,,,,,,51,,,38,744,,22,89,,,,30,,796,,,16,16,,4048,,,18,,17,,,,109,,,4701,,4426,107,,,,,,1273,,,,416,81,870,516,651,1083,3920,106,,1730,,,44,210,,,,128,132,77,6,,,,,301,,14,1116,9,162,197,,,1543,,2663,59,,,,1237,4934,,24,286,,6,,,527,,723,,212,,102,,,39716,110,556795,,219,,,474,197,,,,92,
"CYM",,,,,,,,,,,,20,,,6,,,,,,,,,,,,,,,,,1,,,,,,115,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,32,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,5,8,,,,,,,131,,,,,6,,,,5,,,,,,,,8049,143,,,34698,,1,,,,,,8050,,1,,,,,6,1,,,4,,,27,,20,,,,,,,,,,1,7410,,,,,,,,,127,,,,,,,,,,,,2,,,,,,6,,,65,,,,,,,,,,0,,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,7,,,,,,,0,,,14,,51,,,10074,,30,75,,,,,115,,,,,,,,,,,,139,,,,,,,,,,,,,
"TCD",,,,,,12,,,,,,20,4,,,81,,,,116,,212,,,0,,,,,,,1,,,,,33351,296,,5102,,,17,,,,,,965,,,,,,,,1,,,2,,,0,,102,,,,,,,,,,1,2910,,,1001,,,57,3,,9,,,,,,,,,,,,1,,,,,,4,,,100,,,9,,,,291,,,,,,,177,,,,,,,,,,,,19,,,,,,,,,,,,,,,33,,,,329,9850,,,,3,,,,,,,,,,,,1271,,,,,27,,,,,,,,,,,,,,0,,,65,0,,,,,21,,,39267,,9,115,,,,,165,,,,,,,,,,,646,88,,,,,,,,,,,,,
