CODGEO,LIBGEO,DCLT,L_DCLT,NBFLUX_C17_ACTOCC15P,dept_O,dept_D,fij
"38001",Les Abrets en DauphinÃ©,"38001",Les Abrets en DauphinÃ©,770,"38","38",770
"38001",Les Abrets en DauphinÃ©,"38012",Aoste,55,"38","38",55
"38001",Les Abrets en DauphinÃ©,"38013",Apprieu,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38022",Les AveniÃ¨res Veyrins-Thuellin,85,"38","38",85
"38001",Les Abrets en DauphinÃ©,"38029",La BÃ¢tie-Montgascon,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38053",Bourgoin-Jallieu,75,"38","38",75
"38001",Les Abrets en DauphinÃ©,"38080",Charancieu,85,"38","38",85
"38001",Les Abrets en DauphinÃ©,"38082",Charavines,25,"38","38",25
"38001",Les Abrets en DauphinÃ©,"38104",Chimilin,55,"38","38",55
"38001",Les Abrets en DauphinÃ©,"38105",Chirens,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38118",Colombe,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38124",Corbelin,25,"38","38",25
"38001",Les Abrets en DauphinÃ©,"38126",Corenc,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38133",Coublevie,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38139",Creys-MÃ©pieu,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38149",Domarin,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38182",Le Grand-Lemps,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38185",Grenoble,110,"38","38",110
"38001",Les Abrets en DauphinÃ©,"38193",L'Isle-d'Abeau,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38223",Maubec,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38229",Meylan,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38239",Moirans,15,"38","38",15
"38001",Les Abrets en DauphinÃ©,"38261",Morestel,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38270",La Murette,15,"38","38",15
"38001",Les Abrets en DauphinÃ©,"38276",Nivolas-Vermelle,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38287",Oyeu,15,"38","38",15
"38001",Les Abrets en DauphinÃ©,"38292",Villages du Lac de Paladru,15,"38","38",15
"38001",Les Abrets en DauphinÃ©,"38297",Arandon-Passins,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38315",Le Pont-de-Beauvoisin,145,"38","38",145
"38001",Les Abrets en DauphinÃ©,"38337",Rives,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38341",Rochetoirin,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38343",Romagnieu,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38348",Ruy-Montceau,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38357",Saint-AndrÃ©-le-Gaz,50,"38","38",50
"38001",Les Abrets en DauphinÃ©,"38362",Saint-Aupre,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38368",Saint-Blaise-du-Buis,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38372",Saint-Bueil,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38374",Saint-Chef,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38376",Saint-Christophe-sur-Guiers,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38377",Saint-Clair-de-la-Tour,35,"38","38",35
"38001",Les Abrets en DauphinÃ©,"38381",Saint-Didier-de-la-Tour,20,"38","38",20
"38001",Les Abrets en DauphinÃ©,"38382",Saint-Ã‰grÃ¨ve,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38384",Saint-Ã‰tienne-de-Saint-Geoirs,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38386",Saint-Geoire-en-Valdaine,30,"38","38",30
"38001",Les Abrets en DauphinÃ©,"38399",Saint-Jean-de-Bournay,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38400",Saint-Jean-de-Moirans,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38401",Saint-Jean-de-Soudain,25,"38","38",25
"38001",Les Abrets en DauphinÃ©,"38412",Saint-Laurent-du-Pont,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38434",Saint-Ondras,20,"38","38",20
"38001",Les Abrets en DauphinÃ©,"38449",Saint-Quentin-Fallavier,25,"38","38",25
"38001",Les Abrets en DauphinÃ©,"38455",Saint-Savin,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38463",Saint-VÃ©rand,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38467",Salagnon,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38474",Sassenage,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38486",Seyssins,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38509",La Tour-du-Pin,120,"38","38",120
"38001",Les Abrets en DauphinÃ©,"38516",La Tronche,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38520",Valencogne,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38531",Velanne,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38538",Le Versoud,5,"38","38",5
"38001",Les Abrets en DauphinÃ©,"38543",VÃ©zeronce-Curtin,10,"38","38",10
"38001",Les Abrets en DauphinÃ©,"38553",Villefontaine,15,"38","38",15
"38001",Les Abrets en DauphinÃ©,"38560",Val-de-Virieu,30,"38","38",30
"38001",Les Abrets en DauphinÃ©,"38563",Voiron,80,"38","38",80
"38001",Les Abrets en DauphinÃ©,"38565",Voreppe,10,"38","38",10
"38002",Les Adrets,"38002",Les Adrets,155.704851165619,"38","38",155.704851165619
"38002",Les Adrets,"38006",Allevard,4.99003870756763,"38","38",4.99003870756763
"38002",Les Adrets,"38039",Bernin,5.03402653671546,"38","38",5.03402653671546
"38002",Les Adrets,"38100",Le Cheylas,5.03402653671546,"38","38",5.03402653671546
"38002",Les Adrets,"38140",Crolles,40.0523692400385,"38","38",40.0523692400385
"38002",Les Adrets,"38150",DomÃ¨ne,10.046204355303,"38","38",10.046204355303
"38002",Les Adrets,"38151",Ã‰chirolles,14.9920617799485,"38","38",14.9920617799485
"38002",Les Adrets,"38158",Eybens,4.96818914237592,"38","38",4.96818914237592
"38002",Les Adrets,"38179",GiÃ¨res,4.96818914237592,"38","38",4.96818914237592
"38002",Les Adrets,"38181",Goncelin,10.0460109015287,"38","38",10.0460109015287
"38002",Les Adrets,"38185",Grenoble,59.9685358185585,"38","38",59.9685358185585
"38002",Les Adrets,"38229",Meylan,5.01198436481326,"38","38",5.01198436481326
"38002",Les Adrets,"38249",Montbonnot-Saint-Martin,14.9702122147568,"38","38",14.9702122147568
"38002",Les Adrets,"38314",Pontcharra,5.01198436481326,"38","38",5.01198436481326
"38002",Les Adrets,"38317",Le Pont-de-Claix,9.98007741513526,"38","38",9.98007741513526
"38002",Les Adrets,"38397",Saint-Ismier,4.99003870756763,"38","38",4.99003870756763
"38002",Les Adrets,"38421",Saint-Martin-d'HÃ¨res,50.186839646529,"38","38",50.186839646529
"38002",Les Adrets,"38423",Saint-Martin-le-Vinoux,5.03402653671546,"38","38",5.03402653671546
"38002",Les Adrets,"38504",Theys,9.98007741513526,"38","38",9.98007741513526
"38002",Les Adrets,"38511",Le Touvet,5.03402653671546,"38","38",5.03402653671546
"38002",Les Adrets,"38516",La Tronche,35.0623313795346,"38","38",35.0623313795346
"38002",Les Adrets,"38524",Varces-AlliÃ¨res-et-Risset,4.99003870756763,"38","38",4.99003870756763
"38002",Les Adrets,"38528",Vaulnaveys-le-Bas,5.01198436481326,"38","38",5.01198436481326
"38002",Les Adrets,"38544",Vienne,5.01198436481326,"38","38",5.01198436481326
"38003",Agnin,"38003",Agnin,60.780479657887,"38","38",60.780479657887
"38003",Agnin,"38034",Beaurepaire,5.07571216730151,"38","38",5.07571216730151
"38003",Agnin,"38051",BougÃ©-Chambalud,5.0498606837473,"38","38",5.0498606837473
"38003",Agnin,"38072",Chanas,20.2254258846387,"38","38",20.2254258846387
"38003",Agnin,"38130",La CÃ´te-Saint-AndrÃ©,5.0498606837473,"38","38",5.0498606837473
"38003",Agnin,"38184",Grenay,5.0498606837473,"38","38",5.0498606837473
"38003",Agnin,"38229",Meylan,5.0498606837473,"38","38",5.0498606837473
"38003",Agnin,"38298",Le PÃ©age-de-Roussillon,5.0498606837473,"38","38",5.0498606837473
"38003",Agnin,"38318",Pont-Ã‰vÃªque,5.0498606837473,"38","38",5.0498606837473
"38003",Agnin,"38336",Reventin-Vaugris,5.10169599098223,"38","38",5.10169599098223
"38003",Agnin,"38344",Roussillon,35.4272402669458,"38","38",35.4272402669458
"38003",Agnin,"38353",Saint-Alban-du-RhÃ´ne,5.07571216730151,"38","38",5.07571216730151
"38003",Agnin,"38425",Saint-Maurice-l'Exil,25.3788255167606,"38","38",25.3788255167606
"38003",Agnin,"38448",Saint-Prim,5.0498606837473,"38","38",5.0498606837473
"38003",Agnin,"38468",Salaise-sur-Sanne,35.4525630605745,"38","38",35.4525630605745
"38003",Agnin,"38480",SeptÃ¨me,5.10169599098223,"38","38",5.10169599098223
"38003",Agnin,"38544",Vienne,30.3252795922598,"38","38",30.3252795922598
"38003",Agnin,"38556",Ville-sous-Anjou,5.0498606837473,"38","38",5.0498606837473
"38004",L'Albenc,"38004",L'Albenc,77.8055922210674,"38","38",77.8055922210674
"38004",L'Albenc,"38033",Beaulieu,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38039",Bernin,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38061",La Buisse,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38117",Cognin-les-Gorges,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38151",Ã‰chirolles,19.4513980552668,"38","38",19.4513980552668
"38004",L'Albenc,"38158",Eybens,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38169",Fontaine,19.4513980552668,"38","38",19.4513980552668
"38004",L'Albenc,"38185",Grenoble,97.2569902763342,"38","38",97.2569902763342
"38004",L'Albenc,"38195",Izeron,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38229",Meylan,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38239",Moirans,14.5885485414501,"38","38",14.5885485414501
"38004",L'Albenc,"38263",Morette,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38310",PoliÃ©nas,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38317",Le Pont-de-Claix,9.72569902763342,"38","38",9.72569902763342
"38004",L'Albenc,"38337",Rives,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38382",Saint-Ã‰grÃ¨ve,29.1770970829003,"38","38",29.1770970829003
"38004",L'Albenc,"38390",Saint-Gervais,14.5885485414501,"38","38",14.5885485414501
"38004",L'Albenc,"38400",Saint-Jean-de-Moirans,14.5885485414501,"38","38",14.5885485414501
"38004",L'Albenc,"38416",Saint-Marcellin,29.1770970829003,"38","38",29.1770970829003
"38004",L'Albenc,"38421",Saint-Martin-d'HÃ¨res,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38474",Sassenage,19.4513980552668,"38","38",19.4513980552668
"38004",L'Albenc,"38505",Thodure,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38516",La Tronche,9.72569902763342,"38","38",9.72569902763342
"38004",L'Albenc,"38517",Tullins,14.5885485414501,"38","38",14.5885485414501
"38004",L'Albenc,"38540",Veurey-Voroize,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38548",Villard-de-Lans,4.86284951381671,"38","38",4.86284951381671
"38004",L'Albenc,"38559",Vinay,72.9427427072507,"38","38",72.9427427072507
"38004",L'Albenc,"38563",Voiron,14.5885485414501,"38","38",14.5885485414501
"38005",Allemond,"38005",Allemond,127.227463312369,"38","38",127.227463312369
"38005",Allemond,"38020",Auris,10.1781970649895,"38","38",10.1781970649895
"38005",Allemond,"38052",Le Bourg-d'Oisans,96.6928721174004,"38","38",96.6928721174004
"38005",Allemond,"38177",La Garde,10.1781970649895,"38","38",10.1781970649895
"38005",Allemond,"38185",Grenoble,40.7127882599581,"38","38",40.7127882599581
"38005",Allemond,"38191",Huez,35.6236897274633,"38","38",35.6236897274633
"38005",Allemond,"38212",Livet-et-Gavet,5.08909853249476,"38","38",5.08909853249476
"38005",Allemond,"38253",Les Deux Alpes,40.7127882599581,"38","38",40.7127882599581
"38005",Allemond,"38289",Oz,30.5345911949686,"38","38",30.5345911949686
"38005",Allemond,"38317",Le Pont-de-Claix,5.08909853249476,"38","38",5.08909853249476
"38005",Allemond,"38478",SÃ©chilienne,5.08909853249476,"38","38",5.08909853249476
"38005",Allemond,"38508",Torchefelon,10.1781970649895,"38","38",10.1781970649895
"38005",Allemond,"38516",La Tronche,10.1781970649895,"38","38",10.1781970649895
"38005",Allemond,"38527",Vaujany,35.6236897274633,"38","38",35.6236897274633
"38005",Allemond,"38545",Vif,5.08909853249476,"38","38",5.08909853249476
"38005",Allemond,"38562",Vizille,25.4454926624738,"38","38",25.4454926624738
"38006",Allevard,"38002",Les Adrets,10.1995824093009,"38","38",10.1995824093009
"38006",Allevard,"38006",Allevard,550.77745010225,"38","38",550.77745010225
"38006",Allevard,"38027",Barraux,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38039",Bernin,20.3991648186018,"38","38",20.3991648186018
"38006",Allevard,"38057",Bresson,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38078",La Chapelle-du-Bard,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38100",Le Cheylas,10.1995824093009,"38","38",10.1995824093009
"38006",Allevard,"38126",Corenc,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38140",Crolles,96.8960328883587,"38","38",96.8960328883587
"38006",Allevard,"38150",DomÃ¨ne,10.1995824093009,"38","38",10.1995824093009
"38006",Allevard,"38151",Ã‰chirolles,15.2993736139514,"38","38",15.2993736139514
"38006",Allevard,"38158",Eybens,20.3991648186018,"38","38",20.3991648186018
"38006",Allevard,"38163",Le Haut-BrÃ©da,25.4989560232523,"38","38",25.4989560232523
"38006",Allevard,"38175",Froges,25.4989560232523,"38","38",25.4989560232523
"38006",Allevard,"38181",Goncelin,30.5987472279028,"38","38",30.5987472279028
"38006",Allevard,"38185",Grenoble,137.694362525562,"38","38",137.694362525562
"38006",Allevard,"38200",Jarrie,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38214",Lumbin,10.1995824093009,"38","38",10.1995824093009
"38006",Allevard,"38229",Meylan,30.5987472279028,"38","38",30.5987472279028
"38006",Allevard,"38249",Montbonnot-Saint-Martin,40.7983296372037,"38","38",40.7983296372037
"38006",Allevard,"38309",Poisat,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38314",Pontcharra,81.5966592744074,"38","38",81.5966592744074
"38006",Allevard,"38397",Saint-Ismier,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38421",Saint-Martin-d'HÃ¨res,56.0977032511551,"38","38",56.0977032511551
"38006",Allevard,"38423",Saint-Martin-le-Vinoux,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38431",Saint-Nazaire-les-Eymes,10.1995824093009,"38","38",10.1995824093009
"38006",Allevard,"38439",CrÃªts en Belledonne,107.09561529766,"38","38",107.09561529766
"38006",Allevard,"38466",Saint-Vincent-de-Mercuze,15.2993736139514,"38","38",15.2993736139514
"38006",Allevard,"38503",La Terrasse,5.09979120465046,"38","38",5.09979120465046
"38006",Allevard,"38504",Theys,15.2993736139514,"38","38",15.2993736139514
"38006",Allevard,"38511",Le Touvet,45.8981208418541,"38","38",45.8981208418541
"38006",Allevard,"38516",La Tronche,45.8981208418541,"38","38",45.8981208418541
"38006",Allevard,"38538",Le Versoud,15.2993736139514,"38","38",15.2993736139514
"38006",Allevard,"38547",Villard-Bonnot,20.3991648186018,"38","38",20.3991648186018
"38008",Ambel,"38008",Ambel,10,"38","38",10
"38009",Anjou,"38003",Agnin,5.0288915371479,"38","38",5.0288915371479
"38009",Anjou,"38009",Anjou,85.1735714990585,"38","38",85.1735714990585
"38009",Anjou,"38034",Beaurepaire,10.0828398863702,"38","38",10.0828398863702
"38009",Anjou,"38072",Chanas,10.1075306248782,"38","38",10.1075306248782
"38009",Anjou,"38101",Cheyssieu,5.00420079863987,"38","38",5.00420079863987
"38009",Anjou,"38107",Chonas-l'Amballan,4.97963128616417,"38","38",4.97963128616417
"38009",Anjou,"38288",Oytier-Saint-Oblas,5.0288915371479,"38","38",5.0288915371479
"38009",Anjou,"38298",Le PÃ©age-de-Roussillon,15.1362997367835,"38","38",15.1362997367835
"38009",Anjou,"38318",Pont-Ã‰vÃªque,10.0085228233121,"38","38",10.0085228233121
"38009",Anjou,"38336",Reventin-Vaugris,5.0288915371479,"38","38",5.0288915371479
"38009",Anjou,"38344",Roussillon,50.3634748836506,"38","38",50.3634748836506
"38009",Anjou,"38363",Saint-BarthÃ©lemy,5.00420079863987,"38","38",5.00420079863987
"38009",Anjou,"38378",Saint-Clair-du-RhÃ´ne,5.00420079863987,"38","38",5.00420079863987
"38009",Anjou,"38425",Saint-Maurice-l'Exil,5.07863908773028,"38","38",5.07863908773028
"38009",Anjou,"38468",Salaise-sur-Sanne,45.2607547822535,"38","38",45.2607547822535
"38009",Anjou,"38496",Sonnay,10.0085228233121,"38","38",10.0085228233121
"38009",Anjou,"38537",La VerpilliÃ¨re,5.07863908773028,"38","38",5.07863908773028
"38009",Anjou,"38544",Vienne,20.2397513871837,"38","38",20.2397513871837
"38010",Annoisin-Chatelans,"38010",Annoisin-Chatelans,48.5632183908046,"38","38",48.5632183908046
"38010",Annoisin-Chatelans,"38053",Bourgoin-Jallieu,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38085",Charvieu-Chavagneux,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38097",Chavanoz,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38135",Courtenay,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38138",CrÃ©mieu,53.4195402298851,"38","38",53.4195402298851
"38010",Annoisin-Chatelans,"38210",Leyrieu,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38316",Pont-de-ChÃ©ruy,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38374",Saint-Chef,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38416",Saint-Marcellin,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38449",Saint-Quentin-Fallavier,14.5689655172414,"38","38",14.5689655172414
"38010",Annoisin-Chatelans,"38507",Tignieu-Jameyzieu,9.71264367816092,"38","38",9.71264367816092
"38010",Annoisin-Chatelans,"38530",Vaulx-Milieu,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38539",Vertrieu,4.85632183908046,"38","38",4.85632183908046
"38010",Annoisin-Chatelans,"38553",Villefontaine,9.71264367816092,"38","38",9.71264367816092
"38010",Annoisin-Chatelans,"38554",Villemoirieu,14.5689655172414,"38","38",14.5689655172414
"38011",Anthon,"38011",Anthon,74.161230195713,"38","38",74.161230195713
"38011",Anthon,"38026",La Balme-les-Grottes,9.88816402609506,"38","38",9.88816402609506
"38011",Anthon,"38053",Bourgoin-Jallieu,4.94408201304753,"38","38",4.94408201304753
"38011",Anthon,"38085",Charvieu-Chavagneux,4.94408201304753,"38","38",4.94408201304753
"38011",Anthon,"38097",Chavanoz,9.88816402609506,"38","38",9.88816402609506
"38011",Anthon,"38138",CrÃ©mieu,4.94408201304753,"38","38",4.94408201304753
"38011",Anthon,"38185",Grenoble,4.94408201304753,"38","38",4.94408201304753
"38011",Anthon,"38193",L'Isle-d'Abeau,4.94408201304753,"38","38",4.94408201304753
"38011",Anthon,"38316",Pont-de-ChÃ©ruy,14.8322460391426,"38","38",14.8322460391426
"38011",Anthon,"38451",Saint-Romain-de-Jalionas,9.88816402609506,"38","38",9.88816402609506
"38011",Anthon,"38507",Tignieu-Jameyzieu,14.8322460391426,"38","38",14.8322460391426
"38011",Anthon,"38537",La VerpilliÃ¨re,4.94408201304753,"38","38",4.94408201304753
"38011",Anthon,"38557",Villette-d'Anthon,29.6644920782852,"38","38",29.6644920782852
"38012",Aoste,"38001",Les Abrets en DauphinÃ©,10.0118203309693,"38","38",10.0118203309693
"38012",Aoste,"38002",Les Adrets,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38006",Allevard,4.3785310734464,"38","38",4.3785310734464
"38012",Aoste,"38012",Aoste,230.271867612293,"38","38",230.271867612293
"38012",Aoste,"38022",Les AveniÃ¨res Veyrins-Thuellin,30.0354609929078,"38","38",30.0354609929078
"38012",Aoste,"38053",Bourgoin-Jallieu,30.0354609929078,"38","38",30.0354609929078
"38012",Aoste,"38064",Cessieu,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38065",ChÃ¢bons,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38080",Charancieu,10.0118203309693,"38","38",10.0118203309693
"38012",Aoste,"38104",Chimilin,30.0354609929078,"38","38",30.0354609929078
"38012",Aoste,"38118",Colombe,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38124",Corbelin,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38133",Coublevie,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38148",Dolomieu,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38176",Frontonas,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38185",Grenoble,10.0118203309693,"38","38",10.0118203309693
"38012",Aoste,"38189",Heyrieux,10.0118203309693,"38","38",10.0118203309693
"38012",Aoste,"38193",L'Isle-d'Abeau,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38261",Morestel,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38276",Nivolas-Vermelle,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38297",Arandon-Passins,10.0118203309693,"38","38",10.0118203309693
"38012",Aoste,"38315",Le Pont-de-Beauvoisin,60.0709219858156,"38","38",60.0709219858156
"38012",Aoste,"38341",Rochetoirin,20.0236406619385,"38","38",20.0236406619385
"38012",Aoste,"38343",Romagnieu,15.0177304964539,"38","38",15.0177304964539
"38012",Aoste,"38352",Saint-Alban-de-Roche,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38357",Saint-AndrÃ©-le-Gaz,15.0177304964539,"38","38",15.0177304964539
"38012",Aoste,"38377",Saint-Clair-de-la-Tour,20.0236406619385,"38","38",20.0236406619385
"38012",Aoste,"38386",Saint-Geoire-en-Valdaine,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38401",Saint-Jean-de-Soudain,15.0177304964539,"38","38",15.0177304964539
"38012",Aoste,"38421",Saint-Martin-d'HÃ¨res,10.0118203309693,"38","38",10.0118203309693
"38012",Aoste,"38434",Saint-Ondras,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38509",La Tour-du-Pin,35.0413711583924,"38","38",35.0413711583924
"38012",Aoste,"38543",VÃ©zeronce-Curtin,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38553",Villefontaine,5.00591016548463,"38","38",5.00591016548463
"38012",Aoste,"38560",Val-de-Virieu,10.0118203309693,"38","38",10.0118203309693
"38012",Aoste,"38563",Voiron,10.0118203309693,"38","38",10.0118203309693
"38012",Aoste,"38565",Voreppe,10.0118203309693,"38","38",10.0118203309693
"38013",Apprieu,"38001",Les Abrets en DauphinÃ©,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38013",Apprieu,254.84463632937,"38","38",254.84463632937
"38013",Apprieu,"38030",Beaucroissant,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38039",Bernin,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38053",Bourgoin-Jallieu,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38058",BrÃ©zins,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38065",ChÃ¢bons,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38082",Charavines,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38084",CharnÃ¨cles,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38105",Chirens,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38118",Colombe,53.9094423004437,"38","38",53.9094423004437
"38013",Apprieu,"38126",Corenc,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38130",La CÃ´te-Saint-AndrÃ©,19.6034335637977,"38","38",19.6034335637977
"38013",Apprieu,"38133",Coublevie,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38140",Crolles,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38150",DomÃ¨ne,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38151",Ã‰chirolles,24.5042919547472,"38","38",24.5042919547472
"38013",Apprieu,"38152",Eclose-BadiniÃ¨res,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38156",Les Ã‰parres,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38158",Eybens,19.6034335637977,"38","38",19.6034335637977
"38013",Apprieu,"38169",Fontaine,29.4051503456966,"38","38",29.4051503456966
"38013",Apprieu,"38170",Fontanil-Cornillon,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38174",La Frette,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38182",Le Grand-Lemps,34.306008736646,"38","38",34.306008736646
"38013",Apprieu,"38185",Grenoble,181.331760465129,"38","38",181.331760465129
"38013",Apprieu,"38229",Meylan,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38239",Moirans,44.1077255185449,"38","38",44.1077255185449
"38013",Apprieu,"38249",Montbonnot-Saint-Martin,14.7025751728483,"38","38",14.7025751728483
"38013",Apprieu,"38270",La Murette,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38276",Nivolas-Vermelle,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38281",Noyarey,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38287",Oyeu,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38292",Villages du Lac de Paladru,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38317",Le Pont-de-Claix,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38331",RÃ©aumont,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38332",Renage,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38337",Rives,98.0171678189886,"38","38",98.0171678189886
"38013",Apprieu,"38341",Rochetoirin,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38357",Saint-AndrÃ©-le-Gaz,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38373",Saint-Cassien,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38374",Saint-Chef,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38382",Saint-Ã‰grÃ¨ve,39.2068671275954,"38","38",39.2068671275954
"38013",Apprieu,"38384",Saint-Ã‰tienne-de-Saint-Geoirs,9.80171678189886,"38","38",9.80171678189886
"38013",Apprieu,"38386",Saint-Geoire-en-Valdaine,4.90085839094943,"38","38",4.90085839094943
"38013",Apprieu,"38397",Saint-Ismier,4.90085839094943,"38","38",4.90085839094943
