CODGEO,LIBGEO,DCLT,L_DCLT,NBFLUX_C17_ACTOCC15P,dept_O,dept_D,fij
"38084",CharnÃ¨cles,"38563",Voiron,56.2918149466192,"38","38",56.2918149466192
"38084",CharnÃ¨cles,"38565",Voreppe,10.2348754448399,"38","38",10.2348754448399
"38085",Charvieu-Chavagneux,"38011",Anthon,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38026",La Balme-les-Grottes,4.81417747133116,"38","38",4.81417747133116
"38085",Charvieu-Chavagneux,"38034",Beaurepaire,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38053",Bourgoin-Jallieu,24.0708873566558,"38","38",24.0708873566558
"38085",Charvieu-Chavagneux,"38064",Cessieu,4.81417747133116,"38","38",4.81417747133116
"38085",Charvieu-Chavagneux,"38085",Charvieu-Chavagneux,544.002054260421,"38","38",544.002054260421
"38085",Charvieu-Chavagneux,"38097",Chavanoz,67.3984845986362,"38","38",67.3984845986362
"38085",Charvieu-Chavagneux,"38138",CrÃ©mieu,67.3984845986362,"38","38",67.3984845986362
"38085",Charvieu-Chavagneux,"38172",Four,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38176",Frontonas,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38185",Grenoble,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38190",HiÃ¨res-sur-Amby,4.81417747133116,"38","38",4.81417747133116
"38085",Charvieu-Chavagneux,"38193",L'Isle-d'Abeau,4.81417747133116,"38","38",4.81417747133116
"38085",Charvieu-Chavagneux,"38197",Janneyrias,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38229",Meylan,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38247",Montalieu-Vercieu,4.81417747133116,"38","38",4.81417747133116
"38085",Charvieu-Chavagneux,"38288",Oytier-Saint-Oblas,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38316",Pont-de-ChÃ©ruy,129.982791725941,"38","38",129.982791725941
"38085",Charvieu-Chavagneux,"38425",Saint-Maurice-l'Exil,4.81417747133116,"38","38",4.81417747133116
"38085",Charvieu-Chavagneux,"38449",Saint-Quentin-Fallavier,96.2835494266232,"38","38",96.2835494266232
"38085",Charvieu-Chavagneux,"38451",Saint-Romain-de-Jalionas,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38467",Salagnon,4.81417747133116,"38","38",4.81417747133116
"38085",Charvieu-Chavagneux,"38475",Satolas-et-Bonce,38.5134197706493,"38","38",38.5134197706493
"38085",Charvieu-Chavagneux,"38507",Tignieu-Jameyzieu,182.938743910584,"38","38",182.938743910584
"38085",Charvieu-Chavagneux,"38509",La Tour-du-Pin,9.62835494266232,"38","38",9.62835494266232
"38085",Charvieu-Chavagneux,"38530",Vaulx-Milieu,19.2567098853246,"38","38",19.2567098853246
"38085",Charvieu-Chavagneux,"38537",La VerpilliÃ¨re,19.2567098853246,"38","38",19.2567098853246
"38085",Charvieu-Chavagneux,"38554",Villemoirieu,14.4425324139935,"38","38",14.4425324139935
"38085",Charvieu-Chavagneux,"38557",Villette-d'Anthon,57.7701296559739,"38","38",57.7701296559739
"38086",Chasselay,"38086",Chasselay,15,"38","38",15
"38086",Chasselay,"38095",Chatte,5,"38","38",5
"38086",Chasselay,"38170",Fontanil-Cornillon,5,"38","38",5
"38086",Chasselay,"38182",Le Grand-Lemps,5,"38","38",5
"38086",Chasselay,"38185",Grenoble,25,"38","38",25
"38086",Chasselay,"38239",Moirans,5,"38","38",5
"38086",Chasselay,"38382",Saint-Ã‰grÃ¨ve,5,"38","38",5
"38086",Chasselay,"38384",Saint-Ã‰tienne-de-Saint-Geoirs,10,"38","38",10
"38086",Chasselay,"38416",Saint-Marcellin,10,"38","38",10
"38086",Chasselay,"38440",Saint-Pierre-de-Bressieux,5,"38","38",5
"38086",Chasselay,"38457",Saint-SimÃ©on-de-Bressieux,5,"38","38",5
"38086",Chasselay,"38474",Sassenage,5,"38","38",5
"38086",Chasselay,"38495",La SÃ´ne,5,"38","38",5
"38086",Chasselay,"38500",TÃªche,5,"38","38",5
"38086",Chasselay,"38516",La Tronche,5,"38","38",5
"38086",Chasselay,"38517",Tullins,5,"38","38",5
"38086",Chasselay,"38540",Veurey-Voroize,5,"38","38",5
"38086",Chasselay,"38559",Vinay,20,"38","38",20
"38087",Chasse-sur-RhÃ´ne,"38034",Beaurepaire,13.3333333321542,"38","38",13.3333333321542
"38087",Chasse-sur-RhÃ´ne,"38087",Chasse-sur-RhÃ´ne,426.500557414343,"38","38",426.500557414343
"38087",Chasse-sur-RhÃ´ne,"38131",Les CÃ´tes-d'Arey,14.8779264214306,"38","38",14.8779264214306
"38087",Chasse-sur-RhÃ´ne,"38144",DiÃ©moz,4.95930880714352,"38","38",4.95930880714352
"38087",Chasse-sur-RhÃ´ne,"38193",L'Isle-d'Abeau,9.91861761428704,"38","38",9.91861761428704
"38087",Chasse-sur-RhÃ´ne,"38226",Mens,4.95930880714352,"38","38",4.95930880714352
"38087",Chasse-sur-RhÃ´ne,"38298",Le PÃ©age-de-Roussillon,4.95930880714352,"38","38",4.95930880714352
"38087",Chasse-sur-RhÃ´ne,"38318",Pont-Ã‰vÃªque,19.8372352285741,"38","38",19.8372352285741
"38087",Chasse-sur-RhÃ´ne,"38336",Reventin-Vaugris,4.95930880714352,"38","38",4.95930880714352
"38087",Chasse-sur-RhÃ´ne,"38378",Saint-Clair-du-RhÃ´ne,14.8779264214306,"38","38",14.8779264214306
"38087",Chasse-sur-RhÃ´ne,"38421",Saint-Martin-d'HÃ¨res,4.95930880714352,"38","38",4.95930880714352
"38087",Chasse-sur-RhÃ´ne,"38425",Saint-Maurice-l'Exil,9.91861761428704,"38","38",9.91861761428704
"38087",Chasse-sur-RhÃ´ne,"38449",Saint-Quentin-Fallavier,4.95930880714352,"38","38",4.95930880714352
"38087",Chasse-sur-RhÃ´ne,"38468",Salaise-sur-Sanne,4.95930880714352,"38","38",4.95930880714352
"38087",Chasse-sur-RhÃ´ne,"38544",Vienne,143.819955407162,"38","38",143.819955407162
"38089",Chassignieu,"38063",Burcin,5.24886877828054,"38","38",5.24886877828054
"38089",Chassignieu,"38089",Chassignieu,20.9954751131222,"38","38",20.9954751131222
"38089",Chassignieu,"38098",ChÃ©lieu,5.24886877828054,"38","38",5.24886877828054
"38089",Chassignieu,"38170",Fontanil-Cornillon,5.24886877828054,"38","38",5.24886877828054
"38089",Chassignieu,"38292",Villages du Lac de Paladru,5.24886877828054,"38","38",5.24886877828054
"38089",Chassignieu,"38381",Saint-Didier-de-la-Tour,5.24886877828054,"38","38",5.24886877828054
"38089",Chassignieu,"38434",Saint-Ondras,10.4977375565611,"38","38",10.4977375565611
"38089",Chassignieu,"38509",La Tour-du-Pin,10.4977375565611,"38","38",10.4977375565611
"38089",Chassignieu,"38520",Valencogne,10.4977375565611,"38","38",10.4977375565611
"38089",Chassignieu,"38560",Val-de-Virieu,10.4977375565611,"38","38",10.4977375565611
"38089",Chassignieu,"38563",Voiron,10.4977375565611,"38","38",10.4977375565611
"38090",ChÃ¢teau-Bernard,"38071",Champ-sur-Drac,5,"38","38",5
"38090",ChÃ¢teau-Bernard,"38090",ChÃ¢teau-Bernard,70,"38","38",70
"38090",ChÃ¢teau-Bernard,"38151",Ã‰chirolles,5,"38","38",5
"38090",ChÃ¢teau-Bernard,"38185",Grenoble,25,"38","38",25
"38090",ChÃ¢teau-Bernard,"38242",Monestier-de-Clermont,15,"38","38",15
"38090",ChÃ¢teau-Bernard,"38391",Saint-Guillaume,5,"38","38",5
"38090",ChÃ¢teau-Bernard,"38524",Varces-AlliÃ¨res-et-Risset,10,"38","38",10
"38090",ChÃ¢teau-Bernard,"38545",Vif,10,"38","38",10
"38091",ChÃ¢teauvilain,"38001",Les Abrets en DauphinÃ©,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38015",Artas,5.07749036717198,"38","38",5.07749036717198
"38091",ChÃ¢teauvilain,"38053",Bourgoin-Jallieu,55.4703666202477,"38","38",55.4703666202477
"38091",ChÃ¢teauvilain,"38091",ChÃ¢teauvilain,40.3427803075472,"38","38",40.3427803075472
"38091",ChÃ¢teauvilain,"38097",Chavanoz,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38141",Culin,10.0520065070379,"38","38",10.0520065070379
"38091",ChÃ¢teauvilain,"38152",Eclose-BadiniÃ¨res,10.0505735802312,"38","38",10.0505735802312
"38091",ChÃ¢teauvilain,"38156",Les Ã‰parres,5.07749036717198,"38","38",5.07749036717198
"38091",ChÃ¢teauvilain,"38182",Le Grand-Lemps,10.154980734344,"38","38",10.154980734344
"38091",ChÃ¢teauvilain,"38185",Grenoble,5.07749036717198,"38","38",5.07749036717198
"38091",ChÃ¢teauvilain,"38193",L'Isle-d'Abeau,5.07749036717198,"38","38",5.07749036717198
"38091",ChÃ¢teauvilain,"38194",Izeaux,5.07749036717198,"38","38",5.07749036717198
"38091",ChÃ¢teauvilain,"38247",Montalieu-Vercieu,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38276",Nivolas-Vermelle,15.1631875105075,"38","38",15.1631875105075
"38091",ChÃ¢teauvilain,"38374",Saint-Chef,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38399",Saint-Jean-de-Bournay,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38401",Saint-Jean-de-Soudain,5.07749036717198,"38","38",5.07749036717198
"38091",ChÃ¢teauvilain,"38421",Saint-Martin-d'HÃ¨res,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38449",Saint-Quentin-Fallavier,20.2057956128038,"38","38",20.2057956128038
"38091",ChÃ¢teauvilain,"38479",Porte-des-Bonnevaux,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38509",La Tour-du-Pin,5.07749036717198,"38","38",5.07749036717198
"38091",ChÃ¢teauvilain,"38519",Valencin,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38530",Vaulx-Milieu,5.00796547793491,"38","38",5.00796547793491
"38091",ChÃ¢teauvilain,"38553",Villefontaine,10.0505735802312,"38","38",10.0505735802312
"38091",ChÃ¢teauvilain,"38565",Voreppe,5.00796547793491,"38","38",5.00796547793491
"38092",ChÃ¢telus,"38018",Auberives-en-Royans,4.83516483516484,"38","38",4.83516483516484
"38092",ChÃ¢telus,"38092",ChÃ¢telus,9.67032967032968,"38","38",9.67032967032968
"38092",ChÃ¢telus,"38319",Pont-en-Royans,4.83516483516484,"38","38",4.83516483516484
"38092",ChÃ¢telus,"38559",Vinay,4.83516483516484,"38","38",4.83516483516484
"38093",ChÃ¢tenay,"38013",Apprieu,5.02016895280007,"38","38",5.02016895280007
"38093",ChÃ¢tenay,"38034",Beaurepaire,4.88492951692847,"38","38",4.88492951692847
"38093",ChÃ¢tenay,"38053",Bourgoin-Jallieu,5.08918629919557,"38","38",5.08918629919557
"38093",ChÃ¢tenay,"38058",BrÃ©zins,4.88492951692847,"38","38",4.88492951692847
"38093",ChÃ¢tenay,"38093",ChÃ¢tenay,29.786159507799,"38","38",29.786159507799
"38093",ChÃ¢tenay,"38130",La CÃ´te-Saint-AndrÃ©,15.1295242047957,"38","38",15.1295242047957
"38093",ChÃ¢tenay,"38151",Ã‰chirolles,5.08918629919557,"38","38",5.08918629919557
"38093",ChÃ¢tenay,"38174",La Frette,5.15915249694417,"38","38",5.15915249694417
"38093",ChÃ¢tenay,"38218",Marcilloles,5.02016895280007,"38","38",5.02016895280007
"38093",ChÃ¢tenay,"38239",Moirans,14.7891046966193,"38","38",14.7891046966193
"38093",ChÃ¢tenay,"38347",Roybon,15.0614428418411,"38","38",15.0614428418411
"38093",ChÃ¢tenay,"38384",Saint-Ã‰tienne-de-Saint-Geoirs,5.02016895280007,"38","38",5.02016895280007
"38093",ChÃ¢tenay,"38400",Saint-Jean-de-Moirans,4.95208758984542,"38","38",4.95208758984542
"38093",ChÃ¢tenay,"38457",Saint-SimÃ©on-de-Bressieux,14.7982259245294,"38","38",14.7982259245294
"38093",ChÃ¢tenay,"38561",Viriville,10.1093552519956,"38","38",10.1093552519956
"38093",ChÃ¢tenay,"38566",Vourey,4.95208758984542,"38","38",4.95208758984542
"38094",ChÃ¢tonnay,"38001",Les Abrets en DauphinÃ©,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38012",Aoste,10.2574257425743,"38","38",10.2574257425743
"38094",ChÃ¢tonnay,"38015",Artas,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38035",Beauvoir-de-Marc,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38046",Bizonnes,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38053",Bourgoin-Jallieu,97.4455445544555,"38","38",97.4455445544555
"38094",ChÃ¢tonnay,"38064",Cessieu,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38081",Charantonnay,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38087",Chasse-sur-RhÃ´ne,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38094",ChÃ¢tonnay,133.346534653465,"38","38",133.346534653465
"38094",ChÃ¢tonnay,"38118",Colombe,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38130",La CÃ´te-Saint-AndrÃ©,10.2574257425743,"38","38",10.2574257425743
"38094",ChÃ¢tonnay,"38140",Crolles,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38149",Domarin,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38152",Eclose-BadiniÃ¨res,30.7722772277228,"38","38",30.7722772277228
"38094",ChÃ¢tonnay,"38156",Les Ã‰parres,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38157",Estrablin,10.2574257425743,"38","38",10.2574257425743
"38094",ChÃ¢tonnay,"38174",La Frette,10.2574257425743,"38","38",10.2574257425743
"38094",ChÃ¢tonnay,"38185",Grenoble,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38189",Heyrieux,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38193",L'Isle-d'Abeau,15.3861386138614,"38","38",15.3861386138614
"38094",ChÃ¢tonnay,"38231",Meyrieu-les-Ã‰tangs,15.3861386138614,"38","38",15.3861386138614
"38094",ChÃ¢tonnay,"38261",Morestel,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38276",Nivolas-Vermelle,15.3861386138614,"38","38",15.3861386138614
"38094",ChÃ¢tonnay,"38318",Pont-Ã‰vÃªque,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38346",Royas,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38348",Ruy-Montceau,25.6435643564357,"38","38",25.6435643564357
"38094",ChÃ¢tonnay,"38358",Sainte-Anne-sur-Gervonde,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38389",Saint-Georges-d'EspÃ©ranche,15.3861386138614,"38","38",15.3861386138614
"38094",ChÃ¢tonnay,"38399",Saint-Jean-de-Bournay,92.3168316831683,"38","38",92.3168316831683
"38094",ChÃ¢tonnay,"38408",Saint-Just-Chaleyssin,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38449",Saint-Quentin-Fallavier,51.2871287128713,"38","38",51.2871287128713
"38094",ChÃ¢tonnay,"38476",Savas-MÃ©pin,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38487",Seyssuel,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38507",Tignieu-Jameyzieu,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38509",La Tour-du-Pin,20.5148514851485,"38","38",20.5148514851485
"38094",ChÃ¢tonnay,"38517",Tullins,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38530",Vaulx-Milieu,5.12871287128713,"38","38",5.12871287128713
"38094",ChÃ¢tonnay,"38537",La VerpilliÃ¨re,15.3861386138614,"38","38",15.3861386138614
"38094",ChÃ¢tonnay,"38544",Vienne,41.029702970297,"38","38",41.029702970297
"38094",ChÃ¢tonnay,"38553",Villefontaine,15.3861386138614,"38","38",15.3861386138614
"38094",ChÃ¢tonnay,"38565",Voreppe,5.12871287128713,"38","38",5.12871287128713
"38095",Chatte,"38033",Beaulieu,4.92315233063823,"38","38",4.92315233063823
"38095",Chatte,"38053",Bourgoin-Jallieu,4.92315233063823,"38","38",4.92315233063823
"38095",Chatte,"38058",BrÃ©zins,10.0517702785593,"38","38",10.0517702785593
"38095",Chatte,"38095",Chatte,295.653572852125,"38","38",295.653572852125
"38095",Chatte,"38151",Ã‰chirolles,10.3685884568205,"38","38",10.3685884568205
"38095",Chatte,"38170",Fontanil-Cornillon,5.23782675439765,"38","38",5.23782675439765
"38095",Chatte,"38185",Grenoble,39.7019044491825,"38","38",39.7019044491825
"38095",Chatte,"38200",Jarrie,4.7239435928633,"38","38",4.7239435928633
"38095",Chatte,"38229",Meylan,5.02588513927965,"38","38",5.02588513927965
"38095",Chatte,"38239",Moirans,9.94903746991788,"38","38",9.94903746991788
"38095",Chatte,"38278",Notre-Dame-de-l'Osier,5.1307617024228,"38","38",5.1307617024228
"38095",Chatte,"38317",Le Pont-de-Claix,4.92315233063823,"38","38",4.92315233063823
"38095",Chatte,"38347",Roybon,10.1566468417025,"38","38",10.1566468417025
"38095",Chatte,"38384",Saint-Ã‰tienne-de-Saint-Geoirs,5.1307617024228,"38","38",5.1307617024228
"38095",Chatte,"38394",Saint-Hilaire-du-Rosier,4.82251945657127,"38","38",4.82251945657127
"38095",Chatte,"38409",Saint-Just-de-Claix,5.02588513927965,"38","38",5.02588513927965
"38095",Chatte,"38416",Saint-Marcellin,233.21579583009,"38","38",233.21579583009
"38095",Chatte,"38421",Saint-Martin-d'HÃ¨res,5.02588513927965,"38","38",5.02588513927965
"38095",Chatte,"38450",Saint-Quentin-sur-IsÃ¨re,4.92315233063823,"38","38",4.92315233063823
"38095",Chatte,"38453",Saint-Romans,10.0517702785593,"38","38",10.0517702785593
"38095",Chatte,"38454",Saint-Sauveur,34.7745084294681,"38","38",34.7745084294681
"38095",Chatte,"38463",Saint-VÃ©rand,5.1307617024228,"38","38",5.1307617024228
"38095",Chatte,"38474",Sassenage,4.92315233063823,"38","38",4.92315233063823
"38095",Chatte,"38495",La SÃ´ne,5.23782675439765,"38","38",5.23782675439765
"38095",Chatte,"38500",TÃªche,5.1307617024228,"38","38",5.1307617024228
"38095",Chatte,"38516",La Tronche,4.92315233063823,"38","38",4.92315233063823
"38095",Chatte,"38540",Veurey-Voroize,14.7715569264892,"38","38",14.7715569264892
"38095",Chatte,"38559",Vinay,39.6976607601063,"38","38",39.6976607601063
"38095",Chatte,"38563",Voiron,9.84630466127646,"38","38",9.84630466127646
"38095",Chatte,"38565",Voreppe,10.0517702785593,"38","38",10.0517702785593
"38097",Chavanoz,"38011",Anthon,10.1602477430073,"38","38",10.1602477430073
"38097",Chavanoz,"38026",La Balme-les-Grottes,4.8385997693368,"38","38",4.8385997693368
"38097",Chavanoz,"38053",Bourgoin-Jallieu,51.3874066247311,"38","38",51.3874066247311
"38097",Chavanoz,"38085",Charvieu-Chavagneux,50.9823540395776,"38","38",50.9823540395776
"38097",Chavanoz,"38097",Chavanoz,205.178171331657,"38","38",205.178171331657
"38097",Chavanoz,"38109",Chozeau,4.99830516832454,"38","38",4.99830516832454
"38097",Chavanoz,"38138",CrÃ©mieu,51.4801159467702,"38","38",51.4801159467702
"38097",Chavanoz,"38139",Creys-MÃ©pieu,4.99830516832454,"38","38",4.99830516832454
"38097",Chavanoz,"38144",DiÃ©moz,5.16328188870311,"38","38",5.16328188870311
"38097",Chavanoz,"38149",Domarin,5.33370391851166,"38","38",5.33370391851166
"38097",Chavanoz,"38176",Frontonas,5.16328188870311,"38","38",5.16328188870311
"38097",Chavanoz,"38189",Heyrieux,10.4956022870831,"38","38",10.4956022870831
"38097",Chavanoz,"38193",L'Isle-d'Abeau,15.6602676959179,"38","38",15.6602676959179
"38097",Chavanoz,"38197",Janneyrias,5.33370391851166,"38","38",5.33370391851166
"38097",Chavanoz,"38247",Montalieu-Vercieu,10.3279250150452,"38","38",10.3279250150452
"38097",Chavanoz,"38316",Pont-de-ChÃ©ruy,102.879490816088,"38","38",102.879490816088
"38097",Chavanoz,"38449",Saint-Quentin-Fallavier,67.1469942780992,"38","38",67.1469942780992
"38097",Chavanoz,"38451",Saint-Romain-de-Jalionas,10.4110830322447,"38","38",10.4110830322447
"38097",Chavanoz,"38455",Saint-Savin,15.6588841757862,"38","38",15.6588841757862
"38097",Chavanoz,"38475",Satolas-et-Bonce,20.6531275548124,"38","38",20.6531275548124
"38097",Chavanoz,"38507",Tignieu-Jameyzieu,102.379181122158,"38","38",102.379181122158
"38097",Chavanoz,"38530",Vaulx-Milieu,4.9178042086413,"38","38",4.9178042086413
"38097",Chavanoz,"38553",Villefontaine,5.16328188870311,"38","38",5.16328188870311
"38097",Chavanoz,"38554",Villemoirieu,15.2417109285313,"38","38",15.2417109285313
"38097",Chavanoz,"38557",Villette-d'Anthon,30.6537996807599,"38","38",30.6537996807599
"38098",ChÃ©lieu,"38001",Les Abrets en DauphinÃ©,5.0566781673923,"38","38",5.0566781673923
"38098",ChÃ©lieu,"38012",Aoste,5.0566781673923,"38","38",5.0566781673923
"38098",ChÃ©lieu,"38053",Bourgoin-Jallieu,14.4923331404388,"38","38",14.4923331404388
"38098",ChÃ©lieu,"38082",Charavines,5.0566781673923,"38","38",5.0566781673923
"38098",ChÃ©lieu,"38098",ChÃ©lieu,20.7694065209382,"38","38",20.7694065209382
"38098",ChÃ©lieu,"38104",Chimilin,9.94248754962332,"38","38",9.94248754962332
"38098",ChÃ©lieu,"38105",Chirens,4.72071437597675,"38","38",4.72071437597675
"38098",ChÃ©lieu,"38118",Colombe,10.1193320369577,"38","38",10.1193320369577
"38098",ChÃ©lieu,"38182",Le Grand-Lemps,5.0566781673923,"38","38",5.0566781673923
"38098",ChÃ©lieu,"38185",Grenoble,14.8513988706145,"38","38",14.8513988706145
"38098",ChÃ©lieu,"38239",Moirans,15.1700345021769,"38","38",15.1700345021769
"38098",ChÃ©lieu,"38292",Villages du Lac de Paladru,5.0566781673923,"38","38",5.0566781673923
"38098",ChÃ©lieu,"38315",Le Pont-de-Beauvoisin,4.88580938223102,"38","38",4.88580938223102
"38098",ChÃ©lieu,"38337",Rives,5.23352265472665,"38","38",5.23352265472665
"38098",ChÃ©lieu,"38341",Rochetoirin,4.72071437597675,"38","38",4.72071437597675
"38098",ChÃ©lieu,"38357",Saint-AndrÃ©-le-Gaz,5.0566781673923,"38","38",5.0566781673923
"38098",ChÃ©lieu,"38368",Saint-Blaise-du-Buis,5.23352265472665,"38","38",5.23352265472665
"38098",ChÃ©lieu,"38381",Saint-Didier-de-la-Tour,5.23352265472665,"38","38",5.23352265472665
"38098",ChÃ©lieu,"38382",Saint-Ã‰grÃ¨ve,5.0566781673923,"38","38",5.0566781673923
"38098",ChÃ©lieu,"38449",Saint-Quentin-Fallavier,20.0735690676611,"38","38",20.0735690676611
"38098",ChÃ©lieu,"38464",Saint-Victor-de-Cessieu,4.88580938223102,"38","38",4.88580938223102
"38098",ChÃ©lieu,"38509",La Tour-du-Pin,14.6574281466931,"38","38",14.6574281466931
"38098",ChÃ©lieu,"38553",Villefontaine,4.72071437597675,"38","38",4.72071437597675
"38098",ChÃ©lieu,"38554",Villemoirieu,4.88580938223102,"38","38",4.88580938223102
"38098",ChÃ©lieu,"38557",Villette-d'Anthon,20.0558438844079,"38","38",20.0558438844079
"38098",ChÃ©lieu,"38560",Val-de-Virieu,35.9394410231151,"38","38",35.9394410231151
"38098",ChÃ©lieu,"38563",Voiron,18.8884361826801,"38","38",18.8884361826801
"38099",ChevriÃ¨res,"38057",Bresson,5.13447502320401,"38","38",5.13447502320401
"38099",ChevriÃ¨res,"38095",Chatte,39.5891375768859,"38","38",39.5891375768859
"38099",ChevriÃ¨res,"38098",ChÃ©lieu,5.13447502320401,"38","38",5.13447502320401
"38099",ChevriÃ¨res,"38099",ChevriÃ¨res,84.8747249111565,"38","38",84.8747249111565
"38099",ChevriÃ¨res,"38151",Ã‰chirolles,4.86452172941363,"38","38",4.86452172941363
"38099",ChevriÃ¨res,"38158",Eybens,5.13447502320401,"38","38",5.13447502320401
"38099",ChevriÃ¨res,"38185",Grenoble,15.403425069612,"38","38",15.403425069612
"38099",ChevriÃ¨res,"38281",Noyarey,4.86452172941363,"38","38",4.86452172941363
"38099",ChevriÃ¨res,"38382",Saint-Ã‰grÃ¨ve,4.73491512745724,"38","38",4.73491512745724
"38099",ChevriÃ¨res,"38384",Saint-Ã‰tienne-de-Saint-Geoirs,4.99767599184935,"38","38",4.99767599184935
"38099",ChevriÃ¨res,"38410",Saint-Lattier,4.99767599184935,"38","38",4.99767599184935
"38099",ChevriÃ¨res,"38416",Saint-Marcellin,33.8100852705059,"38","38",33.8100852705059
"38099",ChevriÃ¨res,"38453",Saint-Romans,20.1348923031331,"38","38",20.1348923031331
"38099",ChevriÃ¨res,"38454",Saint-Sauveur,10.1395403194344,"38","38",10.1395403194344
"38099",ChevriÃ¨res,"38495",La SÃ´ne,10.268950046408,"38","38",10.268950046408
"38099",ChevriÃ¨res,"38559",Vinay,14.7267194506766,"38","38",14.7267194506766
"38099",ChevriÃ¨res,"38565",Voreppe,4.86452172941363,"38","38",4.86452172941363
"38100",Le Cheylas,"38006",Allevard,19.9607606608515,"38","38",19.9607606608515
"38100",Le Cheylas,"38039",Bernin,9.78305542235522,"38","38",9.78305542235522
"38100",Le Cheylas,"38045",Biviers,5.19198758333728,"38","38",5.19198758333728
"38100",Le Cheylas,"38053",Bourgoin-Jallieu,5.08983772351497,"38","38",5.08983772351497
"38100",Le Cheylas,"38057",Bresson,4.7952892549037,"38","38",4.7952892549037
"38100",Le Cheylas,"38062",La BuissiÃ¨re,4.98969761307946,"38","38",4.98969761307946
"38100",Le Cheylas,"38070",Le Champ-prÃ¨s-Froges,4.98969761307946,"38","38",4.98969761307946
"38100",Le Cheylas,"38100",Le Cheylas,223.027800436428,"38","38",223.027800436428
"38100",Le Cheylas,"38126",Corenc,5.08983772351497,"38","38",5.08983772351497
"38100",Le Cheylas,"38140",Crolles,124.495258278732,"38","38",124.495258278732
"38100",Le Cheylas,"38150",DomÃ¨ne,24.7540797072215,"38","38",24.7540797072215
"38100",Le Cheylas,"38151",Ã‰chirolles,39.3439393306394,"38","38",39.3439393306394
"38100",Le Cheylas,"38158",Eybens,9.88122532425707,"38","38",9.88122532425707
"38100",Le Cheylas,"38163",Le Haut-BrÃ©da,5.19198758333728,"38","38",5.19198758333728
"38100",Le Cheylas,"38175",Froges,9.80044300915685,"38","38",9.80044300915685
"38100",Le Cheylas,"38179",GiÃ¨res,19.8664924131113,"38","38",19.8664924131113
"38100",Le Cheylas,"38181",Goncelin,30.1463475114298,"38","38",30.1463475114298
"38100",Le Cheylas,"38185",Grenoble,138.148656807024,"38","38",138.148656807024
"38100",Le Cheylas,"38214",Lumbin,9.97939522615892,"38","38",9.97939522615892
"38100",Le Cheylas,"38229",Meylan,54.1129039650684,"38","38",54.1129039650684
