"i","j","fij"
"IND","AUS",82342
"IDN","AUS",27806
"IRN","AUS",14182
"IRQ","AUS",20027
"IRL","AUS",29063
"IMN","AUS",395
"ISR","AUS",4950
"ITA","AUS",115075
"JAM","AUS",518
"JPN","AUS",11413
"JOR","AUS",2354
"KAZ","AUS",252
"KEN","AUS",5627
"KIR","AUS",192
"KWT","AUS",1709
"KGZ","AUS",99
"LAO","AUS",5187
"LVA","AUS",2870
"LBN","AUS",44530
"LSO","AUS",45
"LBR","AUS",675
"LBY","AUS",842
"LIE","AUS",10
"LTU","AUS",1516
"LUX","AUS",79
"MDG","AUS",105
"MWI","AUS",370
"MYS","AUS",46997
"MDV","AUS",108
"MLI","AUS",20
"MLT","AUS",26547
"MHL","AUS",20
"MTQ","AUS",15
"MRT","AUS",10
"MUS","AUS",9964
"MEX","AUS",862
"FSM","AUS",15
"MCO","AUS",25
"MNG","AUS",104
"MNE","AUS",2064
"MAR","AUS",944
"MOZ","AUS",405
"MMR","AUS",6505
"NAM","AUS",381
"NRU","AUS",294
"NPL","AUS",2420
"NLD","AUS",47295
"NCL","AUS",552
"NZL","AUS",216840
"NIC","AUS",363
"NER","AUS",5
"NGA","AUS",1551
"NIU","AUS",295
"MKD","AUS",26335
"MNP","AUS",0
"NOR","AUS",2188
"OMN","AUS",489
"PAK","AUS",9660
"PAN","AUS",97
"PRY","AUS",193
"PER","AUS",2917
"PHL","AUS",48256
"POL","AUS",29130
"PRT","AUS",9421
"PRI","AUS",71
"QAT","AUS",261
"KOR","AUS",23576
"MDA","AUS",373
"REU","AUS",54
"ROU","AUS",7840
"RUS","AUS",7148
"RWA","AUS",84
"SHN","AUS",7
"KNA","AUS",9
"LCA","AUS",11
"VCT","AUS",37
"WSM","AUS",8111
"SAU","AUS",1631
"SEN","AUS",176
"SRB","AUS",20171
"SYC","AUS",1336
"SLE","AUS",791
"SGP","AUS",19890
"SVK","AUS",3065
"SVN","AUS",4502
"SLB","AUS",720
"SOM","AUS",2222
"ZAF","AUS",56789
"SSD","AUS",0
"ESP","AUS",7399
"LKA","AUS",36037
"PSE","AUS",1840
"SDN","AUS",10358
"SUR","AUS",51
"SWE","AUS",4083
"CHE","AUS",6932
"SYR","AUS",4085
"TJK","AUS",35
"THA","AUS",11103
"TLS","AUS",5347
"TGO","AUS",15
"TKL","AUS",225
"TON","AUS",4446
"TTO","AUS",791
"TUN","AUS",327
"TUR","AUS",19302
"TKM","AUS",30
"TUV","AUS",68
"UGA","AUS",977
"UKR","AUS",7228
"ARE","AUS",1588
"GBR","AUS",565203
"TZA","AUS",1297
"USA","AUS",35850
"URY","AUS",5200
"UZB","AUS",350
"VUT","AUS",563
"VEN","AUS",726
"VNM","AUS",83963
"YEM","AUS",295
"ZMB","AUS",2270
"ZWE","AUS",10948
"AFG","AUT",4498
"ALB","AUT",1219
"DZA","AUT",761
"AND","AUT",2
"AGO","AUT",145
"ATG","AUT",0
"ARG","AUT",597
"ARM","AUT",1204
"AUS","AUT",969
"AZE","AUT",433
"BHS","AUT",10
"BHR","AUT",8
"BGD","AUT",1417
"BRB","AUT",8
"BLR","AUT",342
"BEL","AUT",961
"BLZ","AUT",16
"BEN","AUT",42
"BMU","AUT",7
"BTN","AUT",12
"BOL","AUT",181
"BIH","AUT",63386
"BWA","AUT",8
"BRA","AUT",1431
"BRN","AUT",5
"BGR","AUT",5361
"BFA","AUT",53
"BDI","AUT",44
"CPV","AUT",13
"KHM","AUT",331
"CMR","AUT",319
"CAN","AUT",962
"CAF","AUT",15
"TCD","AUT",6
"CHL","AUT",460
"CHN","AUT",6139
"HKG","AUT",107
"MAC","AUT",5
"COL","AUT",488
"COG","AUT",198
"CRI","AUT",53
"CIV","AUT",117
"HRV","AUT",21313
"CUB","AUT",210
"CYP","AUT",134
"CZE","AUT",16528
"PRK","AUT",774
"COD","AUT",301
"DNK","AUT",479
"DJI","AUT",4
"DMA","AUT",10
"DOM","AUT",712
"ECU","AUT",226
"EGY","AUT",7327
"SLV","AUT",22
"GNQ","AUT",4
"ERI","AUT",36
"EST","AUT",77
"SWZ","AUT",7
"ETH","AUT",412
"FJI","AUT",5
"FIN","AUT",346
"FRA","AUT",3163
"GAB","AUT",13
"GMB","AUT",437
"GEO","AUT",1340
"DEU","AUT",69823
"GHA","AUT",1108
"GRC","AUT",1987
"GRD","AUT",5
"GUM","AUT",1
"GTM","AUT",148
"GIN","AUT",185
"GNB","AUT",47
"GUY","AUT",3
"HTI","AUT",21
"HND","AUT",31
"HUN","AUT",11728
"ISL","AUT",66
"IND","AUT",6162
"IDN","AUT",314
"IRN","AUT",6811
"IRQ","AUT",2674
"IRL","AUT",426
"ISR","AUT",1121
"ITA","AUT",11522
"JAM","AUT",69
"JPN","AUT",689
"JOR","AUT",403
"KAZ","AUT",325
"KEN","AUT",249
"KWT","AUT",126
"KGZ","AUT",172
"LAO","AUT",43
"LVA","AUT",196
"LBN","AUT",858
"LSO","AUT",0
"LBR","AUT",178
"LBY","AUT",212
"LIE","AUT",114
"LTU","AUT",240
"LUX","AUT",316
"MDG","AUT",16
"MWI","AUT",16
"MYS","AUT",178
"MDV","AUT",5
"MLI","AUT",56
"MLT","AUT",37
"MRT","AUT",24
"MUS","AUT",42
"MEX","AUT",494
"FSM","AUT",0
"MCO","AUT",9
"MNG","AUT",501
"MNE","AUT",8365
"MAR","AUT",820
"MOZ","AUT",23
"MMR","AUT",24
"NAM","AUT",57
"NRU","AUT",0
"NPL","AUT",291
"NLD","AUT",3222
"NZL","AUT",187
"NIC","AUT",65
"NER","AUT",17
"NGA","AUT",4561
"MKD","AUT",9350
"NOR","AUT",294
"OMN","AUT",13
"PAK","AUT",2443
"PLW","AUT",0
"PAN","AUT",18
"PNG","AUT",24
"PRY","AUT",76
"PER","AUT",440
"PHL","AUT",3672
"POL","AUT",22206
"PRT","AUT",785
"PRI","AUT",2
"QAT","AUT",12
"KOR","AUT",51
"MDA","AUT",530
"ROU","AUT",19423
"RUS","AUT",10605
"RWA","AUT",90
"KNA","AUT",0
"LCA","AUT",7
"VCT","AUT",4
"WSM","AUT",1
"SMR","AUT",0
"STP","AUT",1
"SAU","AUT",218
"SEN","AUT",175
"SRB","AUT",74489
"SYC","AUT",14
"SLE","AUT",159
"SGP","AUT",87
"SVK","AUT",7585
"SVN","AUT",6574
"SLB","AUT",5
"SOM","AUT",571
"ZAF","AUT",962
"ESP","AUT",1473
"LKA","AUT",416
"PSE","AUT",152
"SDN","AUT",363
"SUR","AUT",9
"SWE","AUT",1154
"CHE","AUT",5666
"SYR","AUT",1616
"TJK","AUT",97
"THA","AUT",741
"TGO","AUT",106
"TON","AUT",1
"TTO","AUT",21
"TUN","AUT",2000
"TUR","AUT",72226
"TKM","AUT",38
"TUV","AUT",3
"UGA","AUT",112
"UKR","AUT",1905
"ARE","AUT",64
"GBR","AUT",4583
"TZA","AUT",63
"USA","AUT",4267
"URY","AUT",100
"UZB","AUT",262
"VUT","AUT",1
"VEN","AUT",284
"VNM","AUT",1219
"YEM","AUT",43
"ZMB","AUT",37
"ZWE","AUT",114
"AFG","AZE",148
"ARM","AZE",81293
"BLR","AZE",103
"EST","AZE",247
"GEO","AZE",26490
"DEU","AZE",134
"IRN","AZE",1072
"KAZ","AZE",1588
"KGZ","AZE",1327
"MDA","AZE",43
"RUS","AZE",9420
"TJK","AZE",106
"TUR","AZE",1770
"TKM","AZE",806
"UKR","AZE",731
"UZB","AZE",8801
"ATG","BHS",5
"ARG","BHS",35
"AUS","BHS",36
"AUT","BHS",16
"BRB","BHS",103
"BEL","BHS",15
"BLZ","BHS",9
"BMU","BHS",9
"BWA","BHS",4
"BRA","BHS",38
"VGB","BHS",3
"BGR","BHS",7
"CAN","BHS",735
"CYM","BHS",9
"CHL","BHS",9
"CHN","BHS",75
"HKG","BHS",14
"COL","BHS",63
"CRI","BHS",23
"CUB","BHS",81
"DNK","BHS",14
"DMA","BHS",31
"DOM","BHS",103
"ECU","BHS",16
"EGY","BHS",10
"SLV","BHS",31
"EST","BHS",3
"SWZ","BHS",3
"FRA","BHS",83
"DEU","BHS",126
"GHA","BHS",36
"GRC","BHS",46
"GRD","BHS",13
"GTM","BHS",9
"GUY","BHS",431
"HTI","BHS",13224
"HND","BHS",19
"IND","BHS",222
"IDN","BHS",8
"IRL","BHS",36
"ITA","BHS",77
"JAM","BHS",1715
"JPN","BHS",9
"KEN","BHS",5
"MEX","BHS",66
"NLD","BHS",22
"NZL","BHS",8
"NIC","BHS",4
"NGA","BHS",72
"NOR","BHS",6
"PAK","BHS",3
"PAN","BHS",11
"PER","BHS",74
"PHL","BHS",278
"POL","BHS",4
"PRT","BHS",8
"ROU","BHS",58
"RUS","BHS",12
"KNA","BHS",9
"LCA","BHS",32
"VCT","BHS",20
"ZAF","BHS",54
"ESP","BHS",59
"LKA","BHS",13
"SWE","BHS",14
"CHE","BHS",88
"TTO","BHS",162
"TCA","BHS",402
"UGA","BHS",2
"UKR","BHS",2
"GBR","BHS",1017
"USA","BHS",3228
"URY","BHS",4
"VEN","BHS",10
"ZWE","BHS",3
"AFG","BHR",267
"BGD","BHR",42486
"TCD","BHR",175
"EGY","BHR",27252
"ERI","BHR",629
"ETH","BHR",384
"FRA","BHR",420
"IND","BHR",117730
"IDN","BHR",4975
"JOR","BHR",4910
"KWT","BHR",2180
"LBN","BHR",1226
"MAR","BHR",298
"NPL","BHR",722
"NLD","BHR",97
"NGA","BHR",427
"PAK","BHR",35612
"PHL","BHR",17725
"QAT","BHR",33
"SAU","BHR",195
"SOM","BHR",349
"SSD","BHR",524
"LKA","BHR",3073
"PSE","BHR",1899
"SDN","BHR",4337
"SYR","BHR",1865
"THA","BHR",402
"TUN","BHR",191
"TUR","BHR",1349
"ARE","BHR",1716
"GBR","BHR",1009
"USA","BHR",524
"YEM","BHR",6869
"BHR","BGD",13280
"BRA","BGD",6570
"KHM","BGD",8649
"CHN","BGD",78519
"IND","BGD",14951
"IDN","BGD",66627
"JPN","BGD",6112
"LAO","BGD",38815
"MYS","BGD",102836
"MMR","BGD",109366
"NPL","BGD",13498
"NOR","BGD",6302
"SGP","BGD",4491
"THA","BGD",4958
"GBR","BGD",14762
"USA","BGD",20283
"VNM","BGD",11963
"ATG","BRB",84
"AUS","BRB",13
"BHS","BRB",25
"BLZ","BRB",7
"BMU","BRB",10
"CAN","BRB",316
"CHN","BRB",17
"CUB","BRB",21
"DMA","BRB",141
"GRD","BRB",186
"GUY","BRB",2089
"HTI","BRB",8
"IND","BRB",242
"JAM","BRB",287
"KNA","BRB",35
"LCA","BRB",1168
"VCT","BRB",1535
"SUR","BRB",8
"TTO","BRB",675
"GBR","BRB",1343
"USA","BRB",531
"AFG","BLR",192
"DZA","BLR",44
"ARG","BLR",37
"ARM","BLR",3514
"AUS","BLR",11
"AUT","BLR",17
"AZE","BLR",7960
"BEL","BLR",22
"BRA","BLR",25
"BGR","BLR",32
"CAN","BLR",58
"CUB","BLR",42
"CZE","BLR",29
"PRK","BLR",18
"DNK","BLR",117
"EST","BLR",1099
"ETH","BLR",23
"FIN","BLR",976
"GEO","BLR",5025
"DEU","BLR",35
"GRC","BLR",36
"HUN","BLR",128
"IND","BLR",39
"IRN","BLR",39
"IRL","BLR",7
"ISR","BLR",179
"ITA","BLR",20
"JOR","BLR",28
"KAZ","BLR",34514
"KGZ","BLR",2590
"LVA","BLR",3075
"LBN","BLR",64
"LTU","BLR",4575
"MNG","BLR",43
"NOR","BLR",35
"PAK","BLR",47
"POL","BLR",219
"KOR","BLR",13
"MDA","BLR",4184
"ROU","BLR",9
"RUS","BLR",312157
"SRB","BLR",23
"SVK","BLR",9
"ESP","BLR",18
"SWE","BLR",176
"CHE","BLR",12
"SYR","BLR",83
"TJK","BLR",2971
"TUR","BLR",23
"TKM","BLR",2729
"UKR","BLR",111734
"ARE","BLR",10
"GBR","BLR",171
"USA","BLR",35
"URY","BLR",4
"UZB","BLR",7303
"VNM","BLR",173
"YEM","BLR",26
"AFG","BEL",1527
"ALB","BEL",1699
"DZA","BEL",10643
"AGO","BEL",1646
"ARG","BEL",809
"ARM","BEL",160
"AUS","BEL",616
"AUT","BEL",1422
"AZE","BEL",32
"BHS","BEL",13
"BHR","BEL",55
"BGD","BEL",969
"BRB","BEL",8
"BLR","BEL",82
"BEN","BEL",403
"BTN","BEL",161
"BOL","BEL",406
"BIH","BEL",111
"BWA","BEL",9
"BRA","BEL",1755
"BGR","BEL",2158
"BFA","BEL",397
"BDI","BEL",2044
"CPV","BEL",198
"KHM","BEL",469
"CMR","BEL",2289
"CAN","BEL",2007
"CAF","BEL",140
"TCD","BEL",189
"CHL","BEL",2229
"CHN","BEL",5841
"COL","BEL",1612
"COG","BEL",2662
"CRI","BEL",84
"CIV","BEL",1311
"HRV","BEL",42
"CUB","BEL",407
"CYP","BEL",89
"CZE","BEL",71
"PRK","BEL",451
"COD","BEL",30015
"DNK","BEL",1291
"DJI","BEL",161
"DMA","BEL",56
"DOM","BEL",646
"ECU","BEL",1064
"EGY","BEL",1542
"SLV","BEL",150
"GNQ","BEL",13
"ERI","BEL",2
"EST","BEL",80
"ETH","BEL",792
"FJI","BEL",3
"FIN","BEL",1037
"FRA","BEL",69085
"GAB","BEL",231
"GMB","BEL",186
"GEO","BEL",63
"DEU","BEL",37535
"GHA","BEL",2546
"GRC","BEL",7752
"GTM","BEL",245
"GIN","BEL",1162
"GNB","BEL",72
"GUY","BEL",23
"HTI","BEL",811
"HND","BEL",41
"HUN","BEL",1743
"ISL","BEL",68
"IND","BEL",6464
"IDN","BEL",840
"IRN","BEL",2451
"IRQ","BEL",1100
"IRL","BEL",1259
"ISR","BEL",1996
"ITA","BEL",68144
"JAM","BEL",120
"JPN","BEL",1977
"JOR","BEL",371
"KAZ","BEL",144
"KEN","BEL",310
"KWT","BEL",78
"KGZ","BEL",42
"LAO","BEL",511
"LVA","BEL",84
"LBN","BEL",2224
"LSO","BEL",3
"LBR","BEL",350
"LBY","BEL",187
"LIE","BEL",2
"LTU","BEL",146
"LUX","BEL",6625
"MDG","BEL",341
"MWI","BEL",30
"MYS","BEL",214
"MDV","BEL",2
"MLI","BEL",222
"MLT","BEL",81
"MRT","BEL",540
"MUS","BEL",949
"MEX","BEL",579
"MCO","BEL",46
"MNG","BEL",57
"MNE","BEL",0
"MAR","BEL",90180
"MOZ","BEL",90
"MMR","BEL",67
"NAM","BEL",8
"NRU","BEL",0
"NPL","BEL",458
"NLD","BEL",53906
"NZL","BEL",160
"NIC","BEL",60
"NER","BEL",302
"NGA","BEL",1393
"MKD","BEL",164
"NOR","BEL",636
"OMN","BEL",6
"PAK","BEL",4293
"PLW","BEL",0
"PAN","BEL",46
"PNG","BEL",66
"PRY","BEL",78
"PER","BEL",892
"PHL","BEL",2245
"POL","BEL",11497
"PRT","BEL",11307
"KOR","BEL",766
"MDA","BEL",41
"ROU","BEL",5224
"RUS","BEL",1157
"RWA","BEL",4647
"SMR","BEL",12
"STP","BEL",18
"SAU","BEL",120
"SEN","BEL",1427
"SRB","BEL",5
"SYC","BEL",20
"SLE","BEL",585
"SGP","BEL",167
"SVK","BEL",141
"SVN","BEL",21
"SOM","BEL",702
"ZAF","BEL",1431
"ESP","BEL",17107
"LKA","BEL",255
"PSE","BEL",59
"SDN","BEL",210
"SUR","BEL",171
"SWE","BEL",1732
"CHE","BEL",2272
"SYR","BEL",1704
"TJK","BEL",8
"THA","BEL",986
"TGO","BEL",1140
"TUN","BEL",5975
"TUR","BEL",47186
"TKM","BEL",1
"UGA","BEL",163
"UKR","BEL",146
"GBR","BEL",12838
"TZA","BEL",168
"USA","BEL",7278
"URY","BEL",227
"UZB","BEL",77
"VEN","BEL",338
"VNM","BEL",2582
"YEM","BEL",66
"ZMB","BEL",145
"ZWE","BEL",139
"CAN","BLZ",291
"CHN","BLZ",760
"HKG","BLZ",29
"SLV","BLZ",3638
"DEU","BLZ",33
"GTM","BLZ",8763
"HTI","BLZ",22
"HND","BLZ",3219
"IND","BLZ",161
"JAM","BLZ",251
"LBN","BLZ",30
"MEX","BLZ",1467
"NGA","BLZ",29
"GBR","BLZ",195
"USA","BLZ",1416
"BFA","BEN",4849
"TCD","BEN",302
"COG","BEN",923
"CIV","BEN",6798
"FRA","BEN",458
"GHA","BEN",3507
"MLI","BEN",849
"NER","BEN",33132
"NGA","BEN",25347
"TGO","BEN",19811
"AUS","BMU",32
"AUT","BMU",17
"BEL","BMU",14
"CAN","BMU",1273
"CHN","BMU",147
"CUB","BMU",13
"DNK","BMU",19
"DOM","BMU",9
"FRA","BMU",78
"DEU","BMU",132
"GHA","BMU",49
"GRC","BMU",61
"GUY","BMU",44
"HTI","BMU",780
"IND","BMU",209
"IRL","BMU",59
"ISR","BMU",25
"ITA","BMU",41
"JAM","BMU",235
"JPN","BMU",241
"MYS","BMU",13
"NGA","BMU",79
"PAK","BMU",16
"PHL","BMU",147
"POL","BMU",13
"PRT","BMU",478
"ROU","BMU",18
"ZAF","BMU",108
"ESP","BMU",78
"CHE","BMU",67
"TTO","BMU",30
"TUR","BMU",73
"TCA","BMU",30
"GBR","BMU",2067
"USA","BMU",1772
"AUS","BTN",17
"BGD","BTN",28
"CAN","BTN",14
"CHN","BTN",376
"DNK","BTN",20
"FRA","BTN",12
"DEU","BTN",12
"IND","BTN",29215
"ITA","BTN",7
"JPN","BTN",64
"MMR","BTN",17
"NPL","BTN",369
"NLD","BTN",11
"NZL","BTN",12
"PAK","BTN",17
"PHL","BTN",12
"KOR","BTN",13
"SGP","BTN",7
"LKA","BTN",14
"SWE","BTN",10
"CHE","BTN",15
"THA","BTN",26
"GBR","BTN",12
"USA","BTN",56
"AFG","BOL",1
"ALB","BOL",0
"DZA","BOL",5
"AND","BOL",0
"AGO","BOL",3
"ATG","BOL",0
"ARG","BOL",16402
"ARM","BOL",1
"ABW","BOL",0
"AUS","BOL",89
"AUT","BOL",67
"AZE","BOL",1
"BHS","BOL",0
"BHR","BOL",1
"BGD","BOL",19
"BRB","BOL",0
"BLR","BOL",2
"BEL","BOL",188
"BLZ","BOL",430
"BEN","BOL",0
"BMU","BOL",0
"BES","BOL",9
"BIH","BOL",4
"BRA","BOL",9584
"BGR","BOL",9
"BDI","BOL",0
"CPV","BOL",19
"KHM","BOL",0
"CMR","BOL",5
"CAN","BOL",699
"CAF","BOL",22
"TCD","BOL",1
"CHL","BOL",2200
"CHN","BOL",472
"HKG","BOL",6
"COL","BOL",1082
"COG","BOL",4
"CRI","BOL",66
"CIV","BOL",0
"HRV","BOL",27
"CUB","BOL",525
"CUW","BOL",70
"CYP","BOL",0
"CZE","BOL",14
"PRK","BOL",4
"COD","BOL",1
"DNK","BOL",42
"DMA","BOL",1
"DOM","BOL",27
"ECU","BOL",419
"EGY","BOL",14
"SLV","BOL",50
"ERI","BOL",0
"EST","BOL",1
"ETH","BOL",2
"FJI","BOL",0
"FIN","BOL",19
"FRA","BOL",515
"GUF","BOL",1
"GAB","BOL",0
"GEO","BOL",1
"DEU","BOL",879
"GHA","BOL",6
"GIB","BOL",0
"GRC","BOL",10
