"i","j","fij"
"CIV","AUS",239
"HRV","AUS",33606
"CUB","AUS",347
"CUW","AUS",68
"CYP","AUS",10782
"CZE","AUS",6981
"PRK","AUS",117
"COD","AUS",1228
"DNK","AUS",5035
"DJI","AUS",70
"DMA","AUS",15
"DOM","AUS",81
"ECU","AUS",986
"EGY","AUS",19592
"SLV","AUS",5611
"ERI","AUS",1552
"EST","AUS",1212
"SWZ","AUS",172
"ETH","AUS",4512
"FLK","AUS",65
"FRO","AUS",20
"FJI","AUS",33949
"FIN","AUS",5452
"FRA","AUS",13617
"GUF","AUS",5
"PYF","AUS",284
"GAB","AUS",15
"GMB","AUS",41
"GEO","AUS",257
"DEU","AUS",65863
"GHA","AUS",1936
"GIB","AUS",233
"GRC","AUS",62129
"GRD","AUS",55
"GLP","AUS",10
"GUM","AUS",50
"GTM","AUS",218
"GIN","AUS",335
"GNB","AUS",10
"GUY","AUS",321
"HTI","AUS",57
"HND","AUS",118
"HUN","AUS",11311
"ISL","AUS",344
"IND","AUS",137010
"IDN","AUS",39915
"IRN","AUS",17094
"IRQ","AUS",24942
"IRL","AUS",32525
"IMN","AUS",413
"ISR","AUS",4726
"ITA","AUS",99123
"JAM","AUS",514
"JPN","AUS",26170
"JOR","AUS",2260
"KAZ","AUS",738
"KEN","AUS",7616
"KIR","AUS",377
"KWT","AUS",1826
"KGZ","AUS",212
"LAO","AUS",5810
"LVA","AUS",3238
"LBN","AUS",42483
"LSO","AUS",53
"LBR","AUS",1531
"LBY","AUS",1055
"LIE","AUS",15
"LTU","AUS",1776
"LUX","AUS",106
"MDG","AUS",143
"MWI","AUS",508
"MYS","AUS",69491
"MDV","AUS",236
"MLI","AUS",30
"MLT","AUS",23771
"MHL","AUS",20
"MTQ","AUS",20
"MRT","AUS",25
"MUS","AUS",13476
"MEX","AUS",1705
"FSM","AUS",10
"MCO","AUS",35
"MNG","AUS",402
"MNE","AUS",918
"MAR","AUS",746
"MOZ","AUS",415
"MMR","AUS",11897
"NAM","AUS",542
"NRU","AUS",285
"NPL","AUS",10111
"NLD","AUS",43255
"NCL","AUS",784
"NZL","AUS",251227
"NIC","AUS",436
"NER","AUS",10
"NGA","AUS",1900
"NIU","AUS",387
"MKD","AUS",25404
"MNP","AUS",0
"NOR","AUS",2270
"OMN","AUS",507
"PAK","AUS",11832
"PAN","AUS",90
"PRY","AUS",244
"PER","AUS",5291
"PHL","AUS",115578
"POL","AUS",32817
"PRT","AUS",8970
"PRI","AUS",79
"QAT","AUS",280
"KOR","AUS",44406
"MDA","AUS",559
"REU","AUS",114
"ROU","AUS",8538
"RUS","AUS",12709
"RWA","AUS",325
"SHN","AUS",14
"KNA","AUS",10
"LCA","AUS",2
"VCT","AUS",10
"WSM","AUS",10349
"SAU","AUS",4552
"SEN","AUS",137
"SRB","AUS",17480
"SYC","AUS",1610
"SLE","AUS",1638
"SGP","AUS",29390
"SVK","AUS",3187
"SVN","AUS",4165
"SLB","AUS",1066
"SOM","AUS",3192
"ZAF","AUS",78131
"SSD","AUS",0
"ESP","AUS",7338
"LKA","AUS",46631
"PSE","AUS",1329
"SDN","AUS",11882
"SUR","AUS",68
"SWE","AUS",5564
"CHE","AUS",6729
"SYR","AUS",4738
"TJK","AUS",64
"THA","AUS",33838
"TLS","AUS",5340
"TGO","AUS",135
"TKL","AUS",256
"TON","AUS",4841
"TTO","AUS",839
"TUN","AUS",234
"TUR","AUS",19102
"TKM","AUS",45
"TUV","AUS",87
"UGA","AUS",1410
"UKR","AUS",9703
"ARE","AUS",2192
"GBR","AUS",582217
"TZA","AUS",1745
"USA","AUS",42221
"URY","AUS",5522
"UZB","AUS",694
"VUT","AUS",685
"VEN","AUS",1719
"VNM","AUS",108503
"YEM","AUS",273
"ZMB","AUS",3051
"ZWE","AUS",16846
"AFG","AUT",2443
"ALB","AUT",1368
"DZA","AUT",267
"AND","AUT",0
"AGO","AUT",134
"ATG","AUT",6
"ARG","AUT",654
"ARM","AUT",1302
"AUS","AUT",1077
"AZE","AUT",449
"BHS","AUT",9
"BHR","AUT",9
"BGD","AUT",788
"BRB","AUT",9
"BLR","AUT",1066
"BEL","AUT",1161
"BLZ","AUT",18
"BEN","AUT",22
"BMU","AUT",9
"BTN","AUT",9
"BOL","AUT",240
"BIH","AUT",65573
"BWA","AUT",13
"BRA","AUT",2906
"BRN","AUT",0
"BGR","AUT",7668
"BFA","AUT",46
"BDI","AUT",34
"CPV","AUT",21
"KHM","AUT",461
"CMR","AUT",210
"CAN","AUT",1134
"CAF","AUT",9
"TCD","AUT",4
"CHL","AUT",578
"CHN","AUT",8481
"HKG","AUT",124
"MAC","AUT",9
"COL","AUT",817
"COG","AUT",175
"CRI","AUT",97
"CIV","AUT",55
"HRV","AUT",18159
"CUB","AUT",531
"CYP","AUT",131
"CZE","AUT",29295
"PRK","AUT",1469
"COD","AUT",271
"DNK","AUT",697
"DJI","AUT",2
"DMA","AUT",32
"DOM","AUT",1921
"ECU","AUT",321
"EGY","AUT",4720
"SLV","AUT",34
"GNQ","AUT",4
"ERI","AUT",50
"EST","AUT",238
"SWZ","AUT",13
"ETH","AUT",648
"FJI","AUT",10
"FIN","AUT",1003
"FRA","AUT",4247
"GAB","AUT",8
"GMB","AUT",56
"GEO","AUT",1380
"DEU","AUT",104429
"GHA","AUT",908
"GRC","AUT",1249
"GRD","AUT",8
"GUM","AUT",0
"GTM","AUT",159
"GIN","AUT",55
"GNB","AUT",7
"GUY","AUT",13
"HTI","AUT",31
"HND","AUT",50
"HUN","AUT",20911
"ISL","AUT",90
"IND","AUT",4887
"IDN","AUT",705
"IRN","AUT",5828
"IRQ","AUT",1800
"IRL","AUT",379
"ISR","AUT",970
"ITA","AUT",12608
"JAM","AUT",103
"JPN","AUT",1811
"JOR","AUT",198
"KAZ","AUT",594
"KEN","AUT",575
"KWT","AUT",79
"KGZ","AUT",371
"LAO","AUT",60
"LVA","AUT",483
"LBN","AUT",638
"LSO","AUT",4
"LBR","AUT",38
"LBY","AUT",162
"LIE","AUT",200
"LTU","AUT",521
"LUX","AUT",308
"MDG","AUT",47
"MWI","AUT",16
"MYS","AUT",220
"MDV","AUT",2
"MLI","AUT",23
"MLT","AUT",53
"MRT","AUT",2
"MUS","AUT",52
"MEX","AUT",760
"FSM","AUT",1
"MCO","AUT",12
"MNG","AUT",1006
"MNE","AUT",9607
"MAR","AUT",754
"MOZ","AUT",32
"MMR","AUT",34
"NAM","AUT",96
"NRU","AUT",1
"NPL","AUT",183
"NLD","AUT",3754
"NZL","AUT",175
"NIC","AUT",108
"NER","AUT",9
"NGA","AUT",2254
"MKD","AUT",8567
"NOR","AUT",511
"OMN","AUT",13
"PAK","AUT",1442
"PLW","AUT",1
"PAN","AUT",33
"PNG","AUT",25
"PRY","AUT",113
"PER","AUT",975
"PHL","AUT",7935
"POL","AUT",30651
"PRT","AUT",617
"PRI","AUT",3
"QAT","AUT",9
"KOR","AUT",51
"MDA","AUT",952
"ROU","AUT",33628
"RUS","AUT",15037
"RWA","AUT",83
"KNA","AUT",2
"LCA","AUT",4
"VCT","AUT",4
"WSM","AUT",3
"SMR","AUT",1
"STP","AUT",1
"SAU","AUT",171
"SEN","AUT",95
"SRB","AUT",86135
"SYC","AUT",22
"SLE","AUT",54
"SGP","AUT",152
"SVK","AUT",15126
"SVN","AUT",8614
"SLB","AUT",6
"SOM","AUT",416
"ZAF","AUT",1350
"ESP","AUT",1932
"LKA","AUT",386
"PSE","AUT",70
"SDN","AUT",145
"SUR","AUT",8
"SWE","AUT",1794
"CHE","AUT",7384
"SYR","AUT",1072
"TJK","AUT",138
"THA","AUT",4048
"TGO","AUT",71
"TON","AUT",5
"TTO","AUT",36
"TUN","AUT",963
"TUR","AUT",73726
"TKM","AUT",80
"TUV","AUT",8
"UGA","AUT",112
"UKR","AUT",5025
"ARE","AUT",81
"GBR","AUT",4433
"TZA","AUT",66
"USA","AUT",4823
"URY","AUT",133
"UZB","AUT",362
"VUT","AUT",5
"VEN","AUT",477
"VNM","AUT",1540
"YEM","AUT",33
"ZMB","AUT",57
"ZWE","AUT",131
"AFG","AZE",57
"ARM","AZE",78311
"BLR","AZE",373
"EST","AZE",273
"GEO","AZE",28296
"DEU","AZE",170
"IRN","AZE",600
"KAZ","AZE",2258
"KGZ","AZE",1412
"MDA","AZE",248
"RUS","AZE",20746
"TJK","AZE",158
"TUR","AZE",582
"TKM","AZE",1031
"UKR","AZE",2200
"UZB","AZE",9441
"ATG","BHS",7
"ARG","BHS",35
"AUS","BHS",38
"AUT","BHS",18
"BRB","BHS",79
"BEL","BHS",11
"BLZ","BHS",27
"BMU","BHS",22
"BWA","BHS",5
"BRA","BHS",58
"VGB","BHS",3
"BGR","BHS",5
"CAN","BHS",653
"CYM","BHS",9
"CHL","BHS",18
"CHN","BHS",67
"HKG","BHS",13
"COL","BHS",72
"CRI","BHS",30
"CUB","BHS",253
"DNK","BHS",8
"DMA","BHS",37
"DOM","BHS",109
"ECU","BHS",14
"EGY","BHS",12
"SLV","BHS",5
"EST","BHS",9
"SWZ","BHS",6
"FRA","BHS",47
"DEU","BHS",137
"GHA","BHS",8
"GRC","BHS",29
"GRD","BHS",17
"GTM","BHS",17
"GUY","BHS",691
"HTI","BHS",10948
"HND","BHS",8
"IND","BHS",240
"IDN","BHS",18
"IRL","BHS",25
"ITA","BHS",49
"JAM","BHS",4789
"JPN","BHS",25
"KEN","BHS",12
"MEX","BHS",45
"NLD","BHS",21
"NZL","BHS",16
"NIC","BHS",4
"NGA","BHS",71
"NOR","BHS",7
"PAK","BHS",0
"PAN","BHS",32
"PER","BHS",161
"PHL","BHS",527
"POL","BHS",12
"PRT","BHS",3
"ROU","BHS",4
"RUS","BHS",42
"KNA","BHS",19
"LCA","BHS",36
"VCT","BHS",10
"ZAF","BHS",45
"ESP","BHS",21
"LKA","BHS",16
"SWE","BHS",14
"CHE","BHS",195
"TTO","BHS",193
"TCA","BHS",846
"UGA","BHS",8
"UKR","BHS",13
"GBR","BHS",773
"USA","BHS",4554
"URY","BHS",7
"VEN","BHS",18
"ZWE","BHS",7
"AFG","BHR",199
"BGD","BHR",11174
"TCD","BHR",129
"EGY","BHR",23313
"ERI","BHR",470
"ETH","BHR",269
"FRA","BHR",525
"IND","BHR",62917
"IDN","BHR",16044
"JOR","BHR",4591
"KWT","BHR",1657
"LBN","BHR",1022
"MAR","BHR",218
"NPL","BHR",680
"NLD","BHR",95
"NGA","BHR",385
"PAK","BHR",17296
"PHL","BHR",10930
"QAT","BHR",132
"SAU","BHR",156
"SOM","BHR",237
"SSD","BHR",433
"LKA","BHR",4187
"PSE","BHR",1419
"SDN","BHR",3626
"SYR","BHR",1287
"THA","BHR",312
"TUN","BHR",143
"TUR","BHR",929
"ARE","BHR",2708
"GBR","BHR",773
"USA","BHR",381
"YEM","BHR",5003
"BHR","BGD",13096
"BRA","BGD",6478
"KHM","BGD",8528
"CHN","BGD",73715
"IND","BGD",14858
"IDN","BGD",66077
"JPN","BGD",5998
"LAO","BGD",38279
"MYS","BGD",94243
"MMR","BGD",124560
"NPL","BGD",15321
"NOR","BGD",6214
"SGP","BGD",4281
"THA","BGD",4719
"GBR","BGD",14544
"USA","BGD",19989
"VNM","BGD",11881
"ATG","BRB",107
"AUS","BRB",12
"BHS","BRB",27
"BLZ","BRB",11
"BMU","BRB",14
"CAN","BRB",367
"CHN","BRB",18
"CUB","BRB",28
"DMA","BRB",214
"GRD","BRB",238
"GUY","BRB",3332
"HTI","BRB",22
"IND","BRB",226
"JAM","BRB",619
"KNA","BRB",58
"LCA","BRB",1250
"VCT","BRB",1772
"SUR","BRB",34
"TTO","BRB",900
"GBR","BRB",1349
"USA","BRB",531
"AFG","BLR",85
"DZA","BLR",9
"ARG","BLR",63
"ARM","BLR",2315
"AUS","BLR",16
"AUT","BLR",40
"AZE","BLR",5765
"BEL","BLR",14
"BRA","BLR",65
"BGR","BLR",27
"CAN","BLR",92
"CUB","BLR",3
"CZE","BLR",63
"PRK","BLR",40
"DNK","BLR",77
"EST","BLR",2045
"ETH","BLR",1
"FIN","BLR",1082
"GEO","BLR",3629
"DEU","BLR",29
"GRC","BLR",70
"HUN","BLR",204
"IND","BLR",9
"IRN","BLR",10
"IRL","BLR",16
"ISR","BLR",198
"ITA","BLR",3
"JOR","BLR",1
"KAZ","BLR",36553
"KGZ","BLR",2727
"LVA","BLR",7073
"LBN","BLR",0
"LTU","BLR",12228
"MNG","BLR",119
"NOR","BLR",25
"PAK","BLR",0
"POL","BLR",246
"KOR","BLR",14
"MDA","BLR",3552
"ROU","BLR",13
"RUS","BLR",380692
"SRB","BLR",13
"SVK","BLR",16
"ESP","BLR",17
"SWE","BLR",155
"CHE","BLR",16
"SYR","BLR",0
"TJK","BLR",2801
"TUR","BLR",1
"TKM","BLR",2823
"UKR","BLR",117586
"ARE","BLR",11
"GBR","BLR",277
"USA","BLR",49
"URY","BLR",22
"UZB","BLR",7707
"VNM","BLR",184
"YEM","BLR",6
"AFG","BEL",1677
"ALB","BEL",3020
"DZA","BEL",9839
"AGO","BEL",2329
"ARG","BEL",1043
"ARM","BEL",386
"AUS","BEL",662
"AUT","BEL",1902
"AZE","BEL",53
"BHS","BEL",5
"BHR","BEL",24
"BGD","BEL",762
"BRB","BEL",15
"BLR","BEL",168
"BEN","BEL",366
"BTN","BEL",78
"BOL","BEL",543
"BIH","BEL",118
"BWA","BEL",13
"BRA","BEL",5523
"BGR","BEL",7320
"BFA","BEL",418
"BDI","BEL",3236
"CPV","BEL",325
"KHM","BEL",807
"CMR","BEL",5022
"CAN","BEL",2634
"CAF","BEL",143
"TCD","BEL",158
"CHL","BEL",2083
"CHN","BEL",9182
"COL","BEL",2843
"COG","BEL",2166
"CRI","BEL",132
"CIV","BEL",1803
"HRV","BEL",62
"CUB","BEL",885
"CYP","BEL",185
"CZE","BEL",172
"PRK","BEL",39
"COD","BEL",40572
"DNK","BEL",1416
"DJI","BEL",338
"DMA","BEL",71
"DOM","BEL",1285
"ECU","BEL",2610
"EGY","BEL",987
"SLV","BEL",220
"GNQ","BEL",28
"ERI","BEL",8
"EST","BEL",362
"ETH","BEL",1279
"FJI","BEL",18
"FIN","BEL",1823
"FRA","BEL",95327
"GAB","BEL",277
"GMB","BEL",176
"GEO","BEL",129
"DEU","BEL",46316
"GHA","BEL",3012
"GRC","BEL",7143
"GTM","BEL",392
"GIN","BEL",2214
"GNB","BEL",76
"GUY","BEL",47
"HTI","BEL",1025
"HND","BEL",116
"HUN","BEL",3669
"ISL","BEL",99
"IND","BEL",7432
"IDN","BEL",1976
"IRN","BEL",3762
"IRQ","BEL",1906
"IRL","BEL",1551
"ISR","BEL",1444
"ITA","BEL",58529
"JAM","BEL",216
"JPN","BEL",2649
"JOR","BEL",281
"KAZ","BEL",384
"KEN","BEL",673
"KWT","BEL",60
"KGZ","BEL",101
"LAO","BEL",596
"LVA","BEL",455
"LBN","BEL",2003
"LSO","BEL",13
"LBR","BEL",232
"LBY","BEL",200
"LIE","BEL",6
"LTU","BEL",649
"LUX","BEL",6672
"MDG","BEL",1282
"MWI","BEL",30
"MYS","BEL",361
"MDV","BEL",2
"MLI","BEL",287
"MLT","BEL",197
"MRT","BEL",260
"MUS","BEL",2378
"MEX","BEL",1146
"MCO","BEL",71
"MNG","BEL",278
"MNE","BEL",0
"MAR","BEL",85321
"MOZ","BEL",187
"MMR","BEL",47
"NAM","BEL",29
"NRU","BEL",0
"NPL","BEL",789
"NLD","BEL",62789
"NZL","BEL",204
"NIC","BEL",125
"NER","BEL",426
"NGA","BEL",2056
"MKD","BEL",241
"NOR","BEL",701
"OMN","BEL",7
"PAK","BEL",3228
"PLW","BEL",0
"PAN","BEL",93
"PNG","BEL",21
"PRY","BEL",221
"PER","BEL",1965
"PHL","BEL",6511
"POL","BEL",29450
"PRT","BEL",13496
"KOR","BEL",2731
"MDA","BEL",121
"ROU","BEL",15389
"RUS","BEL",2160
"RWA","BEL",6601
"SMR","BEL",10
"STP","BEL",22
"SAU","BEL",135
"SEN","BEL",1461
"SRB","BEL",43
"SYC","BEL",55
"SLE","BEL",431
"SGP","BEL",305
"SVK","BEL",338
"SVN","BEL",50
"SOM","BEL",793
"ZAF","BEL",1770
"ESP","BEL",20201
"LKA","BEL",580
"PSE","BEL",84
"SDN","BEL",215
"SUR","BEL",640
"SWE","BEL",2122
"CHE","BEL",2669
"SYR","BEL",1776
"TJK","BEL",12
"THA","BEL",5640
"TGO","BEL",1525
"TUN","BEL",4061
"TUR","BEL",45304
"TKM","BEL",1
"UGA","BEL",267
"UKR","BEL",312
"GBR","BEL",11401
"TZA","BEL",226
"USA","BEL",7716
"URY","BEL",217
"UZB","BEL",172
"VEN","BEL",629
"VNM","BEL",4368
"YEM","BEL",32
"ZMB","BEL",184
"ZWE","BEL",228
"CAN","BLZ",350
"CHN","BLZ",779
"HKG","BLZ",29
"SLV","BLZ",3627
"DEU","BLZ",21
"GTM","BLZ",10272
"HTI","BLZ",21
"HND","BLZ",3620
"IND","BLZ",225
"JAM","BLZ",164
"LBN","BLZ",13
"MEX","BLZ",1402
"NGA","BLZ",6
"GBR","BLZ",134
"USA","BLZ",1648
"BFA","BEN",4749
"TCD","BEN",308
"COG","BEN",1458
"CIV","BEN",13498
"FRA","BEN",587
"GHA","BEN",7000
"MLI","BEN",1024
"NER","BEN",30667
"NGA","BEN",33624
"TGO","BEN",56501
"AUS","BMU",29
"AUT","BMU",13
"BEL","BMU",10
"CAN","BMU",1040
"CHN","BMU",161
"CUB","BMU",12
"DNK","BMU",14
"DOM","BMU",9
"FRA","BMU",58
"DEU","BMU",114
"GHA","BMU",51
"GRC","BMU",49
"GUY","BMU",47
"HTI","BMU",852
"IND","BMU",268
"IRL","BMU",45
"ISR","BMU",31
"ITA","BMU",37
"JAM","BMU",284
"JPN","BMU",255
"MYS","BMU",23
"NGA","BMU",77
"PAK","BMU",17
"PHL","BMU",183
"POL","BMU",14
"PRT","BMU",774
"ROU","BMU",9
"ZAF","BMU",102
"ESP","BMU",53
"CHE","BMU",57
"TTO","BMU",31
"TUR","BMU",58
"TCA","BMU",75
"GBR","BMU",2675
"USA","BMU",1644
"AUS","BTN",5
"BGD","BTN",16
"CAN","BTN",18
"CHN","BTN",410
"DNK","BTN",12
"FRA","BTN",15
"DEU","BTN",11
"IND","BTN",7322
"ITA","BTN",4
"JPN","BTN",44
"MMR","BTN",12
"NPL","BTN",238
"NLD","BTN",6
"NZL","BTN",8
"PAK","BTN",0
"PHL","BTN",4
"KOR","BTN",16
"SGP","BTN",8
"LKA","BTN",15
"SWE","BTN",10
"CHE","BTN",5
"THA","BTN",27
"GBR","BTN",19
"USA","BTN",62
"AFG","BOL",0
"ALB","BOL",1
"DZA","BOL",1
"AND","BOL",0
"AGO","BOL",1
"ATG","BOL",0
"ARG","BOL",17942
"ARM","BOL",2
"ABW","BOL",1
"AUS","BOL",88
"AUT","BOL",75
"AZE","BOL",1
"BHS","BOL",0
"BHR","BOL",0
"BGD","BOL",1
"BRB","BOL",0
"BLR","BOL",2
"BEL","BOL",149
"BLZ","BOL",386
"BEN","BOL",1
"BMU","BOL",0
"BES","BOL",9
"BIH","BOL",2
"BRA","BOL",10562
"BGR","BOL",10
"BDI","BOL",0
"CPV","BOL",71
"KHM","BOL",0
"CMR","BOL",1
"CAN","BOL",626
"CAF","BOL",12
"TCD","BOL",0
"CHL","BOL",1938
"CHN","BOL",364
"HKG","BOL",1
"COL","BOL",1066
"COG","BOL",2
"CRI","BOL",61
"CIV","BOL",2
"HRV","BOL",13
"CUB","BOL",747
"CUW","BOL",74
"CYP","BOL",2
"CZE","BOL",29
"PRK","BOL",3
"COD","BOL",2
"DNK","BOL",52
"DMA","BOL",1
"DOM","BOL",46
"ECU","BOL",385
"EGY","BOL",5
"SLV","BOL",61
"ERI","BOL",0
"EST","BOL",4
"ETH","BOL",0
"FJI","BOL",0
"FIN","BOL",17
"FRA","BOL",445
"GUF","BOL",0
"GAB","BOL",0
"GEO","BOL",1
"DEU","BOL",872
"GHA","BOL",2
"GIB","BOL",0
