"i","j","fij"
"MLT","ARG",0
"MEX","ARG",766
"FSM","ARG",0
"MCO","ARG",1
"MAR","ARG",94
"MOZ","ARG",1
"MMR","ARG",9
"NAM","ARG",2
"NLD","ARG",220
"NZL","ARG",6
"NIC","ARG",49
"NER","ARG",1
"NGA","ARG",14
"MKD","ARG",701
"NOR","ARG",46
"PAK","ARG",5
"PAN","ARG",94
"PRY","ARG",306802
"PER","ARG",90009
"PHL","ARG",22
"POL","ARG",3317
"PRT","ARG",2610
"PRI","ARG",35
"KOR","ARG",4133
"MDA","ARG",214
"ROU","ARG",511
"RUS","ARG",907
"SMR","ARG",14
"SAU","ARG",52
"SGP","ARG",0
"SVN","ARG",414
"SOM","ARG",2
"ZAF","ARG",63
"ESP","ARG",42555
"LKA","ARG",2
"SDN","ARG",8
"SUR","ARG",0
"SWE","ARG",108
"CHE","ARG",427
"SYR","ARG",601
"THA","ARG",34
"TTO","ARG",23
"TUN","ARG",31
"TUR","ARG",329
"TUV","ARG",2
"UGA","ARG",0
"UKR","ARG",2199
"GBR","ARG",478
"TZA","ARG",1
"USA","ARG",2843
"URY","ARG",63830
"VUT","ARG",8
"VEN","ARG",44627
"VNM","ARG",3
"ZMB","ARG",1
"ZWE","ARG",0
"AZE","ARM",32884
"BLR","ARM",119
"GEO","ARM",14817
"DEU","ARM",317
"GRC","ARM",457
"IRN","ARM",3970
"IRQ","ARM",483
"KAZ","ARM",258
"LBN","ARM",399
"RUS","ARM",6270
"SYR","ARM",8346
"TUR","ARM",192
"TKM","ARM",310
"UKR","ARM",650
"UZB","ARM",343
"BES","ABW",159
"CHN","ABW",586
"COL","ABW",3799
"CUW","ABW",1312
"DMA","ABW",33
"DOM","ABW",1638
"GRD","ABW",65
"GUY","ABW",138
"HTI","ABW",602
"IND","ABW",219
"JAM","ABW",246
"NLD","ABW",2397
"NIC","ABW",50
"PER","ABW",584
"PHL","ABW",499
"PRT","ABW",83
"VCT","ABW",26
"SXM","ABW",376
"SUR","ABW",635
"TUR","ABW",7
"USA","ABW",305
"VEN","ABW",1719
"AFG","AUS",36629
"ALB","AUS",2016
"DZA","AUS",1032
"ASM","AUS",0
"AND","AUS",17
"AGO","AUS",318
"ATG","AUS",33
"ARG","AUS",8541
"ARM","AUS",736
"ABW","AUS",38
"AUT","AUS",9481
"AZE","AUS",334
"BHS","AUS",152
"BHR","AUS",1103
"BGD","AUS",29042
"BRB","AUS",267
"BLR","AUS",952
"BEL","AUS",4014
"BLZ","AUS",43
"BEN","AUS",82
"BMU","AUS",297
"BTN","AUS",3965
"BOL","AUS",548
"BIH","AUS",18845
"BWA","AUS",749
"BRA","AUS",20532
"VGB","AUS",0
"BRN","AUS",1559
"BGR","AUS",1978
"BFA","AUS",33
"BDI","AUS",1396
"CPV","AUS",22
"KHM","AUS",17446
"CMR","AUS",325
"CAN","AUS",26852
"CYM","AUS",67
"CAF","AUS",22
"TCD","AUS",33
"CHL","AUS",16472
"CHN","AUS",287749
"HKG","AUS",51194
"MAC","AUS",1488
"COL","AUS",13077
"COG","AUS",864
"COK","AUS",4398
"CRI","AUS",294
"CIV","AUS",349
"HRV","AUS",31374
"CUB","AUS",538
"CUW","AUS",69
"CYP","AUS",10117
"CZE","AUS",6509
"PRK","AUS",131
"COD","AUS",2783
"DNK","AUS",5514
"DJI","AUS",111
"DMA","AUS",22
"DOM","AUS",84
"ECU","AUS",1442
"EGY","AUS",25421
"SLV","AUS",5877
"ERI","AUS",2888
"EST","AUS",1609
"SWZ","AUS",194
"ETH","AUS",7669
"FLK","AUS",57
"FRO","AUS",12
"FJI","AUS",37445
"FIN","AUS",3892
"FRA","AUS",21225
"GUF","AUS",12
"PYF","AUS",264
"GAB","AUS",33
"GMB","AUS",89
"GEO","AUS",328
"DEU","AUS",58484
"GHA","AUS",3929
"GIB","AUS",261
"GRC","AUS",57359
"GRD","AUS",79
"GLP","AUS",12
"GUM","AUS",64
"GTM","AUS",291
"GIN","AUS",536
"GNB","AUS",12
"GUY","AUS",340
"HTI","AUS",73
"HND","AUS",160
"HUN","AUS",10618
"ISL","AUS",314
"IND","AUS",311883
"IDN","AUS",38099
"IRN","AUS",39957
"IRQ","AUS",46337
"IRL","AUS",49620
"IMN","AUS",513
"ISR","AUS",6986
"ITA","AUS",105054
"JAM","AUS",725
"JPN","AUS",17437
"JOR","AUS",4391
"KAZ","AUS",824
"KEN","AUS",11864
"KIR","AUS",314
"KWT","AUS",4548
"KGZ","AUS",221
"LAO","AUS",5477
"LVA","AUS",2031
"LBN","AUS",52500
"LSO","AUS",82
"LBR","AUS",1864
"LBY","AUS",1620
"LIE","AUS",12
"LTU","AUS",1533
"LUX","AUS",142
"MDG","AUS",132
"MWI","AUS",812
"MYS","AUS",83212
"MDV","AUS",300
"MLI","AUS",49
"MLT","AUS",22696
"MHL","AUS",27
"MTQ","AUS",22
"MRT","AUS",33
"MUS","AUS",15571
"MEX","AUS",3277
"FSM","AUS",17
"MCO","AUS",49
"MNG","AUS",1766
"MNE","AUS",1070
"MAR","AUS",1351
"MOZ","AUS",532
"MMR","AUS",19268
"NAM","AUS",809
"NRU","AUS",376
"NPL","AUS",43164
"NLD","AUS",41923
"NCL","AUS",781
"NZL","AUS",308029
"NIC","AUS",450
"NER","AUS",22
"NGA","AUS",7299
"NIU","AUS",533
"MKD","AUS",26311
"MNP","AUS",0
"NOR","AUS",2137
"OMN","AUS",1271
"PAK","AUS",49733
"PAN","AUS",136
"PRY","AUS",282
"PER","AUS",5450
"PHL","AUS",111562
"POL","AUS",24621
"PRT","AUS",10415
"PRI","AUS",107
"QAT","AUS",784
"KOR","AUS",57818
"MDA","AUS",545
"REU","AUS",122
"ROU","AUS",8648
"RUS","AUS",11022
"RWA","AUS",537
"SHN","AUS",13
"KNA","AUS",12
"LCA","AUS",9
"VCT","AUS",27
"WSM","AUS",16209
"SAU","AUS",8425
"SEN","AUS",271
"SRB","AUS",17332
"SYC","AUS",1445
"SLE","AUS",2178
"SGP","AUS",29984
"SVK","AUS",3348
"SVN","AUS",4109
"SLB","AUS",1158
"SOM","AUS",4835
"ZAF","AUS",98368
"SSD","AUS",5015
"ESP","AUS",9887
"LKA","AUS",72711
"PSE","AUS",1898
"SDN","AUS",10658
"SUR","AUS",70
"SWE","AUS",5148
"CHE","AUS",7869
"SYR","AUS",12900
"TJK","AUS",70
"THA","AUS",26358
"TLS","AUS",5182
"TGO","AUS",199
"TKL","AUS",385
"TON","AUS",6957
"TTO","AUS",979
"TUN","AUS",413
"TUR","AUS",22530
"TKM","AUS",35
"TUV","AUS",98
"UGA","AUS",2207
"UKR","AUS",7631
"ARE","AUS",5887
"GBR","AUS",647681
"TZA","AUS",2628
"USA","AUS",56779
"URY","AUS",5408
"UZB","AUS",987
"VUT","AUS",786
"VEN","AUS",3728
"VNM","AUS",120145
"YEM","AUS",505
"ZMB","AUS",3956
"ZWE","AUS",22654
"AFG","AUT",13924
"ALB","AUT",1870
"DZA","AUT",1162
"AND","AUT",2
"AGO","AUT",222
"ATG","AUT",0
"ARG","AUT",915
"ARM","AUT",1845
"AUS","AUT",1486
"AZE","AUT",665
"BHS","AUT",14
"BHR","AUT",13
"BGD","AUT",2169
"BRB","AUT",13
"BLR","AUT",529
"BEL","AUT",1473
"BLZ","AUT",24
"BEN","AUT",65
"BMU","AUT",11
"BTN","AUT",17
"BOL","AUT",278
"BIH","AUT",94678
"BWA","AUT",12
"BRA","AUT",2200
"BRN","AUT",7
"BGR","AUT",8225
"BFA","AUT",80
"BDI","AUT",69
"CPV","AUT",21
"KHM","AUT",507
"CMR","AUT",489
"CAN","AUT",1476
"CAF","AUT",23
"TCD","AUT",10
"CHL","AUT",706
"CHN","AUT",9465
"HKG","AUT",163
"MAC","AUT",9
"COL","AUT",751
"COG","AUT",304
"CRI","AUT",80
"CIV","AUT",176
"HRV","AUT",22721
"CUB","AUT",322
"CYP","AUT",207
"CZE","AUT",25389
"PRK","AUT",1189
"COD","AUT",460
"DNK","AUT",733
"DJI","AUT",6
"DMA","AUT",18
"DOM","AUT",1098
"ECU","AUT",348
"EGY","AUT",11208
"SLV","AUT",35
"GNQ","AUT",7
"ERI","AUT",55
"EST","AUT",119
"SWZ","AUT",10
"ETH","AUT",633
"FJI","AUT",9
"FIN","AUT",534
"FRA","AUT",4850
"GAB","AUT",18
"GMB","AUT",665
"GEO","AUT",2052
"DEU","AUT",123155
"GHA","AUT",1694
"GRC","AUT",3039
"GRD","AUT",7
"GUM","AUT",1
"GTM","AUT",226
"GIN","AUT",282
"GNB","AUT",71
"GUY","AUT",5
"HTI","AUT",34
"HND","AUT",48
"HUN","AUT",24276
"ISL","AUT",101
"IND","AUT",9431
"IDN","AUT",482
"IRN","AUT",10427
"IRQ","AUT",4092
"IRL","AUT",651
"ISR","AUT",1715
"ITA","AUT",18090
"JAM","AUT",107
"JPN","AUT",1062
"JOR","AUT",618
"KAZ","AUT",501
"KEN","AUT",383
"KWT","AUT",192
"KGZ","AUT",264
"LAO","AUT",65
"LVA","AUT",299
"LBN","AUT",1313
"LSO","AUT",0
"LBR","AUT",271
"LBY","AUT",322
"LIE","AUT",177
"LTU","AUT",372
"LUX","AUT",486
"MDG","AUT",25
"MWI","AUT",22
"MYS","AUT",275
"MDV","AUT",8
"MLI","AUT",86
"MLT","AUT",57
"MRT","AUT",36
"MUS","AUT",65
"MEX","AUT",758
"FSM","AUT",0
"MCO","AUT",12
"MNG","AUT",772
"MNE","AUT",12820
"MAR","AUT",1256
"MOZ","AUT",37
"MMR","AUT",38
"NAM","AUT",87
"NRU","AUT",0
"NPL","AUT",446
"NLD","AUT",4939
"NZL","AUT",287
"NIC","AUT",99
"NER","AUT",25
"NGA","AUT",6975
"MKD","AUT",14316
"NOR","AUT",451
"OMN","AUT",19
"PAK","AUT",3737
"PLW","AUT",0
"PAN","AUT",29
"PNG","AUT",37
"PRY","AUT",117
"PER","AUT",676
"PHL","AUT",5648
"POL","AUT",36536
"PRT","AUT",1200
"PRI","AUT",4
"QAT","AUT",18
"KOR","AUT",79
"MDA","AUT",816
"ROU","AUT",37568
"RUS","AUT",16271
"RWA","AUT",138
"KNA","AUT",0
"LCA","AUT",12
"VCT","AUT",7
"WSM","AUT",1
"SMR","AUT",0
"STP","AUT",1
"SAU","AUT",334
"SEN","AUT",268
"SRB","AUT",114167
"SYC","AUT",22
"SLE","AUT",241
"SGP","AUT",133
"SVK","AUT",11663
"SVN","AUT",9516
"SLB","AUT",8
"SOM","AUT",872
"ZAF","AUT",1474
"ESP","AUT",2259
"LKA","AUT",639
"PSE","AUT",233
"SDN","AUT",553
"SUR","AUT",13
"SWE","AUT",1771
"CHE","AUT",8691
"SYR","AUT",7421
"TJK","AUT",150
"THA","AUT",1153
"TGO","AUT",163
"TON","AUT",3
"TTO","AUT",33
"TUN","AUT",3057
"TUR","AUT",118711
"TKM","AUT",58
"TUV","AUT",4
"UGA","AUT",173
"UKR","AUT",2936
"ARE","AUT",98
"GBR","AUT",7019
"TZA","AUT",96
"USA","AUT",6541
"URY","AUT",153
"UZB","AUT",402
"VUT","AUT",3
"VEN","AUT",437
"VNM","AUT",1870
"YEM","AUT",68
"ZMB","AUT",56
"ZWE","AUT",175
"AFG","AZE",127
"ARM","AZE",72444
"BLR","AZE",107
"EST","AZE",221
"GEO","AZE",23764
"DEU","AZE",121
"IRN","AZE",932
"KAZ","AZE",1455
"KGZ","AZE",1190
"MDA","AZE",49
"RUS","AZE",9030
"TJK","AZE",97
"TUR","AZE",1516
"TKM","AZE",731
"UKR","AZE",733
"UZB","AZE",7897
"ATG","BHS",6
"ARG","BHS",77
"AUS","BHS",45
"AUT","BHS",21
"BRB","BHS",161
"BEL","BHS",19
"BLZ","BHS",16
"BMU","BHS",16
"BWA","BHS",9
"BRA","BHS",62
"VGB","BHS",0
"BGR","BHS",17
"CAN","BHS",907
"CYM","BHS",14
"CHL","BHS",16
"CHN","BHS",105
"HKG","BHS",13
"COL","BHS",121
"CRI","BHS",22
"CUB","BHS",132
"DNK","BHS",7
"DMA","BHS",37
"DOM","BHS",182
"ECU","BHS",30
"EGY","BHS",19
"SLV","BHS",72
"EST","BHS",6
"SWZ","BHS",5
"FRA","BHS",97
"DEU","BHS",147
"GHA","BHS",41
"GRC","BHS",63
"GRD","BHS",15
"GTM","BHS",17
"GUY","BHS",617
"HTI","BHS",16607
"HND","BHS",36
"IND","BHS",356
"IDN","BHS",14
"IRL","BHS",34
"ITA","BHS",111
"JAM","BHS",2416
"JPN","BHS",9
"KEN","BHS",9
"MEX","BHS",90
"NLD","BHS",33
"NZL","BHS",7
"NIC","BHS",6
"NGA","BHS",88
"NOR","BHS",4
"PAK","BHS",0
"PAN","BHS",18
"PER","BHS",147
"PHL","BHS",575
"POL","BHS",8
"PRT","BHS",13
"ROU","BHS",104
"RUS","BHS",11
"KNA","BHS",14
"LCA","BHS",41
"VCT","BHS",31
"ZAF","BHS",58
"ESP","BHS",93
"LKA","BHS",23
"SWE","BHS",15
"CHE","BHS",99
"TTO","BHS",190
"TCA","BHS",661
"UGA","BHS",3
"UKR","BHS",5
"GBR","BHS",1219
"USA","BHS",4983
"URY","BHS",10
"VEN","BHS",10
"ZWE","BHS",7
"AFG","BHR",463
"BGD","BHR",71094
"TCD","BHR",305
"EGY","BHR",55238
"ERI","BHR",1095
"ETH","BHR",478
"FRA","BHR",1299
"IND","BHR",240276
"IDN","BHR",7512
"JOR","BHR",9637
"KWT","BHR",3799
"LBN","BHR",3179
"MAR","BHR",457
"NPL","BHR",2675
"NLD","BHR",133
"NGA","BHR",1373
"PAK","BHR",60116
"PHL","BHR",37312
"QAT","BHR",122
"SAU","BHR",292
"SOM","BHR",367
"SSD","BHR",564
"LKA","BHR",5478
"PSE","BHR",3294
"SDN","BHR",4990
"SYR","BHR",2147
"THA","BHR",817
"TUN","BHR",330
"TUR","BHR",1530
"ARE","BHR",2189
"GBR","BHR",1117
"USA","BHR",789
"YEM","BHR",10578
"BHR","BGD",9318
"BRA","BGD",4609
"KHM","BGD",6069
"CHN","BGD",50290
"IND","BGD",10638
"IDN","BGD",47229
"JPN","BGD",4252
"LAO","BGD",27237
"MYS","BGD",62893
"MMR","BGD",747514
"NPL","BGD",12068
"NOR","BGD",4422
"SGP","BGD",2961
"THA","BGD",3260
"GBR","BGD",10341
"USA","BGD",14215
"VNM","BGD",8504
"ATG","BRB",82
"AUS","BRB",12
"BHS","BRB",21
"BLZ","BRB",11
"BMU","BRB",14
"CAN","BRB",307
"CHN","BRB",25
"CUB","BRB",29
"DMA","BRB",114
"GRD","BRB",140
"GUY","BRB",3123
"HTI","BRB",10
"IND","BRB",228
"JAM","BRB",347
"KNA","BRB",50
"LCA","BRB",872
"VCT","BRB",1264
"SUR","BRB",12
"TTO","BRB",550
"GBR","BRB",1103
"USA","BRB",480
"AFG","BLR",190
"DZA","BLR",44
"ARG","BLR",34
"ARM","BLR",3391
"AUS","BLR",12
"AUT","BLR",18
"AZE","BLR",7684
"BEL","BLR",21
"BRA","BLR",25
"BGR","BLR",31
"CAN","BLR",58
"CUB","BLR",41
"CZE","BLR",28
"PRK","BLR",19
"DNK","BLR",117
"EST","BLR",1090
"ETH","BLR",24
"FIN","BLR",967
"GEO","BLR",4849
"DEU","BLR",35
"GRC","BLR",34
"HUN","BLR",126
"IND","BLR",39
"IRN","BLR",39
"IRL","BLR",8
"ISR","BLR",177
"ITA","BLR",21
"JOR","BLR",29
"KAZ","BLR",33318
"KGZ","BLR",2500
"LVA","BLR",3049
"LBN","BLR",64
"LTU","BLR",4535
"MNG","BLR",42
"NOR","BLR",34
"PAK","BLR",46
"POL","BLR",219
"KOR","BLR",14
"MDA","BLR",4038
"ROU","BLR",10
"RUS","BLR",301354
"SRB","BLR",22
"SVK","BLR",9
"ESP","BLR",16
"SWE","BLR",175
"CHE","BLR",13
"SYR","BLR",81
"TJK","BLR",2869
"TUR","BLR",24
"TKM","BLR",2633
"UKR","BLR",107864
"ARE","BLR",11
"GBR","BLR",169
"USA","BLR",36
"URY","BLR",4
"UZB","BLR",7063
"VNM","BLR",170
"YEM","BLR",27
"AFG","BEL",17393
"ALB","BEL",5570
"DZA","BEL",15505
"AGO","BEL",3509
"ARG","BEL",1210
"ARM","BEL",854
"AUS","BEL",844
"AUT","BEL",1507
"AZE","BEL",133
"BHS","BEL",6
"BHR","BEL",29
"BGD","BEL",1673
"BRB","BEL",10
"BLR","BEL",262
"BEN","BEL",895
"BTN","BEL",199
"BOL","BEL",503
"BIH","BEL",302
"BWA","BEL",22
"BRA","BEL",5857
"BGR","BEL",17363
"BFA","BEL",778
"BDI","BEL",3538
"CPV","BEL",401
"KHM","BEL",598
"CMR","BEL",9144
"CAN","BEL",2382
"CAF","BEL",267
"TCD","BEL",293
"CHL","BEL",2162
"CHN","BEL",8869
"COL","BEL",2795
"COG","BEL",1985
"CRI","BEL",146
"CIV","BEL",3240
"HRV","BEL",184
"CUB","BEL",735
"CYP","BEL",286
"CZE","BEL",355
"PRK","BEL",54
"COD","BEL",41059
"DNK","BEL",1194
"DJI","BEL",723
"DMA","BEL",67
"DOM","BEL",1136
"ECU","BEL",2696
"EGY","BEL",3310
"SLV","BEL",344
"GNQ","BEL",29
"ERI","BEL",353
"EST","BEL",324
"ETH","BEL",2577
"FJI","BEL",13
"FIN","BEL",950
"FRA","BEL",89723
"GAB","BEL",332
"GMB","BEL",551
"GEO","BEL",283
"DEU","BEL",39154
"GHA","BEL",5314
"GRC","BEL",8935
"GTM","BEL",416
"GIN","BEL",7765
"GNB","BEL",183
"GUY","BEL",37
"HTI","BEL",935
"HND","BEL",86
"HUN","BEL",3789
"ISL","BEL",98
"IND","BEL",11885
"IDN","BEL",1340
"IRN","BEL",6351
"IRQ","BEL",13839
"IRL","BEL",1797
"ISR","BEL",2158
"ITA","BEL",65517
"JAM","BEL",183
"JPN","BEL",2092
"JOR","BEL",760
"KAZ","BEL",581
"KEN","BEL",594
"KWT","BEL",251
"KGZ","BEL",180
"LAO","BEL",563
"LVA","BEL",623
"LBN","BEL",4488
"LSO","BEL",3
"LBR","BEL",621
"LBY","BEL",603
"LIE","BEL",3
"LTU","BEL",784
"LUX","BEL",6949
"MDG","BEL",663
"MWI","BEL",50
"MYS","BEL",341
"MDV","BEL",2
"MLI","BEL",515
"MLT","BEL",221
"MRT","BEL",1791
"MUS","BEL",883
"MEX","BEL",1063
"MCO","BEL",67
"MNG","BEL",296
"MNE","BEL",12
"MAR","BEL",116724
"MOZ","BEL",221
"MMR","BEL",132
"NAM","BEL",35
"NRU","BEL",0
"NPL","BEL",2012
"NLD","BEL",68493
"NZL","BEL",223
"NIC","BEL",136
"NER","BEL",1198
"NGA","BEL",3038
"MKD","BEL",788
"NOR","BEL",580
"OMN","BEL",25
"PAK","BEL",8272
"PLW","BEL",0
"PAN","BEL",68
"PNG","BEL",10
"PRY","BEL",183
"PER","BEL",1397
"PHL","BEL",2690
"POL","BEL",35234
"PRT","BEL",19649
"KOR","BEL",1660
"MDA","BEL",643
"ROU","BEL",43401
"RUS","BEL",4012
"RWA","BEL",6765
"SMR","BEL",9
"STP","BEL",61
"SAU","BEL",426
"SEN","BEL",3518
"SRB","BEL",199
"SYC","BEL",31
"SLE","BEL",1469
"SGP","BEL",285
"SVK","BEL",795
"SVN","BEL",95
"SOM","BEL",3523
"ZAF","BEL",1877
"ESP","BEL",23490
"LKA","BEL",1153
"PSE","BEL",796
"SDN","BEL",833
"SUR","BEL",1780
"SWE","BEL",1523
"CHE","BEL",2511
"SYR","BEL",15799
"TJK","BEL",37
"THA","BEL",2184
"TGO","BEL",3585
"TUN","BEL",9967
"TUR","BEL",54232
"TKM","BEL",8
"UGA","BEL",358
"UKR","BEL",968
"GBR","BEL",12414
"TZA","BEL",323
"USA","BEL",8567
"URY","BEL",267
"UZB","BEL",221
"VEN","BEL",795
"VNM","BEL",3801
"YEM","BEL",195
"ZMB","BEL",150
"ZWE","BEL",232
"CAN","BLZ",430
"CHN","BLZ",1234
"HKG","BLZ",40
"SLV","BLZ",4965
"DEU","BLZ",48
"GTM","BLZ",12503
"HTI","BLZ",33
"HND","BLZ",4750
"IND","BLZ",358
"JAM","BLZ",332
"LBN","BLZ",43
"MEX","BLZ",2042
"NGA","BLZ",41
"GBR","BLZ",275
"USA","BLZ",2350
"BFA","BEN",7225
"TCD","BEN",648
"COG","BEN",2086
"CIV","BEN",15694
"FRA","BEN",703
"GHA","BEN",6842
"MLI","BEN",2105
"NER","BEN",42835
"NGA","BEN",43317
"TGO","BEN",40701
"AUS","BMU",40
"AUT","BMU",19
"BEL","BMU",13
"CAN","BMU",1264
"CHN","BMU",190
"CUB","BMU",18
"DNK","BMU",22
"DOM","BMU",12
"FRA","BMU",87
"DEU","BMU",135
"GHA","BMU",75
"GRC","BMU",58
"GUY","BMU",56
"HTI","BMU",827
"IND","BMU",261
"IRL","BMU",58
"ISR","BMU",44
"ITA","BMU",36
"JAM","BMU",325
"JPN","BMU",421
"MYS","BMU",14
"NGA","BMU",112
"PAK","BMU",20
"PHL","BMU",227
"POL","BMU",19
"PRT","BMU",848
"ROU","BMU",17
"ZAF","BMU",160
"ESP","BMU",78
"CHE","BMU",68
"TTO","BMU",37
"TUR","BMU",86
"TCA","BMU",7
"GBR","BMU",1370
"USA","BMU",1884
"AUS","BTN",23
"BGD","BTN",37
"CAN","BTN",19
"CHN","BTN",702
"DNK","BTN",26
"FRA","BTN",16
"DEU","BTN",16
"IND","BTN",40135
"ITA","BTN",9
"JPN","BTN",85
"MMR","BTN",22
"NPL","BTN",444
"NLD","BTN",14
"NZL","BTN",16
"PAK","BTN",22
"PHL","BTN",15
"KOR","BTN",17
"SGP","BTN",9
"LKA","BTN",19
"SWE","BTN",13
"CHE","BTN",20
"THA","BTN",34
"GBR","BTN",16
"USA","BTN",74
"AFG","BOL",1
"ALB","BOL",0
"DZA","BOL",2
"AND","BOL",0
"AGO","BOL",5
"ATG","BOL",0
"ARG","BOL",23802
"ARM","BOL",3
"ABW","BOL",1
"AUS","BOL",137
"AUT","BOL",79
"AZE","BOL",0
"BHS","BOL",0
"BHR","BOL",0
"BGD","BOL",29
"BRB","BOL",0
"BLR","BOL",3
"BEL","BOL",223
"BLZ","BOL",498
"BEN","BOL",0
"BMU","BOL",0
"BES","BOL",11
"BIH","BOL",8
"BRA","BOL",14620
"BGR","BOL",13
"BDI","BOL",0
"CPV","BOL",49
"KHM","BOL",0
"CMR","BOL",12
"CAN","BOL",711
"CAF","BOL",55
"TCD","BOL",0
"CHL","BOL",2701
"CHN","BOL",768
"HKG","BOL",1
"COL","BOL",1882
"COG","BOL",5
"CRI","BOL",82
"CIV","BOL",1
"HRV","BOL",25
"CUB","BOL",983
"CUW","BOL",93
"CYP","BOL",0
"CZE","BOL",19
"PRK","BOL",7
"COD","BOL",1
"DNK","BOL",50
"DMA","BOL",2
"DOM","BOL",68
"ECU","BOL",604
"EGY","BOL",16
"SLV","BOL",61
"ERI","BOL",0
"EST","BOL",1
"ETH","BOL",2
"FJI","BOL",0
"FIN","BOL",22
"FRA","BOL",785
"GUF","BOL",1
"GAB","BOL",0
"GEO","BOL",1
