"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"36";"CHE";371471;83;1468417;179;1839888;-1096946;-0,596202594940562
"37";"CHL";512014;62;177332;210;689346;334682;0,485506552587525
"38";"CHN";5885006;140;389735;20;6274741;5495271;0,875776545996082
"39";"CIV";539243;52;2103321;16;2642564;-1564078;-0,591878947870326
"40";"CMR";164302;52;182879;4;347181;-18577;-0,053508112483114
"41";"COD";862051;61;617393;7;1479444;244658;0,165371585541595
"42";"COG";135247;47;299391;21;434638;-164144;-0,377656808654559
"43";"COK";19481;9;2703;10;22184;16778;0,756310854670032
"44";"COL";1436444;61;108894;91;1545338;1327550;0,859067724989614
"45";"COM";70503;22;12310;5;82813;58193;0,702703681789091
"46";"CPV";124824;37;10683;35;135507;114141;0,84232548872014
"47";"CRI";105682;49;300336;153;406018;-194654;-0,47942209458694
"48";"CUB";1049761;70;15263;36;1065024;1034498;0,971337735112073
"49";"CYM";1279;11;19097;57;20376;-17818;-0,874460149195131
"50";"CYP";153573;44;79394;154;232967;74179;0,318409903548571
"51";"CZE";400971;58;220789;191;621760;180182;0,289793489449305
"52";"DEU";3235354;120;8658910;136;11894264;-5423556;-0,455980798811932
"53";"DJI";9055;24;94491;3;103546;-85436;-0,825101887084001
"54";"DMA";48446;47;3225;33;51671;45221;0,875171759787889
"55";"DNK";218071;72;371026;198;589097;-152955;-0,259643148751394
"56";"DOM";897785;62;354141;98;1251926;543644;0,434246113588183
"57";"DZA";1038048;71;241786;20;1279834;796262;0,622160373923493
"58";"ECU";446391;49;121958;85;568349;324433;0,570834117769188
"59";"EGY";1708513;81;173927;132;1882440;1534586;0,815211108986209
"60";"ERI";511508;46;11295;21;522803;500213;0,956790607551984
"61";"ESH";166064;10;3157;7;169221;162907;0,962687846071114
"62";"ESP";1290279;87;1646790;173;2937069;-356511;-0,121383256573135
"63";"EST";141883;50;248999;27;390882;-107116;-0,274036665796839
"64";"ETH";445891;62;549918;10;995809;-104027;-0,104464812027206
"65";"FIN";316039;63;134390;181;450429;181649;0,403279984192847
"66";"FJI";131917;41;11120;14;143037;120797;0,844515754664877
"67";"FLK";1264;5;1024;7;2288;240;0,104895104895105
"68";"FRA";1555610;136;6278718;206;7834328;-4723108;-0,602873405351423
"69";"FRO";12412;10;3426;26;15838;8986;0,567369617375931
"70";"FSM";16915;13;1052;12;17967;15863;0,882896421216675
"71";"GAB";18046;33;208806;34;226852;-190760;-0,840900675330171
"72";"GBR";3866248;141;4692050;205;8558298;-825802;-0,0964913818144682
"73";"GEO";967024;49;73194;46;1040218;893830;0,859271806486717
"74";"GHA";495900;64;179184;43;675084;316716;0,469150505714844
"75";"GIB";8456;16;6791;3;15247;1665;0,109201810192169
"76";"GIN";377023;49;550515;29;927538;-173492;-0,187045705944123
"77";"GLP";7950;13;78184;24;86134;-70234;-0,815403905542527
"78";"GMB";45429;40;177198;7;222627;-131769;-0,591882386233476
"79";"GNB";77666;36;18937;11;96603;58729;0,607941782346304
"80";"GNQ";59932;24;3650;6;63582;56282;0,885187631719669
"81";"GRC";983006;64;1111665;212;2094671;-128659;-0,0614220562560899
"82";"GRD";63904;35;4355;15;68259;59549;0,872397779047452
"83";"GRL";13274;15;6479;17;19753;6795;0,343998379992912
"84";"GTM";583020;50;48056;49;631076;534964;0,84770138620388
"85";"GUF";3648;18;72668;16;76316;-69020;-0,904397505110331
"86";"GUM";2801;10;71382;11;74183;-68581;-0,924484046210048
"87";"GUY";363434;51;7580;16;371014;355854;0,959139008231495
"88";"HKG";687946;39;2305464;29;2993410;-1617518;-0,540359656712579
"89";"HND";342337;45;28320;42;370657;314017;0,847190259458205
"90";"HRV";907454;51;480163;71;1387617;427291;0,307931511360844
"91";"HTI";805430;55;15973;21;821403;789457;0,961108006666642
"92";"HUN";421411;64;290701;159;712112;130710;0,183552587233469
"93";"IDN";2431466;82;262999;19;2694465;2168467;0,804785736686133
"94";"IMN";7377;5;37337;8;44714;-29960;-0,670036230263452
"95";"IND";7932405;126;6372836;36;14305241;1559569;0,109020812721715
"96";"IRL";820902;70;350552;204;1171454;470350;0,401509576987231
"97";"IRN";831372;73;2638875;7;3470247;-1807503;-0,520857160887971
"98";"IRQ";1164056;69;188245;22;1352301;975811;0,721593047701658
"99";"ISL";26184;41;15892;161;42076;10292;0,24460500047533
"100";"ISR";304861;68;1532124;57;1836985;-1227263;-0,668085477018049
"101";"ITA";3067571;106;2121667;191;5189238;945904;0,182281868744505
"102";"JAM";858815;61;22292;21;881107;836523;0,94940001611609
"103";"JEY";12825;5;62987;4;75812;-50162;-0,661663061256793
"104";"JOR";368562;65;1925431;83;2293993;-1556869;-0,678672079644532
"105";"JPN";712768;101;1648768;42;2361536;-936000;-0,396352204666793
"106";"KAZ";3554491;56;2680568;18;6235059;873923;0,140162747457562
"107";"KEN";317453;59;636140;13;953593;-318687;-0,334196035415528
"108";"KGZ";566319;44;381141;23;947460;185178;0,195446773478564
"109";"KHM";459625;42;140279;26;599904;319346;0,532328505894276
"110";"KIR";3991;16;1804;7;5795;2187;0,37739430543572
"111";"KNA";31420;31;2784;13;34204;28636;0,837212021985733
"112";"KOR";1952161;86;233371;28;2185532;1718790;0,786440097880059
"113";"KWT";113446;50;1086284;32;1199730;-972838;-0,810880781509173
"114";"LAO";649288;37;17760;6;667048;631528;0,946750458737602
"115";"LBN";561102;87;689524;30;1250626;-128422;-0,102686174763678
"116";"LBR";248417;40;135072;25;383489;113345;0,295562584585216
"117";"LBY";80036;57;567436;86;647472;-487400;-0,752773865124669
"118";"LCA";39618;35;6687;59;46305;32931;0,711175898931001
"119";"LIE";2690;25;15389;47;18079;-12699;-0,702417169091211
"120";"LKA";981294;71;38504;49;1019798;942790;0,924487006250257
"121";"LSO";120575;25;3699;15;124274;116876;0,94047025121908
"122";"LTU";348620;51;203547;57;552167;145073;0,262733919267178
"123";"LUX";39797;43;139438;77;179235;-99641;-0,55592378720674
"124";"LVA";238691;48;430178;139;668869;-191487;-0,286284758300953
"125";"MAC";101637;13;226329;5;327966;-124692;-0,380197947348201
"126";"MAR";2077160;65;42500;18;2119660;2034660;0,959899229121652
"127";"MCO";5133;28;11614;2;16747;-6481;-0,386994685615334
"128";"MDA";602782;51;240062;19;842844;362720;0,430352473292804
"129";"MDG";77098;38;17227;4;94325;59871;0,634730983302412
"130";"MDV";1217;23;26021;22;27238;-24804;-0,910639547690726
"131";"MEX";9562929;67;536112;90;10099041;9026817;0,893829126943836
"132";"MHL";6976;11;1684;6;8660;5292;0,61108545034642
"133";"MKD";532531;46;124336;19;656867;408195;0,621427168665803
"134";"MLI";772954;53;138028;23;910982;634926;0,696968765573853
"135";"MLT";104884;37;21358;83;126242;83526;0,66163400453098
"136";"MMR";1224311;45;85376;4;1309687;1138935;0,869623810880004
"137";"MNG";30649;36;7368;30;38017;23281;0,612383933503433
"138";"MNP";2772;8;38613;12;41385;-35841;-0,866038419717289
"139";"MOZ";644467;48;181982;16;826449;462485;0,559605008899521
"140";"MRT";107608;41;55481;35;163089;52127;0,319623027917272
"141";"MSR";16133;16;997;10;17130;15136;0,8835960303561
"142";"MTQ";14217;14;52961;15;67178;-38744;-0,576736431569859
"143";"MUS";119005;33;14512;22;133517;104493;0,782619441719032
"144";"MWI";186231;35;181962;12;368193;4269;0,0115944626866888
"145";"MYS";1203638;70;1337233;22;2540871;-133595;-0,052578426846542
"146";"MYT";6215;3;44952;3;51167;-38737;-0,757069986514746
"147";"NAM";49354;33;132760;83;182114;-83406;-0,457987853761929
"148";"NCL";4945;10;46612;16;51557;-41667;-0,808173477898249
"149";"NER";205246;46;112419;13;317665;92827;0,29221664331922
"150";"NGA";610200;89;437977;9;1048177;172223;0,164307173311378
"151";"NIC";502243;48;29063;53;531306;473180;0,890597885211159
"152";"NIU";5754;7;422;7;6176;5332;0,863341968911917
"153";"NLD";755052;92;1552220;180;2307272;-797168;-0,345502394169391
"154";"NOR";164243;65;278008;168;442251;-113765;-0,257240797646585
"155";"NPL";977405;55;680689;6;1658094;296716;0,178950047464137
"156";"NRU";1600;14;2206;10;3806;-606;-0,159222280609564
"157";"NZL";490020;81;645015;62;1135035;-154995;-0,136555260410472
"158";"OMN";15628;34;596366;19;611994;-580738;-0,948927603865397
"159";"PAK";3401303;101;4178579;8;7579882;-777276;-0,102544604256372
"160";"PAN";137430;49;82912;88;220342;54518;0,247424458342032
"161";"PER";699598;66;65331;77;764929;634267;0,829184146502486
"162";"PHL";3092284;100;233520;90;3325804;2858764;0,859570798519696
"163";"PLW";4000;12;5714;8;9714;-1714;-0,17644636606959
"164";"PNG";4556;27;25008;21;29564;-20452;-0,69178730888919
"165";"POL";2048371;76;785539;117;2833910;1262832;0,445614716063672
"166";"PRI";1600752;37;344921;45;1945673;1255831;0,645448130287052
"167";"PRK";72414;50;32202;20;104616;40212;0,384377150722643
"168";"PRT";1995386;79;646280;128;2641666;1349106;0,510702715634755
"169";"PRY";374876;44;172346;17;547222;202530;0,37010573405309
"170";"PSE";2768020;54;253681;14;3021701;2514339;0,832093910019555
"171";"PYF";4305;10;26321;19;30626;-22016;-0,718866322732319
"172";"QAT";14706;38;349667;33;364373;-334961;-0,919280517491691
"173";"REU";2362;11;88866;5;91228;-86504;-0,948217652475117
"174";"ROU";1139475;69;121644;76;1261119;1017831;0,807085612063572
"175";"RUS";10721414;101;11891623;148;22613037;-1170209;-0,0517493072690767
"176";"RWA";318203;50;337752;5;655955;-19549;-0,0298023492465184
"177";"SAU";153703;65;5086745;17;5240448;-4933042;-0,941339748052075
"178";"SDN";885664;60;770450;15;1656114;115214;0,0695688823353948
"179";"SEN";394614;60;198779;26;593393;195835;0,330025800776214
"180";"SGP";192989;56;1218865;15;1411854;-1025876;-0,726616208191499
"181";"SHN";4043;9;97;2;4140;3946;0,953140096618358
"182";"SLB";2728;18;3711;15;6439;-983;-0,152663457058549
"183";"SLE";509099;44;96977;39;606076;412122;0,679984028405679
"184";"SLV";949270;45;31586;48;980856;917684;0,935595031278801
"185";"SMR";3496;14;3896;9;7392;-400;-0,0541125541125541
"186";"SOM";1006139;60;555;2;1006694;1005584;0,998897380932041
"187";"SPM";486;8;1276;3;1762;-790;-0,448354143019296
"188";"SRB";1129412;45;904760;76;2034172;224652;0,110439038586708
"189";"STP";25156;20;4277;6;29433;20879;0,709373832093229
"190";"SUR";213526;37;16143;4;229669;197383;0,859423779439106
"191";"SVK";251584;49;116143;93;367727;135441;0,368319432622571
"192";"SVN";118724;44;208031;152;326755;-89307;-0,273314868938501
"193";"SWE";258000;75;916024;197;1174024;-658024;-0,560485986657854
"194";"SWZ";34118;24;26733;17;60851;7385;0,121362015414701
"195";"SYC";19244;27;6095;26;25339;13149;0,518923398713446
"196";"SYR";707872;78;387734;5;1095606;320138;0,292201758661417
"197";"TCA";759;10;7746;6;8505;-6987;-0,821516754850088
"198";"TCD";206069;46;98689;10;304758;107380;0,352345139422099
"199";"TGO";267183;42;124484;30;391667;142699;0,364337562265904
"200";"THA";537198;75;1257759;49;1794957;-720561;-0,401436357528342
"201";"TJK";541185;44;299166;35;840351;242019;0,287997515323954
"202";"TKL";2061;6;238;4;2299;1823;0,792953458025228
"203";"TKM";223704;44;216851;11;440555;6853;0,0155553790105662
"204";"TLS";148339;12;9327;15;157666;139012;0,881686603326018
"205";"TON";46714;24;1039;5;47753;45675;0,95648440935648
"206";"TTO";307802;51;37801;16;345603;270001;0,781246111868242
"207";"TUN";486980;57;29857;17;516837;457123;0,88446260619886
"208";"TUR";2891893;82;1175736;110;4067629;1716157;0,421905980117656
"209";"TUV";2611;18;136;5;2747;2475;0,900982890425919
"210";"TZA";215469;51;941813;27;1157282;-726344;-0,627629220881341
"211";"UGA";517778;51;581763;47;1099541;-63985;-0,0581924639463194
"212";"UKR";5596883;74;5137559;30;10734442;459324;0,0427897416558774
"213";"URY";235641;54;81477;17;317118;154164;0,486140805630712
"214";"USA";1991803;158;33157941;150;35149744;-31166138;-0,886667567194799
"215";"UZB";1575969;52;1325101;10;2901070;250868;0,0864743008614063
"216";"VCT";53670;36;4036;15;57706;49634;0,860118531868437
"217";"VEN";319240;65;1013512;113;1332752;-694272;-0,520931125970923
"218";"VGB";5431;18;10155;21;15586;-4724;-0,303092518927242
"219";"VIR";3979;16;53509;20;57488;-49530;-0,861571110492625
"220";"VNM";1885072;66;53376;22;1938448;1831696;0,944929139187639
"221";"VUT";6423;23;1361;9;7784;5062;0,650308324768756
"222";"WLF";7402;6;1972;5;9374;5430;0,579261787924045
"223";"WSM";94541;24;5682;21;100223;88859;0,886612853337058
"224";"YEM";529396;49;114137;12;643533;415259;0,645280040029027
"225";"ZAF";501905;79;982728;150;1484633;-480823;-0,323866571738605
"226";"ZMB";160206;48;337977;29;498183;-177771;-0,356838752024858
"227";"ZWE";351996;50;361947;6;713943;-9951;-0,0139380874943798
