"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"37";"CHL";245982;62;69632;210;315614;176350;0,558752146609466
"38";"CHN";2555230;139;177609;20;2732839;2377621;0,870018687526049
"39";"CIV";228586;51;1130396;16;1358982;-901810;-0,663592306594201
"40";"CMR";71882;52;105925;4;177807;-34043;-0,191460403696142
"41";"COD";278319;60;851423;7;1129742;-573104;-0,507287504580692
"42";"COG";60816;46;92642;21;153458;-31826;-0,207392250648386
"43";"COK";8150;9;1443;10;9593;6707;0,699155634316689
"44";"COL";556642;61;54258;91;610900;502384;0,822366999508921
"45";"COM";27870;21;5852;5;33722;22018;0,652926872664729
"46";"CPV";50378;37;4548;35;54926;45830;0,834395368313731
"47";"CRI";35838;48;104707;153;140545;-68869;-0,49001387455975
"48";"CUB";446089;69;10647;36;456736;435442;0,95337788131437
"49";"CYM";364;11;6304;57;6668;-5940;-0,890821835632873
"50";"CYP";83481;43;27313;154;110794;56168;0,506958860588118
"51";"CZE";159739;57;88316;191;248055;71423;0,287932111830038
"52";"DEU";1413344;120;3712436;136;5125780;-2299092;-0,448535052226198
"53";"DJI";3904;23;49147;3;53051;-45243;-0,85282087048312
"54";"DMA";20809;47;1407;33;22216;19402;0,873334533669427
"55";"DNK";94808;72;147194;198;242002;-52386;-0,216469285377807
"56";"DOM";286463;62;198125;98;484588;88338;0,182295063022609
"57";"DZA";550248;70;137026;20;687274;413222;0,601247828377037
"58";"ECU";159665;48;49859;85;209524;109806;0,524073614478532
"59";"EGY";950798;81;83975;132;1034773;866823;0,83769387102292
"60";"ERI";197414;45;5868;21;203282;191546;0,942267392095709
"61";"ESH";91863;9;1580;7;93443;90283;0,966182592596556
"62";"ESP";635429;86;495779;173;1131208;139650;0,123452097227035
"63";"EST";60548;50;135958;27;196506;-75410;-0,383754185622831
"64";"ETH";413020;60;399376;10;812396;13644;0,01679476511455
"65";"FIN";116240;62;48591;181;164831;67649;0,410414303134726
"66";"FJI";50859;41;5878;14;56737;44981;0,792798350282884
"67";"FLK";339;5;485;7;824;-146;-0,177184466019417
"68";"FRA";645458;135;3046083;206;3691541;-2400625;-0,650304303812419
"69";"FRO";4114;10;1524;22;5638;2590;0,459382759843916
"70";"FSM";6151;13;715;12;6866;5436;0,791727352170114
"71";"GAB";8326;32;94898;34;103224;-86572;-0,838680926916221
"72";"GBR";1847222;140;1966079;205;3813301;-118857;-0,0311690579893903
"73";"GEO";480839;48;64861;19;545700;415978;0,762283305845703
"74";"GHA";215800;65;121783;43;337583;94017;0,278500398420537
"75";"GIB";4891;16;3509;3;8400;1382;0,16452380952381
"76";"GIN";207744;48;382854;29;590598;-175110;-0,296496093789684
"77";"GLP";2959;13;34124;24;37083;-31165;-0,840412048647628
"78";"GMB";22148;39;79439;7;101587;-57291;-0,563959955506118
"79";"GNB";34140;35;13309;11;47449;20831;0,43901873590592
"80";"GNQ";22473;23;1505;6;23978;20968;0,874468262574026
"81";"GRC";520750;63;445004;212;965754;75746;0,0784319816433584
"82";"GRD";24531;35;1741;15;26272;22790;0,867463459196102
"83";"GRL";4555;15;4818;17;9373;-263;-0,0280593193214552
"84";"GTM";234893;49;66883;49;301776;168010;0,556737447643285
"85";"GUF";1395;18;35016;16;36411;-33621;-0,923374804317377
"86";"GUM";853;10;37547;11;38400;-36694;-0,955572916666667
"87";"GUY";140250;51;3013;16;143263;137237;0,957937499563739
"88";"HKG";304753;39;1075303;29;1380056;-770550;-0,558346907661718
"89";"HND";106409;44;75980;42;182389;30429;0,166835719259385
"90";"HRV";363146;52;263517;71;626663;99629;0,158983377030398
"91";"HTI";364006;54;9373;21;373379;354633;0,949793641313518
"92";"HUN";201673;63;143557;159;345230;58116;0,168339947281522
"93";"IDN";1108198;82;161707;19;1269905;946491;0,745324256538875
"94";"IMN";4363;5;16780;8;21143;-12417;-0,587286572388024
"95";"IND";4115988;125;3594036;36;7710024;521952;0,0676978437421207
"96";"IRL";385446;70;108084;204;493530;277362;0,561996231232144
"97";"IRN";419868;72;1671212;7;2091080;-1251344;-0,598419955238441
"98";"IRQ";758301;68;105140;22;863441;653161;0,756462804059571
"99";"ISL";10444;40;5727;161;16171;4717;0,29169500958506
"100";"ISR";145086;67;721226;57;866312;-576140;-0,665049081624172
"101";"ITA";1663905;105;809549;191;2473454;854356;0,345410102633807
"102";"JAM";324846;60;9968;21;334814;314878;0,940456492261375
"103";"JEY";7477;5;27885;4;35362;-20408;-0,577116678920875
"104";"JOR";205789;65;783654;83;989443;-577865;-0,584030611162038
"105";"JPN";321715;101;669581;42;991296;-347866;-0,350920411259604
"106";"KAZ";1557198;56;1349216;18;2906414;207982;0,0715596608053773
"107";"KEN";135358;59;263790;13;399148;-128432;-0,321765360217263
"108";"KGZ";266045;43;212123;23;478168;53922;0,112767897475364
"109";"KHM";205879;41;42280;26;248159;163599;0,659250722319158
"110";"KIR";2033;16;870;7;2903;1163;0,400620048225973
"111";"KNA";11982;31;1009;13;12991;10973;0,844661688861519
"112";"KOR";896501;86;67648;28;964149;828853;0,85967314180692
"113";"KWT";55505;49;576461;32;631966;-520956;-0,824341815857182
"114";"LAO";270222;37;10710;6;280932;259512;0,923753790952971
"115";"LBN";303653;86;309060;30;612713;-5407;-0,00882468627236569
"116";"LBR";267594;39;101528;25;369122;166066;0,449894614788606
"117";"LBY";40788;57;300906;86;341694;-260118;-0,761260074803772
"118";"LCA";13836;35;2274;59;16110;11562;0,717690875232775
"119";"LIE";1306;24;7047;47;8353;-5741;-0,687297976774811
"120";"LKA";488668;70;21781;49;510449;466887;0,91465944687912
"121";"LSO";94109;24;2047;15;96156;92062;0,957423353716877
"122";"LTU";150791;51;122253;57;273044;28538;0,104517953150408
"123";"LUX";19258;43;62165;77;81423;-42907;-0,526964125615612
"124";"LVA";105402;48;234216;139;339618;-128814;-0,379290850308288
"125";"MAC";49674;13;95892;5;145566;-46218;-0,317505461440171
"126";"MAR";1040460;65;21051;18;1061511;1019409;0,960337669604931
"127";"MCO";2391;28;5475;2;7866;-3084;-0,392067124332571
"128";"MDA";297871;51;149255;19;447126;148616;0,332380581759951
"129";"MDG";28617;37;8709;4;37326;19908;0,533354766114773
"130";"MDV";1216;22;8901;22;10117;-7685;-0,759612533359692
"131";"MEX";3746879;67;228706;90;3975585;3518173;0,884944731404309
"132";"MHL";2080;11;796;6;2876;1284;0,446453407510431
"133";"MKD";245978;46;44988;19;290966;200990;0,690767993511269
"134";"MLI";451802;52;81062;23;532864;370740;0,695749759788614
"135";"MLT";55532;36;8311;83;63843;47221;0,739642560656611
"136";"MMR";494609;45;53949;4;548558;440660;0,803306122597793
"137";"MNG";12872;34;3559;30;16431;9313;0,566794473860386
"138";"MNP";1279;8;15381;12;16660;-14102;-0,846458583433373
"139";"MOZ";485281;47;84819;16;570100;400462;0,70244167689879
"140";"MRT";85266;40;46226;35;131492;39040;0,29690019164664
"141";"MSR";5198;16;682;10;5880;4516;0,768027210884354
"142";"MTQ";6094;14;21404;15;27498;-15310;-0,556767764928358
"143";"MUS";51948;32;2931;22;54879;49017;0,893183184824796
"144";"MWI";88873;34;88985;12;177858;-112;-0,000629715840726872
"145";"MYS";402529;69;481929;22;884458;-79400;-0,0897724934366584
"146";"MYT";1948;3;13958;3;15906;-12010;-0,755060983276751
"147";"NAM";14976;32;59862;83;74838;-44886;-0,599775515112643
"148";"NCL";2136;10;22550;16;24686;-20414;-0,826946447379081
"149";"NER";111381;45;64591;13;175972;46790;0,265894574136795
"150";"NGA";302205;89;201537;9;503742;100668;0,199840394487654
"151";"NIC";216722;47;12790;53;229512;203932;0,888546132664087
"152";"NIU";2649;7;223;7;2872;2426;0,844707520891365
"153";"NLD";364984;91;666754;180;1031738;-301770;-0,292487046129928
"154";"NOR";65436;64;112013;168;177449;-46577;-0,262481050893496
"155";"NPL";453522;53;200582;6;654104;252940;0,386696916698262
"156";"NRU";700;14;1294;10;1994;-594;-0,297893681043129
"157";"NZL";209538;81;272360;62;481898;-62822;-0,130363686921299
"158";"OMN";7236;33;405948;19;413184;-398712;-0,964974442379182
"159";"PAK";1997000;100;1949109;8;3946109;47891;0,0121362587804848
"160";"PAN";66034;49;36511;88;102545;29523;0,287902871909893
"161";"PER";233472;64;27628;77;261100;205844;0,788372271160475
"162";"PHL";1051958;100;91897;90;1143855;960061;0,839320543250674
"163";"PLW";1371;12;2707;8;4078;-1336;-0,327611574301128
"164";"PNG";2038;27;18946;21;20984;-16908;-0,805756767060618
"165";"POL";792771;76;384534;117;1177305;408237;0,346755513651942
"166";"PRI";637912;37;156221;45;794133;481691;0,606562124984102
"167";"PRK";26634;50;16113;20;42747;10521;0,246122534914731
"168";"PRT";987204;79;257211;128;1244415;729993;0,586615397596461
"169";"PRY";147158;44;95049;17;242207;52109;0,215142419500675
"170";"PSE";1129570;53;117881;14;1247451;1011689;0,811005001398853
"171";"PYF";1871;10;14741;19;16612;-12870;-0,774741150975199
"172";"QAT";6700;37;265011;33;271711;-258311;-0,950682894693259
"173";"REU";1258;11;34712;5;35970;-33454;-0,930052821795941
"174";"ROU";459895;69;55312;76;515207;404583;0,785282420464008
"175";"RUS";4997721;100;5921001;148;10918722;-923280;-0,0845593467806947
"176";"RWA";1021476;49;102784;5;1124260;918692;0,817152615942931
"177";"SAU";74269;64;3301820;17;3376089;-3227551;-0,956002937126361
"178";"SDN";439827;59;508260;15;948087;-68433;-0,0721800847390588
"179";"SEN";221547;59;130343;26;351890;91204;0,259183267498366
"180";"SGP";79823;55;359847;15;439670;-280024;-0,636895853708463
"181";"SHN";951;9;63;2;1014;888;0,875739644970414
"182";"SLB";1281;18;2179;15;3460;-898;-0,259537572254335
"183";"SLE";230242;43;55388;39;285630;174854;0,612169590029059
"184";"SLV";463123;45;18464;48;481587;444659;0,923320189290824
"185";"SMR";1133;14;1886;9;3019;-753;-0,249420337860219
"186";"SOM";507823;59;9490;2;517313;498333;0,963310413618061
"187";"SPM";248;8;586;3;834;-338;-0,405275779376499
"188";"SRB";480918;44;307378;76;788296;173540;0,220145732060038
"189";"STP";9158;20;2514;6;11672;6644;0,569225496915696
"190";"SUR";92300;37;7076;4;99376;85224;0,857591370149734
"191";"SVK";95216;49;30503;93;125719;64713;0,514743197130108
"192";"SVN";47528;44;88335;74;135863;-40807;-0,30035403310688
"193";"SWE";97610;75;410392;197;508002;-312782;-0,615710174369392
"194";"SWZ";19849;24;15203;17;35052;4646;0,13254593175853
"195";"SYC";13271;26;2699;26;15970;10572;0,661991233562931
"196";"SYR";379907;78;147603;5;527510;232304;0,440378381452484
"197";"TCA";681;10;3053;6;3734;-2372;-0,635243706480985
"198";"TCD";112969;45;45234;10;158203;67735;0,428152437058716
"199";"TGO";148885;41;47567;30;196452;101318;0,515739213650154
"200";"THA";158141;75;426262;49;584403;-268121;-0,458794701601463
"201";"TJK";289711;43;151689;35;441400;138022;0,312691436338922
"202";"TKL";900;6;134;4;1034;766;0,740812379110251
"203";"TKM";119546;43;131034;11;250580;-11488;-0,0458456381195626
"204";"TLS";39834;12;4175;15;44009;35659;0,810266081937785
"205";"TON";18859;24;472;5;19331;18387;0,951166520097253
"206";"TTO";109815;51;19585;16;129400;90230;0,697295208655332
"207";"TUN";281984;57;16016;17;298000;265968;0,892510067114094
"208";"TUR";1437641;82;523981;110;1961622;913660;0,465767614759622
"209";"TUV";1380;18;95;5;1475;1285;0,871186440677966
"210";"TZA";119451;50;544183;27;663634;-424732;-0,640009402773215
"211";"UGA";177884;50;298917;47;476801;-121033;-0,253843846804013
"212";"UKR";2643348;74;2482823;30;5126171;160525;0,031314796170475
"213";"URY";114568;53;40920;17;155488;73648;0,473657131096934
"214";"USA";920259;157;13003848;150;13924107;-12083589;-0,867817878733624
"215";"UZB";746211;52;620868;10;1367079;125343;0,0916867276872807
"216";"VCT";22282;36;1876;15;24158;20406;0,844689129894859
"217";"VEN";107385;65;512714;113;620099;-405329;-0,653652078135911
"218";"VGB";1851;18;4430;21;6281;-2579;-0,41060340710078
"219";"VIR";1701;16;23065;20;24766;-21364;-0,862634256642171
"220";"VNM";805214;65;27400;22;832614;777814;0,934183186926955
"221";"VUT";3004;23;768;9;3772;2236;0,592788971367975
"222";"WLF";3715;6;852;5;4567;2863;0,626888548281147
"223";"WSM";39841;24;2309;21;42150;37532;0,890438908659549
"224";"YEM";312870;48;60285;12;373155;252585;0,676890300277365
"225";"ZAF";188753;78;586020;150;774773;-397267;-0,512752767584828
"226";"ZMB";67738;47;118670;29;186408;-50932;-0,273228616797562
"227";"ZWE";148058;49;224461;6;372519;-76403;-0,205098263444281
