"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"208";"TUR";1504358;82;566779;110;2071137;937579;0,452688064575158
"209";"TUV";1354;18;65;5;1419;1289;0,908386187455955
"210";"TZA";108657;51;477875;27;586532;-369218;-0,629493360976042
"211";"UGA";254466;51;289462;47;543928;-34996;-0,0643393978614817
"212";"UKR";2618904;74;2202706;30;4821610;416198;0,0863192999848598
"213";"URY";115418;54;37550;17;152968;77868;0,509047643951676
"214";"USA";995537;158;16364505;150;17360042;-15368968;-0,885307074717907
"215";"UZB";787236;52;568313;10;1355549;218923;0,161501354801634
"216";"VCT";26271;36;1958;15;28229;24313;0,861277409755925
"217";"VEN";141875;65;508556;113;650431;-366681;-0,563750805235298
"218";"VGB";2381;18;5003;21;7384;-2622;-0,355092091007584
"219";"VIR";2256;16;25219;20;27475;-22963;-0,835777979981802
"220";"VNM";967850;66;30862;22;998712;936988;0,938196396959284
"221";"VUT";3332;23;688;9;4020;2644;0,65771144278607
"222";"WLF";3762;6;995;5;4757;2767;0,581669119192769
"223";"WSM";46571;24;2934;21;49505;43637;0,881466518533481
"224";"YEM";343820;49;63981;12;407801;279839;0,686214599768024
"225";"ZAF";245979;78;588055;150;834034;-342076;-0,410146348949803
"226";"ZMB";77131;48;171921;29;249052;-94790;-0,380603247514575
"227";"ZWE";181681;50;206410;6;388091;-24729;-0,0637195915390978
