"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"43";"COK";10693;9;1402;10;12095;9291;0,768168664737495
"44";"COL";1234486;65;73661;91;1308147;1160825;0,887381158233746
"45";"COM";56610;23;5376;5;61986;51234;0,826541477107734
"46";"CPV";77175;38;6813;35;83988;70362;0,837762537505358
"47";"CRI";59735;51;190703;153;250438;-130968;-0,522955781470863
"48";"CUB";703361;74;1939;36;705300;701422;0,994501630511839
"49";"CUW";35316;15;15178;43;50494;20138;0,398819661741989
"50";"CYM";816;11;13355;57;14171;-12539;-0,88483522687178
"51";"CYP";94766;45;83040;154;177806;11726;0,0659482807104372
"52";"CZE";361738;60;239228;191;600966;122510;0,20385512657954
"53";"DEU";1749297;124;4981351;136;6730648;-3232054;-0,480199529079518
"54";"DJI";8709;25;55334;3;64043;-46625;-0,728026482207267
"55";"DMA";31040;51;3394;33;34434;27646;0,802869257129581
"56";"DNK";114388;74;291431;198;405819;-177043;-0,436260993201403
"57";"DOM";609392;66;348684;98;958076;260708;0,272116199549931
"58";"DZA";987299;74;122555;20;1109854;864744;0,779151131590281
"59";"ECU";538052;51;162344;85;700396;375708;0,536422252554269
"60";"EGY";2061465;85;197694;133;2259159;1863771;0,824984430046756
"61";"ERI";308230;48;7688;21;315918;300542;0,951329142372388
"62";"ESH";99259;11;2931;7;102190;96328;0,94263626577943
"63";"ESP";562648;89;2875934;173;3438582;-2313286;-0,672744171870847
"64";"EST";87291;51;80002;147;167293;7289;0,043570262951827
"65";"ETH";414251;66;562226;10;976477;-147975;-0,151539667600978
"66";"FIN";112678;64;158240;181;270918;-45562;-0,168176348563034
"67";"FJI";99079;42;6465;14;105544;92614;0,877491851739559
"68";"FLK";617;5;836;7;1453;-219;-0,150722642807983
"69";"FRA";1034012;138;3806413;206;4840425;-2772401;-0,572759829973608
"70";"FRO";6366;11;2638;30;9004;3728;0,414038205242115
"71";"FSM";10313;14;526;12;10839;9787;0,902943075929514
"72";"GAB";20838;36;236771;34;257609;-215933;-0,838219937968006
"73";"GBR";2257523;146;3996406;205;6253929;-1738883;-0,278046488855246
"74";"GEO";417939;50;32409;46;450348;385530;0,856071304857577
"75";"GHA";473944;68;193576;43;667520;280368;0,420014381591563
"76";"GIB";6147;17;4404;3;10551;1743;0,165197611600796
"77";"GIN";270123;51;68006;145;338129;202117;0,597751154145311
"78";"GLP";4592;16;41384;24;45976;-36792;-0,800243605359318
"79";"GMB";54256;40;98145;7;152401;-43889;-0,287983674647804
"80";"GNB";51724;38;10501;11;62225;41223;0,662482924869426
"81";"GNQ";63007;28;4677;6;67684;58330;0,861798948052716
"82";"GRC";426259;67;570528;212;996787;-144269;-0,144734030439803
"83";"GRD";30422;38;2342;15;32764;28080;0,857038212672445
"84";"GRL";7841;15;3650;17;11491;4191;0,364720215821077
"85";"GTM";558486;51;36073;49;594559;522413;0,878656281378299
"86";"GUF";1883;18;49274;16;51157;-47391;-0,92638348613093
"87";"GUM";990;10;37969;11;38959;-36979;-0,949177340280808
"88";"GUY";223357;54;7858;16;231215;215499;0,932028631360422
"89";"HKG";542935;41;1108749;29;1651684;-565814;-0,342567948832828
"90";"HND";306225;47;19989;42;326214;286236;0,87744854604646
"91";"HRV";380478;57;257514;71;637992;122964;0,192735959071587
"92";"HTI";793603;59;9320;21;802923;784283;0,976784822454955
"93";"HUN";267927;65;228617;159;496544;39310;0,0791672037120577
"94";"IDN";2275665;87;172565;19;2448230;2103100;0,859028767721987
"95";"IMN";5497;6;18106;8;23603;-12609;-0,534211752743295
"96";"IND";10380356;130;2677245;36;13057601;7703111;0,589933097205222
"97";"IRL";338243;71;376338;204;714581;-38095;-0,0533109612486198
"98";"IRN";627132;75;1305680;7;1932812;-678548;-0,35106777068851
"99";"IRQ";951324;71;194207;22;1145531;757117;0,6609310442057
"100";"ISL";19433;43;18799;161;38232;634;0,0165829671479389
"101";"ISR";174306;71;640846;57;815152;-466540;-0,57233497556284
"102";"ITA";1417298;111;2612753;191;4030051;-1195455;-0,29663520387211
"103";"JAM";440401;64;10479;21;450880;429922;0,953517565649397
"104";"JEY";9517;5;37839;4;47356;-28322;-0,598065715009714
"105";"JOR";450887;68;1556411;83;2007298;-1105524;-0,55075230483964
"106";"JPN";356722;104;980602;42;1337324;-623880;-0,466513724422803
"107";"KAZ";1820252;58;1627297;18;3447549;192955;0,0559687476523176
"108";"KEN";228755;63;522071;13;750826;-293316;-0,390657755591842
"109";"KGZ";360229;44;80714;23;440943;279515;0,633902794692284
"110";"KHM";489804;45;38150;26;527954;451654;0,85547983347034
"111";"KIR";2016;19;1283;7;3299;733;0,222188541982419
"112";"KNA";18360;36;1807;13;20167;16553;0,820796350473546
"113";"KOR";1101123;88;612026;28;1713149;489097;0,285495890900325
"114";"KWT";114878;52;1830750;33;1945628;-1715872;-0,881911650120167
"115";"LAO";590409;38;27048;6;617457;563361;0,912389040856286
"116";"LBN";454877;91;947658;30;1402535;-492781;-0,351350233684008
"117";"LBR";103422;42;59907;25;163329;43515;0,266425435776868
"118";"LBY";85447;62;549153;86;634600;-463706;-0,730705956508037
"119";"LCA";24828;37;3872;59;28700;20956;0,730174216027875
"120";"LIE";1561;28;11216;47;12777;-9655;-0,755654692024732
"121";"LKA";926696;73;19786;49;946482;906910;0,95819043573993
"122";"LSO";157179;26;2071;15;159250;155108;0,973990580847724
"123";"LTU";246738;53;57248;57;303986;189490;0,623351075378471
"124";"LUX";33730;46;125945;77;159675;-92215;-0,577516831063097
"125";"LVA";136123;50;104011;139;240134;32112;0,133725336687016
"126";"MAC";64297;13;156019;5;220316;-91722;-0,416320194629532
"127";"MAR";1583704;69;38477;18;1622181;1545227;0,952561397279342
"128";"MCO";13927;30;6501;2;20428;7426;0,363520657920501
"129";"MDA";428379;52;40854;19;469233;387525;0,825869024557096
"130";"MDG";68077;41;13352;4;81429;54725;0,672057866362107
"131";"MDV";1353;24;53868;22;55221;-52515;-0,950996903351986
"132";"MEX";6358441;69;505104;90;6863545;5853337;0,852815418271462
"133";"MHL";3759;12;1779;6;5538;1980;0,357529794149512
"134";"MKD";296409;49;53865;19;350274;242544;0,692440774936193
"135";"MLI";690911;56;197024;56;887935;493887;0,556219768338899
"136";"MLT";50804;38;26648;83;77452;24156;0,311883489128751
"137";"MMR";1596352;47;34887;4;1631239;1561465;0,957226378231516
"138";"MNE";71427;32;27701;29;99128;43726;0,441106448228553
"139";"MNG";31996;36;12895;30;44891;19101;0,4254973157203
"140";"MNP";1363;8;8863;12;10226;-7500;-0,733424603950714
"141";"MOZ";594406;50;146543;16;740949;447863;0,604445110257251
"142";"MRT";67921;42;90979;36;158900;-23058;-0,14511013215859
"143";"MSR";9143;16;571;10;9714;8572;0,882437718756434
"144";"MTQ";6030;16;26251;15;32281;-20221;-0,626405625600198
"145";"MUS";78067;35;15109;22;93176;62958;0,675689018631407
"146";"MWI";185822;37;86701;12;272523;99121;0,36371609001809
"147";"MYS";826659;73;1854509;22;2681168;-1027850;-0,383359043521331
"148";"MYT";3181;3;33525;3;36706;-30344;-0,826676837574239
"149";"NAM";81272;36;53729;83;135001;27543;0,204020710957697
"150";"NCL";2215;10;34116;16;36331;-31901;-0,87806556384355
"151";"NER";221922;48;114983;13;336905;106939;0,317415888752022
"152";"NGA";674374;92;590587;9;1264961;83787;0,066236824692619
"153";"NIC";306018;50;19767;53;325785;286251;0,878650029927713
"154";"NIU";2632;7;289;7;2921;2343;0,802122560766861
"155";"NLD";449670;98;949801;180;1399471;-500131;-0,357371463931728
"156";"NOR";85940;67;383705;168;469645;-297765;-0,634021441727262
"157";"NPL";1212695;58;149157;6;1361852;1063538;0,780949765466438
"158";"NRU";1134;15;715;10;1849;419;0,226608977825852
"159";"NZL";378530;84;482978;62;861508;-104448;-0,121238572363809
"160";"OMN";11013;35;1501439;19;1512452;-1490426;-0,985436893203884
"161";"PAK";3906173;103;1802997;8;5709170;2103176;0,368385597205899
"162";"PAN";74163;49;94459;88;168622;-20296;-0,12036389083275
"163";"PER";605612;68;90354;77;695966;515258;0,740349384883744
"164";"PHL";2553988;103;82037;90;2636025;2471951;0,937757039481795
"165";"PLW";1331;14;2904;8;4235;-1573;-0,371428571428571
"166";"PNG";2402;29;18028;21;20430;-15626;-0,764855604503182
"167";"POL";1908445;78;256739;117;2165184;1651706;0,762847868818539
"168";"PRI";842208;39;120858;45;963066;721350;0,749014086262001
"169";"PRK";56341;54;23052;20;79393;33289;0,419293892408651
"170";"PRT";1033575;81;396774;128;1430349;636801;0,445206729266773
"171";"PRY";363863;45;79539;17;443402;284324;0,641233012029716
"172";"PSE";1918377;55;102653;14;2021030;1815724;0,898415164544811
"173";"PYF";1013;11;15108;19;16121;-14095;-0,8743254140562
"174";"QAT";12331;39;1391549;33;1403880;-1379218;-0,982432971479044
"175";"REU";1098;12;60603;5;61701;-59505;-0,964409004716293
"176";"ROU";1579542;72;140201;76;1719743;1439341;0,836951218873983
"177";"RUS";4488578;102;5714841;148;10203419;-1226263;-0,120181578351335
"178";"RWA";251299;54;251270;5;502569;29;5,77035193177454e-05
"179";"SAU";150363;68;7209420;17;7359783;-7059057;-0,959139284405532
"180";"SDN";1016454;64;300629;15;1317083;715825;0,543492703193345
"181";"SEN";365902;63;121184;26;487086;244718;0,502412305013899
"182";"SGP";157992;59;986002;15;1143994;-828010;-0,723788761129866
"183";"SHN";2233;9;210;2;2443;2023;0,828080229226361
"184";"SLB";1910;19;1137;15;3047;773;0,253692156219232
"185";"SLE";70598;45;32509;39;103107;38089;0,369412358035827
"186";"SLV";754088;47;19926;48;774014;734162;0,948512559204356
"187";"SMR";1258;15;2750;9;4008;-1492;-0,372255489021956
"188";"SOM";1015688;62;9831;3;1025519;1005857;0,98082726892432
"189";"SPM";227;8;504;3;731;-277;-0,378932968536252
"190";"SRB";402465;49;354860;76;757325;47605;0,0628594064635394
"191";"SSD";544118;26;429446;13;973564;114672;0,117785785012593
"192";"STP";16346;22;1175;6;17521;15171;0,865875235431768
"193";"SUR";126262;41;13817;4;140079;112445;0,80272560483727
"194";"SVK";142384;52;88713;93;231097;53671;0,232244468772853
"195";"SVN";60033;48;126831;153;186864;-66798;-0,357468533264834
"196";"SWE";147482;77;781847;197;929329;-634365;-0,68260540669666
"197";"SWZ";45786;25;12022;17;57808;33764;0,58407140880155
"198";"SXM";12085;12;11878;33;23963;207;0,00863831740600092
"199";"SYC";12097;29;8686;26;20783;3411;0,164124524852043
"200";"SYR";3548509;79;409127;5;3957636;3139382;0,793246776611088
"201";"TCA";1055;11;8962;6;10017;-7907;-0,789358091244884
"202";"TCD";104974;49;207493;10;312467;-102519;-0,32809544687919
"203";"TGO";247537;43;129860;30;377397;117677;0,311812229561973
"204";"THA";318765;79;1750659;49;2069424;-1431894;-0,691928768584882
"205";"TJK";334433;46;118513;35;452946;215920;0,476701416945949
"206";"TKL";1096;6;205;4;1301;891;0,684857801691007
"207";"TKM";115530;45;89347;11;204877;26183;0,127798630397751
"208";"TLS";20652;13;4439;15;25091;16213;0,646167948666853
"209";"TON";29732;26;590;5;30322;29142;0,961084361189895
"210";"TTO";155317;55;20650;16;175967;134667;0,765296902260083
"211";"TUN";436540;60;23556;17;460096;412984;0,897603978300181
"212";"TUR";1639754;85;2308524;110;3948278;-668770;-0,16938270304168
"213";"TUV";1592;19;54;5;1646;1538;0,934386391251519
"214";"TZA";150628;55;170011;27;320639;-19383;-0,0604511615867065
"215";"UGA";364037;55;414491;47;778528;-50454;-0,0648069176702701
"216";"UKR";2617913;76;1938598;30;4556511;679315;0,149086658629816
"217";"URY";167665;57;32475;17;200140;135190;0,675477165983811
"218";"USA";1381252;162;22186277;150;23567529;-20805025;-0,882783468729369
"219";"UZB";1009959;54;507516;10;1517475;502443;0,331104631048287
"220";"VCT";29413;40;2196;15;31609;27217;0,861052231959252
"221";"VEN";307837;68;703341;113;1011178;-395504;-0,391131927316457
"222";"VGB";2302;21;7967;21;10269;-5665;-0,551660336936411
"223";"VIR";2219;19;26068;20;28287;-23849;-0,843108141549122
"224";"VNM";1298451;69;39141;22;1337592;1259310;0,941475427484614
"225";"VUT";3285;23;1136;9;4421;2149;0,486089120108573
"226";"WLF";5366;6;527;5;5893;4839;0,821143729848973
"227";"WSM";57507;25;1952;21;59459;55555;0,93434131081922
"228";"YEM";720346;51;182709;12;903055;537637;0,595353549894525
"229";"ZAF";381603;83;1526220;150;1907823;-1144617;-0,599959744693297
"230";"ZMB";120855;51;58346;29;179201;62509;0,348820598099341
"231";"ZWE";422694;53;162404;6;585098;260290;0,444865646438716
