"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"64";"ETH";403409;60;366014;10;769423;37395;0,0486013545215051
"65";"FIN";172581;62;49210;181;221791;123371;0,556248900992376
"66";"FJI";55636;41;5518;14;61154;50118;0,819537560911796
"67";"FLK";424;5;343;7;767;81;0,105606258148631
"68";"FRA";707960;135;3041910;206;3749870;-2333950;-0,622408243485774
"69";"FRO";5891;10;1275;19;7166;4616;0,64415294445995
"70";"FSM";5988;13;412;12;6400;5576;0,87125
"71";"GAB";8289;32;72032;34;80321;-63743;-0,793603167291244
"72";"GBR";1866682;140;2165923;205;4032605;-299241;-0,074205383368815
"73";"GEO";472450;48;84729;19;557179;387721;0,695864345210426
"74";"GHA";212257;64;119997;43;332254;92260;0,277679125006772
"75";"GIB";5244;16;3606;3;8850;1638;0,185084745762712
"76";"GIN";158120;48;386368;29;544488;-228248;-0,419197484609394
"77";"GLP";3920;13;35949;24;39869;-32029;-0,8033559908701
"78";"GMB";16237;39;67207;7;83444;-50970;-0,610828819327933
"79";"GNB";33011;35;13574;11;46585;19437;0,417237308146399
"80";"GNQ";23941;23;1429;6;25370;22512;0,88734726054395
"81";"GRC";483771;63;412846;212;896617;70925;0,079102894546947
"82";"GRD";29560;35;1829;15;31389;27731;0,883462359425276
"83";"GRL";6811;15;2221;17;9032;4590;0,508193091231178
"84";"GTM";227179;49;89241;49;316420;137938;0,435933253270969
"85";"GUF";1832;18;31500;16;33332;-29668;-0,890075603024121
"86";"GUM";763;10;31708;11;32471;-30945;-0,953004219149395
"87";"GUY";155882;51;2618;16;158500;153264;0,966965299684543
"88";"HKG";314470;39;1077570;29;1392040;-763100;-0,548188270451998
"89";"HND";140390;44;73319;42;213709;67071;0,31384265519936
"90";"HRV";372410;51;300197;71;672607;72213;0,107362843384027
"91";"HTI";301022;54;7454;21;308476;293568;0,951672091183755
"92";"HUN";203026;63;170181;159;373207;32845;0,0880074596671552
"93";"IDN";845267;83;157263;19;1002530;688004;0,686267742611194
"94";"IMN";4640;5;18459;8;23099;-13819;-0,59825100653708
"95";"IND";3041494;125;3322903;36;6364397;-281409;-0,0442161291949575
"96";"IRL";478303;70;118808;204;597111;359495;0,602057238938824
"97";"IRN";327026;72;1205736;7;1532762;-878710;-0,573285350237023
"98";"IRQ";570424;68;70811;22;641235;499613;0,779141812284108
"99";"ISL";11006;40;7011;161;18017;3995;0,221735028029084
"100";"ISR";146763;67;833182;57;979945;-686419;-0,700466862936185
"101";"ITA";1543872;105;965393;191;2509265;578479;0,230537229029218
"102";"JAM";394552;60;10240;21;404792;384312;0,949406114745351
"103";"JEY";8149;5;31397;4;39546;-23248;-0,587872351185961
"104";"JOR";133557;65;751228;83;884785;-617671;-0,698102928960143
"105";"JPN";335484;101;670658;42;1006142;-335174;-0,333127928264599
"106";"KAZ";1737965;56;1587197;18;3325162;150768;0,0453415502763474
"107";"KEN";142302;58;247972;13;390274;-105670;-0,270758492751247
"108";"KGZ";283981;43;294908;23;578889;-10927;-0,018875812115967
"109";"KHM";212337;41;44200;26;256537;168137;0,655410330673548
"110";"KIR";2213;16;876;7;3089;1337;0,43282615733247
"111";"KNA";14004;31;1005;13;15009;12999;0,866080351788927
"112";"KOR";889242;86;50659;28;939901;838583;0,892203540585657
"113";"KWT";41534;49;317173;32;358707;-275639;-0,768423811077007
"114";"LAO";277571;37;10201;6;287772;267370;0,929103595902312
"115";"LBN";229791;86;295759;30;525550;-65968;-0,125521834268861
"116";"LBR";274707;39;88200;25;362907;186507;0,513925055179426
"117";"LBY";36629;57;207135;86;243764;-170506;-0,699471620091564
"118";"LCA";16869;35;2524;59;19393;14345;0,739699891713505
"119";"LIE";1714;24;6203;47;7917;-4489;-0,567007704938739
"120";"LKA";437087;70;17434;49;454521;419653;0,923286272801477
"121";"LSO";42494;24;1977;15;44471;40517;0,911088124845405
"122";"LTU";191664;51;137627;57;329291;54037;0,164101053475497
"123";"LUX";18651;43;63653;77;82304;-45002;-0,546777799377916
"124";"LVA";123613;48;303877;139;427490;-180264;-0,421680039299165
"125";"MAC";48419;13;114051;5;162470;-65632;-0,403963808703145
"126";"MAR";843606;65;19297;18;862903;824309;0,955274231286715
"127";"MCO";2399;28;6106;2;8505;-3707;-0,43586125808348
"128";"MDA";322165;51;206444;19;528609;115721;0,218916060831352
"129";"MDG";38716;37;6790;4;45506;31926;0,701577813914649
"130";"MDV";472;22;8925;22;9397;-8453;-0,899542407151218
"131";"MEX";3202418;67;227955;90;3430373;2974463;0,867096085469423
"132";"MHL";2074;11;509;6;2583;1565;0,605884630274874
"133";"MKD";246326;46;62929;19;309255;183397;0,59302840697806
"134";"MLI";368811;52;76453;23;445264;292358;0,656594739300729
"135";"MLT";54318;36;9283;83;63601;45035;0,70808635084354
"136";"MMR";416837;45;45899;4;462736;370938;0,801619065730784
"137";"MNG";14822;34;3094;30;17916;11728;0,65461040410806
"138";"MNP";1375;8;15725;12;17100;-14350;-0,839181286549708
"139";"MOZ";327434;47;71632;16;399066;255802;0,641001739060707
"140";"MRT";66449;40;41828;35;108277;24621;0,227389011516758
"141";"MSR";6393;16;643;10;7036;5750;0,81722569641842
"142";"MTQ";6508;14;23595;15;30103;-17087;-0,567617845397469
"143";"MUS";62126;32;4005;22;66131;58121;0,878876774886211
"144";"MWI";61953;34;100022;12;161975;-38069;-0,235030097237228
"145";"MYS";461135;69;361893;22;823028;99242;0,120581559801125
"146";"MYT";1989;3;11048;3;13037;-9059;-0,694868451330828
"147";"NAM";13248;32;52374;83;65622;-39126;-0,596232970650087
"148";"NCL";2467;10;18440;16;20907;-15973;-0,764002487205242
"149";"NER";65692;45;71444;13;137136;-5752;-0,0419437638548594
"150";"NGA";222386;89;160000;9;382386;62386;0,163149278477769
"151";"NIC";221665;47;12771;53;234436;208894;0,891049156272927
"152";"NIU";2925;7;191;7;3116;2734;0,877406931964057
"153";"NLD";369165;91;676340;180;1045505;-307175;-0,293805385913984
"154";"NOR";85932;64;111938;168;197870;-26006;-0,131429726588164
"155";"NPL";402514;53;451329;6;853843;-48815;-0,0571709318926313
"156";"NRU";814;14;1106;10;1920;-292;-0,152083333333333
"157";"NZL";207560;81;282756;62;490316;-75196;-0,153362321441683
"158";"OMN";6626;33;115136;19;121762;-108510;-0,891164731196925
"159";"PAK";1348394;100;1716493;8;3064887;-368099;-0,120101980921319
"160";"PAN";67371;49;33929;88;101300;33442;0,330128331688055
"161";"PER";275811;64;28233;77;304044;247578;0,814283458973043
"162";"PHL";1456047;100;80948;90;1536995;1375099;0,894667191500298
"163";"PLW";1474;12;1861;8;3335;-387;-0,116041979010495
"164";"PNG";2025;27;12863;21;14888;-10838;-0,727968833960236
"165";"POL";983857;76;533738;117;1517595;450119;0,296600212836758
"166";"PRI";768350;37;172276;45;940626;596074;0,633699259854608
"167";"PRK";27395;50;15500;20;42895;11895;0,277305047208299
"168";"PRT";935116;79;270916;128;1206032;664200;0,550731655544795
"169";"PRY";188906;44;86147;17;275053;102759;0,373597088561114
"170";"PSE";1145558;53;141852;14;1287410;1003706;0,77963197427393
"171";"PYF";1878;10;9870;19;11748;-7992;-0,680286006128703
"172";"QAT";6629;37;88819;33;95448;-82190;-0,861097141899254
"173";"REU";1366;11;30270;5;31636;-28904;-0,91364268554811
"174";"ROU";517600;68;70864;76;588464;446736;0,759156040131597
"175";"RUS";6623541;101;5999138;148;12622679;624403;0,0494667574133827
"176";"RWA";1038890;49;98493;5;1137383;940397;0,82680768043834
"177";"SAU";56747;64;1648953;17;1705700;-1592206;-0,93346192179164
"178";"SDN";335552;59;511283;15;846835;-175731;-0,207515041300844
"179";"SEN";137527;59;120225;26;257752;17302;0,0671265402402309
"180";"SGP";88318;55;434008;15;522326;-345690;-0,661828053744213
"181";"SHN";1420;9;41;2;1461;1379;0,943874058863792
"182";"SLB";1261;18;1709;15;2970;-448;-0,150841750841751
"183";"SLE";227586;43;42103;39;269689;185483;0,687766278936108
"184";"SLV";470207;45;20887;48;491094;449320;0,914936855265998
"185";"SMR";1327;14;1668;9;2995;-341;-0,113856427378965
"186";"SOM";461144;59;8554;2;469698;452590;0,963576596025531
"187";"SPM";231;8;561;3;792;-330;-0,416666666666667
"188";"SRB";433194;44;352327;76;785521;80867;0,10294696131612
"189";"STP";10114;20;2332;6;12446;7782;0,625261128073277
"190";"SUR";101407;37;5994;4;107401;95413;0,888380927551885
"191";"SVK";96434;49;38761;93;135195;57673;0,4265912200895
"192";"SVN";61140;44;82413;74;143553;-21273;-0,14818917055025
"193";"SWE";129193;75;444297;197;573490;-315104;-0,54944985963138
"194";"SWZ";10493;24;12938;17;23431;-2445;-0,104348939439204
"195";"SYC";14527;26;1815;26;16342;12712;0,777872965365316
"196";"SYR";282570;78;145382;5;427952;137188;0,320568661906008
"197";"TCA";854;10;2848;6;3702;-1994;-0,538627768773636
"198";"TCD";110137;45;38668;10;148805;71469;0,480286280702933
"199";"TGO";160742;41;43155;30;203897;117587;0,576698038715626
"200";"THA";259132;75;383420;49;642552;-124288;-0,193428703046602
"201";"TJK";265717;43;196182;35;461899;69535;0,15054156861132
"202";"TKL";910;6;109;4;1019;801;0,786064769381747
"203";"TKM";123978;43;140806;11;264784;-16828;-0,0635536890446553
"204";"TLS";39216;12;4395;15;43611;34821;0,79844534635757
"205";"TON";19484;24;456;5;19940;19028;0,954262788365095
"206";"TTO";141429;51;22759;16;164188;118670;0,722769020878505
"207";"TUN";194970;56;15835;17;210805;179135;0,849766371765376
"208";"TUR";1334081;82;547566;110;1881647;786515;0,417992854132576
"209";"TUV";1358;18;85;5;1443;1273;0,882189882189882
"210";"TZA";109718;50;556108;27;665826;-446390;-0,670430412750478
"211";"UGA";184091;50;289305;47;473396;-105214;-0,222253673457317
"212";"UKR";2963084;74;3291422;30;6254506;-328338;-0,0524962323163492
"213";"URY";119425;53;45715;17;165140;73710;0,446348552743127
"214";"USA";919486;157;13590077;150;14509563;-12670591;-0,873257933405713
"215";"UZB";769542;52;813038;10;1582580;-43496;-0,0274842346042538
"216";"VCT";23469;36;1998;15;25467;21471;0,843091059017552
"217";"VEN";135426;65;505958;113;641384;-370532;-0,577706958701807
"218";"VGB";2391;18;4410;21;6801;-2019;-0,296868107631231
"219";"VIR";1438;16;25642;20;27080;-24204;-0,893796159527326
"220";"VNM";766518;65;22403;22;788921;744115;0,943205973728675
"221";"VUT";2793;23;683;9;3476;2110;0,607019562715765
"222";"WLF";3228;6;816;5;4044;2412;0,596439169139466
"223";"WSM";42111;24;2101;21;44212;40010;0,904957929973763
"224";"YEM";173379;48;44060;12;217439;129319;0,59473691472091
"225";"ZAF";197472;79;367681;150;565153;-170209;-0,30117331059023
"226";"ZMB";73160;47;113792;29;186952;-40632;-0,217339210064616
"227";"ZWE";139943;49;168990;6;308933;-29047;-0,0940236232451697
