"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"1";"ABW";5982;25;10622;22;16604;-4640;-0,279450734762708
"2";"AFG";1629169;64;24303;3;1653472;1604866;0,97060367517563
"3";"AGO";343854;54;15688;13;359542;328166;0,91273342196461
"4";"AIA";1237;17;1148;9;2385;89;0,0373165618448637
"5";"ALB";219133;49;33564;6;252697;185569;0,734353791299461
"6";"AND";2223;21;18680;18;20903;-16457;-0,787303257905564
"7";"ARE";40527;48;496305;33;536832;-455778;-0,849014216738197
"8";"ARG";251719;73;796653;132;1048372;-544934;-0,519790684985864
"9";"ARM";445436;56;386579;14;832015;58857;0,0707403111722745
"10";"ASM";1273;7;10672;10;11945;-9399;-0,786856425282545
"11";"ATG";15171;36;9219;53;24390;5952;0,244034440344403
"12";"AUS";185383;106;2045361;212;2230744;-1859978;-0,833792671861944
"13";"AUT";262486;70;471591;193;734077;-209105;-0,284854313648296
"14";"AZE";869078;47;193037;16;1062115;676041;0,636504521638429
"15";"BDI";263134;40;109810;7;372944;153324;0,411118023081213
"16";"BEL";213989;78;594808;170;808797;-380819;-0,470846207391966
"17";"BEN";126927;45;44531;10;171458;82396;0,480560837056305
"18";"BES";1873;9;22948;45;24821;-21075;-0,849079408565328
"19";"BFA";534295;35;226665;8;760960;307630;0,404265664423886
"20";"BGD";2262711;73;384179;17;2646890;1878532;0,7097129083566
"21";"BGR";336537;62;17590;185;354127;318947;0,900657108890313
"22";"BHR";12761;41;59706;33;72467;-46945;-0,647812107580002
"23";"BHS";17044;41;14545;75;31589;2499;0,0791098167083478
"24";"BIH";703809;45;35672;13;739481;668137;0,903521523879586
"25";"BLR";956276;55;642892;58;1599168;313384;0,195966902789451
"26";"BLZ";24310;35;15460;15;39770;8850;0,222529544883078
"27";"BMU";21887;26;8241;35;30128;13646;0,45293414763675
"28";"BOL";139074;47;40213;180;179287;98861;0,551411981906106
"29";"BRA";417223;85;332959;60;750182;84264;0,112324742529146
"30";"BRB";47403;44;11855;14;59258;35548;0,599885247561511
"31";"BRN";14017;25;36528;19;50545;-22511;-0,445365515876941
"32";"BTN";58116;23;4686;24;62802;53430;0,850769083787141
"33";"BWA";7633;29;14628;33;22261;-6995;-0,314226674453079
"34";"CAF";24172;33;36014;25;60186;-11842;-0,196756720832087
"35";"CAN";672523;124;2505542;200;3178065;-1833019;-0,576772029521108
"36";"CHE";186827;82;637416;179;824243;-450589;-0,546670096076036
"37";"CHL";253225;62;72785;210;326010;180440;0,55347995460262
"38";"CHN";2475139;139;166453;20;2641592;2308686;0,873975239173953
"39";"CIV";220922;51;908399;16;1129321;-687477;-0,608752515892293
"40";"CMR";67066;52;91753;4;158819;-24687;-0,155441099616545
"41";"COD";281517;60;864497;7;1146014;-582980;-0,508702336969705
"42";"COG";54868;46;92939;21;147807;-38071;-0,257572374786039
"43";"COK";8862;9;1164;10;10026;7698;0,767803710353082
"44";"COL";660966;61;51931;91;712897;609035;0,854309949403631
"45";"COM";23422;21;6583;5;30005;16839;0,561206465589069
"46";"CPV";56579;37;4374;35;60953;52205;0,856479582629239
"47";"CRI";49583;48;99149;153;148732;-49566;-0,333257133636339
"48";"CUB";489374;69;11785;36;501159;477589;0,952969017816701
"49";"CYM";439;11;6295;57;6734;-5856;-0,86961686961687
"50";"CYP";79804;43;34138;154;113942;45666;0,400782854434712
"51";"CZE";173617;57;77276;191;250893;96341;0,383992379221421
"52";"DEU";1632010;120;3417823;136;5049833;-1785813;-0,353638031198259
"53";"DJI";3060;23;44657;3;47717;-41597;-0,871743822956179
"54";"DMA";24423;47;1297;33;25720;23126;0,899144634525661
"55";"DNK";113175;72;155914;198;269089;-42739;-0,158828491688623
"56";"DOM";388819;62;123951;98;512770;264868;0,516543479532734
"57";"DZA";429456;70;113178;20;542634;316278;0,582856953305543
"58";"ECU";166565;48;50354;85;216919;116211;0,535734536854771
"59";"EGY";541446;81;73887;132;615333;467559;0,759847107176114
"60";"ERI";177844;45;5162;21;183006;172682;0,943586549074894
"61";"ESH";75285;9;1285;7;76570;74000;0,966435940969048
"62";"ESP";727010;86;516710;173;1243720;210300;0,169089505676519
"63";"EST";69092;50;179219;27;248311;-110127;-0,443504315153175
