"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"87";"GUY";122937;51;1703;16;124640;121234;0,972673299101412
"88";"HKG";279068;39;965196;29;1244264;-686128;-0,551432814901018
"89";"HND";89687;44;132804;42;222491;-43117;-0,193792108444836
"90";"HRV";211545;51;199217;71;410762;12328;0,0300125133288863
"91";"HTI";233694;54;7859;21;241553;225835;0,934929394377217
"92";"HUN";195334;63;185218;159;380552;10116;0,0265824381424878
"93";"IDN";685707;83;189025;19;874732;496682;0,567810483668141
"94";"IMN";5637;5;17531;8;23168;-11894;-0,513380524861878
"95";"IND";2814608;125;3512010;36;6326618;-697402;-0,110232987039837
"96";"IRL";504066;70;115868;204;619934;388198;0,626192465649569
"97";"IRN";269101;72;1834429;7;2103530;-1565328;-0,744143416067277
"98";"IRQ";651752;68;19098;22;670850;632654;0,943063277930983
"99";"ISL";8994;40;5336;158;14330;3658;0,255268667131891
"100";"ISR";142238;67;786546;57;928784;-644308;-0,693711347310031
"101";"ITA";1611601;106;785804;191;2397405;825797;0,344454524788261
"102";"JAM";320821;60;9324;21;330145;311497;0,943515727937724
"103";"JEY";9971;5;31989;4;41960;-22018;-0,524737845567207
"104";"JOR";126581;65;558835;83;685416;-432254;-0,630644747131669
"105";"JPN";307392;101;531680;42;839072;-224288;-0,267304832004882
"106";"KAZ";1544157;56;1725893;18;3270050;-181736;-0,0555759086252504
"107";"KEN";127291;58;92201;13;219492;35090;0,159869152406466
"108";"KGZ";269940;43;354185;23;624125;-84245;-0,134980973362708
"109";"KHM";180680;41;16648;26;197328;164032;0,831265709884051
"110";"KIR";2116;16;865;7;2981;1251;0,419657832941966
"111";"KNA";11180;31;769;13;11949;10411;0,871286300108796
"112";"KOR";816582;86;17979;28;834561;798603;0,956913874480116
"113";"KWT";36376;49;406389;32;442765;-370013;-0,835687102639098
"114";"LAO";245703;37;10732;6;256435;234971;0,91629847719695
"115";"LBN";216646;86;253815;30;470461;-37169;-0,0790054861083065
"116";"LBR";256241;39;31437;25;287678;224804;0,781443141289914
"117";"LBY";36168;57;214368;86;250536;-178200;-0,711275026343519
"118";"LCA";11952;35;1908;59;13860;10044;0,724675324675325
"119";"LIE";1981;24;4930;47;6911;-2949;-0,426711040370424
"120";"LKA";426926;70;17430;49;444356;409496;0,921549388328277
"121";"LSO";45423;24;2258;15;47681;43165;0,905287221325056
"122";"LTU";188446;51;177443;57;365889;11003;0,030071961715165
"123";"LUX";17579;43;57518;77;75097;-39939;-0,531832163734903
"124";"LVA";115190;48;355207;139;470397;-240017;-0,510243475192231
"125";"MAC";47166;13;102199;5;149365;-55033;-0,368446423191511
"126";"MAR";763564;65;20714;18;784278;742850;0,947176893907517
"127";"MCO";2223;28;6143;2;8366;-3920;-0,46856323213005
"128";"MDA";335072;51;298156;19;633228;36916;0,0582981169499769
"129";"MDG";33830;37;7738;4;41568;26092;0,627694380292533
"130";"MDV";495;22;3798;22;4293;-3303;-0,769392033542977
"131";"MEX";2037252;67;346272;90;2383524;1690980;0,709445342274716
"132";"MHL";719;11;395;6;1114;324;0,290843806104129
"133";"MKD";215192;46;54591;19;269783;160601;0,59529696089079
"134";"MLI";286891;52;70244;23;357135;216647;0,606624945748806
"135";"MLT";54249;36;8004;83;62253;46245;0,742855765987181
"136";"MMR";309201;45;54732;4;363933;254469;0,699219361805607
"137";"MNG";12704;34;2972;30;15676;9732;0,620821638173003
"138";"MNP";1321;8;11606;12;12927;-10285;-0,795621567262319
"139";"MOZ";1020313;47;52310;16;1072623;968003;0,902463400467825
"140";"MRT";59314;40;53326;35;112640;5988;0,0531605113636364
"141";"MSR";3822;16;801;10;4623;3021;0,653471771576898
"142";"MTQ";5432;14;18979;15;24411;-13547;-0,554954733521773
"143";"MUS";59243;32;1624;22;60867;57619;0,94663775116237
"144";"MWI";58995;34;562937;12;621932;-503942;-0,810284725661326
"145";"MYS";286075;69;252519;22;538594;33556;0,0623029591863259
"146";"MYT";849;3;5243;3;6092;-4394;-0,721273801707157
"147";"NAM";6718;32;55159;83;61877;-48441;-0,782859543933933
"148";"NCL";2223;10;15671;16;17894;-13448;-0,751536827987035
"149";"NER";54992;45;55363;13;110355;-371;-0,00336187757691088
"150";"NGA";191407;89;131499;9;322906;59908;0,185527676785194
"151";"NIC";222316;47;19971;53;242287;202345;0,835145921985084
"152";"NIU";3028;7;190;7;3218;2838;0,881914232442511
"153";"NLD";366559;91;588935;180;955494;-222376;-0,232734062170982
"154";"NOR";78642;64;90495;168;169137;-11853;-0,0700792848401
"155";"NPL";358766;53;290714;6;649480;68052;0,10477920798177
"156";"NRU";792;14;1199;10;1991;-407;-0,204419889502762
"157";"NZL";191976;81;251013;62;442989;-59037;-0,133269674867773
"158";"OMN";6085;33;59792;19;65877;-53707;-0,815261775733564
"159";"PAK";1371727;100;2941941;8;4313668;-1570214;-0,36400900579275
"160";"PAN";68180;49;29508;88;97688;38672;0,395872573908771
"161";"PER";164512;64;27842;77;192354;136670;0,710512908491635
"162";"PHL";1199949;100;59006;90;1258955;1140943;0,906261939465668
"163";"PLW";1589;12;960;8;2549;629;0,24676343664182
"164";"PNG";1538;27;13620;21;15158;-12082;-0,797070853674627
"165";"POL";803451;76;614664;117;1418115;188787;0,133125310711755
"166";"PRI";625961;37;163820;45;789781;462141;0,585150820290688
"167";"PRK";20547;50;14988;20;35535;5559;0,156437315322921
"168";"PRT";908447;79;223581;128;1132028;684866;0,604990335928087
"169";"PRY";166350;44;90230;17;256580;76120;0,29667160339855
"170";"PSE";924753;53;144433;14;1069186;780320;0,729826241645513
"171";"PYF";1554;10;8786;19;10340;-7232;-0,699419729206963
"172";"QAT";6176;37;82072;33;88248;-75896;-0,860030822228266
"173";"REU";1516;11;20003;5;21519;-18487;-0,8591012593522
"174";"ROU";435717;68;75550;76;511267;360167;0,704459705007364
"175";"RUS";7146818;101;5865114;148;13011932;1281704;0,0985022055141389
"176";"RWA";270886;49;68886;5;339772;202000;0,594516322710524
"177";"SAU";49401;64;1617402;17;1666803;-1568001;-0,940723648805528
"178";"SDN";248811;59;690339;15;939150;-441528;-0,470135761060533
"179";"SEN";139436;59;112018;26;251454;27418;0,109037835946137
"180";"SGP";81905;55;234415;15;316320;-152510;-0,482138340920587
"181";"SHN";498;9;60;2;558;438;0,78494623655914
"182";"SLB";1078;18;1727;15;2805;-649;-0,231372549019608
"183";"SLE";29886;43;98776;39;128662;-68890;-0,535433927655407
"184";"SLV";633491;45;25030;48;658521;608461;0,923981163850507
"185";"SMR";847;14;1529;9;2376;-682;-0,287037037037037
"186";"SOM";399212;59;225139;2;624351;174073;0,278806312474874
"187";"SPM";245;8;475;3;720;-230;-0,319444444444444
"188";"SRB";348680;44;52518;76;401198;296162;0,738194108644609
"189";"STP";7235;20;2567;6;9802;4668;0,476229340950826
"190";"SUR";92316;37;4871;4;97187;87445;0,899760256001317
"191";"SVK";67076;49;23064;93;90140;44012;0,488262702462836
"192";"SVN";51512;44;86779;74;138291;-35267;-0,255020211004331
"193";"SWE";118994;75;371561;197;490555;-252567;-0,514859699727859
"194";"SWZ";9591;24;31601;17;41192;-22010;-0,534327053796854
"195";"SYC";18412;26;1138;26;19550;17274;0,883580562659847
"196";"SYR";266326;78;121486;5;387812;144840;0,373479933576063
"197";"TCA";1305;10;2162;6;3467;-857;-0,247187770406692
"198";"TCD";168699;45;31802;10;200501;136897;0,682774649502995
"199";"TGO";98590;41;34517;30;133107;64073;0,481364616436401
"200";"THA";188486;75;245202;49;433688;-56716;-0,130776041762742
"201";"TJK";273275;43;240556;35;513831;32719;0,0636765784859224
"202";"TKL";848;6;109;4;957;739;0,772204806687565
"203";"TKM";132541;43;171474;11;304015;-38933;-0,128062760061181
"204";"TLS";5340;12;3986;15;9326;1354;0,145185502895132
"205";"TON";16469;24;416;5;16885;16053;0,950725496002369
"206";"TTO";109918;51;25014;16;134932;84904;0,629235466753624
"207";"TUN";184114;57;16089;17;200203;168025;0,839273137765168
"208";"TUR";1278003;82;492950;110;1770953;785053;0,443294090808734
"209";"TUV";1147;18;112;5;1259;1035;0,822081016679905
"210";"TZA";95883;50;288452;27;384335;-192569;-0,501044661558276
"211";"UGA";153732;50;251212;47;404944;-97480;-0,240724643407484
"212";"UKR";2910993;74;3688195;30;6599188;-777202;-0,117772368358046
"213";"URY";120987;53;47943;17;168930;73044;0,432392115077251
"214";"USA";869647;157;10424046;150;11293693;-9554399;-0,84599421995976
"215";"UZB";742220;52;888974;10;1631194;-146754;-0,0899672264611076
"216";"VCT";19142;36;1920;15;21062;17222;0,817681131896306
"217";"VEN";102934;65;507371;113;610305;-404437;-0,662680135342165
"218";"VGB";1754;18;3657;21;5411;-1903;-0,351690999815191
"219";"VIR";1187;16;23065;20;24252;-21878;-0,902111166089395
"220";"VNM";601455;65;12532;22;613987;588923;0,959178288791131
"221";"VUT";2414;23;711;9;3125;1703;0,54496
"222";"WLF";2820;6;664;5;3484;2156;0,618828932261768
"223";"WSM";38259;24;1470;21;39729;36789;0,925998640791362
"224";"YEM";165179;48;39115;12;204294;126064;0,617071475422675
"225";"ZAF";158059;78;392737;150;550796;-234678;-0,426070632321222
"226";"ZMB";42604;47;132180;29;174784;-89576;-0,512495422922007
"227";"ZWE";98608;49;265830;6;364438;-167222;-0,458848967451254
