"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"46";"CPV";75324;38;5734;35;81058;69590;0,858521058994794
"47";"CRI";67579;49;101243;153;168822;-33664;-0,199405290779638
"48";"CUB";608299;72;5764;36;614063;602535;0,981226681952829
"49";"CYM";701;11;10130;57;10831;-9429;-0,870556735296833
"50";"CYP";77723;44;66321;154;144044;11402;0,0791563688872844
"51";"CZE";337023;58;140821;191;477844;196202;0,410598437983945
"52";"DEU";1815138;121;4656289;136;6471427;-2841151;-0,439030062457631
"53";"DJI";5824;24;38499;3;44323;-32675;-0,737201904203235
"54";"DMA";35363;49;1879;33;37242;33484;0,899092422533698
"55";"DNK";118688;72;227286;198;345974;-108598;-0,313890639180979
"56";"DOM";589844;63;145719;98;735563;444125;0,603789206363017
"57";"DZA";763959;72;85987;20;849946;677972;0,797664792822132
"58";"ECU";507965;49;75434;85;583399;432531;0,741398254025118
"59";"EGY";656034;81;110439;132;766473;545595;0,711825465476279
"60";"ERI";144234;46;5608;21;149842;138626;0,925147822372899
"61";"ESH";59196;10;1601;7;60797;57595;0,94733292761156
"62";"ESP";603761;87;1964491;173;2568252;-1360730;-0,529827291091373
"63";"EST";82442;51;139219;27;221661;-56777;-0,256143390131778
"64";"ETH";239515;63;222708;10;462223;16807;0,0363612368921495
"65";"FIN";180534;63;94855;181;275389;85679;0,311119906750088
"66";"FJI";81521;41;5112;14;86633;76409;0,881984924913139
"67";"FLK";628;5;467;7;1095;161;0,14703196347032
"68";"FRA";892362;137;3436741;206;4329103;-2544379;-0,587738152684286
"69";"FRO";7319;10;2032;29;9351;5287;0,565394075499947
"70";"FSM";9120;13;452;12;9572;8668;0,905557877141663
"71";"GAB";20863;35;96578;34;117441;-75715;-0,644706703791691
"72";"GBR";2058184;143;3088895;205;5147079;-1030711;-0,200251637870722
"73";"GEO";433148;50;38945;46;472093;394203;0,83501132192174
"74";"GHA";310748;66;136260;43;447008;174488;0,390346481494738
"75";"GIB";4913;16;3841;3;8754;1072;0,12245830477496
"76";"GIN";176154;51;98400;29;274554;77754;0,28320111890557
"77";"GLP";5358;14;45019;24;50377;-39661;-0,787283879548207
"78";"GMB";24267;40;83577;7;107844;-59310;-0,549961054857016
"79";"GNB";37644;37;9882;11;47526;27762;0,584143416235324
"80";"GNQ";38006;26;2542;6;40548;35464;0,874617737003058
"81";"GRC";417480;65;603030;212;1020510;-185550;-0,181820854278743
"82";"GRD";35845;36;2348;15;38193;33497;0,877045531903752
"83";"GRL";8645;15;2037;17;10682;6608;0,618610747051114
"84";"GTM";361658;50;31159;49;392817;330499;0,841356153119646
"85";"GUF";2189;18;41743;16;43932;-39554;-0,900345989256123
"86";"GUM";1308;10;34756;11;36064;-33448;-0,927462289263531
"87";"GUY";208229;52;4602;16;212831;203627;0,956754420173753
"88";"HKG";395814;39;1399752;29;1795566;-1003938;-0,559120633827996
"89";"HND";253376;45;13386;42;266762;239990;0,899640878385977
"90";"HRV";440376;53;275037;71;715413;165339;0,231109862415136
"91";"HTI";454253;57;6706;21;460959;447547;0,970904136810432
"92";"HUN";238652;64;188142;159;426794;50510;0,118347493170007
"93";"IDN";1254945;85;111637;19;1366582;1143308;0,836618658814473
"94";"IMN";4326;5;20217;8;24543;-15891;-0,647475858696981
"95";"IND";3787371;127;2852306;36;6639677;935065;0,140829892779423
"96";"IRL";428271;70;279136;204;707407;149135;0,210819231361861
"97";"IRN";396528;74;1044458;7;1440986;-647930;-0,449643507986892
"98";"IRQ";653880;70;38573;22;692453;615307;0,888590272552794
"99";"ISL";14570;42;13079;161;27649;1491;0,0539260009403595
"100";"ISR";156533;68;775780;57;932313;-619247;-0,664205047017472
"101";"ITA";1285728;107;2134485;191;3420213;-848757;-0,248159105880248
"102";"JAM";503121;62;10800;21;513921;492321;0,957970193862481
"103";"JEY";7664;5;36210;4;43874;-28546;-0,650635911929617
"104";"JOR";161083;66;1139795;83;1300878;-978712;-0,75234726084998
"105";"JPN";379144;101;1044611;42;1423755;-665467;-0,467402748366116
"106";"KAZ";1982392;57;1517496;18;3499888;464896;0,132831679185163
"107";"KEN";187045;59;343807;13;530852;-156762;-0,295302645558461
"108";"KGZ";336932;44;177470;23;514402;159462;0,309994906707206
"109";"KHM";354775;43;54474;26;409249;300301;0,73378554376431
"110";"KIR";2081;17;1015;7;3096;1066;0,344315245478036
"111";"KNA";18425;33;1551;13;19976;16874;0,844713656387665
"112";"KOR";1030668;87;192606;28;1223274;838062;0,685097533340854
"113";"KWT";51943;51;385713;32;437656;-333770;-0,762630924744548
"114";"LAO";474983;38;7797;6;482780;467186;0,967699573304611
"115";"LBN";258777;88;365020;30;623797;-106243;-0,170316625440648
"116";"LBR";178714;41;33191;25;211905;145523;0,686736981194403
"117";"LBY";47373;57;179615;86;226988;-132242;-0,582594674608349
"118";"LCA";26466;36;4113;59;30579;22353;0,730991857156872
"119";"LIE";1629;25;9271;47;10900;-7642;-0,701100917431193
"120";"LKA";514292;71;17398;49;531690;496894;0,93455585021347
"121";"LSO";73573;25;1787;15;75360;71786;0,952574309978769
"122";"LTU";232771;52;103938;57;336709;128833;0,382624165080233
"123";"LUX";26535;43;75544;77;102079;-49009;-0,480108543383066
"124";"LVA";149214;49;221980;139;371194;-72766;-0,196032263452534
"125";"MAC";59674;13;141297;5;200971;-81623;-0,406143174885929
"126";"MAR";1104229;65;21511;18;1125740;1082718;0,961783360278572
"127";"MCO";9529;28;5820;2;15349;3709;0,241644406801746
"128";"MDA";373283;51;100533;19;473816;272750;0,575645398213653
"129";"MDG";84413;38;8284;4;92697;76129;0,821267139173868
"130";"MDV";916;23;17072;22;17988;-16156;-0,898154325105626
"131";"MEX";4940813;67;351758;90;5292571;4589055;0,867074811088977
"132";"MHL";3317;11;838;6;4155;2479;0,596630565583634
"133";"MKD";229173;46;73645;19;302818;155528;0,513602229722143
"134";"MLI";390528;54;90682;23;481210;299846;0,623108414205856
"135";"MLT";50469;37;12479;83;62948;37990;0,603514011565101
"136";"MMR";811528;45;33687;4;845215;777841;0,920287737439586
"137";"MNG";22608;36;3604;30;26212;19004;0,725011445139631
"138";"MNP";1383;8;20525;12;21908;-19142;-0,873744750775972
"139";"MOZ";252786;48;127184;16;379970;125602;0,330557675605969
"140";"MRT";38930;41;24687;35;63617;14243;0,223886696952073
"141";"MSR";8728;16;499;10;9227;8229;0,891839167660128
"142";"MTQ";7809;15;30250;15;38059;-22441;-0,589637142331643
"143";"MUS";70891;33;10094;22;80985;60797;0,750719269000432
"144";"MWI";92386;35;92295;12;184681;91;0,000492741538111663
"145";"MYS";748997;70;720699;22;1469696;28298;0,0192543219822331
"146";"MYT";3331;3;31271;3;34602;-27940;-0,807467776429108
"147";"NAM";33322;33;48541;83;81863;-15219;-0,185908163639251
"148";"NCL";2735;10;23371;16;26106;-20636;-0,790469623841263
"149";"NER";119434;47;60430;13;179864;59004;0,328047858381889
"150";"NGA";374350;89;363473;9;737823;10877;0,014742018072085
"151";"NIC";226528;48;16285;53;242813;210243;0,865863854077006
"152";"NIU";2708;7;200;7;2908;2508;0,862448418156809
"153";"NLD";397072;94;890187;180;1287259;-493115;-0,383073647183667
"154";"NOR";97365;65;179887;168;277252;-82522;-0,297642577871395
"155";"NPL";503641;55;425783;6;929424;77858;0,0837701630257019
"156";"NRU";941;14;956;10;1897;-15;-0,00790722192936215
"157";"NZL";274898;81;413514;62;688412;-138616;-0,201356164622348
"158";"OMN";8415;34;127703;19;136118;-119288;-0,876357278243877
"159";"PAK";1510824;100;1461277;8;2972101;49547;0,0166706986068105
"160";"PAN";66513;49;57475;88;123988;9038;0,0728941510468755
"161";"PER";533828;66;38420;77;572248;495408;0,865722553857768
"162";"PHL";2091837;100;91140;90;2182977;2000697;0,916499349283112
"163";"PLW";1961;12;2312;8;4273;-351;-0,0821436929557688
"164";"PNG";2273;27;11676;21;13949;-9403;-0,674098501684709
"165";"POL";1577930;76;411792;117;1989722;1166138;0,586080869588817
"166";"PRI";929630;38;177691;45;1107321;751939;0,679061446500157
"167";"PRK";42754;51;18637;20;61391;24117;0,392842599078041
"168";"PRT";844965;79;391943;128;1236908;453022;0,36625359363833
"169";"PRY";307316;44;78383;17;385699;228933;0,593553522306254
"170";"PSE";1482702;54;135155;14;1617857;1347547;0,832920956549312
"171";"PYF";1353;10;11833;19;13186;-10480;-0,79478234491127
"172";"QAT";8546;38;140397;33;148943;-131851;-0,885244690922031
"173";"REU";1490;11;48395;5;49885;-46905;-0,940262603989175
"174";"ROU";1120227;69;70180;76;1190407;1050047;0,882090747114222
"175";"RUS";5911606;101;5858818;148;11770424;52788;0,00448480020770705
"176";"RWA";144583;50;202193;5;346776;-57610;-0,166130297367753
"177";"SAU";73262;65;1963823;17;2037085;-1890561;-0,928071729947449
"178";"SDN";544746;60;250304;15;795050;294442;0,370344003521791
"179";"SEN";184973;61;93916;26;278889;91057;0,326499073107939
"180";"SGP";121343;56;857778;15;979121;-736435;-0,752138908265679
"181";"SHN";2250;9;67;2;2317;2183;0,942166594734571
"182";"SLB";1544;18;1239;15;2783;305;0,109593963348904
"183";"SLE";73345;44;69185;39;142530;4160;0,0291868378586964
"184";"SLV";550667;45;18933;48;569600;531734;0,933521769662921
"185";"SMR";1611;14;1836;9;3447;-225;-0,0652741514360313
"186";"SOM";510093;60;544;2;510637;509549;0,997869327917875
"187";"SPM";208;8;540;3;748;-332;-0,443850267379679
"188";"SRB";453632;45;466850;76;920482;-13218;-0,0143598679822093
"189";"STP";15907;20;1659;6;17566;14248;0,811112376181259
"190";"SUR";135541;39;8993;4;144534;126548;0,875558692072454
"191";"SVK";143554;49;71734;93;215288;71820;0,333599643268552
"192";"SVN";66701;44;97300;153;164001;-30599;-0,186578130621155
"193";"SWE";150514;75;540604;197;691118;-390090;-0,564433280568586
"194";"SWZ";20220;24;12361;17;32581;7859;0,241214204597772
"195";"SXM";11995;11;6256;33;18251;5739;0,314448523368583
"196";"SYC";13232;27;2985;26;16217;10247;0,631867793056669
"197";"SYR";351740;78;381192;5;732932;-29452;-0,0401838096849367
"198";"TCA";705;10;4042;6;4747;-3337;-0,702970297029703
"199";"TCD";96753;46;187382;10;284135;-90629;-0,318964576697697
"200";"TGO";193718;42;90154;30;283872;103564;0,36482640063127
"201";"THA";404607;75;1077145;49;1481752;-672538;-0,453880271462431
"202";"TJK";258492;44;158884;35;417376;99608;0,238652917273633
"203";"TKL";1053;6;120;4;1173;933;0,79539641943734
"204";"TKM";118207;44;110280;11;228487;7927;0,0346934398893591
"205";"TLS";44708;12;5040;15;49748;39668;0,797378789097049
"206";"TON";24711;24;575;5;25286;24136;0,954520287906351
"207";"TTO";183631;52;21943;16;205574;161688;0,786519696070515
"208";"TUN";249601;57;13854;17;263455;235747;0,894828338805489
"209";"TUR";1304887;82;641229;110;1946116;663658;0,341016671154237
"210";"TUV";1435;18;67;5;1502;1368;0,910785619174434
"211";"TZA";116320;51;279789;27;396109;-163469;-0,412686911935856
"212";"UGA";280101;51;300076;47;580177;-19975;-0,0344291483461082
"213";"UKR";3009832;74;2677951;30;5687783;331881;0,0583497999132527
"214";"URY";152562;54;41634;17;194196;110928;0,571216708892047
"215";"USA";1139714;160;18679796;150;19819510;-17540082;-0,884990698559147
"216";"UZB";849972;52;697174;10;1547146;152798;0,0987612028858298
"217";"VCT";29067;37;2108;15;31175;26959;0,86476343223737
"218";"VEN";243984;66;538213;113;782197;-294229;-0,376157157340159
"219";"VGB";3265;19;5903;21;9168;-2638;-0,287739965095986
"220";"VIR";1657;17;28865;20;30522;-27208;-0,891422580433785
"221";"VNM";1021347;66;19144;22;1040491;1002203;0,963201988292066
"222";"VUT";3600;23;907;9;4507;2693;0,597514976702907
"223";"WLF";3737;6;1059;5;4796;2678;0,55838198498749
"224";"WSM";50393;24;2608;21;53001;47785;0,901586762513915
"225";"YEM";217638;49;57320;12;274958;160318;0,583063595167262
"226";"ZAF";307419;79;553638;150;861057;-246219;-0,285949710646334
"227";"ZMB";94240;48;112169;29;206409;-17929;-0,0868615225111308
"228";"ZWE";244498;50;137401;6;381899;107097;0,280432784584406
