"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"112";"KOR";808147;86;23172;28;831319;784975;0,944252447014925
"113";"KWT";45235;49;641715;32;686950;-596480;-0,86830191425868
"114";"LAO";237318;37;11342;6;248660;225976;0,908775034183222
"115";"LBN";292677;86;266301;30;558978;26376;0,0471861146592531
"116";"LBR";260645;39;43162;25;303807;217483;0,715859081587982
"117";"LBY";40088;57;242707;86;282795;-202619;-0,716487208048233
"118";"LCA";10053;35;1709;59;11762;8344;0,709403162727427
"119";"LIE";1447;24;5947;47;7394;-4500;-0,6086015688396
"120";"LKA";459025;70;22505;49;481530;436520;0,906527111498764
"121";"LSO";145916;24;2211;15;148127;143705;0,970147238518299
"122";"LTU";152604;51;158503;57;311107;-5899;-0,0189613219888977
"123";"LUX";18562;43;55921;77;74483;-37359;-0,501577541183894
"124";"LVA";99944;48;290800;139;390744;-190856;-0,48844256085826
"125";"MAC";48482;13;89186;5;137668;-40704;-0,295667838568149
"126";"MAR";984687;65;23259;18;1007946;961428;0,953848718086088
"127";"MCO";2256;28;5422;2;7678;-3166;-0,412346965355561
"128";"MDA";290611;51;228872;19;519483;61739;0,118847007505539
"129";"MDG";25594;37;9765;4;35359;15829;0,447665375152012
"130";"MDV";1698;22;4637;22;6335;-2939;-0,463930544593528
"131";"MEX";2358113;67;347482;90;2705595;2010631;0,743138200654569
"132";"MHL";707;11;627;6;1334;80;0,0599700149925037
"133";"MKD";217104;46;39026;19;256130;178078;0,69526412368719
"134";"MLI";360545;52;72675;23;433220;287870;0,664489174091686
"135";"MLT";56497;36;6975;83;63472;49522;0,780218048903453
"136";"MMR";376109;45;65315;4;441424;310794;0,704071369023886
"137";"MNG";11762;34;3071;30;14833;8691;0,585923279174813
"138";"MNP";1204;8;13892;12;15096;-12688;-0,840487546369899
"139";"MOZ";1202056;47;61431;16;1263487;1140625;0,902759585179745
"140";"MRT";75174;40;56901;35;132075;18273;0,138353208404316
"141";"MSR";3366;16;851;10;4217;2515;0,596395541854399
"142";"MTQ";5609;14;18054;15;23663;-12445;-0,525926552001014
"143";"MUS";51465;32;1622;22;53087;49843;0,93889276093959
"144";"MWI";84442;34;533885;12;618327;-449443;-0,726869439633074
"145";"MYS";276687;69;356785;22;633472;-80098;-0,12644284198828
"146";"MYT";986;3;7490;3;8476;-6504;-0,767343086361491
"147";"NAM";9361;32;62245;83;71606;-52884;-0,738541463005893
"148";"NCL";1928;10;19696;16;21624;-17768;-0,821679615242323
"149";"NER";94787;45;49942;13;144729;44845;0,309854970323847
"150";"NGA";255399;89;168057;9;423456;87342;0,206259918385854
"151";"NIC";219810;47;20141;53;239951;199669;0,832124058661977
"152";"NIU";2832;7;214;7;3046;2618;0,859487852921865
"153";"NLD";357079;91;591301;180;948380;-234222;-0,2469706235897
"154";"NOR";59894;64;96235;168;156129;-36341;-0,232762651397242
"155";"NPL";389294;53;120316;6;509610;268978;0,527811463668295
"156";"NRU";627;14;1399;10;2026;-772;-0,381046396841066
"157";"NZL";196197;81;248636;62;444833;-52439;-0,11788468931037
"158";"OMN";6450;33;239560;19;246010;-233110;-0,947563107190765
"159";"PAK";1971601;100;3261858;8;5233459;-1290257;-0,246540003466159
"160";"PAN";66563;49;32977;88;99540;33586;0,337412095639944
"161";"PER";150342;64;27934;77;178276;122408;0,686620745361125
"162";"PHL";833735;100;69460;90;903195;764275;0,846190468282043
"163";"PLW";1369;12;1735;8;3104;-366;-0,117912371134021
"164";"PNG";1573;27;18427;21;20000;-16854;-0,8427
"165";"POL";706964;76;458886;117;1165850;248078;0,212787236780032
"166";"PRI";574860;37;149095;45;723955;425765;0,588109758203203
"167";"PRK";19237;50;16024;20;35261;3213;0,0911205014038173
"168";"PRT";965010;79;207956;128;1172966;757054;0,645418537280706
"169";"PRY";131629;44;99204;17;230833;32425;0,14046951692349
"170";"PSE";888310;53;121352;14;1009662;766958;0,759618565420903
"171";"PYF";1595;10;13630;19;15225;-12035;-0,79047619047619
"172";"QAT";6028;37;223193;33;229221;-217165;-0,94740446992204
"173";"REU";1571;11;24101;5;25672;-22530;-0,877609847304456
"174";"ROU";377349;69;55062;76;432411;322287;0,745325627701423
"175";"RUS";5516075;100;5651184;148;11167259;-135109;-0,0120986716615062
"176";"RWA";276832;49;70919;5;347751;205913;0,59212770056736
"177";"SAU";57765;64;3213277;17;3271042;-3155512;-0,964680979333191
"178";"SDN";336129;59;679273;15;1015402;-343144;-0,337939062558474
"179";"SEN";230827;59;122402;26;353229;108425;0,306953845805412
"180";"SGP";74563;55;211279;15;285842;-136716;-0,478292203385087
"181";"SHN";386;9;99;2;485;287;0,591752577319588
"182";"SLB";1134;18;2198;15;3332;-1064;-0,319327731092437
"183";"SLE";31968;43;122322;39;154290;-90354;-0,585611510791367
"184";"SLV";608584;45;22086;48;630670;586498;0,92996020105602
"185";"SMR";572;14;1674;9;2246;-1102;-0,490650044523598
"186";"SOM";448855;59;234861;2;683716;213994;0,312986678679452
"187";"SPM";240;8;470;3;710;-230;-0,323943661971831
"188";"SRB";393867;44;46671;76;440538;347196;0,78811816460782
"189";"STP";6742;20;2916;6;9658;3826;0,396148270863533
"190";"SUR";87554;37;5710;4;93264;81844;0,877551895693944
"191";"SVK";65930;49;18119;93;84049;47811;0,568846744161144
"192";"SVN";39984;44;87635;74;127619;-47651;-0,373384840815239
"193";"SWE";87854;75;348654;197;436508;-260800;-0,597469004004509
"194";"SWZ";25590;24;36219;17;61809;-10629;-0,17196524777945
"195";"SYC";17221;26;1809;26;19030;15412;0,809879138202838
"196";"SYR";355555;78;127246;5;482801;228309;0,472884273230586
"197";"TCA";1006;10;2319;6;3325;-1313;-0,394887218045113
"198";"TCD";168103;45;37309;10;205412;130794;0,636739820458396
"199";"TGO";95240;41;39534;30;134774;55706;0,413328980367133
"200";"THA";122822;75;283469;49;406291;-160647;-0,395398864360766
"201";"TJK";264426;43;187680;35;452106;76746;0,169752226247827
"202";"TKL";836;6;136;4;972;700;0,720164609053498
"203";"TKM";127446;43;133222;11;260668;-5776;-0,0221584544324581
"204";"TLS";5921;12;3906;15;9827;2015;0,205047318611987
"205";"TON";16197;24;404;5;16601;15793;0,951328233238962
"206";"TTO";87603;51;21631;16;109234;65972;0,603951150740612
"207";"TUN";281462;57;15936;17;297398;265526;0,892830483056376
"208";"TUR";1362030;82;486754;110;1848784;875276;0,473433348622662
"209";"TUV";1203;18;134;5;1337;1069;0,799551234106208
"210";"TZA";107187;50;281151;27;388338;-173964;-0,447970582327766
"211";"UGA";157870;50;273005;47;430875;-115135;-0,267212068465332
"212";"UKR";2634767;74;2793243;30;5428010;-158476;-0,0291959668460449
"213";"URY";116499;53;43923;17;160422;72576;0,452406777125332
"214";"USA";869586;157;9710744;150;10580330;-8841158;-0,835622140330217
"215";"UZB";685800;52;688459;10;1374259;-2659;-0,00193486089594465
"216";"VCT";17907;36;1798;15;19705;16109;0,817508246637909
"217";"VEN";83012;65;517355;113;600367;-434343;-0,723462482115106
"218";"VGB";1340;18;3859;21;5199;-2519;-0,484516253125601
"219";"VIR";1175;16;20947;20;22122;-19772;-0,893770906789621
"220";"VNM";636418;65;14866;22;651284;621552;0,954348640531627
"221";"VUT";2646;23;854;9;3500;1792;0,512
"222";"WLF";3664;6;711;5;4375;2953;0,674971428571429
"223";"WSM";36602;24;1654;21;38256;34948;0,913529903805939
"224";"YEM";290313;48;51136;12;341449;239177;0,70047649868648
"225";"ZAF";150244;79;665126;150;815370;-514882;-0,631470375412389
"226";"ZMB";42599;47;138150;29;180749;-95551;-0,528639162595644
"227";"ZWE";105757;49;339116;6;444873;-233359;-0,524551950781459
