"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"165";"POL";2887741;76;699220;117;3586961;2188521;0,610132365531713
"166";"PRI";1640856;38;337632;45;1978488;1303224;0,658696944333248
"167";"PRK";86930;51;37144;20;124074;49786;0,401260538065993
"168";"PRT";1744741;79;766605;128;2511346;978136;0,389486753318738
"169";"PRY";545839;44;164176;17;710015;381663;0,537542164602156
"170";"PSE";3049106;54;244345;14;3293451;2804761;0,851617649693285
"171";"PYF";2725;10;28086;19;30811;-25361;-0,82311512122294
"172";"QAT";17777;38;624746;33;642523;-606969;-0,9446650158827
"173";"REU";2559;11;102727;5;105286;-100168;-0,951389548467982
"174";"ROU";2108741;69;133622;76;2242363;1975119;0,880820366729205
"175";"RUS";10358533;101;11662954;148;22021487;-1304421;-0,0592340108549436
"176";"RWA";285203;50;405872;5;691075;-120669;-0,174610570488008
"177";"SAU";177327;65;6283624;17;6460951;-6106297;-0,945108080838254
"178";"SDN";1220379;60;509151;15;1729530;711228;0,411226171271964
"179";"SEN";472787;61;202949;26;675736;269838;0,399324588300757
"180";"SGP";233440;56;1526620;15;1760060;-1293180;-0,734736315807416
"181";"SHN";3766;9;140;2;3906;3626;0,92831541218638
"182";"SLB";3000;18;2836;15;5836;164;0,0281014393420151
"183";"SLE";147931;44;145394;39;293325;2537;0,00864910934969743
"184";"SLV";1119319;45;35894;48;1155213;1083425;0,937857347519462
"185";"SMR";2910;14;4069;9;6979;-1159;-0,16606963748388
"186";"SOM";1101320;60;1159;2;1102479;1100161;0,99789746562066
"187";"SPM";429;8;1127;3;1556;-698;-0,448586118251928
"188";"SRB";929729;45;844434;76;1774163;85295;0,0480761914209686
"189";"STP";29790;20;3360;6;33150;26430;0,797285067873303
"190";"SUR";252472;39;19755;4;272227;232717;0,854863771778699
"191";"SVK";272294;49;130394;93;402688;141900;0,352381993006993
"192";"SVN";119620;44;210424;153;330044;-90804;-0,275126952769934
"193";"SWE";270865;75;1033457;197;1304322;-762592;-0,584665443042439
"194";"SWZ";44865;24;25534;17;70399;19331;0,274591968635918
"195";"SXM";23604;11;11985;33;35589;11619;0,326477282306331
"196";"SYC";23290;27;8568;26;31858;14722;0,462113127001067
"197";"SYR";863712;78;779408;5;1643120;84304;0,0513072690978139
"198";"TCA";1237;10;8240;6;9477;-7003;-0,738946924132109
"199";"TCD";210455;46;342974;10;553429;-132519;-0,23945076965609
"200";"TGO";385788;42;184529;30;570317;201259;0,35288970870586
"201";"THA";637455;75;2163055;49;2800510;-1525600;-0,544757919093308
"202";"TJK";586243;44;280158;35;866401;306085;0,353283294917711
"203";"TKL";2090;6;236;4;2326;1854;0,797076526225279
"204";"TKM";229249;44;209895;11;439144;19354;0,0440721039112455
"205";"TLS";94966;12;9930;15;104896;85036;0,81066961561928
"206";"TON";48744;24;1212;5;49956;47532;0,951477300024021
"207";"TTO";322944;52;40571;16;363515;282373;0,776785001994416
"208";"TUN";579219;57;28474;17;607693;550745;0,906288208026092
"209";"TUR";2749962;82;1210738;110;3960700;1539224;0,38862423309011
"210";"TUV";2917;18;123;5;3040;2794;0,919078947368421
"211";"TZA";234991;51;761964;27;996955;-526973;-0,528582533815468
"212";"UGA";557901;51;590870;47;1148771;-32969;-0,0286993665404158
"213";"UKR";5567629;74;4694360;30;10261989;873269;0,0850974406618444
"214";"URY";299038;54;75952;17;374990;223086;0,594911864316382
"215";"USA";2291218;160;36996835;150;39288053;-34705617;-0,883363118045071
"216";"UZB";1730060;52;1247571;10;2977631;482489;0,162037875075857
"217";"VCT";55762;37;4155;15;59917;51607;0,861308142931055
"218";"VEN";438692;66;1076317;113;1515009;-637625;-0,420872087228525
"219";"VGB";5872;19;11635;21;17507;-5763;-0,329182612669218
"220";"VIR";3812;17;54504;20;58316;-50692;-0,869264009877221
"221";"VNM";2097784;66;47983;22;2145767;2049801;0,955276598064934
"222";"VUT";7437;23;1810;9;9247;5627;0,608521682707905
"223";"WLF";7437;6;2140;5;9577;5297;0,553095959068602
"224";"WSM";99233;24;5339;21;104572;93894;0,897888536128218
"225";"YEM";630990;49;138630;12;769620;492360;0,639744289389569
"226";"ZAF";602433;79;1316136;150;1918569;-713703;-0,371997566936607
"227";"ZMB";180995;48;228139;29;409134;-47144;-0,115228751460402
"228";"ZWE";499882;50;319910;6;819792;179972;0,219533735386537
