"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"202";"TKL";1810;6;243;4;2053;1567;0,763273258645884
"203";"TKM";243524;43;271840;11;515364;-28316;-0,0549436902849248
"204";"TLS";79050;12;8570;15;87620;70480;0,804382561059119
"205";"TON";38343;24;928;5;39271;37415;0,952738662117084
"206";"TTO";251244;51;42344;16;293588;208900;0,711541343651648
"207";"TUN";476954;57;31851;17;508805;445103;0,874800758640344
"208";"TUR";2771722;82;1071547;110;3843269;1700175;0,442377309524782
"209";"TUV";2738;18;180;5;2918;2558;0,876627827278958
"210";"TZA";229169;50;1100291;27;1329460;-871122;-0,655244986686324
"211";"UGA";361975;50;588222;47;950197;-226247;-0,238105361309286
"212";"UKR";5606432;74;5774245;30;11380677;-167813;-0,0147454321039074
"213";"URY";233993;53;86635;17;320628;147358;0,45959180109036
"214";"USA";1839745;157;26593925;150;28433670;-24754180;-0,870593912076774
"215";"UZB";1515753;52;1433906;10;2949659;81847;0,0277479532379845
"216";"VCT";45751;36;3874;15;49625;41877;0,843869017632242
"217";"VEN";242811;65;1018672;113;1261483;-775861;-0,615038807498793
"218";"VGB";4242;18;8840;21;13082;-4598;-0,35147530958569
"219";"VIR";3139;16;48707;20;51846;-45568;-0,878910619912819
"220";"VNM";1571732;65;49803;22;1621535;1521929;0,93857301877542
"221";"VUT";5797;23;1451;9;7248;4346;0,599613686534216
"222";"WLF";6943;6;1668;5;8611;5275;0,612588549529671
"223";"WSM";81952;24;4410;21;86362;77542;0,897871749148931
"224";"YEM";486249;48;104345;12;590594;381904;0,646643887340542
"225";"ZAF";386225;79;953701;150;1339926;-567476;-0,423512940266851
"226";"ZMB";140898;47;232462;29;373360;-91564;-0,245243196914506
"227";"ZWE";288001;49;393451;6;681452;-105450;-0,154743107364862
